COUNTY,MESOZONE,rank11,rank21,rank23,rank3133,rank42,rank4445,rank4849,rank22,rank51,rank52,rank53,rank54,rank55,rank56,rank61,rank62,rank71,rank72,rank81,rank92,rank99
64001,1,1,1,4,7,4,8,6,1,6,9,7,10,3,5,8,9,2,3,2,5,9
64001,2,1,3,6,5,1,7,1,3,7,8,3,10,1,1,9,9,5,4,8,5,1
64001,3,1,1,5,4,1,5,3,1,8,7,4,9,1,6,10,9,3,7,8,6,5
64001,4,2,2,4,7,2,7,5,2,2,8,6,9,2,4,8,9,6,2,10,2,
64001,5,1,1,7,2,3,4,2,1,6,5,4,10,1,7,9,7,5,8,6,9,5
64001,6,2,2,2,10,6,9,4,2,7,7,5,9,2,6,8,2,2,8,5,2,4
64001,7,4,1,5,5,1,6,6,3,3,8,9,9,1,1,10,8,4,7,7,2,6
64001,8,1,3,3,3,4,7,1,6,8,2,5,9,1,1,10,9,7,5,7,6,
64001,9,1,1,2,3,6,7,6,1,7,4,6,10,1,2,9,9,5,4,8,8,5
64001,10,1,1,7,4,8,6,3,1,7,1,6,9,1,3,9,10,5,4,8,4,7
64001,11,1,,8,2,6,7,4,3,7,6,3,10,1,2,9,9,4,8,5,5,1
64001,12,2,2,5,7,8,7,5,2,4,2,4,10,2,2,9,9,6,8,6,2,2
64001,13,5,2,4,2,8,9,5,2,7,2,4,9,2,2,10,5,6,2,7,8,3
64001,14,1,1,7,6,4,9,3,1,6,1,3,8,1,5,7,10,5,8,9,4,
64001,15,2,2,9,2,4,6,7,2,2,4,7,8,2,4,10,9,2,8,6,4,5
64001,16,1,1,4,7,1,9,5,1,6,1,4,8,1,3,9,10,6,7,8,5,6
64001,17,1,1,4,1,6,9,3,4,6,5,3,8,1,1,10,8,7,9,5,7,7
64001,18,2,2,5,2,6,9,8,2,5,2,2,9,2,2,10,8,2,7,7,6,3
64001,19,1,1,5,4,1,10,7,1,4,4,1,8,1,5,9,7,6,8,6,8,8
64001,20,1,,2,5,4,7,2,2,6,4,8,8,,5,10,9,3,6,9,7,
64001,21,2,5,9,7,4,5,2,2,6,2,2,7,2,2,9,10,8,8,5,2,
64001,22,1,1,7,4,1,6,9,1,3,5,7,10,1,5,8,9,8,4,6,3,
64001,23,1,1,6,6,3,9,5,1,5,4,7,8,1,9,8,10,4,7,1,3,3
64001,24,1,1,7,7,3,8,3,1,5,4,4,10,5,1,9,8,1,9,6,6,
64001,25,2,2,2,8,2,6,8,2,7,2,5,7,2,2,9,10,5,6,2,9,5
64001,26,2,2,5,6,9,8,6,2,2,5,2,7,2,9,2,10,2,7,8,2,5
64001,27,1,1,5,5,4,6,7,1,9,1,3,10,1,8,6,8,7,9,4,1,1
64001,28,3,3,7,8,3,3,9,3,3,3,6,9,3,3,6,10,3,3,8,3,7
64001,29,2,2,2,7,2,7,2,2,5,2,6,8,2,9,8,9,2,10,6,2,8
64001,30,2,2,9,6,6,7,2,2,4,7,2,8,2,2,9,10,5,5,7,2,2
64001,31,2,2,2,5,2,8,8,2,2,4,2,9,2,5,10,6,9,6,7,7,2
64001,32,2,2,4,6,2,7,5,2,9,2,2,10,2,6,9,8,8,4,5,7,7
64001,33,2,2,2,5,6,8,9,2,5,2,2,9,2,2,8,7,2,10,7,6,
64001,34,1,1,4,7,5,4,6,1,3,8,1,9,1,7,10,5,9,8,1,6,1
64001,35,1,1,4,9,1,8,6,3,7,4,1,8,1,3,9,10,5,7,6,5,1
64001,36,1,1,1,6,3,6,4,3,5,8,6,10,1,4,9,8,5,9,7,1,7
64001,37,1,1,7,7,6,8,5,1,5,4,6,8,1,1,9,10,9,3,1,4,2
64001,38,1,1,5,8,3,5,9,1,4,1,3,10,1,7,7,9,6,8,6,4,
64001,39,1,1,4,6,4,8,5,1,1,1,4,9,1,8,6,7,3,7,10,9,5
64001,40,2,1,6,5,2,8,1,4,5,4,3,9,1,7,8,10,5,9,7,2,8
64001,41,3,3,7,3,3,7,6,3,3,3,3,6,3,9,9,10,3,7,8,3,6
64001,42,5,1,6,8,2,10,4,1,4,3,1,9,1,5,7,9,5,7,8,3,
64001,43,2,2,9,2,2,9,2,2,2,6,2,7,2,6,8,10,5,7,8,2,5
64001,44,6,1,2,6,5,9,6,4,3,1,4,9,1,8,7,10,3,8,5,2,8
64001,45,2,2,2,7,2,10,4,2,6,2,4,9,2,6,9,8,5,7,5,8,7
64001,46,2,2,4,10,2,8,6,2,5,2,2,9,2,7,9,7,5,4,7,6,1
64001,47,1,1,6,3,5,6,6,5,1,4,3,9,1,8,10,8,4,9,7,1,6
64001,48,1,1,1,9,7,7,4,1,8,1,5,4,1,3,8,8,6,6,10,5,7
64001,49,1,1,7,8,2,9,5,1,4,8,7,10,1,3,9,3,6,3,6,5,1
64001,50,2,1,9,5,4,3,4,1,6,6,5,10,1,7,8,9,2,8,7,3,9
64001,51,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,
64001,52,1,1,1,4,6,7,8,1,8,4,3,7,1,5,9,9,3,10,5,6,9
64001,53,6,2,2,7,2,8,9,2,4,5,5,6,2,2,7,9,2,10,4,7,
64001,54,2,2,9,8,4,10,5,2,2,2,4,2,2,6,7,7,9,6,7,5,1
64001,55,1,1,7,10,5,8,3,1,3,1,4,9,1,3,7,8,6,9,5,6,8
64001,56,1,1,1,6,4,5,8,1,6,7,5,7,1,1,10,8,9,9,4,3,6
64001,57,1,1,7,6,3,9,5,1,4,1,3,7,1,6,10,9,5,8,8,3,
64001,58,2,2,2,5,2,8,9,4,5,2,2,6,2,2,10,9,8,6,6,7,1
64001,59,1,1,4,7,3,8,6,1,4,5,1,6,1,9,8,10,5,3,9,7,4
64001,60,5,2,2,9,6,9,10,2,2,2,6,2,2,5,7,7,2,7,8,2,1
64001,61,1,1,3,6,1,9,7,1,5,4,4,8,1,7,10,9,3,6,5,8,4
64001,62,2,2,5,6,6,10,2,2,5,2,2,9,2,7,8,7,2,8,9,2,8
64001,63,3,1,3,6,4,10,1,2,5,3,1,5,1,8,7,9,6,9,8,7,
64001,64,2,2,2,2,2,9,2,5,7,8,2,9,2,6,6,10,5,8,7,2,8
64001,65,3,,3,8,1,9,4,2,8,6,7,10,,7,6,9,3,5,5,2,
64001,66,3,,6,5,1,8,6,2,8,4,4,7,,3,7,9,2,10,9,4,8
64001,67,3,1,6,6,1,5,1,1,8,5,7,8,1,3,4,9,9,10,7,4,6
64001,68,1,1,8,9,3,5,3,1,7,4,6,8,1,5,4,10,1,9,7,5,4
64001,69,7,1,4,8,3,9,4,1,6,5,2,10,1,3,7,9,2,8,5,5,8
64001,70,1,1,3,6,2,9,4,2,7,7,4,9,1,6,8,10,5,3,8,5,3
64001,71,2,2,2,8,2,9,2,2,2,7,7,8,2,2,6,10,2,9,5,6,1
64001,72,5,2,6,8,2,8,2,2,6,9,2,10,2,4,7,9,2,5,2,7,2
64001,73,1,1,3,4,1,6,7,1,5,9,5,9,1,3,8,10,4,8,6,7,4
64001,74,2,2,2,7,2,5,2,2,2,2,5,9,2,9,7,8,2,10,8,6,7
64001,75,1,1,5,9,4,7,4,2,2,6,2,6,1,7,8,9,3,8,10,5,5
64001,76,2,2,2,7,4,5,6,2,2,5,9,8,2,4,7,10,2,8,9,5,4
64001,77,1,1,5,5,7,9,3,1,4,1,1,9,1,7,8,10,6,4,8,6,
64001,78,4,4,4,10,4,4,9,4,4,4,4,8,4,4,4,8,4,9,4,4,2
64001,79,1,1,7,6,5,8,6,1,1,1,5,10,1,4,9,9,4,5,8,3,7
64001,80,1,1,1,6,3,7,5,1,3,6,4,9,1,4,8,10,5,7,8,9,7
64001,81,2,2,2,6,2,7,9,2,5,4,6,8,4,8,7,10,2,9,5,2,6
64001,82,1,1,5,5,4,10,6,1,4,8,1,8,1,4,9,7,6,8,7,3,3
64001,83,1,1,1,4,1,5,6,3,9,7,3,7,1,5,10,9,8,4,8,6,4
64001,84,1,1,5,4,5,9,5,3,7,4,1,8,1,1,8,10,3,9,6,7,9
64001,85,4,1,1,5,3,6,6,2,9,5,2,10,1,3,8,8,4,9,7,7,5
64001,86,3,3,3,8,3,7,3,7,3,3,6,9,3,3,3,10,9,3,8,3,9
64001,87,1,1,3,6,1,6,4,5,8,5,1,9,1,4,9,10,7,7,8,3,5
64001,88,2,2,2,8,2,9,6,5,7,4,2,10,2,2,7,8,5,4,6,9,1
64001,89,1,1,5,4,6,9,3,2,7,5,3,10,1,6,9,4,8,1,8,7,1
64001,90,2,2,2,6,5,2,2,2,6,8,5,10,2,2,9,9,4,8,7,7,8
64001,91,1,1,1,8,5,6,1,1,8,4,3,10,1,6,9,9,7,5,4,7,5
64001,92,2,5,6,2,2,5,6,2,2,7,4,9,2,2,9,10,2,8,8,7,9
64001,93,2,2,2,2,2,9,7,4,5,7,5,6,2,7,8,9,2,2,10,6,7
64001,94,1,1,7,6,1,9,5,1,6,1,4,9,1,5,8,10,4,7,8,3,1
64001,95,2,1,6,6,3,4,1,2,8,3,7,9,1,8,10,9,4,5,7,5,6
64001,96,1,1,7,7,3,8,1,5,5,1,4,9,1,6,10,8,4,9,6,3,
64001,97,1,1,4,8,5,3,7,1,6,8,1,9,1,3,9,10,4,5,7,6,2
64001,98,1,1,3,8,1,8,3,1,7,4,3,10,1,5,9,9,7,6,6,5,7
64001,99,6,1,4,5,3,8,3,1,6,8,2,10,1,5,9,7,4,9,7,3,
64001,100,2,2,2,4,6,9,2,2,7,6,4,9,2,8,8,10,5,7,2,5,
64001,101,1,1,3,3,7,4,6,1,8,9,5,10,1,1,8,9,6,4,5,7,1
64001,102,1,3,1,5,6,9,1,3,6,8,7,10,1,4,4,9,1,5,8,7,4
64001,103,1,1,8,4,6,5,1,1,8,3,7,10,1,3,9,9,4,4,6,7,1
64001,104,1,5,8,8,1,7,1,5,6,7,1,10,1,4,9,9,4,1,3,6,6
64001,105,2,2,2,7,5,2,5,2,2,7,8,10,2,6,9,9,6,2,8,4,8
64001,106,3,1,1,3,8,3,4,4,6,9,7,10,1,1,9,7,6,1,8,5,5
64001,107,1,1,3,3,3,8,5,1,4,8,7,10,1,1,9,9,5,6,7,6,1
64001,108,2,2,2,7,2,8,2,5,2,7,4,8,2,5,10,9,9,2,6,6,1
64001,109,1,1,3,7,3,8,1,1,5,6,1,10,1,4,9,9,5,7,8,6,3
64001,110,1,1,3,7,5,8,2,2,7,8,6,10,1,6,9,9,3,4,5,3,9
64001,111,5,2,2,9,2,7,2,2,7,8,2,10,2,2,9,6,2,2,8,6,
64001,112,1,1,3,5,1,4,1,5,7,9,4,10,1,1,7,9,8,7,6,6,8
64001,113,1,3,6,4,5,1,1,1,6,8,1,10,1,5,9,9,7,4,7,8,2
64001,114,1,1,6,7,5,4,4,1,7,8,5,10,1,6,9,9,3,3,1,8,7
64001,115,1,1,2,8,2,7,5,3,5,8,3,10,1,2,9,9,6,4,5,7,8
64001,116,2,2,2,9,7,7,2,2,6,7,5,10,2,5,9,8,2,2,4,6,6
64001,117,1,1,6,3,6,8,4,1,2,8,4,10,1,4,9,9,3,5,7,7,8
64001,118,1,1,7,8,1,6,1,3,6,4,5,10,1,1,7,9,9,5,8,4,5
64001,119,1,1,6,8,3,7,5,4,5,7,2,10,1,9,9,8,2,4,1,5,3
64001,120,1,1,7,5,4,8,3,1,7,6,2,10,1,5,8,9,3,9,6,4,6
64001,121,1,1,5,7,2,9,4,2,6,4,2,8,1,2,7,9,5,8,10,6,3
64001,122,1,1,8,4,3,9,6,1,5,3,6,9,4,1,7,10,8,1,5,7,7
64001,123,1,1,3,9,1,4,7,4,3,4,6,9,1,8,8,10,5,5,7,1,3
64001,124,2,2,4,4,6,8,2,2,2,6,7,9,2,5,9,10,2,8,7,5,1
64001,125,1,1,8,9,3,4,8,1,4,1,1,10,1,7,9,7,5,6,5,6,4
64001,126,1,1,5,4,3,9,1,1,6,8,5,10,1,4,9,8,7,1,6,7,3
64001,127,2,2,2,7,5,8,2,2,4,4,6,10,2,2,9,9,2,8,6,5,
64001,128,1,1,8,7,1,3,4,4,1,9,4,10,1,1,9,7,6,4,6,8,
64001,129,1,1,6,7,6,9,4,1,8,1,3,10,1,5,9,8,4,7,5,1,2
64001,130,1,1,1,7,3,5,1,4,1,9,8,10,1,8,7,9,5,6,6,4,6
64001,131,2,2,6,5,2,6,2,2,9,8,2,10,2,7,9,8,2,2,7,6,
64001,132,2,2,6,8,2,8,2,2,7,7,2,10,2,2,8,9,5,2,6,2,6
64001,133,2,2,8,7,5,6,2,2,2,9,2,10,2,7,9,8,2,6,5,2,9
64001,134,2,2,6,6,5,8,4,2,2,8,2,10,2,5,7,7,2,2,9,9,4
64001,135,1,1,1,8,1,9,6,7,6,8,3,10,1,4,9,5,5,3,7,4,5
64001,136,2,2,2,2,8,9,2,2,2,5,2,9,2,2,7,10,7,8,6,6,1
64001,137,2,2,5,2,5,2,4,5,8,8,2,9,2,4,9,10,6,2,7,7,7
64001,138,1,1,6,5,4,3,1,1,4,5,3,9,1,8,10,8,7,9,6,7,8
64001,139,1,1,5,7,5,8,1,2,3,4,3,10,1,9,9,8,7,6,6,4,
64001,140,2,2,2,2,5,6,6,2,9,2,6,7,2,8,9,10,2,2,8,2,2
64001,141,1,1,6,9,3,7,1,1,5,3,4,9,1,6,7,8,5,9,8,4,2
64001,142,1,1,5,8,7,4,6,1,4,5,3,6,1,9,9,7,3,10,8,1,
64001,143,1,2,4,5,3,8,6,1,2,9,5,3,1,4,8,9,7,10,5,7,7
64001,144,2,2,8,6,2,9,7,2,2,5,6,4,2,4,5,9,2,10,7,8,3
64001,145,2,2,2,7,4,10,8,2,2,5,2,5,2,6,6,8,2,9,9,7,4
64001,146,1,1,4,9,5,7,5,1,4,5,2,7,1,3,9,9,3,8,6,8,
64001,147,1,1,1,4,4,10,8,1,4,6,6,5,2,3,7,9,7,9,7,3,8
64001,148,2,2,8,10,2,8,7,2,2,8,4,5,2,2,6,7,5,9,6,2,8
64001,149,1,3,7,6,1,5,8,1,4,3,7,5,1,6,9,10,1,9,8,4,4
64001,150,5,1,3,8,1,8,9,1,7,4,1,7,1,6,6,8,1,10,5,4,2
64001,151,1,1,1,5,6,10,5,4,7,4,1,9,1,7,9,6,1,8,8,3,
64001,152,3,1,9,6,1,6,4,1,1,5,4,8,1,7,8,10,1,5,9,7,8
64001,153,1,1,5,8,4,9,1,1,4,5,3,9,1,6,10,6,4,6,8,7,8
64001,154,1,1,6,4,3,7,6,1,7,3,5,10,3,2,8,9,5,9,8,1,5
64001,155,1,1,8,6,5,7,6,1,4,4,1,5,1,9,8,10,7,9,1,3,3
64001,156,3,3,3,6,3,7,6,3,8,3,3,3,3,9,7,10,3,8,9,3,8
64001,157,1,1,7,9,3,9,1,1,1,6,8,6,1,3,5,10,4,8,5,7,1
64001,158,2,2,7,5,6,10,4,2,2,2,6,4,2,5,2,9,8,9,8,7,2
64001,159,1,1,4,5,7,8,5,1,6,4,3,6,1,7,1,10,1,9,9,7,
64001,160,2,2,8,9,5,8,7,2,9,2,2,6,2,4,4,7,2,6,10,2,2
64001,161,2,2,2,7,6,9,8,2,2,4,2,5,2,7,9,8,9,5,6,2,1
64001,162,2,2,7,9,6,8,5,2,2,2,2,2,2,8,2,6,2,10,8,6,4
64001,163,2,2,5,8,7,10,5,2,2,2,2,2,2,6,4,9,6,7,8,9,9
64001,164,2,2,6,9,2,8,7,2,2,2,2,5,2,10,2,9,7,6,8,5,7
64001,165,1,1,8,7,4,10,7,1,4,5,2,5,1,4,6,8,6,9,9,3,5
64001,166,3,1,6,9,5,8,9,1,1,5,3,4,1,7,7,8,4,10,6,1,4
64001,167,2,2,7,9,2,9,2,2,8,7,6,8,2,2,6,10,4,5,4,4,6
64001,168,9,4,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,8,4,6
64001,169,1,1,6,9,3,7,5,2,4,1,6,8,1,5,9,10,7,8,3,4,8
64001,170,2,2,9,6,2,8,7,2,6,8,9,5,2,2,2,10,5,7,2,2,4
64001,171,3,3,6,8,3,9,3,3,6,3,3,7,3,7,3,8,3,10,9,3,2
64001,172,4,1,9,9,8,6,1,3,3,7,3,7,1,1,5,8,2,6,10,5,9
64001,173,2,2,9,5,5,8,6,2,2,7,2,4,2,7,6,10,2,8,8,2,3
64001,174,3,1,8,5,4,9,8,1,3,3,1,4,1,9,1,7,6,10,7,5,2
64001,175,2,2,2,6,5,8,6,2,2,5,2,2,2,7,8,9,2,10,9,7,8
64001,176,5,2,10,7,2,8,2,2,2,4,2,5,2,8,9,9,6,6,7,4,1
64001,177,1,1,4,6,7,8,1,1,1,5,7,4,1,8,3,10,5,9,9,6,9
64001,178,2,2,8,6,6,7,5,2,2,2,2,2,2,8,9,9,2,10,7,2,1
64001,179,1,1,10,8,7,9,4,1,5,1,4,6,1,7,6,8,3,9,5,3,2
64001,180,2,2,9,7,2,7,5,2,2,4,4,5,2,8,6,9,2,10,8,6,6
64001,181,1,3,6,6,1,8,5,1,8,2,7,4,1,9,3,9,7,10,5,4,7
64001,182,2,2,7,5,2,5,6,2,5,4,2,4,2,7,9,9,2,10,6,8,6
64001,183,1,1,6,10,3,5,7,1,9,4,1,6,1,8,8,9,4,1,5,6,7
64001,184,2,2,5,9,2,10,7,2,4,2,2,6,2,5,8,7,2,9,8,5,9
64001,185,2,2,6,2,6,5,5,2,7,2,2,9,2,4,9,10,2,8,8,6,4
64001,186,1,1,7,9,6,6,8,1,8,4,4,7,1,5,9,10,2,5,3,3,
64001,187,1,1,8,3,4,9,7,1,1,8,3,7,1,6,5,10,4,9,6,5,
64001,188,1,1,8,9,3,6,1,1,3,6,9,8,1,4,4,7,5,5,9,6,7
64001,189,2,2,10,7,2,8,6,2,4,2,2,4,2,9,6,8,5,9,7,5,
64001,190,1,1,10,5,4,6,8,1,7,1,1,5,1,9,6,9,3,8,3,6,3
64001,191,1,1,7,5,7,9,3,4,6,6,1,4,1,1,8,10,1,9,8,4,4
64001,192,1,1,8,4,1,10,6,1,3,4,5,6,1,5,7,9,7,8,9,3,8
64001,193,1,1,5,7,1,6,9,6,4,5,1,4,1,8,8,9,3,7,10,1,3
64001,194,2,2,6,2,2,6,8,2,5,2,2,6,2,8,10,9,2,7,9,2,9
64001,195,2,1,3,6,1,10,4,7,7,1,4,8,1,5,9,9,6,5,8,3,4
64001,196,1,1,8,9,4,8,5,4,1,3,6,5,1,9,7,6,1,10,7,1,3
64001,197,1,1,6,4,1,7,6,1,8,9,5,8,1,3,10,8,5,7,3,3,6
64001,198,2,2,5,7,2,9,2,2,2,9,7,7,2,6,10,8,2,2,2,6,
64001,199,6,1,3,9,5,8,1,1,4,1,4,7,1,1,10,9,6,5,8,7,7
64001,200,2,2,2,2,6,5,8,2,8,2,7,9,2,2,10,9,6,2,5,7,4
64001,201,3,3,3,8,7,9,3,3,3,3,3,10,3,3,9,8,7,3,3,3,3
64001,202,2,2,2,2,5,8,5,4,5,6,7,9,2,2,10,8,4,8,2,7,9
64001,203,2,2,5,9,2,9,7,2,2,4,6,10,2,4,6,8,2,7,5,8,
64001,204,2,2,7,7,2,9,4,4,6,6,2,8,2,2,10,9,2,5,8,4,4
64001,205,1,1,8,9,4,9,6,5,5,7,3,6,1,1,7,10,4,1,8,3,6
64001,206,2,2,2,10,5,7,6,2,2,7,2,9,2,2,8,8,2,2,6,9,5
64001,207,1,1,7,6,1,6,5,3,7,4,1,10,1,4,9,9,5,3,8,8,3
64001,208,1,1,3,3,1,9,7,1,5,6,4,6,1,8,9,10,3,5,7,8,4
64001,209,2,2,2,9,2,7,6,2,2,2,2,5,2,8,8,7,2,8,10,6,4
64001,210,2,2,2,5,2,10,2,2,5,5,2,8,2,2,9,9,7,6,7,7,3
64001,211,2,2,2,2,7,10,5,2,2,2,7,6,2,9,8,9,2,8,5,2,2
64001,212,2,2,7,8,2,8,2,2,2,2,5,5,2,6,9,10,2,9,6,7,7
64001,213,2,2,6,5,2,2,10,2,7,2,8,5,2,9,6,9,2,2,7,8,2
64001,214,1,1,9,4,1,8,7,1,6,3,3,8,1,9,7,6,1,10,5,5,2
64001,215,5,1,4,9,1,1,8,1,5,7,1,4,1,8,6,10,7,6,9,3,4
64001,216,1,1,10,7,6,7,4,1,3,4,1,6,1,5,8,9,5,9,8,3,2
64001,217,2,2,9,8,2,6,5,2,6,2,8,6,2,7,4,9,4,10,5,2,5
64001,218,2,2,7,10,2,6,2,2,4,2,5,6,2,9,5,9,2,7,8,8,5
64001,219,3,3,7,8,3,9,3,3,3,3,3,3,3,6,9,10,3,7,6,7,2
64001,220,2,2,7,7,2,8,2,2,2,5,5,4,2,9,6,9,2,10,8,4,8
64001,221,2,2,10,6,2,7,2,2,2,5,5,4,2,8,4,8,6,9,9,6,5
64001,222,2,2,9,7,2,9,7,2,4,2,2,6,2,5,6,8,2,10,8,5,5
64001,223,5,1,9,3,6,10,7,1,3,1,4,5,1,7,4,8,3,9,8,6,1
64001,224,4,1,8,2,3,10,7,1,4,3,6,6,1,8,5,9,2,9,7,4,4
64001,225,1,1,8,5,4,4,7,1,6,3,1,9,1,7,5,8,10,9,6,1,4
64001,226,5,1,7,1,4,8,5,1,3,1,4,6,1,8,9,7,1,10,9,6,6
64001,227,2,5,9,7,2,8,7,2,2,2,6,2,2,9,2,8,5,10,6,2,9
64001,228,2,2,10,2,9,2,8,2,2,2,2,6,2,9,7,5,2,8,7,6,7
64001,229,3,3,7,7,3,8,6,3,3,9,10,3,3,3,3,9,3,8,6,3,3
64001,230,1,1,10,6,1,7,5,1,3,5,5,8,1,8,1,9,6,9,7,4,2
64001,231,3,3,8,3,3,3,8,3,3,6,3,6,3,10,8,9,7,3,3,7,3
64001,232,2,2,5,6,2,10,5,2,2,2,2,8,2,6,9,9,2,7,7,8,1
64001,233,6,2,7,2,2,9,2,2,2,2,2,8,2,5,9,10,7,6,5,8,3
64001,234,3,3,9,3,6,7,8,3,3,3,3,3,3,6,7,10,3,9,7,3,2
64001,235,2,2,7,8,9,8,9,2,6,2,2,2,2,5,2,6,2,10,7,2,1
64001,236,3,3,6,10,3,7,3,3,3,8,3,9,3,7,9,6,3,8,3,3,6
64001,237,1,1,8,6,5,8,3,4,5,7,1,7,1,1,10,9,4,3,9,6,3
64001,238,2,2,4,9,2,7,6,2,8,2,4,9,2,2,6,10,2,7,8,5,3
64001,239,1,1,7,6,1,8,9,1,3,7,5,8,3,9,10,7,5,4,2,4,8
64001,240,1,1,2,6,3,6,7,1,7,3,7,5,1,4,10,8,5,3,9,9,2
64001,241,6,2,2,8,2,9,2,5,6,2,2,2,2,2,10,7,8,9,6,2,3
64001,242,1,2,3,7,1,8,9,2,4,5,5,4,1,6,10,9,6,8,2,7,4
64001,243,3,1,8,3,3,6,8,1,9,4,1,6,1,1,7,10,5,9,7,5,2
64001,244,1,1,7,5,5,5,1,1,3,3,3,10,1,6,8,9,6,8,9,7,8
64001,245,1,1,3,7,4,10,8,1,6,9,4,9,1,1,8,5,1,7,6,5,4
64001,246,2,3,1,6,1,8,3,6,9,4,4,7,1,5,10,9,3,1,8,6,7
64001,247,1,1,9,10,3,5,1,2,7,4,7,9,1,6,8,8,6,3,4,5,6
64001,248,1,1,5,6,4,5,3,2,7,6,6,9,1,8,10,9,3,2,4,8,5
64001,249,1,1,3,8,1,6,4,1,6,10,4,9,1,3,7,9,8,1,6,5,
64001,250,,1,3,8,,9,7,3,4,7,5,8,1,6,10,9,6,2,4,5,1
64001,251,2,2,6,7,2,4,10,5,5,7,4,2,2,2,9,8,5,2,7,9,1
64001,252,2,2,2,7,4,9,5,2,2,2,8,6,2,6,9,8,5,4,9,7,1
64001,253,1,1,5,3,1,7,7,1,6,3,5,9,1,8,9,10,4,4,8,6,3
64001,254,1,1,7,8,3,9,9,1,2,4,5,4,1,5,8,10,6,3,7,6,9
64001,255,2,2,2,6,7,6,5,2,4,2,2,8,2,4,8,10,5,9,7,9,5
64001,256,1,1,9,8,5,1,10,1,3,7,4,4,1,5,6,8,4,1,7,9,6
64001,257,2,2,2,6,5,5,5,2,9,4,2,9,2,6,8,10,2,4,8,7,1
64001,258,1,1,4,6,4,8,4,1,1,5,3,6,1,3,10,9,8,7,9,7,7
64001,259,2,2,8,2,7,6,9,2,5,2,2,7,2,2,8,10,2,9,5,6,8
64001,260,2,2,2,5,2,10,7,4,5,2,2,8,2,4,6,9,7,5,8,9,2
64001,261,5,2,9,8,2,10,5,2,2,6,2,2,2,8,2,9,4,7,6,7,6
64001,262,2,2,6,9,8,5,5,2,2,2,6,2,2,4,6,8,2,9,9,7,1
64001,263,3,3,3,6,3,7,9,3,3,3,3,3,3,9,7,10,3,6,8,7,3
64001,264,2,2,5,7,2,9,6,2,5,2,7,2,2,10,4,9,6,7,8,2,9
64001,265,2,2,9,6,2,9,6,2,2,2,2,7,2,2,7,10,2,8,8,5,9
64001,266,2,2,10,8,2,7,6,2,2,2,6,5,2,8,9,9,2,7,2,5,8
64001,267,2,2,4,9,2,6,8,2,2,2,5,8,2,6,7,10,2,9,6,5,3
64001,268,8,1,9,5,4,7,5,1,4,3,1,1,1,8,1,10,6,9,7,6,
64001,269,2,2,9,2,2,7,7,2,2,6,2,8,2,6,2,9,2,10,7,5,7
64001,270,1,1,8,8,7,9,6,4,5,3,1,3,1,9,4,5,1,10,7,5,9
64001,271,8,1,9,5,5,6,3,4,1,4,1,1,1,9,6,7,7,10,8,1,7
64001,272,3,3,3,10,3,8,7,3,3,3,3,3,3,8,7,9,3,9,3,6,4
64001,273,2,2,8,9,5,6,6,2,7,2,2,5,2,7,2,10,2,9,8,2,2
64001,274,2,2,6,8,6,8,5,2,2,2,2,2,2,8,5,10,2,7,9,7,4
64001,275,2,2,5,7,6,10,6,2,2,2,2,5,2,7,9,9,4,8,8,4,7
64001,276,3,3,8,9,3,3,9,3,3,3,3,3,3,7,7,10,8,3,3,3,9
64001,277,2,2,10,6,8,7,9,2,2,2,2,5,2,9,7,2,2,8,6,5,1
64001,278,3,3,10,3,3,8,7,6,3,3,3,3,3,6,3,9,3,9,3,8,9
64001,279,2,2,8,10,7,9,2,2,2,2,2,6,2,9,5,7,6,8,5,2,8
64001,280,2,2,9,7,2,8,10,2,2,5,2,2,2,8,2,7,2,9,6,5,9
64001,281,2,2,7,10,2,9,8,2,5,6,6,2,2,2,8,9,2,2,2,7,3
64001,282,2,2,9,8,6,7,5,2,5,4,2,4,2,8,6,9,2,10,7,2,4
64001,283,1,1,7,8,1,8,7,4,1,3,1,6,1,9,9,4,5,10,6,4,2
64001,284,1,1,10,1,1,6,5,1,6,4,5,4,1,9,8,8,3,9,7,6,7
64001,285,2,1,8,9,5,10,6,1,5,2,3,6,1,8,4,9,4,6,7,3,7
64001,286,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,9
64001,287,1,1,9,9,4,8,7,2,6,4,3,4,1,8,5,10,3,7,6,2,8
64001,288,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,6
64001,289,2,7,2,9,5,9,8,5,2,2,4,4,2,2,6,10,2,8,6,7,6
64001,290,5,2,7,9,6,8,10,2,4,2,5,2,2,8,2,8,2,4,7,6,2
64001,291,1,3,7,10,6,9,9,1,1,4,1,7,1,8,6,8,3,4,5,5,7
64001,292,1,1,6,7,4,10,7,4,1,1,5,3,1,9,1,7,5,8,9,6,3
64001,293,2,2,9,7,6,6,2,2,2,2,2,2,2,8,8,10,2,9,7,5,
64001,294,2,2,8,4,4,10,5,2,2,6,6,7,2,5,7,9,2,8,9,2,9
64001,295,2,2,9,6,6,9,2,2,4,4,2,5,2,8,7,7,7,9,5,2,3
64001,296,2,2,9,5,2,7,8,2,2,5,2,6,2,10,4,8,7,9,4,6,1
