COUNTY,MESOZONE,rank11,rank21,rank23,rank3133,rank42,rank4445,rank4849,rank22,rank51,rank52,rank53,rank54,rank55,rank56,rank61,rank62,rank71,rank72,rank81,rank92,rank99
64075,5725,2,2,2,2,2,9,7,2,7,2,5,8,2,2,2,9,6,10,8,6,3
64075,5726,1,1,1,6,3,6,4,1,7,8,3,10,1,8,9,5,5,9,4,6,9
64075,5727,2,2,7,2,2,7,6,2,8,4,8,9,2,6,4,9,5,10,2,5,
64075,5728,2,2,5,7,2,9,4,2,2,6,2,7,2,10,6,4,7,8,9,5,8
64075,5729,2,2,2,7,2,6,5,2,4,2,2,9,2,7,8,9,5,10,8,6,8
64075,5730,2,2,2,9,2,5,5,2,8,6,7,10,2,2,7,8,9,6,2,2,8
64075,5731,2,2,2,7,5,6,2,2,9,8,2,10,2,5,7,9,2,8,4,6,3
64075,5732,2,2,4,7,5,8,6,2,2,6,8,10,2,4,2,9,5,9,7,2,3
64075,5733,1,1,6,9,1,9,7,1,3,4,5,6,1,7,3,10,4,8,8,5,5
64075,5734,2,2,5,2,8,9,5,2,7,6,2,2,2,2,2,9,2,10,7,8,9
64075,5735,8,3,6,3,9,7,8,3,3,3,3,6,3,3,3,9,8,10,3,3,9
64075,5736,2,2,6,8,9,8,2,2,2,6,7,2,2,5,2,9,2,10,7,2,4
64075,5737,1,1,4,8,4,9,1,3,6,9,5,10,1,1,7,8,5,7,6,3,4
64075,5738,1,1,3,9,5,6,2,3,8,9,7,10,1,2,5,7,6,4,8,4,2
64075,5739,1,1,1,4,8,9,3,1,6,9,7,10,1,7,6,8,5,5,3,1,4
64075,5740,2,2,8,4,6,6,2,5,7,10,8,9,2,2,7,9,2,2,5,2,
64075,5741,2,2,2,8,6,9,4,2,6,9,2,10,2,2,7,8,5,7,2,4,8
64075,5742,3,3,3,6,3,10,3,3,8,9,7,8,3,3,9,7,3,3,3,6,1
64075,5743,1,1,1,9,1,5,1,4,8,8,6,10,3,5,7,9,6,6,3,4,3
64075,5744,2,2,4,10,7,8,2,2,8,6,2,9,2,2,4,6,7,9,2,5,9
64075,5745,2,2,5,8,7,9,2,2,5,8,6,10,2,4,2,9,2,7,6,5,8
64075,5746,2,2,7,8,2,9,2,2,2,10,9,8,2,2,5,2,5,5,6,6,5
64075,5747,1,1,6,7,5,9,3,1,9,8,8,10,1,4,4,7,5,1,6,3,4
64075,5748,1,1,3,3,6,8,7,1,9,8,4,10,1,5,7,9,1,4,6,5,8
64075,5749,2,2,2,2,5,8,7,2,9,9,2,9,2,2,5,8,5,7,6,2,
64075,5750,2,2,2,6,2,9,2,2,8,9,2,10,2,5,7,7,2,6,5,8,9
64075,5751,1,1,6,6,4,8,1,1,7,9,5,10,1,3,7,8,4,9,3,5,2
64075,5752,2,2,5,7,2,9,4,2,9,8,8,10,2,6,6,7,2,5,2,4,
64075,5753,2,2,2,7,5,9,2,6,9,8,8,10,2,5,7,2,6,2,4,2,2
64075,5754,2,2,6,5,5,8,2,2,4,9,7,10,2,8,2,7,2,9,6,2,8
64075,5755,2,2,6,2,2,8,2,2,7,9,7,10,2,2,8,5,9,2,6,2,6
64075,5756,1,1,4,4,5,8,1,1,9,10,7,9,3,5,6,3,6,8,6,1,6
64075,5757,2,2,2,8,5,9,2,2,8,9,6,10,2,7,7,6,2,2,5,2,1
64075,5758,1,1,5,4,4,8,3,1,9,9,7,10,1,5,3,6,8,6,1,7,4
64075,5759,1,1,4,5,6,8,1,1,9,9,3,10,3,4,8,7,2,6,7,3,1
64075,5760,1,1,5,1,1,9,6,3,6,9,7,10,1,8,7,7,5,4,1,4,2
64075,5761,2,2,7,6,5,8,2,2,6,9,2,10,2,2,7,9,2,8,5,2,5
64075,5762,2,2,2,5,4,4,7,2,6,9,4,10,2,2,9,7,8,8,2,5,
64075,5763,2,2,6,6,2,9,2,2,6,9,8,10,2,2,8,7,2,2,5,2,9
64075,5764,2,2,2,6,5,2,2,2,8,9,6,10,2,6,7,9,5,2,8,4,3
64075,5765,2,2,5,6,6,9,2,2,7,7,2,10,2,2,9,8,5,8,2,2,9
64075,5766,2,2,6,7,2,2,2,2,6,9,9,10,2,2,8,7,5,2,2,6,3
64075,5767,2,2,5,7,2,8,2,2,6,9,2,10,2,6,8,9,7,5,2,2,7
64075,5768,2,2,7,10,2,2,2,2,5,8,2,9,2,8,7,6,9,2,6,2,7
64075,5769,1,1,6,7,4,5,1,1,5,9,7,10,1,3,8,9,6,8,3,3,8
64075,5770,2,2,5,8,2,6,2,2,6,9,7,10,2,2,8,9,2,7,5,2,5
64075,5771,1,1,3,5,4,8,2,1,8,9,7,10,1,6,6,9,3,5,7,4,1
64075,5772,2,2,4,7,6,9,2,5,9,8,5,10,2,2,7,8,4,6,2,2,5
64075,5773,2,2,5,5,2,9,2,2,9,8,6,10,2,7,4,8,6,7,4,2,1
64075,5774,2,2,2,9,4,8,2,5,4,7,6,10,2,2,5,6,9,7,8,2,9
64075,5775,2,2,2,6,5,7,2,5,9,8,4,10,2,6,7,9,4,8,2,2,1
64075,5776,2,2,6,9,7,5,2,4,5,9,2,10,2,2,7,8,6,7,2,4,4
64075,5777,2,2,6,9,7,6,2,2,5,9,5,10,2,2,7,8,2,8,2,2,6
64075,5778,1,1,1,3,3,7,6,1,4,8,5,10,1,8,7,7,5,9,6,4,6
64075,5779,3,1,1,8,6,8,1,1,7,9,5,10,1,6,3,9,5,7,4,4,
64075,5780,2,2,7,6,2,2,7,2,9,8,2,10,2,5,8,9,6,2,5,2,2
64075,5781,1,1,5,3,4,8,4,1,3,7,5,10,1,1,8,7,9,6,9,6,
64075,5782,2,2,2,4,8,9,2,2,7,9,2,10,2,5,5,6,4,6,7,8,7
64075,5783,2,2,2,2,6,6,2,2,6,8,8,10,2,5,7,9,9,2,6,2,5
64075,5784,1,1,3,10,6,4,1,1,5,9,4,8,1,7,9,8,6,7,3,5,1
64075,5785,2,2,2,2,2,10,5,6,7,5,2,9,6,8,2,7,8,9,4,2,5
64075,5786,4,2,2,6,5,8,2,2,9,8,2,9,2,5,7,10,2,2,6,7,7
64075,5787,3,3,3,8,3,9,3,3,7,3,3,3,3,6,10,9,7,7,3,8,2
64075,5788,2,2,2,9,5,6,2,5,7,7,8,10,2,4,6,8,2,8,2,4,4
64075,5789,1,1,8,6,1,7,4,1,8,6,4,10,1,1,9,9,5,7,5,3,4
64075,5790,1,1,7,1,1,8,6,1,6,7,4,10,4,9,4,9,5,8,1,4,6
64075,5791,5,2,2,6,10,4,2,2,4,6,2,9,2,2,8,9,5,5,8,7,8
64075,5792,1,1,5,9,5,8,2,2,4,3,3,10,1,4,7,9,7,8,6,6,3
64075,5793,2,2,4,5,2,6,2,2,5,8,2,10,2,7,8,9,9,7,6,2,5
64075,5794,1,1,5,1,3,9,8,1,6,7,1,8,1,4,9,6,3,10,7,5,6
64075,5795,3,3,3,7,3,6,6,3,8,3,3,9,3,3,8,9,3,9,3,6,2
64075,5796,1,1,4,3,4,8,3,1,6,7,5,10,1,9,6,9,7,7,5,1,3
64075,5797,2,2,4,6,2,2,7,2,9,5,4,10,2,5,6,9,2,8,7,8,5
64075,5798,1,1,3,6,1,9,1,4,7,5,5,10,1,4,8,9,7,8,1,6,
64075,5799,1,1,1,9,4,7,3,4,9,5,1,10,1,5,7,6,8,6,8,1,
64075,5800,1,1,1,6,1,7,9,4,6,8,5,10,1,3,4,9,3,7,8,5,3
64075,5801,1,1,1,8,6,8,3,1,5,7,6,10,1,9,4,7,3,9,5,3,8
64075,5802,1,,4,6,3,8,2,3,7,8,4,10,1,5,7,9,6,9,2,5,6
64075,5803,3,3,6,3,3,8,10,3,3,3,7,3,3,9,3,9,3,8,7,3,9
64075,5804,2,2,7,6,2,4,9,5,8,6,5,10,2,4,2,9,2,7,2,7,1
64075,5805,3,3,3,7,3,6,8,3,3,3,7,6,3,3,9,10,9,3,3,3,8
64075,5806,2,2,7,9,6,6,2,2,9,5,4,10,2,2,7,8,5,8,2,2,3
64075,5807,1,1,6,1,3,5,1,1,9,6,7,10,1,4,5,9,8,8,7,4,5
64075,5808,1,1,4,8,5,8,1,1,4,7,7,10,1,6,1,9,5,6,9,3,8
64075,5809,1,1,4,5,3,7,3,1,7,8,5,10,1,4,9,9,6,8,6,1,6
64075,5810,3,3,3,9,3,10,3,3,7,3,3,7,3,3,6,8,8,9,3,3,
64075,5811,2,2,2,8,5,7,2,6,8,2,2,10,2,9,9,7,6,5,2,2,6
64075,5812,1,1,3,5,2,9,4,2,8,7,4,10,1,6,7,8,6,9,3,5,8
64075,5813,,,5,6,2,6,3,1,9,4,4,10,2,8,3,7,8,7,9,5,9
64075,5814,1,1,7,1,4,5,3,2,9,6,3,10,1,5,8,8,7,9,6,4,8
64075,5815,2,2,4,5,2,8,2,5,8,7,2,9,2,2,7,9,6,10,6,2,7
64075,5816,1,1,1,6,1,6,5,1,7,8,6,10,1,5,9,3,8,4,9,3,9
64075,5817,2,2,5,7,6,9,2,2,6,8,5,10,2,7,8,9,4,2,4,2,5
64075,5818,1,1,4,1,1,8,1,5,6,10,6,9,1,4,8,9,5,7,3,7,8
64075,5819,1,1,6,4,4,9,5,1,7,3,3,10,1,7,8,6,5,9,8,2,4
64075,5820,2,2,2,6,5,9,2,2,9,4,2,10,2,5,5,8,7,8,7,4,9
64075,5821,1,1,6,9,4,8,1,1,9,7,4,10,5,1,6,7,3,8,5,1,7
64075,5822,2,2,5,7,2,9,2,5,7,2,9,10,2,2,8,2,6,6,2,8,5
64075,5823,1,3,5,6,3,2,1,1,9,9,6,10,1,4,8,5,8,7,4,7,7
64075,5824,3,3,3,8,3,3,3,3,8,7,6,10,3,3,6,9,7,3,9,3,8
64075,5825,1,1,3,8,1,7,6,5,4,9,1,10,1,4,8,9,6,3,5,7,8
64075,5826,1,1,6,5,4,8,3,1,9,8,1,10,1,1,9,6,3,7,7,5,
64075,5827,1,3,5,4,4,7,1,1,9,1,1,10,1,5,6,9,7,8,8,6,4
64075,5828,1,1,3,7,1,9,5,1,6,5,1,10,1,8,8,9,4,4,7,6,6
64075,5829,1,1,1,1,5,9,4,1,3,5,7,10,1,4,8,9,8,7,6,6,2
64075,5830,1,1,3,6,1,3,5,1,9,7,5,10,1,3,8,7,8,9,6,4,6
64075,5831,3,1,1,6,1,7,4,1,6,8,4,10,1,9,8,5,1,9,7,5,3
64075,5832,1,1,6,6,4,1,3,1,8,9,4,9,1,7,8,7,5,5,10,1,6
64075,5833,1,1,7,9,1,6,2,6,8,4,5,10,1,3,9,6,5,3,8,4,6
64075,5834,1,1,5,8,1,7,1,1,7,8,3,10,1,6,5,9,6,4,9,4,6
64075,5835,2,2,2,6,2,9,2,2,7,8,4,10,2,5,8,9,4,7,6,2,5
64075,5836,1,1,5,8,1,9,4,2,6,7,6,10,1,7,8,9,3,3,5,3,
64075,5837,2,2,9,2,2,8,6,5,4,2,5,9,2,2,10,7,8,6,7,2,
64075,5838,1,1,3,7,4,8,7,1,8,6,5,9,1,5,9,10,4,3,2,6,6
64075,5839,1,1,5,7,1,6,7,1,8,6,1,10,1,4,9,9,5,4,8,3,5
64075,5840,1,1,1,7,1,9,1,1,8,6,6,10,3,4,8,7,8,5,5,4,3
64075,5841,2,2,2,8,6,5,2,2,8,9,4,10,2,2,5,9,4,7,6,7,7
64075,5842,2,2,2,9,2,8,2,2,5,2,7,10,2,2,6,9,2,7,6,8,5
64075,5843,1,1,4,6,3,9,2,1,8,7,4,10,1,5,9,8,5,6,7,3,1
64075,5844,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,
64075,5845,2,2,5,6,2,9,4,2,8,2,2,4,2,8,7,10,6,9,7,2,6
64075,5846,2,2,5,8,2,8,2,4,7,7,2,10,2,6,6,9,2,9,2,5,2
64075,5847,2,2,5,2,2,5,8,2,7,2,2,10,2,7,6,9,2,9,8,6,
64075,5848,2,2,7,5,8,7,2,2,6,2,9,8,2,2,2,9,6,10,5,2,3
64075,5849,3,3,3,8,3,9,3,6,3,6,3,8,3,3,7,9,6,10,3,3,9
64075,5850,3,,4,5,6,8,7,2,7,4,3,10,,4,6,9,2,9,8,1,6
64075,5851,3,3,3,3,3,7,3,3,3,3,8,9,3,3,3,7,8,10,9,3,8
64075,5852,1,1,1,9,5,8,2,4,8,7,1,10,5,4,7,9,3,3,3,6,8
64075,5853,1,1,1,4,4,9,1,1,7,6,3,10,1,7,8,8,6,9,5,5,2
64075,5854,2,2,2,2,2,6,5,2,8,7,2,10,2,6,9,9,2,8,6,2,9
64075,5855,1,1,6,4,3,9,3,1,2,5,6,8,1,8,7,7,4,10,9,5,1
64075,5856,1,1,2,8,3,9,3,7,9,8,5,10,1,7,6,4,1,6,5,4,2
64075,5857,1,1,5,7,3,6,8,1,9,6,5,10,3,9,3,8,4,2,7,1,
64075,5858,2,2,4,4,2,9,6,2,6,7,5,10,2,8,8,9,2,7,2,5,3
64075,5859,2,2,2,9,2,7,5,2,7,6,5,10,2,8,2,8,2,9,6,2,7
64075,5860,5,8,2,2,7,10,2,2,6,5,2,9,2,2,7,8,2,9,6,2,8
64075,5861,2,2,8,7,2,4,6,2,4,2,5,9,2,8,2,9,6,10,7,5,8
64075,5862,2,2,5,7,8,4,2,2,9,8,6,10,2,2,4,4,6,9,2,7,3
64075,5863,2,2,2,5,2,9,4,2,8,2,6,10,2,5,8,9,4,7,5,7,4
64075,5864,3,1,5,7,3,9,4,1,7,4,1,10,1,6,8,8,5,9,6,1,1
64075,5865,1,1,1,7,3,8,4,4,9,7,5,10,1,1,9,6,1,4,6,8,5
64075,5866,2,2,6,8,2,7,2,5,9,8,2,10,2,4,7,9,4,6,5,2,8
64075,5867,4,2,5,6,1,5,1,1,7,8,2,10,1,7,9,9,4,4,8,5,5
64075,5868,2,2,8,7,4,9,2,2,5,8,2,10,2,4,6,9,5,7,6,2,9
64075,5869,1,1,4,7,1,5,6,1,7,9,9,10,4,8,6,8,1,4,4,1,7
64075,5870,1,1,1,9,3,5,4,3,7,6,4,10,1,6,8,9,5,7,2,8,8
64075,5871,3,1,1,7,4,6,5,1,3,8,9,10,1,2,8,9,4,7,5,6,9
64075,5872,1,1,4,3,1,8,6,1,9,7,4,9,1,7,10,8,1,6,5,5,8
64075,5873,1,1,4,3,1,3,7,5,9,6,8,10,1,1,7,8,5,9,6,3,1
64075,5874,1,1,6,4,4,9,3,1,9,5,6,10,1,5,7,7,3,8,8,1,5
64075,5875,1,1,4,5,1,4,3,3,8,7,9,10,2,6,8,9,5,7,5,3,3
64075,5876,1,1,5,3,3,7,1,3,9,9,4,10,1,1,5,8,8,6,7,6,2
64075,5877,2,2,2,6,5,4,2,2,8,7,9,10,2,9,8,7,2,6,4,5,6
64075,5878,2,2,2,2,4,9,2,2,8,8,7,9,6,7,6,10,2,4,5,5,7
64075,5879,1,1,5,5,3,8,1,1,9,8,1,10,1,4,4,9,7,7,6,6,
64075,5880,1,1,2,9,6,9,1,5,8,7,3,10,1,3,7,5,4,8,6,4,7
64075,5881,2,2,7,7,5,9,4,2,9,8,2,10,2,2,5,8,4,6,2,6,
64075,5882,1,1,7,7,4,9,6,1,8,1,5,10,1,4,5,9,6,3,8,1,4
64075,5883,2,2,2,9,2,8,6,2,7,8,2,10,2,5,2,2,2,9,7,6,4
64075,5884,5,1,8,8,4,7,7,1,8,1,1,9,4,6,6,5,1,10,3,3,6
64075,5885,2,2,7,8,2,7,2,2,8,5,2,10,2,4,6,9,4,9,6,5,1
64075,5886,1,1,10,5,4,9,3,1,5,6,3,9,1,7,6,7,8,8,4,2,9
64075,5887,3,1,5,4,2,9,7,1,8,6,5,9,1,6,2,10,4,8,6,3,
64075,5888,2,2,4,4,5,7,2,2,5,2,2,8,2,9,6,9,8,7,10,6,8
64075,5889,1,1,1,9,5,8,2,1,8,4,3,10,2,7,6,7,4,9,6,5,4
64075,5890,1,1,7,6,1,8,1,3,8,5,4,10,1,6,7,5,4,9,9,3,1
64075,5891,2,2,9,8,2,7,9,2,4,2,5,10,2,6,7,4,2,8,4,6,
64075,5892,2,2,2,6,2,8,5,2,9,8,9,10,2,2,5,7,2,6,2,7,
64075,5893,1,1,6,8,4,5,1,2,9,3,8,10,1,6,5,9,4,7,3,7,3
64075,5894,1,1,5,4,1,6,7,1,8,4,4,10,1,9,3,9,8,7,5,1,8
64075,5895,2,2,2,8,2,9,5,7,9,6,5,10,2,2,7,6,8,2,4,2,3
64075,5896,2,2,5,7,6,5,2,2,8,8,2,10,2,2,9,9,7,2,6,2,8
64075,5897,2,2,6,6,2,9,4,2,6,7,2,10,2,2,8,9,8,2,5,5,3
64075,5898,2,2,2,6,2,9,2,5,6,8,4,10,2,5,9,8,2,2,7,7,
64075,5899,1,1,4,6,1,8,1,6,9,5,4,10,1,1,8,9,5,4,7,7,7
64075,5900,2,2,5,4,6,8,2,2,7,7,8,10,2,5,9,9,2,2,6,2,5
64075,5901,1,1,5,6,1,1,6,4,8,9,4,10,1,7,7,8,4,1,3,9,8
64075,5902,1,1,8,9,1,4,5,3,6,4,1,10,1,6,9,7,4,6,8,3,7
64075,5903,1,1,4,6,1,9,1,3,6,9,5,10,3,2,8,8,4,7,5,7,8
64075,5904,1,1,1,5,3,8,1,5,9,8,7,10,1,1,9,5,6,4,4,6,8
64075,5905,2,1,4,8,4,6,1,3,8,9,1,9,3,6,10,7,7,1,5,5,
64075,5906,1,1,5,9,6,8,1,3,6,3,3,10,1,5,7,9,7,4,8,1,1
64075,5907,2,2,8,5,6,2,2,2,5,9,2,10,2,6,2,9,7,8,7,4,7
64075,5908,2,2,2,8,2,8,4,2,9,7,6,10,2,5,6,7,2,9,2,5,
64075,5909,2,2,5,6,7,8,2,2,9,2,7,10,2,2,6,9,2,2,2,8,8
64075,5910,2,2,2,5,2,4,2,2,7,5,8,10,2,2,9,9,6,5,7,8,2
64075,5911,2,2,5,6,2,9,2,2,7,2,7,10,2,5,8,9,6,4,2,8,5
64075,5912,1,1,6,9,1,7,1,3,9,5,1,10,1,4,8,8,5,7,4,6,6
64075,5913,,2,6,5,3,9,6,1,3,5,7,9,,4,8,8,2,3,10,7,8
64075,5914,1,1,3,7,5,3,7,2,8,8,4,10,1,1,9,9,3,6,6,5,8
64075,5915,1,1,3,6,4,8,1,1,9,5,5,10,1,9,7,7,6,4,8,3,4
64075,5916,1,1,4,6,1,9,7,1,6,7,3,10,1,3,8,8,4,5,9,5,4
64075,5917,1,1,3,8,3,9,1,2,8,6,7,9,1,3,6,10,7,5,4,4,7
64075,5918,1,1,4,7,1,9,4,1,7,6,5,10,1,5,9,8,8,3,3,6,
64075,5919,6,2,6,8,2,8,2,2,5,7,2,10,2,2,9,7,9,2,2,5,9
64075,5920,1,1,3,6,3,7,5,5,8,7,1,10,1,1,9,9,4,4,8,6,6
64075,5921,2,2,2,8,5,8,2,2,9,9,2,10,2,7,7,5,5,5,6,4,4
64075,5922,1,1,5,8,2,7,5,1,8,7,2,10,1,6,9,9,3,6,4,4,7
64075,5923,1,1,4,9,2,9,5,1,8,4,5,10,1,6,8,7,6,7,3,3,1
64075,5924,1,1,3,6,5,7,4,1,7,8,2,10,1,3,9,7,6,9,4,5,5
64075,5925,1,1,3,9,4,8,1,5,6,8,1,10,1,3,9,7,4,5,5,7,8
64075,5926,2,,6,8,1,8,3,3,9,5,4,10,,7,9,7,4,5,6,2,3
64075,5927,1,1,8,5,1,9,7,1,8,7,2,10,3,4,6,9,6,5,4,3,3
64075,5928,1,,7,9,4,7,5,2,8,3,3,10,,4,6,6,5,9,8,2,7
64075,5929,3,1,4,6,1,4,5,1,6,8,1,10,3,9,9,7,1,8,7,4,5
64075,5930,3,1,1,6,1,9,7,1,8,8,4,9,1,6,4,10,5,7,5,3,8
64075,5931,3,1,8,7,2,8,5,1,4,4,2,9,1,6,6,9,5,10,7,3,4
64075,5932,1,1,7,5,4,9,7,1,3,4,3,10,1,8,8,6,1,9,6,3,1
64075,5933,1,1,5,6,4,8,5,1,7,1,3,10,1,9,7,8,3,9,6,4,8
64075,5934,1,1,4,7,4,10,6,1,5,6,1,7,1,3,8,9,3,9,8,5,2
64075,5935,4,1,8,4,5,7,2,1,6,3,1,10,1,3,8,8,5,9,7,6,7
64075,5936,1,1,5,6,6,7,5,1,9,3,4,9,1,4,7,10,3,8,8,2,2
64075,5937,1,1,9,4,7,6,8,1,5,3,4,8,1,9,7,5,3,10,6,1,2
64075,5938,1,1,2,8,5,6,1,2,7,3,4,10,1,5,8,9,4,9,6,7,4
64075,5939,3,,7,6,3,9,7,1,4,2,2,10,,8,5,8,6,9,5,4,8
64075,5940,1,1,6,4,5,7,1,3,7,3,4,10,1,4,8,9,6,9,8,1,8
64075,5941,2,2,2,5,2,9,2,2,7,5,2,8,2,9,6,8,6,10,2,7,9
64075,5942,2,2,2,8,6,5,2,2,4,2,7,9,2,2,9,8,6,10,5,7,2
64075,5943,1,1,8,8,3,10,7,2,3,5,5,6,1,4,6,9,2,9,4,7,8
64075,5944,1,1,9,7,5,8,5,3,1,3,6,6,1,1,4,9,4,10,8,6,9
64075,5945,1,1,1,8,4,6,6,1,4,7,1,5,1,7,5,9,4,10,7,9,3
64075,5946,,,7,8,4,9,4,5,1,7,2,9,2,5,8,10,3,6,6,3,4
64075,5947,1,1,7,7,1,3,4,1,1,4,6,9,1,8,10,9,6,8,5,5,3
64075,5948,1,1,7,8,2,9,9,2,5,6,3,8,1,4,4,10,2,6,7,5,9
64075,5949,4,1,7,3,1,8,9,1,1,6,3,4,1,5,5,9,6,7,8,10,3
64075,5950,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,4,10,4,4,6
64075,5951,1,1,3,5,6,10,8,1,1,1,4,5,1,8,6,9,4,7,7,9,9
64075,5952,2,2,10,7,2,9,6,2,5,5,2,8,2,6,4,7,9,2,2,8,6
64075,5953,2,2,9,4,2,9,6,2,5,2,6,7,2,10,7,8,4,8,2,5,2
64075,5954,1,1,9,4,6,7,8,1,1,1,3,4,1,7,5,9,8,10,3,6,
64075,5955,1,1,6,7,2,10,6,4,3,4,2,8,1,7,5,9,5,9,8,3,2
64075,5956,1,1,10,4,6,6,7,1,3,4,3,5,1,9,8,7,2,9,5,8,3
64075,5957,2,2,7,6,2,8,7,2,2,2,2,2,2,8,6,9,5,10,5,9,2
64075,5958,1,1,6,5,1,8,3,3,4,7,1,10,1,5,7,9,4,9,6,8,7
64075,5959,2,2,6,9,7,9,4,2,6,7,2,10,2,2,8,8,5,2,4,5,6
64075,5960,2,2,2,2,2,10,7,2,5,2,5,9,2,6,9,8,4,7,6,8,2
64075,5961,2,2,2,5,2,4,7,2,9,5,2,9,2,6,8,10,7,8,6,4,
64075,5962,2,2,5,6,2,6,2,4,8,4,9,9,2,2,8,6,7,2,10,4,5
64075,5963,2,2,2,8,2,7,2,5,5,4,8,10,2,6,9,9,6,7,4,2,3
64075,5964,2,1,8,3,3,8,4,1,6,7,4,9,1,6,10,9,5,7,1,5,3
64075,5965,2,2,2,7,5,8,2,2,9,6,2,10,2,5,8,9,2,7,2,6,9
64075,5966,1,1,5,8,4,7,3,3,6,6,7,10,1,5,8,9,1,4,1,8,2
64075,5967,2,2,9,9,6,7,6,2,5,2,2,8,2,5,10,8,7,2,2,4,4
64075,5968,1,1,3,9,2,6,6,1,6,3,5,10,1,5,8,7,3,9,8,4,4
64075,5969,1,1,7,4,6,8,1,1,4,5,3,9,1,3,8,9,7,10,6,5,2
64075,5970,1,1,4,6,5,8,4,1,2,7,3,9,1,6,5,9,10,7,8,2,4
64075,5971,1,1,9,4,3,9,5,3,8,6,1,7,1,2,8,7,4,10,6,5,1
64075,5972,1,1,5,7,4,8,4,1,8,7,1,10,1,1,9,9,5,6,5,3,5
64075,5973,1,1,3,8,6,10,7,1,4,9,5,6,1,5,7,9,2,4,2,8,6
64075,5974,1,1,4,8,6,8,7,1,3,5,1,10,1,3,9,9,5,7,5,4,3
64075,5975,3,1,8,5,2,7,5,1,6,4,3,6,1,8,9,9,1,10,7,4,5
64075,5976,2,1,5,7,3,8,7,1,2,8,6,6,1,4,10,9,3,5,9,4,
64075,5977,1,1,4,4,7,10,6,1,8,5,1,8,1,3,6,9,4,3,9,7,6
64075,5978,1,1,1,9,7,6,8,1,5,5,4,8,1,3,6,9,4,10,3,7,5
64075,5979,1,1,6,7,3,6,10,1,7,1,1,5,1,4,7,8,5,9,9,4,2
64075,5980,2,2,7,7,2,10,2,5,9,2,2,8,6,2,2,9,2,6,8,5,
64075,5981,1,1,9,4,4,9,5,1,3,7,1,10,1,8,3,8,6,7,5,5,7
64075,5982,1,1,4,6,3,9,9,1,1,6,1,9,1,4,7,8,5,5,8,6,2
64075,5983,1,1,6,5,2,9,7,1,4,3,4,7,1,9,5,10,3,8,5,8,8
64075,5984,2,2,5,2,2,9,7,2,2,9,2,8,2,5,8,6,2,10,6,7,4
64075,5985,1,1,7,7,2,9,3,1,3,5,6,9,1,5,10,8,6,8,4,4,
64075,5986,1,1,8,5,1,9,8,3,4,6,1,6,1,7,5,9,4,10,1,7,2
64075,5987,1,1,4,4,6,10,9,1,8,7,1,5,1,6,3,9,3,8,7,5,8
64075,5988,1,1,8,6,6,9,7,1,5,1,1,5,1,8,4,10,3,9,4,6,8
64075,5989,1,1,3,8,7,9,5,1,5,6,3,6,1,3,7,10,4,7,1,8,3
64075,5990,2,2,6,9,2,9,7,2,2,6,5,2,2,2,8,5,7,10,8,4,1
64075,5991,1,1,4,6,1,9,9,4,1,3,5,7,1,6,8,8,1,10,7,5,6
64075,5992,1,1,8,9,1,6,9,1,3,8,7,6,1,3,5,10,4,7,4,5,6
64075,5993,1,1,4,6,6,8,5,1,3,5,3,7,1,9,8,9,1,10,7,3,2
64075,5994,1,1,6,9,3,10,2,1,4,6,4,8,1,6,5,7,3,8,9,5,6
64075,5995,5,1,2,7,4,10,6,1,3,7,3,9,1,4,8,9,6,4,2,8,7
64075,5996,1,1,5,3,4,9,4,1,8,7,6,6,1,1,8,10,5,9,3,7,8
64075,5997,2,2,2,7,6,9,2,2,8,2,2,9,2,5,2,8,2,7,10,6,
64075,5998,1,1,7,6,3,9,8,3,4,6,2,5,1,5,4,8,1,10,9,7,4
64075,5999,1,1,6,7,4,9,7,1,4,2,3,8,1,3,5,9,6,10,8,5,3
64075,6000,2,1,8,5,3,9,6,2,4,4,6,3,1,7,7,8,1,9,10,5,5
64075,6001,1,1,6,7,4,10,8,2,4,5,2,8,1,7,3,6,3,9,5,9,6
64075,6002,1,1,8,7,1,8,5,1,6,4,3,6,1,9,4,9,3,10,7,5,4
64075,6003,1,1,9,6,5,6,7,4,1,7,1,8,1,5,8,10,1,9,4,3,7
64075,6004,3,1,9,5,3,6,2,1,4,5,1,7,1,8,5,9,4,10,7,8,1
64075,6005,3,1,5,4,1,6,8,3,7,6,2,9,1,8,4,9,1,10,7,5,
64075,6006,2,2,8,7,2,9,5,2,2,5,2,6,2,7,2,8,4,9,10,6,6
64075,6007,1,1,6,5,2,9,4,4,3,7,1,8,1,6,8,10,3,9,5,7,3
64075,6008,1,1,4,7,3,9,5,4,1,8,6,8,1,5,7,10,1,9,3,6,1
64075,6009,2,2,6,2,2,9,8,5,2,8,2,4,2,5,7,10,2,9,7,6,7
64075,6010,1,1,6,7,1,10,5,1,5,6,4,8,1,4,7,9,3,9,8,3,
64075,6011,2,2,8,8,2,9,2,2,6,4,2,4,2,5,7,8,7,10,5,6,2
64075,6012,3,1,6,7,4,9,3,3,2,8,6,9,1,5,4,8,5,10,7,1,2
64075,6013,1,1,8,6,1,9,8,1,1,4,7,3,1,7,4,10,5,9,4,6,2
64075,6014,1,1,8,6,5,10,8,1,1,5,4,4,1,7,1,9,3,7,9,6,6
