Industry_NAICS6_MakeUse,X1111A0,X1111B0,X111200,X111300,X111400,X111900,X1121A0,X112120,X112A00,X112300,X113000,X114000,X115000,X211000,X212100,X2122A0,X212230,X212310,X2123A0,X213111,X21311A,X221100,X221200,X221300,X230301,X230302,X233210,X233230,X233240,X233262,X233293,X2332A0,X2332B0,X233411,X233412,X2334A0,X321100,X321200,X321910,X3219A0,X327100,X327200,X327310,X327320,X327330,X327390,X327400,X327910,X327991,X327992,X327993,X327999,X331110,X331200,X33131A,X331314,X33131B,X331411,X331419,X331420,X331490,X331510,X331520,X33211A,X332114,X33211B,X332200,X332310,X332320,X332410,X332420,X332430,X332500,X332600,X332710,X332720,X332800,X33291A,X332913,X332991,X33299A,X332996,X33299B,X333111,X333112,X333120,X333130,X33329A,X333220,X333295,X33331A,X333313,X333314,X333315,X33341A,X333414,X333415,X333511,X33351A,X333514,X33351B,X333611,X333612,X333613,X333618,X33391A,X333912,X333920,X333991,X33399A,X333993,X333994,X33399B,X334111,X334112,X33411A,X334210,X334220,X334290,X334300,X33441A,X334413,X334418,X334510,X334511,X334512,X334513,X334514,X334515,X334516,X334517,X33451A,X334610,X335110,X335120,X335210,X335221,X335222,X335224,X335228,X335311,X335312,X335313,X335314,X335911,X335912,X335920,X335930,X335991,X335999,X336111,X336112,X336120,X336211,X336212,X336213,X336214,X336310,X336320,X3363A0,X336350,X336360,X336370,X336390,X336411,X336412,X336413,X336414,X33641A,X336500,X336611,X336612,X336991,X336992,X336999,X337110,X337121,X337122,X33712A,X337127,X33721A,X337215,X337900,X339112,X339113,X339114,X339115,X339116,X339910,X339920,X339930,X339940,X339950,X339990,X311111,X311119,X311210,X311221,X31122A,X311225,X311230,X311300,X311410,X311420,X31151A,X311513,X311514,X311520,X31161A,X311615,X311700,X311810,X3118A0,X311910,X311920,X311930,X311940,X311990,X312110,X312120,X312130,X312140,X312200,X313100,X313200,X313300,X314110,X314120,X314900,X315000,X316000,X322110,X322120,X322130,X322210,X322220,X322230,X322291,X322299,X323110,X323120,X324110,X324121,X324122,X324190,X325110,X325120,X325130,X325180,X325190,X325211,X3252A0,X325310,X325320,X325411,X325412,X325413,X325414,X325510,X325520,X325610,X325620,X325910,X3259A0,X326110,X326120,X326130,X326140,X326150,X326160,X326190,X326210,X326220,X326290,X420000,X441000,X445000,X452000,X4A0000,X481000,X482000,X483000,X484000,X485000,X486000,X48A000,X492000,X493000,X511110,X511120,X511130,X5111A0,X511200,X512100,X512200,X515100,X515200,X517110,X517210,X517A00,X518200,X5191A0,X519130,X52A000,X522A00,X523A00,X523900,X524100,X524200,X525000,X531000,X532100,X532A00,X532400,X533000,X541100,X541511,X541512,X54151A,X541200,X541300,X541400,X541610,X5416A0,X541700,X541800,X5419A0,X541920,X541940,X550000,X561100,X561200,X561400,X561600,X561700,X561900,X561300,X561500,X562000,X611100,X611A00,X611B00,X621100,X621200,X621300,X621400,X621500,X621600,X621900,X622000,X623A00,X623B00,X624100,X624A00,X624400,X711100,X711200,X711A00,X711500,X712000,X713100,X713200,X713900,X721000,X722110,X722211,X722A00,X811100,X811200,X811300,X811400,X812100,X812200,X812300,X812900,X813100,X813A00,X813B00,X814000,S00500,S00600,X491000,S00700,S00201,S00202,S00203
322291,12.02,24.05,0,0,6.01,12.02,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,6.01,0,0,0,0,0,0,0,0,6.01,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,1088.14,0,0,0,0,0,174.34,0,0,0,0,0,0,0,246.48,0,0,2951.8,0,0,0,12276.12,4292.43,859.69,673.32,36.07,30.06,0,0,0,0,0,0,0,12.02,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1533.01,0,0,0,0,0
322299,0,0,0,0,0,0,0,0,0,643.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.21,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,120.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.39,0,0,0,252.5,66.13,72.14,6.01,0,0,366.72,1743.43,1100.16,342.67,1088.14,1003.97,450.89,547.07,1220.4,667.31,222.44,787.55,1262.48,2170.26,252.5,132.26,252.5,450.89,0,0,0,0,0,0,0,0,0,0,0,0,0,90.18,2765.43,679.33,264.52,6.01,0,973.91,54.11,0,0,0,0,54.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,360.71,18.04,138.27,54.11,228.45,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,0,0,0,0,18.04,0,0,0,0,0,6.01,0,0,0,0,0,0,0,6.01,0,0,12.02,0,0,0,6.01,0,0,0,0,6.01,6.01,0,0,0,0,36.07,0,6.01,6.01,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,703.38,781.54,228.45,0,0,0,0,12.02,12.02,0,0,0,0,0,0,6.01,78.15,0,0,0,0,0
323110,12.02,48.09,6.01,6.01,6.01,6.01,18.04,54.11,6.01,12.02,6.01,0,6.01,24.05,18.04,0,0,0,0,0,0,18.04,18.04,0,24.05,66.13,0,0,6.01,6.01,0,0,0,72.14,0,54.11,0,0,0,90.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,12.02,0,12.02,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,6.01,0,6.01,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,6.01,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052.07,0,24.05,0,0,18.04,0,0,0,0,0,0,0,0,0,0,787.55,0,0,42.08,0,0,0,0,0,0,108.21,0,0,0,0,0,0,0,0,0,3679.23,84.17,6.01,24.05,0,0,0,0,0,6.01,18.04,12.02,0,0,18.04,42.08,1262.48,180.35,90.18,0,0,655.29,0,0,0,0,0,0,0,0,0,0,0,0,0,30419.76,1064.09,1298.55,354.7,30840.59,0,138.27,0,1629.2,84.17,24.05,150.3,276.54,78.15,8031.78,14494.48,3372.63,4508.86,1052.07,1448.85,877.72,0,102.2,456.9,288.57,162.32,1731.4,354.7,7087.93,1334.62,1358.67,13358.24,12101.78,16382.18,6101.99,0,102.2,108.21,180.35,120.24,1442.83,4665.17,541.06,246.48,384.76,535.05,4611.06,2260.44,5530.87,835.64,1244.44,18540.43,1058.08,661.3,276.54,4346.54,150.3,96.19,3282.45,210.41,426.84,7033.82,667.31,1941.81,180.35,0,2044.02,3901.67,3703.28,2452.82,853.68,1370.69,390.77,1094.15,817.61,8891.47,955.88,168.33,2849.6,3005.91,180.35,781.54,360.71,601.18,492.97,3318.52,72.14,366.72,619.22,4791.41,2025.98,1917.77,739.45,1827.59,102.2,102.2,84.17,973.91,150.3,366.72,4316.48,661.3,2885.67,781.54,0,6059.91,9889.43,96.19,0,18.04,0,1743.43
323120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8079.87,324.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.37,396.78,3264.41,234.46,0,0,0,0,498.98,222.44,168.33,30.06,0,342.67,90.18,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,6.01,0,24.05,1226.41,0,0,132.26,36.07,3450.78,372.73,1322.6,0,2518.95,0,0,132.26,0,0,60.12,0,6.01,0,18.04,78.15,18.04,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,12.02,108.21,1569.08,0,0,0,0
324110,4953.73,29355.67,2615.14,2681.27,4911.65,7250.24,18137.63,7659.05,2567.04,2555.02,1869.67,1821.58,414.81,9246.17,7394.53,4039.94,1599.14,4394.63,3150.19,1502.95,3510.9,88163.21,144.28,679.33,24143.43,10995.6,5795.39,4286.42,11873.33,11410.42,21311.87,18053.47,23896.95,42599.69,6228.24,28850.68,733.44,1484.92,366.72,763.5,486.96,1262.48,889.75,468.92,102.2,102.2,883.74,42.08,42.08,156.31,294.58,84.17,2921.74,504.99,234.46,246.48,420.83,12.02,66.13,90.18,138.27,270.53,216.43,264.52,78.15,78.15,78.15,198.39,180.35,18.04,54.11,144.28,54.11,78.15,438.86,132.26,1340.63,78.15,12.02,54.11,42.08,36.07,342.67,126.25,36.07,859.69,144.28,138.27,18.04,36.07,5392.59,577.13,18.04,6.01,30.06,36.07,102.2,36.07,36.07,48.09,48.09,36.07,36.07,36.07,150.3,36.07,48.09,132.26,18.04,102.2,18.04,12.02,42.08,6.01,6.01,246.48,60.12,30.06,12.02,12.02,42.08,432.85,18.04,18.04,54.11,6.01,18.04,6.01,12.02,18.04,6.01,12.02,12.02,24.05,30.06,6.01,24.05,6.01,18.04,6.01,414.81,36.07,24.05,6.01,48.09,6.01,30.06,24.05,48.09,12.02,186.37,276.54,48.09,48.09,24.05,24.05,36.07,120.24,60.12,102.2,186.37,48.09,138.27,222.44,210.41,132.26,673.32,6.01,30.06,108.21,90.18,42.08,12.02,48.09,18.04,150.3,24.05,36.07,18.04,36.07,114.22,66.13,30.06,96.19,138.27,12.02,24.05,12.02,36.07,78.15,12.02,24.05,90.18,186.37,180.35,228.45,228.45,1028.02,156.31,102.2,174.34,565.11,354.7,667.31,216.43,204.4,210.41,42.08,673.32,348.69,162.32,474.93,252.5,354.7,96.19,60.12,90.18,198.39,396.78,420.83,102.2,102.2,535.05,30.06,132.26,126.25,120.24,24.05,54.11,42.08,6.01,583.15,4851.53,3444.77,2314.55,390.77,30.06,114.22,90.18,11368.33,18.04,60538.94,16712.83,9781.22,6715.19,7057.87,3426.73,5308.43,10214.07,13081.7,11735.06,5554.91,6600.97,715.41,348.69,889.75,216.43,547.07,1947.83,3667.2,3474.83,1028.02,1238.43,6667.1,360.71,84.17,60.12,282.56,1833.6,42.08,571.12,300.59,48.09,162.32,20842.95,3697.26,3625.12,2615.14,9943.54,176500.76,39088.8,40417.41,235374.42,27143.33,1406.76,8368.44,34393.57,2344.61,402.79,276.54,54.11,78.15,372.73,138.27,66.13,306.6,42.08,877.72,601.18,138.27,805.58,54.11,114.22,4845.52,6366.51,907.78,240.47,84.17,210.41,42.08,1454.86,5536.88,619.22,306.6,168.33,511,144.28,625.23,330.65,276.54,1400.75,102.2,336.66,84.17,1400.75,468.92,306.6,72.14,282.56,9793.24,270.53,553.09,727.43,432.85,20806.88,523.03,108.21,240.47,8464.63,78.15,2711.33,3017.93,1641.22,781.54,739.45,721.42,210.41,667.31,450.89,22634.47,6114.01,1046.06,1346.65,853.68,1527,192.38,270.53,571.12,144.28,553.09,426.84,1034.03,3396.67,6420.61,9636.93,8548.8,354.7,2879.66,480.94,456.9,318.63,1040.04,511,4779.39,559.1,3084.06,456.9,3595.06,0,131466.28,11566.72,9859.37,9769.19,24.05,12258.08,29067.11
324121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,18.04,18.04,0,0,0,5254.32,2482.88,342.67,60.12,372.73,1112.19,4172.2,1016,1310.57,9180.04,420.83,14518.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.43,0,90.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.53,0,0,0,0,0,0,0,168.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,6.01,0,84.17,0,0,0,0,0,0,0,0,0,6.01,0,0,30.06,0,0,0,0,0,0,24.05,0,0,0,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,132.26,0,0,0,0,0,18.04,48.09,0,0,6.01,0,18.04,0,0,0,0,0,0,0,36.07,6.01,865.7,0,0,0,0,0,0,0,0,0,0,48.09,0,0,0,0,0,0,0,0,0,1647.24
324122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5170.16,1629.2,90.18,240.47,138.27,1935.8,11596.78,3066.02,0,2001.93,0,2380.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.19,168.33,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,6.01,0,0,0,0,0,0,0,0,0,306.6,0,0,0,264.52,0,30.06,0,336.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,0,6.01,0,0,0,0,0,0,6.01,342.67
324190,30.06,0,0,0,0,0,48.09,0,0,0,6.01,72.14,18.04,3480.84,709.39,108.21,18.04,24.05,12.02,498.98,811.59,30.06,0,36.07,859.69,126.25,162.32,102.2,216.43,372.73,1088.14,541.06,1118.2,342.67,30.06,354.7,42.08,0,138.27,18.04,30.06,336.66,6.01,54.11,18.04,66.13,0,0,0,0,42.08,6.01,3619.11,847.67,6.01,6.01,84.17,0,0,0,6.01,6.01,24.05,0,0,102.2,42.08,12.02,48.09,12.02,24.05,30.06,84.17,6.01,78.15,150.3,0,144.28,66.13,12.02,12.02,0,228.45,0,0,24.05,0,48.09,6.01,24.05,90.18,12.02,102.2,24.05,36.07,108.21,168.33,6.01,0,12.02,0,0,0,0,126.25,102.2,96.19,0,0,138.27,0,0,817.61,78.15,0,42.08,54.11,60.12,60.12,12.02,114.22,54.11,84.17,0,54.11,30.06,36.07,66.13,72.14,186.37,0,72.14,30.06,48.09,709.39,60.12,54.11,30.06,0,54.11,1400.75,192.38,84.17,18.04,18.04,90.18,0,0,2031.99,72.14,18.04,30.06,72.14,54.11,0,0,0,12.02,180.35,0,18.04,180.35,102.2,102.2,150.3,294.58,504.99,0,0,0,12.02,0,0,0,0,288.57,18.04,84.17,132.26,66.13,264.52,120.24,42.08,372.73,595.17,60.12,36.07,0,30.06,210.41,348.69,156.31,697.37,234.46,150.3,24.05,0,0,12.02,60.12,354.7,1689.32,529.04,895.76,306.6,222.44,288.57,787.55,0,48.09,114.22,943.85,486.96,733.44,0,54.11,144.28,204.4,859.69,847.67,384.76,138.27,108.21,12.02,12.02,18.04,0,0,0,0,12.02,0,0,84.17,0,0,0,0,0,30.06,0,2224.37,42.08,0,204.4,18.04,18.04,6.01,24.05,1520.99,192.38,84.17,0,78.15,0,6.01,0,0,0,42.08,468.92,78.15,0,180.35,517.02,96.19,30.06,66.13,42.08,348.69,180.35,48.09,66.13,108.21,877.72,601.18,132.26,12.02,997.96,36.07,60.12,0,2771.44,0,0,354.7,0,18.04,72.14,0,0,18.04,30.06,12.02,0,0,6.01,66.13,48.09,24.05,12.02,6.01,12.02,60.12,48.09,42.08,6.01,36.07,6.01,0,198.39,42.08,0,0,0,0,6.01,48.09,6.01,0,30.06,12.02,24.05,0,72.14,108.21,12.02,0,6.01,0,42.08,24.05,204.4,42.08,529.04,18.04,0,0,66.13,180.35,18.04,396.78,661.3,24.05,0,0,60.12,42.08,36.07,102.2,733.44,60.12,228.45,228.45,444.87,0,0,0,0,0,6.01,24.05,108.21,384.76,30.06,114.22,210.41,264.52,24.05,60.12,12.02,6.01,0,90.18,138.27,96.19,78.15,12.02,0,517.02,0,0,0,0,0,661.3
325110,0,0,0,0,0,0,0,0,0,0,0,0,0,15384.22,78.15,288.57,120.24,0,0,12.02,156.31,913.8,48.09,6.01,6.01,0,0,0,0,0,174.34,0,0,24.05,0,0,0,0,0,0,12.02,12.02,0,0,0,0,0,42.08,0,0,12.02,6.01,24.05,18.04,0,0,0,0,0,24.05,18.04,0,30.06,0,0,0,0,0,24.05,0,0,0,0,0,18.04,0,48.09,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,0,0,192.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,30.06,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,18.04,0,0,0,6.01,6.01,36.07,12.02,0,0,24.05,0,0,0,0,6.01,0,30.06,6.01,0,12.02,0,0,0,0,0,0,0,0,0,0,0,18.04,0,6.01,0,6.01,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08,0,0,0,0,0,6.01,246.48,366.72,162.32,0,6.01,0,0,0,0,0,20854.97,0,0,5590.98,172424.75,414.81,54.11,3198.28,165950.03,98942.39,13785.08,0,96.19,144.28,1028.02,162.32,66.13,2867.63,955.88,432.85,300.59,6.01,11091.79,342.67,258.51,42.08,30.06,198.39,18.04,3781.43,36.07,0,30.06,0,0,0,0,6.01,0,48.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08,0,12.02,0,0,0,6.01,12.02,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.11,0,0,0,0,0,0,0,66.13,6.01,12.02,60.12,0,0,234.46,12.02,6.01,0,847.67,0,1214.39,0,925.82,6.01,0,517.02,228.45,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.13,48.09,0,0,0,0,0,0,0,0,0,102.2,0,0,0,0,108.21
325120,0,0,0,0,0,0,0,0,0,0,0,0,0,1178.31,162.32,895.76,372.73,0,0,42.08,420.83,5212.24,12.02,498.98,306.6,0,0,0,492.97,0,0,0,0,0,0,0,0,0,0,0,12.02,120.24,36.07,12.02,0,6.01,42.08,30.06,0,0,66.13,6.01,2579.07,456.9,84.17,54.11,0,0,0,42.08,24.05,6.01,210.41,0,0,0,0,54.11,78.15,24.05,18.04,6.01,0,84.17,78.15,0,793.56,12.02,0,6.01,0,0,0,48.09,6.01,54.11,48.09,24.05,0,12.02,0,0,0,54.11,96.19,0,42.08,0,0,12.02,0,0,0,0,6.01,18.04,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,276.54,2500.91,30.06,0,12.02,0,0,0,0,0,0,0,0,42.08,0,0,0,0,0,0,0,0,0,0,18.04,6.01,0,0,0,0,0,0,12.02,18.04,0,0,0,6.01,6.01,42.08,12.02,0,12.02,24.05,6.01,0,210.41,0,12.02,12.02,24.05,12.02,0,36.07,0,0,0,0,0,0,0,0,0,0,18.04,24.05,6.01,6.01,0,6.01,0,6.01,0,42.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.12,228.45,102.2,0,24.05,0,0,0,0,0,0,0,0,0,390.77,583.15,144.28,1382.72,3078.05,462.91,54.11,0,126.25,24.05,48.09,480.94,102.2,66.13,541.06,0,0,0,1009.98,312.61,150.3,108.21,48.09,541.06,0,336.66,60.12,0,42.08,72.14,0,0,0,0,0,18.04,0,24.05,0,0,450.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.13,0,0,571.12,60.12,6.01,0,252.5,84.17,12.02,0,0,12.02,6.01,252.5,84.17,24.05,30.06,30.06,0,0,727.43,30.06,6.01,30.06,1028.02,240.47,2019.97,102.2,835.64,312.61,589.16,4214.28,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,0,234.46,120.24,0,0,18.04,0,0,0,0,0,0,156.31,0,0,0,0,805.58
325130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09,60.12,18.04,354.7,0,0,12.02,24.05,72.14,0,48.09,0,0,0,0,0,0,0,0,0,0,0,48.09,0,0,6.01,0,0,0,0,0,6.01,0,0,24.05,0,0,0,0,0,6.01,0,0,0,0,120.24,0,162.32,24.05,126.25,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,222.44,42.08,0,0,0,0,0,0,0,0,0,0,0,12.02,6.01,48.09,18.04,0,6.01,36.07,0,0,72.14,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,30.06,0,12.02,0,6.01,0,571.12,0,228.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.21,667.31,1196.35,751.48,0,30.06,30.06,12.02,114.22,1551.05,595.17,0,799.57,0,0,0,0,0,6.01,0,0,24.05,24.05,0,264.52,66.13,1611.17,360.71,1394.74,0,48.09,0,0,0,0,10604.83,24.05,270.53,372.73,4292.43,1929.79,462.91,390.77,30.06,18.04,18.04,348.69,3643.16,222.44,6.01,162.32,0,0,0,0,0,0,60.12,0,0,0,0,78.15,0,0,0,0,0,0,0,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.06,6.01,0,66.13,0,0,0,0,12.02,96.19,48.09,24.05,6.01,0,12.02,0,0,6.01,6.01,24.05,24.05,324.64,18.04,619.22,66.13,384.76,174.34,270.53,408.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.17,42.08,0,0,24.05,0,0,0,0,0,0,126.25,0,0,0,0,204.4
