MESOZONE,NAICS,orig_emp,COUNTY,adj_emp,abs_diff
250056122002,rank11,0.0,25005.0,0.0,0.0
250056122003,rank11,7.0,25005.0,17.0,10.0
250056122004,rank11,28.0,25005.0,21.0,-7.0
250056131001,rank11,0.0,25005.0,0.0,0.0
250056131002,rank11,0.0,25005.0,2.0,2.0
250056131003,rank11,0.0,25005.0,0.0,0.0
250056131004,rank11,0.0,25005.0,0.0,0.0
250056133001,rank11,0.0,25005.0,0.0,0.0
250056133002,rank11,0.0,25005.0,0.0,0.0
250056133003,rank11,0.0,25005.0,1.0,1.0
250056133004,rank11,0.0,25005.0,0.0,0.0
250056134001,rank11,0.0,25005.0,0.0,0.0
250056134002,rank11,0.0,25005.0,0.0,0.0
250056136001,rank11,0.0,25005.0,0.0,0.0
250056136002,rank11,0.0,25005.0,0.0,0.0
250056137001,rank11,0.0,25005.0,0.0,0.0
250056137002,rank11,0.0,25005.0,0.0,0.0
250056138001,rank11,0.0,25005.0,0.0,0.0
250056138002,rank11,0.0,25005.0,0.0,0.0
250056138003,rank11,0.0,25005.0,0.0,0.0
250056138004,rank11,0.0,25005.0,0.0,0.0
250056139011,rank11,0.0,25005.0,0.0,0.0
250056139012,rank11,0.0,25005.0,1.0,1.0
250056139021,rank11,0.0,25005.0,1.0,1.0
250056139022,rank11,0.0,25005.0,0.0,0.0
250056139023,rank11,0.0,25005.0,0.0,0.0
250056140001,rank11,0.0,25005.0,0.0,0.0
250056140002,rank11,0.0,25005.0,0.0,0.0
250056141011,rank11,0.0,25005.0,0.0,0.0
250056141012,rank11,0.0,25005.0,0.0,0.0
250056141013,rank11,0.0,25005.0,0.0,0.0
250056141021,rank11,0.0,25005.0,0.0,0.0
250056141022,rank11,0.0,25005.0,0.0,0.0
250056141023,rank11,6.0,25005.0,12.0,6.0
250056151001,rank11,0.0,25005.0,1.0,1.0
250056151002,rank11,0.0,25005.0,0.0,0.0
250056151003,rank11,0.0,25005.0,0.0,0.0
250056151004,rank11,17.0,25005.0,8.0,-9.0
250056151005,rank11,0.0,25005.0,0.0,0.0
250056161001,rank11,1.0,25005.0,8.0,7.0
250056161002,rank11,0.0,25005.0,0.0,0.0
250056161003,rank11,0.0,25005.0,0.0,0.0
250056171011,rank11,0.0,25005.0,0.0,0.0
250056171012,rank11,0.0,25005.0,2.0,2.0
250056171013,rank11,0.0,25005.0,0.0,0.0
250056171014,rank11,0.0,25005.0,0.0,0.0
250056171021,rank11,4.0,25005.0,10.0,6.0
250056171022,rank11,0.0,25005.0,0.0,0.0
250056301011,rank11,0.0,25005.0,0.0,0.0
250056301012,rank11,0.0,25005.0,0.0,0.0
250056301021,rank11,0.0,25005.0,0.0,0.0
250056301022,rank11,0.0,25005.0,0.0,0.0
250056301023,rank11,0.0,25005.0,0.0,0.0
250056301024,rank11,0.0,25005.0,0.0,0.0
250056302001,rank11,0.0,25005.0,0.0,0.0
250056302002,rank11,0.0,25005.0,0.0,0.0
250056302003,rank11,0.0,25005.0,0.0,0.0
250056302004,rank11,0.0,25005.0,0.0,0.0
250056302005,rank11,0.0,25005.0,0.0,0.0
250056303001,rank11,0.0,25005.0,1.0,1.0
250056303002,rank11,0.0,25005.0,0.0,0.0
250056303003,rank11,0.0,25005.0,0.0,0.0
250056303004,rank11,0.0,25005.0,0.0,0.0
250056304001,rank11,0.0,25005.0,0.0,0.0
250056304002,rank11,0.0,25005.0,0.0,0.0
250056304003,rank11,0.0,25005.0,0.0,0.0
250056311001,rank11,0.0,25005.0,0.0,0.0
250056311002,rank11,0.0,25005.0,0.0,0.0
250056311003,rank11,0.0,25005.0,0.0,0.0
250056311004,rank11,0.0,25005.0,0.0,0.0
250056311005,rank11,0.0,25005.0,0.0,0.0
250056311006,rank11,0.0,25005.0,1.0,1.0
250056311007,rank11,0.0,25005.0,0.0,0.0
250056312001,rank11,19.0,25005.0,9.0,-10.0
250056312002,rank11,0.0,25005.0,1.0,1.0
250056312003,rank11,0.0,25005.0,0.0,0.0
250056312004,rank11,0.0,25005.0,0.0,0.0
250056312005,rank11,0.0,25005.0,0.0,0.0
250056313001,rank11,0.0,25005.0,0.0,0.0
250056313002,rank11,0.0,25005.0,0.0,0.0
250056313003,rank11,0.0,25005.0,0.0,0.0
250056314001,rank11,0.0,25005.0,0.0,0.0
250056314002,rank11,0.0,25005.0,0.0,0.0
250056315001,rank11,0.0,25005.0,0.0,0.0
250056315002,rank11,0.0,25005.0,1.0,1.0
250056316001,rank11,0.0,25005.0,0.0,0.0
250056316002,rank11,0.0,25005.0,0.0,0.0
250056316003,rank11,0.0,25005.0,0.0,0.0
250056317001,rank11,1.0,25005.0,1.0,0.0
250056317002,rank11,0.0,25005.0,0.0,0.0
250056317003,rank11,4.0,25005.0,32.0,28.0
250056317004,rank11,0.0,25005.0,2.0,2.0
250056318001,rank11,0.0,25005.0,0.0,0.0
250056318002,rank11,0.0,25005.0,0.0,0.0
250056318003,rank11,0.0,25005.0,0.0,0.0
250056318004,rank11,0.0,25005.0,0.0,0.0
250056321001,rank11,0.0,25005.0,0.0,0.0
250056321002,rank11,0.0,25005.0,0.0,0.0
250056321003,rank11,0.0,25005.0,0.0,0.0
250056321004,rank11,8.0,25005.0,22.0,14.0
250056321005,rank11,0.0,25005.0,0.0,0.0
250056321006,rank11,0.0,25005.0,0.0,0.0
250056322001,rank11,0.0,25005.0,0.0,0.0
250056322002,rank11,0.0,25005.0,0.0,0.0
250056322003,rank11,0.0,25005.0,0.0,0.0
250056322004,rank11,27.0,25005.0,34.0,7.0
250056322005,rank11,0.0,25005.0,1.0,1.0
250056331001,rank11,11.0,25005.0,22.0,11.0
250056331002,rank11,3.0,25005.0,10.0,7.0
250056332001,rank11,1.0,25005.0,2.0,1.0
250056332002,rank11,4.0,25005.0,8.0,4.0
250056332003,rank11,0.0,25005.0,0.0,0.0
250056401001,rank11,0.0,25005.0,0.0,0.0
250056401002,rank11,0.0,25005.0,0.0,0.0
250056401003,rank11,0.0,25005.0,0.0,0.0
250056401004,rank11,0.0,25005.0,0.0,0.0
250056401005,rank11,0.0,25005.0,1.0,1.0
250056402001,rank11,0.0,25005.0,0.0,0.0
250056402002,rank11,0.0,25005.0,0.0,0.0
250056402003,rank11,0.0,25005.0,0.0,0.0
250056402004,rank11,0.0,25005.0,0.0,0.0
250056402005,rank11,0.0,25005.0,1.0,1.0
250056403001,rank11,0.0,25005.0,0.0,0.0
250056403002,rank11,0.0,25005.0,0.0,0.0
250056403003,rank11,0.0,25005.0,0.0,0.0
250056404001,rank11,0.0,25005.0,0.0,0.0
250056404002,rank11,0.0,25005.0,0.0,0.0
250056404003,rank11,0.0,25005.0,0.0,0.0
250056405001,rank11,0.0,25005.0,0.0,0.0
250056405002,rank11,0.0,25005.0,0.0,0.0
250056405003,rank11,0.0,25005.0,0.0,0.0
250056405004,rank11,0.0,25005.0,0.0,0.0
250056405005,rank11,0.0,25005.0,0.0,0.0
250056406001,rank11,0.0,25005.0,0.0,0.0
250056406002,rank11,0.0,25005.0,0.0,0.0
250056406003,rank11,0.0,25005.0,1.0,1.0
250056406004,rank11,0.0,25005.0,0.0,0.0
250056407001,rank11,0.0,25005.0,0.0,0.0
250056407002,rank11,0.0,25005.0,1.0,1.0
250056407003,rank11,0.0,25005.0,1.0,1.0
250056408001,rank11,0.0,25005.0,0.0,0.0
250056408002,rank11,0.0,25005.0,0.0,0.0
250056408003,rank11,0.0,25005.0,0.0,0.0
250056409011,rank11,0.0,25005.0,0.0,0.0
250056409012,rank11,0.0,25005.0,0.0,0.0
250056409013,rank11,0.0,25005.0,0.0,0.0
250056409014,rank11,0.0,25005.0,1.0,1.0
250056409015,rank11,0.0,25005.0,0.0,0.0
250056410001,rank11,0.0,25005.0,0.0,0.0
250056410002,rank11,0.0,25005.0,0.0,0.0
250056410003,rank11,0.0,25005.0,0.0,0.0
250056411011,rank11,0.0,25005.0,0.0,0.0
250056411012,rank11,0.0,25005.0,0.0,0.0
250056412001,rank11,0.0,25005.0,0.0,0.0
250056412002,rank11,0.0,25005.0,0.0,0.0
250056413001,rank11,0.0,25005.0,1.0,1.0
250056413002,rank11,0.0,25005.0,1.0,1.0
250056413003,rank11,0.0,25005.0,0.0,0.0
250056413004,rank11,0.0,25005.0,0.0,0.0
250056413005,rank11,0.0,25005.0,0.0,0.0
250056414001,rank11,0.0,25005.0,1.0,1.0
250056414002,rank11,0.0,25005.0,0.0,0.0
250056414003,rank11,0.0,25005.0,0.0,0.0
250056415001,rank11,0.0,25005.0,0.0,0.0
250056415002,rank11,0.0,25005.0,0.0,0.0
250056416001,rank11,0.0,25005.0,2.0,2.0
250056416002,rank11,0.0,25005.0,0.0,0.0
250056417001,rank11,0.0,25005.0,3.0,3.0
250056417002,rank11,0.0,25005.0,0.0,0.0
250056417003,rank11,0.0,25005.0,1.0,1.0
250056417004,rank11,0.0,25005.0,0.0,0.0
250056418001,rank11,0.0,25005.0,7.0,7.0
250056418002,rank11,0.0,25005.0,6.0,6.0
250056418003,rank11,0.0,25005.0,0.0,0.0
250056419001,rank11,0.0,25005.0,2.0,2.0
250056419002,rank11,0.0,25005.0,3.0,3.0
250056420001,rank11,0.0,25005.0,0.0,0.0
250056420002,rank11,0.0,25005.0,0.0,0.0
250056420003,rank11,0.0,25005.0,0.0,0.0
250056421001,rank11,3.0,25005.0,4.0,1.0
250056421002,rank11,0.0,25005.0,0.0,0.0
250056421003,rank11,0.0,25005.0,0.0,0.0
250056422001,rank11,0.0,25005.0,0.0,0.0
250056422002,rank11,0.0,25005.0,1.0,1.0
250056422003,rank11,0.0,25005.0,0.0,0.0
250056422004,rank11,0.0,25005.0,0.0,0.0
250056423001,rank11,0.0,25005.0,0.0,0.0
250056423002,rank11,0.0,25005.0,0.0,0.0
250056424001,rank11,0.0,25005.0,3.0,3.0
250056424002,rank11,0.0,25005.0,2.0,2.0
250056424003,rank11,0.0,25005.0,0.0,0.0
250056425001,rank11,0.0,25005.0,0.0,0.0
250056425002,rank11,0.0,25005.0,0.0,0.0
250056441011,rank11,0.0,25005.0,2.0,2.0
250056441012,rank11,0.0,25005.0,0.0,0.0
250056441013,rank11,0.0,25005.0,0.0,0.0
250056441021,rank11,0.0,25005.0,0.0,0.0
250056441022,rank11,0.0,25005.0,0.0,0.0
250056442001,rank11,0.0,25005.0,0.0,0.0
250056442002,rank11,0.0,25005.0,1.0,1.0
250056442003,rank11,0.0,25005.0,0.0,0.0
250056442004,rank11,2.0,25005.0,2.0,0.0
250056442005,rank11,0.0,25005.0,1.0,1.0
250056442006,rank11,0.0,25005.0,1.0,1.0
250056451011,rank11,0.0,25005.0,0.0,0.0
250056451012,rank11,0.0,25005.0,0.0,0.0
250056451013,rank11,0.0,25005.0,0.0,0.0
250056451021,rank11,0.0,25005.0,0.0,0.0
250056451022,rank11,0.0,25005.0,1.0,1.0
250056451023,rank11,0.0,25005.0,0.0,0.0
250056451031,rank11,18.0,25005.0,73.0,55.0
250056451032,rank11,0.0,25005.0,0.0,0.0
250056451033,rank11,0.0,25005.0,0.0,0.0
250056461011,rank11,0.0,25005.0,0.0,0.0
250056461012,rank11,5.0,25005.0,12.0,7.0
250056461013,rank11,1.0,25005.0,4.0,3.0
250056461014,rank11,0.0,25005.0,2.0,2.0
250056461031,rank11,7.0,25005.0,7.0,0.0
250056461032,rank11,1.0,25005.0,4.0,3.0
250056461033,rank11,0.0,25005.0,0.0,0.0
250056461041,rank11,6.0,25005.0,9.0,3.0
250056461042,rank11,4.0,25005.0,4.0,0.0
250056501011,rank11,0.0,25005.0,0.0,0.0
250056501012,rank11,0.0,25005.0,0.0,0.0
250056501013,rank11,0.0,25005.0,0.0,0.0
250056501021,rank11,0.0,25005.0,0.0,0.0
250056501022,rank11,0.0,25005.0,2.0,2.0
250056501023,rank11,0.0,25005.0,5.0,5.0
250056502011,rank11,0.0,25005.0,0.0,0.0
250056502012,rank11,0.0,25005.0,0.0,0.0
250056502013,rank11,0.0,25005.0,0.0,0.0
250056502021,rank11,0.0,25005.0,0.0,0.0
250056503001,rank11,0.0,25005.0,0.0,0.0
250056503002,rank11,0.0,25005.0,0.0,0.0
250056503003,rank11,0.0,25005.0,0.0,0.0
250056503004,rank11,0.0,25005.0,1.0,1.0
250056504001,rank11,0.0,25005.0,0.0,0.0
250056504002,rank11,0.0,25005.0,0.0,0.0
250056504003,rank11,0.0,25005.0,0.0,0.0
250056504004,rank11,0.0,25005.0,0.0,0.0
250056505001,rank11,0.0,25005.0,0.0,0.0
250056505002,rank11,0.0,25005.0,0.0,0.0
250056505003,rank11,0.0,25005.0,0.0,0.0
250056506001,rank11,0.0,25005.0,0.0,0.0
250056506002,rank11,0.0,25005.0,0.0,0.0
250056506003,rank11,0.0,25005.0,0.0,0.0
250056507001,rank11,0.0,25005.0,1.0,1.0
250056507002,rank11,0.0,25005.0,0.0,0.0
250056508001,rank11,0.0,25005.0,1.0,1.0
250056508002,rank11,0.0,25005.0,0.0,0.0
250056508003,rank11,0.0,25005.0,0.0,0.0
250056508004,rank11,0.0,25005.0,0.0,0.0
250056509001,rank11,0.0,25005.0,0.0,0.0
250056509002,rank11,0.0,25005.0,1.0,1.0
250056509003,rank11,0.0,25005.0,1.0,1.0
250056510011,rank11,0.0,25005.0,2.0,2.0
250056510021,rank11,0.0,25005.0,0.0,0.0
250056510022,rank11,57.0,25005.0,69.0,12.0
250056511001,rank11,0.0,25005.0,0.0,0.0
250056511002,rank11,0.0,25005.0,0.0,0.0
250056511003,rank11,0.0,25005.0,0.0,0.0
250056511004,rank11,0.0,25005.0,0.0,0.0
250056512001,rank11,0.0,25005.0,0.0,0.0
250056512002,rank11,1.0,25005.0,1.0,0.0
250056513001,rank11,454.0,25005.0,264.0,-190.0
250056513002,rank11,0.0,25005.0,0.0,0.0
250056514001,rank11,0.0,25005.0,0.0,0.0
250056514002,rank11,0.0,25005.0,0.0,0.0
250056514003,rank11,0.0,25005.0,0.0,0.0
250056514004,rank11,0.0,25005.0,1.0,1.0
250056515001,rank11,0.0,25005.0,0.0,0.0
250056515002,rank11,0.0,25005.0,0.0,0.0
250056515003,rank11,0.0,25005.0,0.0,0.0
250056515004,rank11,0.0,25005.0,0.0,0.0
250056516001,rank11,0.0,25005.0,0.0,0.0
250056516002,rank11,0.0,25005.0,0.0,0.0
250056516003,rank11,0.0,25005.0,0.0,0.0
250056516004,rank11,0.0,25005.0,0.0,0.0
250056517001,rank11,0.0,25005.0,0.0,0.0
250056517002,rank11,0.0,25005.0,0.0,0.0
250056518001,rank11,257.0,25005.0,203.0,-54.0
250056518002,rank11,0.0,25005.0,0.0,0.0
250056519001,rank11,315.0,25005.0,136.0,-179.0
250056519002,rank11,0.0,25005.0,1.0,1.0
250056520001,rank11,0.0,25005.0,2.0,2.0
250056520002,rank11,0.0,25005.0,0.0,0.0
250056520003,rank11,0.0,25005.0,1.0,1.0
250056521001,rank11,0.0,25005.0,0.0,0.0
250056521002,rank11,0.0,25005.0,0.0,0.0
250056521003,rank11,0.0,25005.0,0.0,0.0
250056522001,rank11,0.0,25005.0,0.0,0.0
250056522002,rank11,0.0,25005.0,0.0,0.0
250056522003,rank11,0.0,25005.0,5.0,5.0
250056523001,rank11,0.0,25005.0,0.0,0.0
250056523002,rank11,0.0,25005.0,0.0,0.0
250056523003,rank11,0.0,25005.0,0.0,0.0
250056524001,rank11,0.0,25005.0,1.0,1.0
250056524002,rank11,0.0,25005.0,0.0,0.0
250056525001,rank11,0.0,25005.0,0.0,0.0
250056525002,rank11,0.0,25005.0,0.0,0.0
250056526001,rank11,0.0,25005.0,0.0,0.0
250056526002,rank11,0.0,25005.0,0.0,0.0
