MESOZONE,orig_total,adj_total,abs_diff
250214194002,176.0,150.0,-26.0
250214194003,164.0,268.0,104.0
250214195001,320.0,672.0,352.0
250214195002,326.0,322.0,-4.0
250214196001,274.0,662.0,388.0
250214196002,155.0,1131.0,976.0
250214196003,756.0,712.0,-44.0
250214196004,781.0,370.0,-411.0
250214197001,338.0,933.0,595.0
250214197002,688.0,3265.0,2577.0
250214198001,3070.0,4668.0,1598.0
250214198002,3573.0,4385.0,812.0
250214198003,2600.0,1889.0,-711.0
250214201001,1743.0,1587.0,-156.0
250214201002,220.0,1327.0,1107.0
250214201003,15.0,567.0,552.0
250214201004,279.0,671.0,392.0
250214201005,61.0,1255.0,1194.0
250214202011,43.0,288.0,245.0
250214202012,426.0,524.0,98.0
250214202021,353.0,713.0,360.0
250214202022,349.0,332.0,-17.0
250214202023,938.0,1698.0,760.0
250214203011,917.0,2156.0,1239.0
250214203012,161.0,280.0,119.0
250214203013,1151.0,2186.0,1035.0
250214203014,446.0,1460.0,1014.0
250214203021,790.0,1350.0,560.0
250214203022,89.0,627.0,538.0
250214203023,105.0,257.0,152.0
250214203024,120.0,297.0,177.0
250214203025,1284.0,979.0,-305.0
250214211001,344.0,2483.0,2139.0
250214211002,15.0,103.0,88.0
250214211003,749.0,747.0,-2.0
250214211004,15.0,76.0,61.0
250214212001,208.0,1650.0,1442.0
250214212002,79.0,140.0,61.0
250214212003,378.0,429.0,51.0
250214212004,1060.0,1073.0,13.0
250214212005,49.0,82.0,33.0
250214221001,132.0,2310.0,2178.0
250214221002,17.0,607.0,590.0
250214221003,628.0,728.0,100.0
250214221004,436.0,1283.0,847.0
250214222001,128.0,352.0,224.0
250214222002,131.0,884.0,753.0
250214222003,30.0,196.0,166.0
250214222004,110.0,724.0,614.0
250214222005,528.0,815.0,287.0
250214222006,4377.0,7375.0,2998.0
250214223011,697.0,1356.0,659.0
250214223012,676.0,2542.0,1866.0
250214223021,27.0,4268.0,4241.0
250214223022,9.0,82.0,73.0
250214223023,48.0,250.0,202.0
250214223024,3858.0,6278.0,2420.0
250214223025,229.0,733.0,504.0
250214224001,184.0,921.0,737.0
250214224002,334.0,1425.0,1091.0
250214224003,203.0,242.0,39.0
250214224004,880.0,2677.0,1797.0
250214224005,1003.0,3331.0,2328.0
250214225011,69.0,450.0,381.0
250214225012,175.0,757.0,582.0
250214225013,11.0,52.0,41.0
250214225014,115.0,326.0,211.0
250214225021,150.0,1492.0,1342.0
250214225022,397.0,632.0,235.0
250214225023,388.0,598.0,210.0
250214225024,339.0,547.0,208.0
250214226001,55.0,105.0,50.0
250214226002,232.0,882.0,650.0
250214226003,99.0,146.0,47.0
250214226004,29.0,143.0,114.0
250214226005,26.0,90.0,64.0
250214226006,29.0,209.0,180.0
250214226007,25.0,114.0,89.0
250214227001,431.0,597.0,166.0
250214227002,74.0,628.0,554.0
250214227003,66.0,111.0,45.0
250214227004,104.0,226.0,122.0
250214228001,125.0,624.0,499.0
250214228002,21.0,453.0,432.0
250214228003,33.0,112.0,79.0
250214228004,116.0,285.0,169.0
250214231001,670.0,1469.0,799.0
250214231002,723.0,3756.0,3033.0
250214231003,275.0,866.0,591.0
250214231004,139.0,434.0,295.0
250214231005,659.0,906.0,247.0
250214231006,359.0,564.0,205.0
250214401001,765.0,851.0,86.0
250214401002,1165.0,1976.0,811.0
250214401003,223.0,443.0,220.0
250214401004,857.0,2441.0,1584.0
250214401005,1921.0,2400.0,479.0
250214412021,221.0,5767.0,5546.0
250214412031,644.0,2899.0,2255.0
250214412032,3925.0,1735.0,-2190.0
250214412041,2017.0,1647.0,-370.0
250214412042,614.0,786.0,172.0
250214421011,431.0,759.0,328.0
250214421012,28.0,615.0,587.0
250214421013,601.0,2855.0,2254.0
250214421014,1020.0,922.0,-98.0
250214421021,2353.0,8650.0,6297.0
250214421022,4787.0,5172.0,385.0
250214421023,46.0,381.0,335.0
250214421024,158.0,152.0,-6.0
250214421031,120.0,128.0,8.0
250214421032,134.0,204.0,70.0
250214421033,28.0,35.0,7.0
250214422011,2402.0,5568.0,3166.0
250214422012,105.0,306.0,201.0
250214422021,2605.0,3913.0,1308.0
250214422022,388.0,770.0,382.0
250214422023,155.0,279.0,124.0
250214422024,583.0,764.0,181.0
250214431011,774.0,2186.0,1412.0
250214431012,922.0,2646.0,1724.0
250214431013,485.0,807.0,322.0
250214431014,2054.0,944.0,-1110.0
250214431021,486.0,1531.0,1045.0
250214431022,454.0,3521.0,3067.0
250214431023,54.0,30.0,-24.0
250214431024,392.0,604.0,212.0
250214431025,465.0,291.0,-174.0
250214561011,676.0,2364.0,1688.0
250214561012,2820.0,3656.0,836.0
250214561021,619.0,1779.0,1160.0
250214561022,103.0,286.0,183.0
250214561023,244.0,268.0,24.0
250214562001,6542.0,10181.0,3639.0
250214562002,1124.0,632.0,-492.0
250214563011,325.0,1456.0,1131.0
250214563012,1094.0,2735.0,1641.0
250214563021,198.0,547.0,349.0
250214563022,194.0,555.0,361.0
250214563023,234.0,291.0,57.0
250214563024,1532.0,1140.0,-392.0
250214564011,522.0,427.0,-95.0
250214564012,42.0,148.0,106.0
250214564021,63.0,208.0,145.0
250214564022,290.0,281.0,-9.0
250214564023,76.0,373.0,297.0
250214564024,61.0,149.0,88.0
250214571001,4118.0,6849.0,2731.0
250214571002,116.0,1868.0,1752.0
250214571003,194.0,1118.0,924.0
250214571004,681.0,529.0,-152.0
250214572001,3037.0,3078.0,41.0
250214572002,54.0,164.0,110.0
250214572003,878.0,734.0,-144.0
250214572004,32.0,207.0,175.0
250214572005,28.0,97.0,69.0
250235001011,100.0,1115.0,1015.0
250235001012,67.0,309.0,242.0
250235001013,234.0,1097.0,863.0
250235001031,299.0,1597.0,1298.0
250235001041,84.0,741.0,657.0
250235001042,130.0,398.0,268.0
250235001043,80.0,141.0,61.0
250235001044,112.0,366.0,254.0
250235011011,169.0,739.0,570.0
250235011012,184.0,2621.0,2437.0
250235011013,1582.0,881.0,-701.0
250235011021,190.0,477.0,287.0
250235011022,1519.0,2907.0,1388.0
250235011023,81.0,186.0,105.0
250235011024,1697.0,7142.0,5445.0
250235012011,97.0,700.0,603.0
250235012012,61.0,245.0,184.0
250235012021,37.0,93.0,56.0
250235012022,53.0,571.0,518.0
250235012023,9807.0,12132.0,2325.0
250235021011,344.0,1590.0,1246.0
250235021012,565.0,1018.0,453.0
250235021013,158.0,1245.0,1087.0
250235021014,770.0,747.0,-23.0
250235021021,114.0,152.0,38.0
250235021022,83.0,597.0,514.0
250235021023,539.0,503.0,-36.0
250235022001,3904.0,6747.0,2843.0
250235022002,706.0,1634.0,928.0
250235022003,410.0,1247.0,837.0
250235022004,1017.0,874.0,-143.0
250235031011,4014.0,6972.0,2958.0
250235031012,248.0,521.0,273.0
250235031013,439.0,546.0,107.0
250235031021,667.0,661.0,-6.0
250235031022,1455.0,2306.0,851.0
250235031023,85.0,50.0,-35.0
250235031024,217.0,131.0,-86.0
250235031025,226.0,83.0,-143.0
250235031026,1012.0,2600.0,1588.0
250235041011,537.0,1103.0,566.0
250235041012,799.0,4094.0,3295.0
250235041013,6855.0,10237.0,3382.0
250235041021,183.0,464.0,281.0
250235041022,29.0,133.0,104.0
250235041023,365.0,897.0,532.0
250235041024,47.0,82.0,35.0
250235051011,88.0,393.0,305.0
250235051012,338.0,1320.0,982.0
250235051013,3.0,16.0,13.0
250235051014,42.0,50.0,8.0
250235051015,134.0,283.0,149.0
250235051021,90.0,775.0,685.0
250235051022,151.0,410.0,259.0
250235051023,56.0,202.0,146.0
250235051024,155.0,840.0,685.0
250235052001,10.0,1558.0,1548.0
250235052002,577.0,772.0,195.0
250235052003,1250.0,703.0,-547.0
250235052004,789.0,1097.0,308.0
250235061011,58.0,527.0,469.0
250235061012,259.0,1022.0,763.0
250235061013,45.0,211.0,166.0
250235061014,261.0,432.0,171.0
250235061021,40.0,452.0,412.0
250235061022,13.0,342.0,329.0
250235061023,100.0,691.0,591.0
250235061024,2827.0,7228.0,4401.0
250235061025,121.0,132.0,11.0
250235062021,860.0,1656.0,796.0
250235062022,31.0,300.0,269.0
250235062031,939.0,1617.0,678.0
250235062032,58.0,629.0,571.0
250235062033,118.0,438.0,320.0
250235062041,57.0,330.0,273.0
250235062042,215.0,896.0,681.0
250235062043,99.0,418.0,319.0
250235071011,88.0,1101.0,1013.0
250235071012,414.0,422.0,8.0
250235071013,177.0,285.0,108.0
250235071031,397.0,1864.0,1467.0
250235071032,23.0,39.0,16.0
250235071033,208.0,1018.0,810.0
250235071034,112.0,102.0,-10.0
250235071041,201.0,689.0,488.0
250235071042,643.0,528.0,-115.0
250235071043,790.0,680.0,-110.0
250235081011,78.0,1280.0,1202.0
250235081012,224.0,1547.0,1323.0
250235081013,1762.0,2473.0,711.0
250235081014,2953.0,2152.0,-801.0
250235081015,193.0,472.0,279.0
250235081021,490.0,838.0,348.0
250235081022,45.0,149.0,104.0
250235081023,78.0,80.0,2.0
250235082001,75.0,89.0,14.0
250235082002,669.0,422.0,-247.0
250235082003,222.0,119.0,-103.0
250235091011,1731.0,6913.0,5182.0
250235091012,95.0,896.0,801.0
250235091013,314.0,1135.0,821.0
250235091014,397.0,822.0,425.0
250235091021,1268.0,2841.0,1573.0
250235091022,572.0,491.0,-81.0
250235091023,295.0,259.0,-36.0
250235091024,184.0,699.0,515.0
250235091025,694.0,644.0,-50.0
250235101001,32.0,422.0,390.0
250235101002,32.0,56.0,24.0
250235101003,13.0,363.0,350.0
250235101004,641.0,350.0,-291.0
250235102001,64.0,993.0,929.0
250235102002,38.0,577.0,539.0
250235102003,1094.0,1534.0,440.0
250235102004,65.0,188.0,123.0
250235103001,210.0,1288.0,1078.0
250235103002,190.0,202.0,12.0
250235103003,342.0,834.0,492.0
250235104001,141.0,594.0,453.0
250235104002,409.0,2047.0,1638.0
250235104003,64.0,84.0,20.0
250235104004,180.0,53.0,-127.0
250235105011,236.0,887.0,651.0
250235105012,602.0,1357.0,755.0
250235105021,29.0,51.0,22.0
250235105022,127.0,105.0,-22.0
250235105023,143.0,670.0,527.0
250235105024,2585.0,3293.0,708.0
250235105025,107.0,769.0,662.0
250235105031,182.0,385.0,203.0
250235105032,1025.0,1345.0,320.0
250235105033,2676.0,5469.0,2793.0
250235106001,722.0,2938.0,2216.0
250235106002,291.0,227.0,-64.0
250235106003,161.0,1103.0,942.0
250235107001,95.0,1649.0,1554.0
250235107002,39.0,687.0,648.0
250235107003,180.0,168.0,-12.0
250235107004,24.0,53.0,29.0
250235107005,96.0,152.0,56.0
250235107006,618.0,1597.0,979.0
250235108001,156.0,61.0,-95.0
250235108002,132.0,155.0,23.0
250235108003,272.0,418.0,146.0
250235108004,22.0,64.0,42.0
250235108005,13.0,49.0,36.0
250235108006,157.0,133.0,-24.0
250235109001,4881.0,3536.0,-1345.0
250235109002,1492.0,3596.0,2104.0
250235109003,480.0,784.0,304.0
250235110001,71.0,313.0,242.0
250235110002,748.0,2452.0,1704.0
250235111001,14.0,2061.0,2047.0
250235111002,2329.0,1972.0,-357.0
250235111003,33.0,273.0,240.0
250235111004,29.0,75.0,46.0
250235111005,5.0,29.0,24.0
250235111006,36.0,97.0,61.0
250235112001,1254.0,2187.0,933.0
250235112002,150.0,134.0,-16.0
250235112003,55.0,92.0,37.0
250235112004,561.0,620.0,59.0
250235112005,154.0,202.0,48.0
250235113011,201.0,1282.0,1081.0
250235113012,16.0,36.0,20.0
250235113013,22.0,71.0,49.0
250235113014,330.0,376.0,46.0
250235113015,196.0,240.0,44.0
250235113021,109.0,418.0,309.0
250235113022,9.0,126.0,117.0
250235113023,21.0,56.0,35.0
250235113024,254.0,113.0,-141.0
250235114001,555.0,294.0,-261.0
250235114002,44.0,113.0,69.0
250235114003,97.0,101.0,4.0
250235114004,28.0,29.0,1.0
250235115001,164.0,484.0,320.0
250235115002,34.0,117.0,83.0
250235115003,29.0,375.0,346.0
250235115004,34.0,59.0,25.0
250235116001,449.0,695.0,246.0
250235116002,477.0,841.0,364.0
250235116003,820.0,1217.0,397.0
250235116004,141.0,1558.0,1417.0
250235116005,24.0,57.0,33.0
250235116006,225.0,228.0,3.0
250235116007,1504.0,877.0,-627.0
250235117011,5.0,667.0,662.0
250235117012,502.0,1145.0,643.0
250235117013,55.0,107.0,52.0
250235117014,11.0,35.0,24.0
250235117015,11.0,47.0,36.0
250235117021,4579.0,6179.0,1600.0
250235117022,2957.0,5312.0,2355.0
250235201001,747.0,1863.0,1116.0
250235201002,760.0,1097.0,337.0
250235201003,341.0,942.0,601.0
250235201004,463.0,858.0,395.0
250235202011,265.0,265.0,0.0
250235202012,696.0,1414.0,718.0
250235202013,245.0,984.0,739.0
250235202021,107.0,161.0,54.0
250235202022,155.0,580.0,425.0
250235202023,570.0,942.0,372.0
250235211011,482.0,2002.0,1520.0
250235211012,199.0,153.0,-46.0
250235211013,151.0,271.0,120.0
250235211014,96.0,126.0,30.0
250235211021,198.0,145.0,-53.0
250235211022,513.0,523.0,10.0
250235212011,206.0,893.0,687.0
250235212012,364.0,620.0,256.0
250235212013,212.0,613.0,401.0
250235212021,672.0,232.0,-440.0
250235212022,22.0,45.0,23.0
250235212023,147.0,137.0,-10.0
250235212024,106.0,210.0,104.0
250235221011,34.0,373.0,339.0
250235221012,259.0,924.0,665.0
250235221013,110.0,279.0,169.0
250235221021,77.0,1015.0,938.0
250235221022,43.0,102.0,59.0
250235221023,399.0,456.0,57.0
250235221024,435.0,1151.0,716.0
250235221025,222.0,388.0,166.0
250235231001,1084.0,2895.0,1811.0
250235231002,396.0,675.0,279.0
250235232011,337.0,993.0,656.0
250235232012,30.0,67.0,37.0
250235232013,294.0,597.0,303.0
250235232021,173.0,283.0,110.0
250235232022,280.0,656.0,376.0
250235232023,181.0,283.0,102.0
250235232024,67.0,173.0,106.0
250235241011,4237.0,5549.0,1312.0
250235241012,176.0,2679.0,2503.0
250235241013,362.0,2808.0,2446.0
250235241021,239.0,1259.0,1020.0
250235241022,616.0,716.0,100.0
250235241023,950.0,2170.0,1220.0
250235251011,201.0,918.0,717.0
250235251012,1376.0,2830.0,1454.0
250235251013,135.0,607.0,472.0
250235251014,1535.0,1217.0,-318.0
250235251041,608.0,1932.0,1324.0
250235251042,462.0,844.0,382.0
250235251043,631.0,3407.0,2776.0
250235251044,95.0,489.0,394.0
250235252031,37.0,99.0,62.0
250235252032,88.0,706.0,618.0
250235252033,360.0,1986.0,1626.0
250235252041,62.0,138.0,76.0
250235252042,138.0,75.0,-63.0
250235253001,1131.0,591.0,-540.0
250235261001,345.0,769.0,424.0
250235261002,116.0,508.0,392.0
250235261003,52.0,394.0,342.0
250235261004,671.0,1359.0,688.0
250235261005,168.0,852.0,684.0
250235301001,93.0,2680.0,2587.0
250235301002,6555.0,7092.0,537.0
250235302001,699.0,1685.0,986.0
250235302002,349.0,844.0,495.0
250235302003,184.0,3094.0,2910.0
250235303001,1442.0,4754.0,3312.0
250235303002,1280.0,1353.0,73.0
250235303003,45.0,79.0,34.0
250235303004,237.0,239.0,2.0
250235304001,260.0,958.0,698.0
250235304002,18.0,68.0,50.0
250235304003,446.0,1213.0,767.0
250235304004,50.0,513.0,463.0
250235305001,1747.0,2601.0,854.0
250235305002,98.0,67.0,-31.0
250235305003,414.0,388.0,-26.0
250235305004,281.0,1103.0,822.0
250235305005,3750.0,5594.0,1844.0
250235306001,2628.0,3529.0,901.0
250235306002,68.0,2373.0,2305.0
250235306003,86.0,981.0,895.0
250235306004,331.0,1564.0,1233.0
250235306005,69.0,162.0,93.0
250235307001,705.0,862.0,157.0
250235307002,839.0,1985.0,1146.0
250235308011,81.0,1154.0,1073.0
250235308012,433.0,665.0,232.0
250235308021,33.0,377.0,344.0
250235308022,44.0,59.0,15.0
250235308023,42.0,382.0,340.0
250235308024,83.0,102.0,19.0
250235308025,110.0,149.0,39.0
250235309011,146.0,1309.0,1163.0
250235309012,38.0,240.0,202.0
250235309013,253.0,721.0,468.0
250235309014,38.0,214.0,176.0
250235309021,476.0,1046.0,570.0
250235309022,108.0,242.0,134.0
250235401011,1387.0,2042.0,655.0
250235401012,359.0,1186.0,827.0
250235401013,450.0,795.0,345.0
250235401021,292.0,424.0,132.0
250235401031,376.0,892.0,516.0
250235401032,586.0,931.0,345.0
250235411001,310.0,612.0,302.0
250235411002,342.0,732.0,390.0
250235411003,378.0,745.0,367.0
250235421011,39.0,1692.0,1653.0
250235421012,595.0,1212.0,617.0
250235421013,106.0,379.0,273.0
250235421014,299.0,351.0,52.0
250235421021,1005.0,2547.0,1542.0
250235422001,2814.0,3365.0,551.0
250235422002,85.0,195.0,110.0
250235422003,509.0,746.0,237.0
250235423001,502.0,830.0,328.0
250235423002,485.0,993.0,508.0
250235423003,222.0,965.0,743.0
250235423004,1482.0,2062.0,580.0
250235423005,719.0,1727.0,1008.0
250235423006,444.0,251.0,-193.0
250235431001,103.0,848.0,745.0
250235431002,1168.0,1007.0,-161.0
250235441001,70.0,628.0,558.0
250235441002,157.0,669.0,512.0
250235441003,662.0,1046.0,384.0
250235441004,147.0,441.0,294.0
250235442001,268.0,1504.0,1236.0
250235442002,289.0,958.0,669.0
250235442003,285.0,452.0,167.0
250235442004,299.0,614.0,315.0
250235451001,1182.0,1531.0,349.0
250235451002,2401.0,3593.0,1192.0
250235451003,340.0,1841.0,1501.0
250235451004,187.0,434.0,247.0
250235452001,87.0,293.0,206.0
250235452002,12.0,303.0,291.0
250235452003,1001.0,1749.0,748.0
250235452004,611.0,2939.0,2328.0
250235453001,128.0,518.0,390.0
250235453002,50.0,244.0,194.0
250235453003,66.0,285.0,219.0
250235453004,440.0,571.0,131.0
250235454001,633.0,2922.0,2289.0
250235454002,999.0,638.0,-361.0
250235454003,52.0,1106.0,1054.0
250235454004,257.0,838.0,581.0
250235454005,20.0,359.0,339.0
250235601001,53.0,272.0,219.0
250235601002,158.0,185.0,27.0
250235601003,30.0,371.0,341.0
250235601004,520.0,446.0,-74.0
250235601005,68.0,748.0,680.0
250235601006,1262.0,1328.0,66.0
250235611001,212.0,943.0,731.0
250235611002,776.0,971.0,195.0
250235611003,41.0,322.0,281.0
250235611004,812.0,1889.0,1077.0
250235611005,363.0,521.0,158.0
250235612001,310.0,1410.0,1100.0
250250001001,6789.0,22827.0,16038.0
250250001002,156.0,1577.0,1421.0
250250001003,87.0,183.0,96.0
250250001004,1553.0,269.0,-1284.0
250250002011,272.0,1249.0,977.0
250250002012,6.0,105.0,99.0
250250002013,302.0,1190.0,888.0
250250002014,60.0,309.0,249.0
250250002021,254.0,1145.0,891.0
250250002022,90.0,623.0,533.0
250250002023,10.0,109.0,99.0
250250002024,84.0,127.0,43.0
250250003011,42.0,180.0,138.0
250250003012,214.0,189.0,-25.0
250250003013,23.0,141.0,118.0
250250003014,129.0,945.0,816.0
250250003021,226.0,461.0,235.0
250250003022,75.0,1043.0,968.0
250250004011,53.0,258.0,205.0
250250004012,27.0,136.0,109.0
250250004013,4.0,788.0,784.0
250250004014,219.0,563.0,344.0
250250004021,16.0,258.0,242.0
250250004022,5.0,759.0,754.0
250250004023,397.0,522.0,125.0
250250005021,631.0,2378.0,1747.0
250250005022,19.0,1140.0,1121.0
250250005023,71.0,328.0,257.0
250250005024,14.0,483.0,469.0
250250005031,4.0,297.0,293.0
250250005032,146.0,353.0,207.0
250250005041,594.0,2002.0,1408.0
250250005042,137.0,493.0,356.0
250250005043,38.0,127.0,89.0
250250005044,27.0,220.0,193.0
250250006011,516.0,2150.0,1634.0
250250006012,401.0,8105.0,7704.0
250250006013,36.0,257.0,221.0
250250006014,82.0,312.0,230.0
250250006021,202.0,551.0,349.0
250250006022,775.0,976.0,201.0
250250006023,4048.0,3619.0,-429.0
250250007011,32.0,156.0,124.0
250250007012,23.0,994.0,971.0
250250007013,14.0,150.0,136.0
250250007014,6.0,333.0,327.0
250250007015,83.0,311.0,228.0
250250007031,583.0,2807.0,2224.0
250250007032,783.0,1091.0,308.0
250250007041,789.0,372.0,-417.0
250250007042,22.0,370.0,348.0
250250007043,148.0,441.0,293.0
250250007044,168.0,198.0,30.0
250250008021,297.0,1982.0,1685.0
250250008022,1554.0,3779.0,2225.0
250250008023,666.0,984.0,318.0
250250008024,493.0,1141.0,648.0
250250008025,897.0,1023.0,126.0
250250008031,489.0,4773.0,4284.0
250250008032,12640.0,4358.0,-8282.0
250250101031,284.0,7301.0,7017.0
250250101032,162.0,1102.0,940.0
250250101033,426.0,2303.0,1877.0
250250101041,753.0,2943.0,2190.0
250250101042,460.0,14064.0,13604.0
250250101043,1119.0,1699.0,580.0
250250102031,48.0,2234.0,2186.0
250250102032,2021.0,6269.0,4248.0
250250102033,221.0,751.0,530.0
250250102034,3318.0,5652.0,2334.0
250250102041,70.0,170.0,100.0
250250102042,116.0,2919.0,2803.0
250250102043,4240.0,1689.0,-2551.0
250250103001,1848.0,5058.0,3210.0
250250103002,17621.0,16985.0,-636.0
250250104031,108.0,667.0,559.0
250250104032,334.0,815.0,481.0
250250104033,728.0,1150.0,422.0
250250104041,919.0,1746.0,827.0
250250104042,512.0,1486.0,974.0
250250104043,443.0,137.0,-306.0
250250104051,1069.0,11892.0,10823.0
250250104052,49.0,635.0,586.0
250250104053,289.0,697.0,408.0
250250104081,25.0,430.0,405.0
250250105001,734.0,7978.0,7244.0
250250105002,279.0,2439.0,2160.0
250250105003,71.0,403.0,332.0
250250106001,29342.0,30851.0,1509.0
250250106002,7666.0,3134.0,-4532.0
250250107011,2654.0,6119.0,3465.0
250250107012,457.0,566.0,109.0
250250107013,2158.0,5759.0,3601.0
250250107021,15572.0,30239.0,14667.0
250250107022,90.0,626.0,536.0
250250107023,1465.0,4088.0,2623.0
250250108011,395.0,891.0,496.0
250250108012,114.0,455.0,341.0
250250108013,203.0,606.0,403.0
250250108021,340.0,440.0,100.0
250250108022,53.0,437.0,384.0
250250108023,97.0,291.0,194.0
250250201011,561.0,2878.0,2317.0
250250201012,383.0,1297.0,914.0
250250201013,392.0,578.0,186.0
250250201014,162.0,637.0,475.0
250250202001,214.0,883.0,669.0
250250202002,116.0,562.0,446.0
250250202003,208.0,685.0,477.0
250250203011,28001.0,31569.0,3568.0
250250203012,317.0,554.0,237.0
250250203021,2077.0,3807.0,1730.0
250250203031,877.0,1509.0,632.0
250250203032,14109.0,28669.0,14560.0
250250203033,129.0,570.0,441.0
250250301001,103.0,506.0,403.0
250250301002,78.0,1105.0,1027.0
250250302001,990.0,1445.0,455.0
250250303001,5305.0,11408.0,6103.0
250250303002,19772.0,29314.0,9542.0
250250303003,35027.0,71894.0,36867.0
250250303004,9767.0,19981.0,10214.0
250250304001,486.0,3538.0,3052.0
250250304002,1392.0,1271.0,-121.0
250250305001,320.0,1474.0,1154.0
250250305002,277.0,922.0,645.0
250250305003,75.0,431.0,356.0
250250401001,281.0,2823.0,2542.0
250250401002,1866.0,6954.0,5088.0
250250402001,55.0,197.0,142.0
250250402002,109.0,459.0,350.0
250250403001,7.0,998.0,991.0
250250403002,549.0,515.0,-34.0
250250403003,50.0,179.0,129.0
250250403004,108.0,330.0,222.0
250250403005,23.0,262.0,239.0
250250404011,212.0,755.0,543.0
250250404012,551.0,2614.0,2063.0
250250406001,6271.0,12422.0,6151.0
250250406002,81.0,328.0,247.0
250250408011,22.0,170.0,148.0
250250408012,669.0,574.0,-95.0
250250408013,7524.0,10943.0,3419.0
250250501011,55.0,899.0,844.0
250250501012,210.0,390.0,180.0
250250501013,39.0,165.0,126.0
250250502001,108.0,2045.0,1937.0
250250502002,344.0,391.0,47.0
250250502003,23.0,50.0,27.0
250250502004,41.0,513.0,472.0
250250503001,557.0,1211.0,654.0
250250503002,69.0,261.0,192.0
250250504001,183.0,1301.0,1118.0
250250504002,129.0,494.0,365.0
250250505001,265.0,808.0,543.0
250250506001,1684.0,924.0,-760.0
250250506002,233.0,711.0,478.0
250250507001,185.0,1008.0,823.0
250250507002,59.0,246.0,187.0
250250507003,137.0,790.0,653.0
250250509011,1041.0,4871.0,3830.0
250250509012,11.0,111.0,100.0
250250509013,215.0,558.0,343.0
250250510001,265.0,416.0,151.0
250250510002,2408.0,2472.0,64.0
250250510003,93.0,249.0,156.0
250250511011,456.0,1890.0,1434.0
250250511012,64.0,180.0,116.0
250250511013,177.0,10629.0,10452.0
250250511014,290.0,459.0,169.0
250250512001,67.0,600.0,533.0
250250512002,88.0,480.0,392.0
250250512003,231.0,381.0,150.0
250250601011,73.0,844.0,771.0
250250601012,15.0,131.0,116.0
250250601013,12.0,511.0,499.0
250250601014,235.0,320.0,85.0
250250602001,19.0,114.0,95.0
250250602002,9.0,165.0,156.0
250250603011,67.0,404.0,337.0
250250603012,30.0,281.0,251.0
250250603013,549.0,1393.0,844.0
250250604001,86.0,195.0,109.0
250250604002,22.0,98.0,76.0
250250604003,51.0,171.0,120.0
250250604004,186.0,259.0,73.0
250250604005,472.0,1630.0,1158.0
250250605011,152.0,1720.0,1568.0
250250605012,168.0,292.0,124.0
250250605013,137.0,595.0,458.0
250250605014,111.0,336.0,225.0
250250605015,159.0,1347.0,1188.0
250250606001,30176.0,59636.0,29460.0
250250607001,81.0,973.0,892.0
250250607002,39.0,245.0,206.0
250250608001,546.0,433.0,-113.0
250250608002,43.0,876.0,833.0
250250608003,269.0,456.0,187.0
250250608004,302.0,970.0,668.0
250250610001,19.0,304.0,285.0
250250610002,37.0,235.0,198.0
250250610003,62.0,152.0,90.0
250250611011,22.0,620.0,598.0
250250611012,19.0,184.0,165.0
250250612001,10853.0,26209.0,15356.0
250250612002,2540.0,3136.0,596.0
250250612003,336.0,427.0,91.0
250250701011,21461.0,34922.0,13461.0
250250701012,11563.0,18068.0,6505.0
250250701013,8535.0,15116.0,6581.0
250250701014,583.0,1253.0,670.0
250250701015,1021.0,3560.0,2539.0
250250701016,304.0,2318.0,2014.0
250250701017,1286.0,2219.0,933.0
250250701018,53867.0,91625.0,37758.0
250250702001,10188.0,14774.0,4586.0
250250702002,134.0,431.0,297.0
250250702003,4290.0,13190.0,8900.0
250250703001,18662.0,33069.0,14407.0
250250703002,306.0,1280.0,974.0
250250703003,294.0,2135.0,1841.0
250250703004,1282.0,2192.0,910.0
250250704021,1560.0,3086.0,1526.0
250250705001,439.0,2234.0,1795.0
250250705002,153.0,703.0,550.0
250250705003,741.0,1156.0,415.0
250250705004,306.0,1379.0,1073.0
250250706001,302.0,1087.0,785.0
250250706002,255.0,614.0,359.0
250250707001,3633.0,6383.0,2750.0
250250707002,303.0,481.0,178.0
250250708001,351.0,952.0,601.0
250250708002,152.0,1320.0,1168.0
250250708003,338.0,507.0,169.0
250250709001,293.0,889.0,596.0
250250709002,104.0,5840.0,5736.0
250250711011,488.0,7504.0,7016.0
250250711012,7006.0,14175.0,7169.0
250250711013,137.0,1053.0,916.0
250250712011,4632.0,4976.0,344.0
250250712012,1042.0,1258.0,216.0
250250801001,8888.0,14846.0,5958.0
250250801002,24.0,2453.0,2429.0
250250803001,367.0,3014.0,2647.0
250250804011,1337.0,2498.0,1161.0
250250804012,440.0,1478.0,1038.0
250250805001,14.0,462.0,448.0
250250805002,146.0,335.0,189.0
250250806011,6428.0,9258.0,2830.0
250250806012,335.0,947.0,612.0
250250806013,11235.0,2220.0,-9015.0
250250808011,906.0,2604.0,1698.0
250250808012,266.0,1447.0,1181.0
250250809001,107.0,481.0,374.0
250250809002,97.0,966.0,869.0
250250809003,543.0,637.0,94.0
250250810011,39152.0,43087.0,3935.0
250250810012,183.0,1834.0,1651.0
250250810013,5.0,75.0,70.0
250250810014,125.0,369.0,244.0
250250811001,1938.0,2866.0,928.0
250250811002,246.0,472.0,226.0
250250811003,586.0,1655.0,1069.0
250250812001,266.0,967.0,701.0
250250812002,425.0,2573.0,2148.0
250250813001,331.0,1462.0,1131.0
