MESOZONE,orig_total,adj_total,abs_diff
250138134043,2482.0,4011.0,1529.0
250138135001,82.0,290.0,208.0
250138135002,348.0,503.0,155.0
250138135003,277.0,641.0,364.0
250138135004,274.0,452.0,178.0
250138136011,2707.0,2306.0,-401.0
250138136012,475.0,1817.0,1342.0
250138136013,103.0,594.0,491.0
250138136014,808.0,1286.0,478.0
250138136015,1105.0,892.0,-213.0
250138136016,43.0,766.0,723.0
250138136021,20.0,529.0,509.0
250138136022,638.0,1089.0,451.0
250138136023,116.0,261.0,145.0
250138137011,275.0,514.0,239.0
250138137012,543.0,609.0,66.0
250138137021,69.0,514.0,445.0
250138137022,254.0,770.0,516.0
250138137023,237.0,485.0,248.0
250138137024,5.0,66.0,61.0
250138137025,40.0,95.0,55.0
250138138011,194.0,279.0,85.0
250138138012,166.0,162.0,-4.0
250138138013,21.0,100.0,79.0
250138138021,452.0,845.0,393.0
250138138022,71.0,277.0,206.0
250158201011,600.0,1473.0,873.0
250158201012,132.0,540.0,408.0
250158201013,401.0,603.0,202.0
250158201014,232.0,238.0,6.0
250158201021,321.0,1573.0,1252.0
250158201022,571.0,816.0,245.0
250158201023,162.0,443.0,281.0
250158202021,183.0,288.0,105.0
250158202031,1752.0,1698.0,-54.0
250158202032,266.0,1012.0,746.0
250158202033,29.0,482.0,453.0
250158202034,402.0,1040.0,638.0
250158202041,127.0,952.0,825.0
250158202042,438.0,1257.0,819.0
250158203001,283.0,1238.0,955.0
250158203002,71.0,533.0,462.0
250158203003,77.0,2559.0,2482.0
250158203004,2.0,133.0,131.0
250158203005,26.0,115.0,89.0
250158204001,989.0,5724.0,4735.0
250158204002,6.0,4020.0,4014.0
250158205001,327.0,811.0,484.0
250158205002,1285.0,1253.0,-32.0
250158205003,12090.0,1848.0,-10242.0
250158205004,485.0,757.0,272.0
250158205005,1516.0,1385.0,-131.0
250158205006,952.0,2518.0,1566.0
250158206001,362.0,1316.0,954.0
250158207001,377.0,1412.0,1035.0
250158207002,37.0,381.0,344.0
250158207003,384.0,1145.0,761.0
250158208011,226.0,952.0,726.0
250158208012,383.0,1156.0,773.0
250158208013,346.0,484.0,138.0
250158208014,193.0,270.0,77.0
250158208021,751.0,1247.0,496.0
250158209001,21.0,396.0,375.0
250158209002,179.0,366.0,187.0
250158209003,290.0,641.0,351.0
250158209004,365.0,527.0,162.0
250158210001,26.0,219.0,193.0
250158210002,45.0,285.0,240.0
250158210003,229.0,667.0,438.0
250158210004,1221.0,1859.0,638.0
250158211001,68.0,879.0,811.0
250158211002,672.0,395.0,-277.0
250158211003,306.0,645.0,339.0
250158211004,219.0,740.0,521.0
250158211005,31.0,71.0,40.0
250158212001,1741.0,2375.0,634.0
250158213001,264.0,447.0,183.0
250158213002,60.0,401.0,341.0
250158213003,233.0,556.0,323.0
250158214001,959.0,1593.0,634.0
250158214002,93.0,580.0,487.0
250158214003,156.0,2091.0,1935.0
250158214004,4464.0,7573.0,3109.0
250158215001,369.0,514.0,145.0
250158215002,635.0,1647.0,1012.0
250158215003,1140.0,2017.0,877.0
250158216011,698.0,3348.0,2650.0
250158216012,2244.0,3320.0,1076.0
250158216021,2783.0,2094.0,-689.0
250158216022,57.0,1087.0,1030.0
250158216023,764.0,2906.0,2142.0
250158217001,683.0,2698.0,2015.0
250158217002,134.0,287.0,153.0
250158217003,914.0,619.0,-295.0
250158219011,519.0,2708.0,2189.0
250158219012,398.0,536.0,138.0
250158219031,2941.0,3665.0,724.0
250158219033,1179.0,2278.0,1099.0
250158219041,175.0,1654.0,1479.0
250158219042,3121.0,4452.0,1331.0
250158220001,1943.0,1706.0,-237.0
250158222001,432.0,1344.0,912.0
250158222002,56.0,361.0,305.0
250158222003,814.0,1265.0,451.0
250158223001,470.0,1200.0,730.0
250158223002,83.0,309.0,226.0
250158223003,131.0,210.0,79.0
250158223004,64.0,200.0,136.0
250158224011,68.0,434.0,366.0
250158224012,44.0,170.0,126.0
250158224013,48.0,65.0,17.0
250158224014,145.0,456.0,311.0
250158224021,2138.0,3846.0,1708.0
250158224022,1158.0,1017.0,-141.0
250158224023,68.0,479.0,411.0
250158224024,166.0,765.0,599.0
250158225001,149.0,396.0,247.0
250158225002,462.0,571.0,109.0
250158225003,385.0,788.0,403.0
250158225004,165.0,607.0,442.0
250158226011,261.0,675.0,414.0
250158226012,156.0,194.0,38.0
250158226031,359.0,732.0,373.0
250158226051,165.0,252.0,87.0
250158226061,173.0,293.0,120.0
250158226062,193.0,546.0,353.0
250158226063,329.0,479.0,150.0
250158227001,40.0,74.0,34.0
250158227002,213.0,416.0,203.0
250158227003,216.0,655.0,439.0
250173001001,221.0,316.0,95.0
250173001002,180.0,192.0,12.0
250173011011,386.0,860.0,474.0
250173011012,131.0,538.0,407.0
250173011013,400.0,516.0,116.0
250173011021,76.0,334.0,258.0
250173011022,468.0,779.0,311.0
250173011023,626.0,1290.0,664.0
250173101001,2016.0,12571.0,10555.0
250173101002,1460.0,7196.0,5736.0
250173101003,5840.0,6211.0,371.0
250173102001,5.0,615.0,610.0
250173102002,12.0,67.0,55.0
250173102003,161.0,453.0,292.0
250173102004,308.0,334.0,26.0
250173102005,82.0,453.0,371.0
250173103001,91.0,231.0,140.0
250173103002,31.0,243.0,212.0
250173103003,30.0,319.0,289.0
250173103004,27.0,63.0,36.0
250173103005,35.0,72.0,37.0
250173104001,171.0,222.0,51.0
250173104002,62.0,530.0,468.0
250173104003,89.0,209.0,120.0
250173105001,41.0,1846.0,1805.0
250173105002,93.0,393.0,300.0
250173105003,38.0,99.0,61.0
250173106011,630.0,1285.0,655.0
250173106012,530.0,682.0,152.0
250173106013,94.0,447.0,353.0
250173106021,504.0,2625.0,2121.0
250173106022,25.0,233.0,208.0
250173106023,26.0,130.0,104.0
250173106024,3111.0,497.0,-2614.0
250173107001,300.0,1303.0,1003.0
250173107002,201.0,276.0,75.0
250173107003,85.0,207.0,122.0
250173111001,236.0,372.0,136.0
250173111002,583.0,1028.0,445.0
250173112001,306.0,1115.0,809.0
250173112002,186.0,598.0,412.0
250173113001,97.0,119.0,22.0
250173113002,212.0,711.0,499.0
250173113003,115.0,179.0,64.0
250173114001,338.0,502.0,164.0
250173114002,223.0,251.0,28.0
250173114003,1196.0,3571.0,2375.0
250173114004,515.0,513.0,-2.0
250173115001,323.0,540.0,217.0
250173115002,45.0,102.0,57.0
250173115003,19.0,172.0,153.0
250173116001,523.0,1178.0,655.0
250173116002,46.0,277.0,231.0
250173116003,22.0,79.0,57.0
250173116004,4307.0,6348.0,2041.0
250173116005,16.0,193.0,177.0
250173117001,502.0,1654.0,1152.0
250173117002,27.0,61.0,34.0
250173117003,178.0,239.0,61.0
250173117004,84.0,194.0,110.0
250173118001,950.0,1133.0,183.0
250173118002,31.0,113.0,82.0
250173119001,80.0,824.0,744.0
250173119002,333.0,1600.0,1267.0
250173120001,76.0,260.0,184.0
250173120002,97.0,1030.0,933.0
250173121001,40.0,128.0,88.0
250173121002,24.0,148.0,124.0
250173121003,307.0,504.0,197.0
250173122001,522.0,1014.0,492.0
250173122002,10.0,425.0,415.0
250173122003,251.0,370.0,119.0
250173122004,1455.0,1292.0,-163.0
250173123001,15.0,1705.0,1690.0
250173123002,86.0,307.0,221.0
250173123003,1470.0,2633.0,1163.0
250173124001,1858.0,1532.0,-326.0
250173124002,52.0,421.0,369.0
250173125011,39.0,144.0,105.0
250173125012,30.0,537.0,507.0
250173125013,45.0,354.0,309.0
250173125021,63.0,312.0,249.0
250173125022,19.0,270.0,251.0
250173125023,239.0,417.0,178.0
250173131011,2735.0,5675.0,2940.0
250173131012,1021.0,1680.0,659.0
250173131013,17.0,104.0,87.0
250173131021,51.0,276.0,225.0
250173131022,18.0,208.0,190.0
250173131023,340.0,766.0,426.0
250173131024,604.0,497.0,-107.0
250173141011,469.0,1180.0,711.0
250173141012,41.0,126.0,85.0
250173141013,105.0,338.0,233.0
250173141021,212.0,506.0,294.0
250173141022,168.0,1046.0,878.0
250173141023,115.0,165.0,50.0
250173141024,206.0,569.0,363.0
250173141025,151.0,235.0,84.0
250173142001,542.0,1593.0,1051.0
250173142002,197.0,233.0,36.0
250173142003,729.0,913.0,184.0
250173143011,468.0,2222.0,1754.0
250173143012,56.0,608.0,552.0
250173143013,679.0,736.0,57.0
250173143014,14.0,76.0,62.0
250173143015,793.0,302.0,-491.0
250173143021,27.0,203.0,176.0
250173143022,1480.0,904.0,-576.0
250173151001,737.0,3421.0,2684.0
250173151002,5686.0,7939.0,2253.0
250173152001,585.0,2536.0,1951.0
250173152002,1645.0,4469.0,2824.0
250173152003,108.0,964.0,856.0
250173152004,1701.0,2744.0,1043.0
250173154011,848.0,1723.0,875.0
250173154012,2511.0,1952.0,-559.0
250173154021,750.0,2205.0,1455.0
250173154022,1407.0,1566.0,159.0
250173154031,67.0,137.0,70.0
250173154032,239.0,368.0,129.0
250173155001,1042.0,1161.0,119.0
250173155002,82.0,620.0,538.0
250173155003,22.0,137.0,115.0
250173155004,13.0,110.0,97.0
250173155005,28.0,103.0,75.0
250173155006,121.0,382.0,261.0
250173161011,68.0,425.0,357.0
250173161012,27.0,840.0,813.0
250173161013,32.0,186.0,154.0
250173161021,99.0,154.0,55.0
250173161022,1801.0,2587.0,786.0
250173161023,407.0,374.0,-33.0
250173161024,2724.0,4488.0,1764.0
250173162011,709.0,1841.0,1132.0
250173162012,850.0,2020.0,1170.0
250173162013,57.0,269.0,212.0
250173162021,1177.0,3303.0,2126.0
250173162022,411.0,914.0,503.0
250173162023,364.0,365.0,1.0
250173163001,507.0,611.0,104.0
250173163002,16.0,4253.0,4237.0
250173163003,1521.0,1183.0,-338.0
250173163004,1634.0,990.0,-644.0
250173163005,3074.0,4713.0,1639.0
250173163006,1395.0,266.0,-1129.0
250173164001,271.0,333.0,62.0
250173164002,70.0,179.0,109.0
250173164003,60.0,150.0,90.0
250173164004,53.0,501.0,448.0
250173164005,3014.0,5155.0,2141.0
250173164006,29.0,475.0,446.0
250173165001,1027.0,4387.0,3360.0
250173165002,577.0,1962.0,1385.0
250173165003,276.0,1732.0,1456.0
250173165004,462.0,3340.0,2878.0
250173165005,2571.0,2405.0,-166.0
250173171011,552.0,5587.0,5035.0
250173171012,796.0,803.0,7.0
250173171013,89.0,981.0,892.0
250173171014,863.0,703.0,-160.0
250173171021,2693.0,10363.0,7670.0
250173171022,8975.0,8085.0,-890.0
250173171023,105.0,203.0,98.0
250173171031,161.0,282.0,121.0
250173171032,99.0,2483.0,2384.0
250173171033,41.0,119.0,78.0
250173172011,45.0,1230.0,1185.0
250173172012,28.0,101.0,73.0
250173172021,596.0,1436.0,840.0
250173172022,132.0,248.0,116.0
250173172031,604.0,610.0,6.0
250173172032,2037.0,1563.0,-474.0
250173172033,1221.0,3076.0,1855.0
250173173011,2092.0,2716.0,624.0
250173173012,328.0,168.0,-160.0
250173173021,326.0,1560.0,1234.0
250173173022,418.0,370.0,-48.0
250173173023,1054.0,693.0,-361.0
250173181001,331.0,1329.0,998.0
250173181002,28.0,233.0,205.0
250173181003,443.0,568.0,125.0
250173181004,314.0,507.0,193.0
250173182001,184.0,1554.0,1370.0
250173182002,101.0,1762.0,1661.0
250173183001,799.0,458.0,-341.0
250173183002,437.0,1557.0,1120.0
250173183003,26.0,119.0,93.0
250173183004,106.0,891.0,785.0
250173184001,5696.0,10449.0,4753.0
250173184002,3403.0,3565.0,162.0
250173201021,55.0,720.0,665.0
250173201022,6987.0,12323.0,5336.0
250173201023,173.0,509.0,336.0
250173201031,951.0,4235.0,3284.0
250173201041,1033.0,1548.0,515.0
250173201042,1171.0,777.0,-394.0
250173201043,976.0,1189.0,213.0
250173211001,676.0,5397.0,4721.0
250173211002,2885.0,2753.0,-132.0
250173211003,37.0,63.0,26.0
250173212001,846.0,3345.0,2499.0
250173212002,282.0,758.0,476.0
250173212003,248.0,566.0,318.0
250173213001,313.0,1394.0,1081.0
250173213002,1014.0,1389.0,375.0
250173213003,1087.0,2051.0,964.0
250173213004,1154.0,907.0,-247.0
250173213005,79.0,916.0,837.0
250173213006,925.0,1039.0,114.0
250173214001,8482.0,13421.0,4939.0
250173214002,8747.0,15538.0,6791.0
250173215001,2808.0,3705.0,897.0
250173215002,320.0,1144.0,824.0
250173215003,577.0,470.0,-107.0
250173216001,211.0,1104.0,893.0
250173216002,258.0,1282.0,1024.0
250173216003,5.0,198.0,193.0
250173216004,591.0,509.0,-82.0
250173221001,1086.0,2497.0,1411.0
250173221002,133.0,1360.0,1227.0
250173221003,468.0,623.0,155.0
250173221004,19.0,78.0,59.0
250173222001,2125.0,4190.0,2065.0
250173222002,1384.0,995.0,-389.0
250173223001,495.0,702.0,207.0
250173223002,1479.0,2248.0,769.0
250173223003,996.0,1375.0,379.0
250173224001,150.0,454.0,304.0
250173224002,1288.0,2461.0,1173.0
250173224003,22.0,131.0,109.0
250173231001,917.0,1722.0,805.0
250173231002,92.0,904.0,812.0
250173231003,565.0,913.0,348.0
250173231004,595.0,1664.0,1069.0
250173241011,852.0,3824.0,2972.0
250173241012,4525.0,2100.0,-2425.0
250173241013,173.0,383.0,210.0
250173241021,95.0,1644.0,1549.0
250173241022,2112.0,5210.0,3098.0
250173241023,124.0,234.0,110.0
250173251001,949.0,3798.0,2849.0
250173251002,571.0,1691.0,1120.0
250173251003,395.0,1883.0,1488.0
250173251004,461.0,461.0,0.0
250173251005,1647.0,1032.0,-615.0
250173251006,821.0,564.0,-257.0
250173251007,552.0,106.0,-446.0
250173261011,1028.0,3546.0,2518.0
250173261012,1380.0,2770.0,1390.0
250173261021,540.0,1164.0,624.0
250173261022,150.0,431.0,281.0
250173261023,588.0,970.0,382.0
250173271011,496.0,1282.0,786.0
250173271012,58.0,476.0,418.0
250173271021,164.0,470.0,306.0
250173271022,49.0,102.0,53.0
250173271023,268.0,1141.0,873.0
250173271031,79.0,414.0,335.0
250173271032,442.0,497.0,55.0
250173271033,44.0,112.0,68.0
250173281001,127.0,171.0,44.0
250173281002,201.0,422.0,221.0
250173301001,47.0,279.0,232.0
250173301002,712.0,1744.0,1032.0
250173301003,148.0,2297.0,2149.0
250173301004,42.0,104.0,62.0
250173301005,77.0,255.0,178.0
250173302001,1242.0,4093.0,2851.0
250173302002,4262.0,4809.0,547.0
250173302003,518.0,381.0,-137.0
250173302004,1569.0,298.0,-1271.0
250173311011,134.0,3031.0,2897.0
250173311012,8537.0,12712.0,4175.0
250173311021,1257.0,3768.0,2511.0
250173311022,6327.0,14705.0,8378.0
250173311023,1592.0,1636.0,44.0
250173311024,444.0,573.0,129.0
250173312001,1531.0,2468.0,937.0
250173312002,354.0,565.0,211.0
250173313001,54.0,538.0,484.0
250173313002,175.0,589.0,414.0
250173313003,1412.0,1131.0,-281.0
250173321001,58.0,534.0,476.0
250173321002,98.0,959.0,861.0
250173321003,262.0,311.0,49.0
250173321004,449.0,582.0,133.0
250173322001,66.0,1541.0,1475.0
250173322002,955.0,4806.0,3851.0
250173322003,2250.0,1190.0,-1060.0
250173322004,2071.0,4312.0,2241.0
250173323001,86.0,58.0,-28.0
250173323002,247.0,1688.0,1441.0
250173323003,502.0,404.0,-98.0
250173323004,1233.0,2256.0,1023.0
250173323005,5905.0,2912.0,-2993.0
250173324001,5765.0,6007.0,242.0
250173324002,29092.0,39542.0,10450.0
250173331001,1043.0,3290.0,2247.0
250173331002,416.0,711.0,295.0
250173331003,256.0,226.0,-30.0
250173331004,20.0,173.0,153.0
250173331005,144.0,345.0,201.0
250173332001,406.0,1656.0,1250.0
250173332002,293.0,218.0,-75.0
250173332003,473.0,555.0,82.0
250173332004,705.0,400.0,-305.0
250173333001,500.0,2011.0,1511.0
250173333002,1073.0,785.0,-288.0
250173333003,44.0,157.0,113.0
250173334001,4271.0,6552.0,2281.0
250173334002,273.0,3990.0,3717.0
250173334003,605.0,1785.0,1180.0
250173334004,38.0,135.0,97.0
250173334005,1536.0,1643.0,107.0
250173335011,45.0,613.0,568.0
250173335012,618.0,1058.0,440.0
250173335013,10455.0,10221.0,-234.0
250173335021,359.0,600.0,241.0
250173335022,384.0,403.0,19.0
250173336001,3224.0,4401.0,1177.0
250173336002,2175.0,7750.0,5575.0
250173336003,14221.0,17950.0,3729.0
250173336004,72.0,164.0,92.0
250173336005,1040.0,833.0,-207.0
250173336006,137.0,196.0,59.0
250173341001,541.0,2880.0,2339.0
250173341002,58.0,413.0,355.0
250173341003,65.0,263.0,198.0
250173342001,24.0,425.0,401.0
250173342002,623.0,857.0,234.0
250173342003,376.0,765.0,389.0
250173342004,36.0,169.0,133.0
250173343001,111.0,305.0,194.0
250173343002,116.0,402.0,286.0
250173343003,297.0,963.0,666.0
250173343004,1089.0,526.0,-563.0
250173344001,45.0,498.0,453.0
250173344002,378.0,652.0,274.0
250173344003,1022.0,2077.0,1055.0
250173344004,2007.0,881.0,-1126.0
250173344005,838.0,714.0,-124.0
250173351001,198.0,4620.0,4422.0
250173351002,35.0,1439.0,1404.0
250173351003,962.0,2632.0,1670.0
250173351004,1802.0,3340.0,1538.0
250173351005,13.0,183.0,170.0
250173351006,2404.0,4272.0,1868.0
250173352001,21.0,383.0,362.0
250173352002,26.0,124.0,98.0
250173352003,263.0,232.0,-31.0
250173352004,174.0,1259.0,1085.0
250173352005,287.0,517.0,230.0
250173353011,1487.0,3130.0,1643.0
250173353012,568.0,1517.0,949.0
250173353013,130.0,69.0,-61.0
250173353021,5422.0,3429.0,-1993.0
250173353022,266.0,388.0,122.0
250173353023,921.0,1122.0,201.0
250173354001,274.0,473.0,199.0
250173354002,31.0,562.0,531.0
250173354003,354.0,520.0,166.0
250173354004,35.0,173.0,138.0
250173361001,156.0,1281.0,1125.0
250173361002,1058.0,3069.0,2011.0
250173361003,63.0,459.0,396.0
250173361004,36.0,313.0,277.0
250173361005,59.0,172.0,113.0
250173361006,44.0,124.0,80.0
250173362001,5.0,312.0,307.0
250173362002,198.0,290.0,92.0
250173362003,23.0,107.0,84.0
250173362004,1753.0,4126.0,2373.0
250173362005,108.0,132.0,24.0
250173362006,124.0,248.0,124.0
250173362007,69.0,216.0,147.0
250173363001,51.0,507.0,456.0
250173363002,6.0,80.0,74.0
250173363003,18.0,186.0,168.0
250173363004,30.0,131.0,101.0
250173363005,21.0,187.0,166.0
250173363006,27.0,516.0,489.0
250173363007,579.0,615.0,36.0
250173364011,111.0,240.0,129.0
250173364012,250.0,709.0,459.0
250173364013,306.0,846.0,540.0
250173364021,1421.0,964.0,-457.0
250173364022,30.0,169.0,139.0
250173364023,189.0,418.0,229.0
250173364024,18.0,184.0,166.0
250173371011,32.0,1043.0,1011.0
250173371012,330.0,629.0,299.0
250173371021,404.0,1293.0,889.0
250173371022,155.0,574.0,419.0
250173371023,177.0,459.0,282.0
250173372011,375.0,1416.0,1041.0
250173372012,38.0,141.0,103.0
250173372013,211.0,1223.0,1012.0
250173372021,44.0,684.0,640.0
250173372022,50.0,272.0,222.0
250173372023,1235.0,3830.0,2595.0
250173372024,1045.0,965.0,-80.0
250173373001,853.0,2140.0,1287.0
250173373002,914.0,1057.0,143.0
250173373003,551.0,529.0,-22.0
250173373004,379.0,546.0,167.0
250173373005,131.0,191.0,60.0
250173381001,2702.0,3454.0,752.0
250173381002,184.0,500.0,316.0
250173382001,1818.0,6639.0,4821.0
250173382002,854.0,580.0,-274.0
250173383001,32.0,1342.0,1310.0
250173383002,745.0,1167.0,422.0
250173383003,243.0,309.0,66.0
250173384001,314.0,567.0,253.0
250173384002,69.0,231.0,162.0
250173384003,25.0,425.0,400.0
250173384004,118.0,179.0,61.0
250173385001,120.0,782.0,662.0
250173385002,154.0,205.0,51.0
250173385003,150.0,679.0,529.0
250173385004,1171.0,1572.0,401.0
250173391001,634.0,2878.0,2244.0
250173391002,23.0,791.0,768.0
250173391003,1198.0,2031.0,833.0
250173391004,993.0,3915.0,2922.0
250173391005,1483.0,516.0,-967.0
250173392001,23.0,526.0,503.0
250173392002,48.0,178.0,130.0
250173392003,109.0,236.0,127.0
250173392004,227.0,1096.0,869.0
250173392005,86.0,205.0,119.0
250173392006,21.0,101.0,80.0
250173393001,196.0,515.0,319.0
250173393002,39.0,100.0,61.0
250173393003,3989.0,271.0,-3718.0
250173394001,12.0,227.0,215.0
250173394002,35.0,845.0,810.0
250173394003,18.0,113.0,95.0
250173394004,331.0,624.0,293.0
250173395001,158.0,3399.0,3241.0
250173395002,1139.0,1148.0,9.0
250173395003,21.0,71.0,50.0
250173395004,7.0,75.0,68.0
250173396001,61.0,564.0,503.0
250173396002,14.0,102.0,88.0
250173396003,74.0,267.0,193.0
250173396004,59.0,396.0,337.0
250173396005,40.0,230.0,190.0
250173396006,68.0,128.0,60.0
250173397001,1069.0,3313.0,2244.0
250173397002,763.0,905.0,142.0
250173397003,187.0,265.0,78.0
250173397004,26.0,123.0,97.0
250173398011,2921.0,4801.0,1880.0
250173398012,25.0,329.0,304.0
250173398013,266.0,197.0,-69.0
250173398014,407.0,212.0,-195.0
250173398021,3621.0,7710.0,4089.0
250173398022,390.0,609.0,219.0
250173398023,20.0,265.0,245.0
250173399001,103.0,626.0,523.0
250173399002,27.0,249.0,222.0
250173399003,105.0,326.0,221.0
250173399004,53.0,106.0,53.0
250173399005,80.0,223.0,143.0
250173400001,122.0,261.0,139.0
250173400002,12.0,110.0,98.0
250173400003,159.0,332.0,173.0
250173401001,57.0,108.0,51.0
250173401002,24.0,135.0,111.0
250173401003,252.0,508.0,256.0
250173401004,41.0,163.0,122.0
250173401005,7.0,98.0,91.0
250173401006,22.0,133.0,111.0
250173411011,13.0,618.0,605.0
250173411012,156.0,264.0,108.0
250173411013,114.0,91.0,-23.0
250173411021,352.0,778.0,426.0
250173411022,25.0,34.0,9.0
250173411023,70.0,105.0,35.0
250173411024,196.0,129.0,-67.0
250173411025,15.0,64.0,49.0
250173412001,297.0,505.0,208.0
250173412002,86.0,1191.0,1105.0
250173412003,684.0,600.0,-84.0
250173412004,51.0,94.0,43.0
250173412005,80.0,456.0,376.0
250173412006,87.0,120.0,33.0
250173413001,188.0,713.0,525.0
250173413002,4876.0,11863.0,6987.0
250173413003,2279.0,1724.0,-555.0
250173414001,93.0,114.0,21.0
250173414002,13.0,27.0,14.0
250173414003,35.0,142.0,107.0
250173414004,120.0,481.0,361.0
250173414005,1058.0,737.0,-321.0
250173415001,228.0,665.0,437.0
250173415002,75.0,37.0,-38.0
250173415003,70.0,218.0,148.0
250173415004,41.0,206.0,165.0
250173415005,33.0,136.0,103.0
250173416001,22.0,303.0,281.0
250173416002,3.0,63.0,60.0
250173416003,2.0,1677.0,1675.0
250173416004,21.0,106.0,85.0
250173416005,292.0,311.0,19.0
250173416006,23.0,102.0,79.0
250173417001,11.0,395.0,384.0
250173417002,291.0,457.0,166.0
250173417003,6.0,217.0,211.0
250173417004,142.0,161.0,19.0
250173417005,3.0,8.0,5.0
250173418001,44.0,828.0,784.0
250173418002,875.0,2321.0,1446.0
250173418003,40.0,203.0,163.0
250173418004,586.0,476.0,-110.0
250173418005,27.0,105.0,78.0
250173418006,88.0,39.0,-49.0
250173419011,239.0,648.0,409.0
250173419012,61.0,48.0,-13.0
250173419021,39.0,51.0,12.0
250173419022,41.0,303.0,262.0
250173419023,134.0,531.0,397.0
250173419024,55.0,78.0,23.0
250173419025,344.0,708.0,364.0
250173419026,65.0,233.0,168.0
250173421011,327.0,1900.0,1573.0
250173421012,721.0,144.0,-577.0
250173421013,193.0,497.0,304.0
250173421014,6.0,53.0,47.0
250173421021,62.0,721.0,659.0
250173421022,99.0,336.0,237.0
250173421023,33.0,71.0,38.0
250173421024,238.0,590.0,352.0
250173422011,28.0,241.0,213.0
250173422012,127.0,743.0,616.0
250173422021,123.0,436.0,313.0
250173422022,217.0,401.0,184.0
250173423001,12.0,110.0,98.0
250173423002,33.0,73.0,40.0
250173423003,143.0,1095.0,952.0
250173423004,118.0,575.0,457.0
250173424001,416.0,2114.0,1698.0
250173424002,92.0,163.0,71.0
250173424003,2463.0,4463.0,2000.0
250173424004,5373.0,11816.0,6443.0
250173424005,491.0,1588.0,1097.0
250173425001,131.0,977.0,846.0
250173425002,236.0,881.0,645.0
250173425003,917.0,1866.0,949.0
250173426001,9.0,197.0,188.0
250173426002,181.0,274.0,93.0
250173426003,63.0,175.0,112.0
250173501031,3982.0,18844.0,14862.0
250173501032,1212.0,210.0,-1002.0
250173501041,247.0,1306.0,1059.0
250173501042,189.0,939.0,750.0
250173501043,470.0,1364.0,894.0
250173501044,150.0,594.0,444.0
250173502001,32.0,848.0,816.0
250173502002,16.0,101.0,85.0
250173502003,88.0,216.0,128.0
250173502004,93.0,319.0,226.0
250173502005,86.0,411.0,325.0
250173502006,166.0,266.0,100.0
250173503001,301.0,528.0,227.0
250173503002,41.0,1403.0,1362.0
250173503003,169.0,224.0,55.0
250173504001,99.0,1223.0,1124.0
250173504002,122.0,689.0,567.0
250173504003,35.0,129.0,94.0
250173504004,285.0,517.0,232.0
250173504005,43.0,179.0,136.0
250173505001,547.0,1682.0,1135.0
250173505002,188.0,552.0,364.0
250173506001,30.0,166.0,136.0
250173506002,49.0,466.0,417.0
250173506003,24.0,205.0,181.0
250173506004,40.0,83.0,43.0
250173507001,327.0,433.0,106.0
250173507002,78.0,174.0,96.0
250173507003,63.0,99.0,36.0
250173507004,42.0,343.0,301.0
250173507005,49.0,92.0,43.0
250173507006,62.0,175.0,113.0
250173508001,79.0,192.0,113.0
250173508002,500.0,243.0,-257.0
250173509001,183.0,533.0,350.0
250173509002,262.0,267.0,5.0
250173509003,2024.0,3078.0,1054.0
250173510001,67.0,221.0,154.0
250173510002,40.0,756.0,716.0
250173510003,167.0,1715.0,1548.0
250173510004,140.0,265.0,125.0
250173510005,40.0,156.0,116.0
250173510006,52.0,125.0,73.0
250173511001,260.0,663.0,403.0
250173511002,244.0,1632.0,1388.0
250173511003,113.0,705.0,592.0
250173511004,91.0,157.0,66.0
250173511005,2217.0,411.0,-1806.0
250173512031,143.0,551.0,408.0
250173512032,91.0,1332.0,1241.0
250173512033,60.0,244.0,184.0
250173512034,174.0,419.0,245.0
250173512041,758.0,777.0,19.0
250173512042,1357.0,1921.0,564.0
250173512043,269.0,257.0,-12.0
250173513001,102.0,957.0,855.0
250173513002,115.0,392.0,277.0
250173513003,133.0,464.0,331.0
250173514031,152.0,638.0,486.0
250173514032,139.0,616.0,477.0
250173514033,51.0,137.0,86.0
250173514034,79.0,257.0,178.0
250173514035,14.0,92.0,78.0
250173514041,70.0,434.0,364.0
250173514042,24.0,265.0,241.0
250173514043,59.0,120.0,61.0
250173514044,636.0,388.0,-248.0
250173515001,4898.0,12567.0,7669.0
250173515002,1645.0,1810.0,165.0
250173521011,123.0,3582.0,3459.0
250173521012,1349.0,2629.0,1280.0
250173521021,9241.0,14089.0,4848.0
250173521022,786.0,1208.0,422.0
250173522001,1660.0,1184.0,-476.0
250173523001,1397.0,7250.0,5853.0
250173523002,8010.0,13179.0,5169.0
250173524001,1531.0,4991.0,3460.0
250173524002,20064.0,19955.0,-109.0
250173525001,181.0,808.0,627.0
250173525002,124.0,490.0,366.0
250173526001,79.0,1512.0,1433.0
250173526002,2409.0,1917.0,-492.0
250173527001,119.0,921.0,802.0
250173527002,265.0,590.0,325.0
250173527003,286.0,942.0,656.0
250173528001,44.0,95.0,51.0
250173528002,446.0,2274.0,1828.0
250173529001,457.0,1361.0,904.0
250173529002,1397.0,2638.0,1241.0
250173530001,453.0,2922.0,2469.0
250173530002,1070.0,2857.0,1787.0
250173530003,402.0,1306.0,904.0
250173530004,2616.0,4782.0,2166.0
250173531011,3581.0,18075.0,14494.0
250173531012,2031.0,5219.0,3188.0
250173531021,1067.0,2486.0,1419.0
250173531022,14005.0,19112.0,5107.0
250173531023,17.0,86.0,69.0
