MESOZONE,1_constr,2_eduhlth,3_finance,4_public,5_info,6_ret_leis,7_manu,8_other,9_profbus,10_ttu,total_jobs,total_households,rank11,rank21,rank22,rank23,rank3133,rank42,rank4445,rank4849,rank51,rank52,rank53,rank54,rank55,rank56,rank61,rank62,rank71,rank72,rank81,rank92,COUNTY,lehd_total,diff
250010139001,5,17,0,1,4,8,2,0,23,4,64,235,,,,11.0,,,,,,,1.0,,,1.0,,,,,,,25001.0,13.0,51.0
250010139002,18,20,0,5,8,51,7,12,14,7,142,487,1.0,,,2.0,7.0,3.0,,,1.0,,1.0,,,12.0,1.0,4.0,,9.0,,,25001.0,41.0,101.0
250010139003,27,41,12,2,10,128,2,7,51,14,294,608,,,,30.0,,51.0,,60.0,,,44.0,14.0,,2.0,,29.0,9.0,90.0,11.0,,25001.0,340.0,-46.0
250010139004,64,487,13,17,70,260,13,72,57,30,1083,457,,,,96.0,7.0,10.0,68.0,,152.0,,13.0,39.0,,31.0,637.0,46.0,13.0,147.0,21.0,56.0,25001.0,1336.0,-253.0
250010140021,21,26,1,7,5,37,2,10,20,6,135,395,,,,,,,,,,1.0,4.0,19.0,,11.0,,3.0,6.0,21.0,1.0,,25001.0,66.0,69.0
250010140022,100,107,62,25,14,182,138,65,155,86,934,668,5.0,,,122.0,230.0,107.0,168.0,49.0,27.0,13.0,20.0,56.0,,102.0,15.0,134.0,54.0,122.0,114.0,,25001.0,1338.0,-404.0
250010140023,13,31,4,65,2,80,1,12,11,9,228,293,,,10.0,13.0,,,24.0,23.0,,,3.0,1.0,,2.0,,99.0,69.0,19.0,,7.0,25001.0,270.0,-42.0
250010140024,24,14,28,6,10,99,6,19,40,26,272,239,3.0,,9.0,12.0,,9.0,15.0,,,,,11.0,,19.0,,16.0,,6.0,1.0,,25001.0,101.0,171.0
250010141001,40,133,98,547,9,66,9,11,97,12,1022,314,,,,3.0,,27.0,89.0,1.0,2.0,,,13.0,,4.0,,,,24.0,34.0,349.0,25001.0,546.0,476.0
250010143001,18,24,0,0,8,27,1,7,224,6,315,339,,,,1.0,,,,,,,2.0,5.0,,5.0,1.0,4.0,17.0,106.0,7.0,,25001.0,148.0,167.0
250010143002,29,78,38,0,3,53,3,26,18,16,264,271,,,,25.0,,,29.0,,,12.0,7.0,11.0,,5.0,,131.0,,84.0,12.0,,25001.0,316.0,-52.0
250010143003,29,4,12,0,3,32,3,19,10,7,119,239,,,,43.0,2.0,4.0,28.0,,11.0,,,2.0,,9.0,,6.0,5.0,,18.0,,25001.0,128.0,-9.0
250010143004,33,71,23,1,3,66,56,10,11,11,285,431,,,,21.0,196.0,1.0,10.0,,31.0,,15.0,13.0,,7.0,,59.0,,45.0,,,25001.0,398.0,-113.0
250010143005,21,23,23,0,6,19,2,17,45,11,167,409,,,,5.0,,1.0,1.0,,4.0,,,3.0,,,,1.0,,,,,25001.0,15.0,152.0
250010144021,99,152,15,7,24,239,133,30,94,64,857,839,,,,127.0,205.0,33.0,51.0,21.0,,22.0,2.0,76.0,,49.0,,72.0,15.0,49.0,18.0,22.0,25001.0,762.0,95.0
250010144022,40,30,23,9,4,137,12,15,74,13,357,736,27.0,,,66.0,17.0,,53.0,23.0,,3.0,,27.0,,83.0,13.0,10.0,78.0,,24.0,,25001.0,424.0,-67.0
250010144023,39,35,4,0,6,62,5,5,19,11,186,774,,,,12.0,,15.0,,3.0,,1.0,1.0,1.0,,8.0,,12.0,1.0,4.0,1.0,,25001.0,59.0,127.0
250010145001,19,40,8,0,12,32,6,11,20,6,154,582,,,,18.0,3.0,6.0,5.0,,,,,7.0,,18.0,,2.0,1.0,22.0,11.0,,25001.0,93.0,61.0
250010145002,39,30,4,19,12,63,4,23,39,10,243,726,,,,23.0,,,,,,,,5.0,,50.0,,27.0,16.0,1.0,2.0,,25001.0,124.0,119.0
250010145003,20,95,2,0,6,28,4,10,14,1,180,561,,,,10.0,,6.0,9.0,,,,,5.0,,1.0,,2.0,,,,,25001.0,33.0,147.0
250010146001,25,21,8,1,0,12,7,19,8,4,105,344,,,,33.0,,7.0,10.0,2.0,,6.0,,8.0,,8.0,,6.0,7.0,5.0,6.0,,25001.0,98.0,7.0
250010146002,23,16,5,0,5,62,8,20,40,12,191,380,,,,7.0,1.0,,84.0,,,,3.0,6.0,,75.0,,1.0,,18.0,11.0,56.0,25001.0,262.0,-71.0
250010146003,8,53,7,0,2,33,2,13,11,6,135,176,,,,,,,39.0,5.0,,,,2.0,,,,27.0,2.0,40.0,8.0,,25001.0,123.0,12.0
250010146004,8,60,1,0,6,72,1,15,17,5,185,437,,,,9.0,,2.0,22.0,,4.0,4.0,,11.0,,1.0,,6.0,2.0,,1.0,,25001.0,62.0,123.0
250010147001,13,45,17,3,10,195,6,25,33,15,362,289,,,,2.0,3.0,,208.0,,19.0,16.0,,36.0,5.0,4.0,,5.0,,104.0,22.0,,25001.0,424.0,-62.0
250010147002,11,29,3,0,2,21,15,16,18,16,131,464,,,,2.0,,5.0,36.0,13.0,,,,11.0,,1.0,,31.0,3.0,,7.0,,25001.0,109.0,22.0
250010147003,8,57,8,0,246,83,38,16,19,11,486,567,,,,3.0,7.0,,126.0,,21.0,8.0,1.0,5.0,,,,5.0,,38.0,15.0,,25001.0,229.0,257.0
250010148001,4,114,27,43,5,272,14,20,43,16,558,369,,,,27.0,7.0,7.0,161.0,11.0,6.0,2.0,2.0,16.0,5.0,2.0,,156.0,25.0,67.0,33.0,115.0,25001.0,642.0,-84.0
250010148002,18,62,22,6,8,235,0,27,26,9,413,358,,,,22.0,,12.0,154.0,,8.0,31.0,5.0,13.0,,3.0,669.0,5.0,65.0,147.0,20.0,,25001.0,1154.0,-741.0
250010148003,16,151,32,8,5,270,3,14,17,34,550,461,,,,18.0,,14.0,121.0,6.0,16.0,36.0,2.0,2.0,,45.0,1.0,306.0,173.0,299.0,26.0,104.0,25001.0,1169.0,-619.0
250010148004,71,190,47,38,11,49,3,32,64,4,509,297,,,,209.0,12.0,,208.0,,,35.0,10.0,107.0,,20.0,30.0,188.0,2.0,45.0,5.0,10.0,25001.0,881.0,-372.0
250010149001,27,30,7,78,20,231,21,14,233,915,1576,276,,,,7.0,,2.0,20.0,1.0,16.0,2.0,,432.0,,5.0,,8.0,60.0,87.0,12.0,657.0,25001.0,1309.0,267.0
250010149002,24,9,2,49,6,73,1,5,42,7,218,407,,,,25.0,,2.0,,,,,,865.0,,3.0,38.0,1.0,5.0,,6.0,,25001.0,945.0,-727.0
250010149003,17,84,50,95,22,241,4,37,55,27,632,375,,,,3.0,35.0,,128.0,4.0,48.0,23.0,8.0,47.0,,5.0,,33.0,,385.0,64.0,124.0,25001.0,907.0,-275.0
250010149004,82,1938,19,4,32,93,23,3,138,17,2349,450,,,,44.0,,1.0,61.0,,49.0,,3.0,54.0,,11.0,119.0,2138.0,33.0,35.0,66.0,,25001.0,2614.0,-265.0
250010150011,30,86,5,20,4,68,1,7,27,2,250,702,,,,72.0,28.0,10.0,38.0,,,,,24.0,,17.0,280.0,111.0,79.0,52.0,2.0,142.0,25001.0,855.0,-605.0
250010150012,18,15,4,1,4,21,2,6,9,4,84,595,,,,3.0,,,5.0,,1.0,1.0,,7.0,,24.0,,8.0,,,9.0,,25001.0,58.0,26.0
250010150021,31,56,12,315,7,251,8,25,28,6,739,1009,,,,83.0,,,29.0,,,,3.0,9.0,,17.0,2.0,12.0,4.0,60.0,90.0,,25001.0,309.0,430.0
250010150022,54,208,19,39,7,233,4,8,115,15,702,455,,,,56.0,3.0,29.0,101.0,11.0,,11.0,7.0,48.0,,188.0,,347.0,17.0,111.0,13.0,44.0,25001.0,986.0,-284.0
250010151001,63,143,15,10,5,260,15,21,45,20,597,709,,,,73.0,,12.0,141.0,6.0,,3.0,2.0,35.0,,17.0,,34.0,97.0,44.0,12.0,,25001.0,476.0,121.0
250010151002,112,488,85,37,28,734,64,55,128,31,1762,796,,,13.0,66.0,12.0,50.0,591.0,,62.0,31.0,17.0,55.0,1.0,66.0,4.0,318.0,,357.0,84.0,10.0,25001.0,1737.0,25.0
250010152001,18,106,1,22,14,26,12,4,18,4,225,445,,,,22.0,,3.0,,,,4.0,,2.0,,,9.0,1.0,14.0,,121.0,29.0,25001.0,205.0,20.0
250010152002,215,199,23,5,10,219,17,4,30,8,730,474,,,,6.0,,,,,,,40.0,5.0,,9.0,,2.0,110.0,,6.0,,25001.0,178.0,552.0
250010153001,367,371,171,85,381,2551,179,243,1028,587,5963,257,12.0,56.0,10.0,326.0,601.0,381.0,2249.0,553.0,115.0,260.0,74.0,169.0,86.0,123.0,23.0,1613.0,55.0,687.0,307.0,33.0,25001.0,7733.0,-1770.0
250010153002,207,4043,85,232,54,969,30,90,932,124,6766,628,,,,182.0,15.0,12.0,261.0,142.0,146.0,121.0,44.0,99.0,27.0,16.0,934.0,3626.0,108.0,626.0,112.0,434.0,25001.0,6905.0,-139.0
250010153003,42,235,39,39,33,372,15,68,116,52,1011,497,,,,66.0,3.0,72.0,350.0,28.0,38.0,14.0,6.0,64.0,,1.0,,471.0,15.0,227.0,146.0,18.0,25001.0,1519.0,-508.0
250039001001,11,372,6,6,0,40,6,16,12,2,471,532,,,,,,,57.0,,,,,4.0,,,1115.0,140.0,,40.0,212.0,,25003.0,1568.0,-1097.0
250039001002,42,781,298,381,68,345,93,47,657,291,3003,737,,,44.0,48.0,12.0,43.0,179.0,1.0,96.0,396.0,73.0,166.0,1.0,159.0,58.0,551.0,103.0,304.0,42.0,525.0,25003.0,2801.0,202.0
250039001003,15,266,157,49,6,143,4,40,165,7,852,271,,,,8.0,3.0,9.0,74.0,1.0,49.0,589.0,16.0,108.0,,346.0,245.0,316.0,78.0,110.0,33.0,61.0,25003.0,2046.0,-1194.0
250039001004,7,151,20,0,1,86,8,6,6,35,320,408,,,,,7.0,,115.0,25.0,,1.0,4.0,,,,8.0,153.0,,31.0,20.0,,25003.0,364.0,-44.0
250039002001,9,44,9,0,1,24,1,17,18,3,126,339,,,,19.0,,,5.0,,,9.0,,,,5.0,,18.0,,36.0,19.0,,25003.0,111.0,15.0
250039002002,7,12,64,0,1,32,2,10,6,0,134,305,,,,6.0,,,24.0,,,44.0,,,,,,12.0,,32.0,7.0,4.0,25003.0,129.0,5.0
250039002003,42,420,9,21,10,82,8,20,39,47,698,450,,,,61.0,,20.0,90.0,94.0,5.0,1.0,17.0,41.0,88.0,34.0,2.0,123.0,,40.0,23.0,15.0,25003.0,654.0,44.0
250039002004,2,86,2,0,2,32,2,3,2,12,143,245,,,,,,,5.0,,,,,,,,,33.0,,27.0,5.0,,25003.0,70.0,73.0
250039002005,4,24,0,2,0,11,2,5,2,1,51,337,,,,2.0,,,11.0,,,,,,,,,21.0,,6.0,4.0,,25003.0,44.0,7.0
250039002006,19,1241,7,3,1,14,7,2,3,1,1298,279,,,,18.0,,,6.0,39.0,,,2.0,2.0,,374.0,,2743.0,1.0,,20.0,,25003.0,3205.0,-1907.0
250039003001,12,58,0,1,0,5,4,0,9,1,90,421,,,,,,,,,,,,1.0,,,,4.0,,,,,25003.0,5.0,85.0
250039003002,4,50,0,2,2,11,2,3,8,1,83,348,,,,,,,7.0,22.0,,,,9.0,,,,5.0,,,4.0,,25003.0,47.0,36.0
250039003003,8,169,1,1,6,38,8,4,11,1,247,366,,,,6.0,,,13.0,,,,,6.0,,,,126.0,,,14.0,,25003.0,165.0,82.0
250039004001,17,30,15,2,0,19,61,12,31,4,191,392,,,,11.0,105.0,,12.0,,,,,4.0,,,,2.0,1.0,37.0,,,25003.0,172.0,19.0
250039004002,30,34,2,8,1,38,9,4,24,14,164,541,,,,8.0,4.0,16.0,28.0,,,,,,,15.0,,45.0,5.0,21.0,,,25003.0,142.0,22.0
250039004003,22,146,0,9,8,32,30,8,9,3,267,291,,,,7.0,12.0,,,,,,,,,6.0,,5.0,,53.0,,,25003.0,83.0,184.0
250039004004,16,57,0,5,4,38,6,10,17,2,155,499,,,,29.0,,3.0,13.0,9.0,,,,,,,,3.0,,23.0,9.0,,25003.0,89.0,66.0
250039004005,24,32,2,4,8,29,44,6,21,16,186,245,,,,14.0,59.0,177.0,5.0,,,,,,,4.0,,23.0,1.0,,,,25003.0,283.0,-97.0
250039005001,13,157,0,0,4,20,4,2,7,5,212,467,,,,43.0,,4.0,13.0,2.0,,,,3.0,,2.0,,10.0,,41.0,1.0,,25003.0,119.0,93.0
250039005002,53,1327,16,4,11,213,33,6,251,39,1953,788,,,,47.0,127.0,,43.0,,5.0,1.0,1.0,48.0,84.0,16.0,,330.0,24.0,16.0,3.0,11.0,25003.0,756.0,1197.0
250039006001,11,28,1,3,0,1,4,0,12,0,60,252,,,,,,,,,,,,,,,,17.0,,,,1.0,25003.0,18.0,42.0
250039006002,6,50,0,2,7,1,6,30,2,1,105,318,,,,,,4.0,,,,,,,,,,68.0,,,4.0,,25003.0,76.0,29.0
250039006003,3,110,0,1,1,26,1,6,2,0,150,282,,,,,,,14.0,,,,,,,,,106.0,1.0,16.0,9.0,,25003.0,146.0,4.0
250039006004,12,59,1,0,4,19,5,9,13,2,124,507,,,,11.0,,,6.0,,,,,,,,,61.0,,8.0,,,25003.0,86.0,38.0
250039006005,46,265,12,21,179,36,17,32,79,68,755,353,,,39.0,14.0,7.0,102.0,20.0,17.0,162.0,3.0,10.0,26.0,,10.0,,43.0,,6.0,34.0,14.0,25003.0,507.0,248.0
250039007001,24,24,7,2,37,24,14,7,8,9,156,240,,,,46.0,16.0,,7.0,14.0,22.0,7.0,,6.0,,11.0,,12.0,,18.0,2.0,,25003.0,161.0,-5.0
250039007002,35,14,0,25,6,32,1,12,0,4,129,229,,,,20.0,,,8.0,,2.0,,,,,,,2.0,,67.0,27.0,,25003.0,126.0,3.0
250039007003,43,97,8,4,3,91,64,5,35,61,411,299,,,,24.0,123.0,,10.0,,,,,16.0,,17.0,,51.0,,20.0,21.0,,25003.0,282.0,129.0
250039007004,15,180,3,4,0,22,91,64,101,10,490,335,,,,2.0,228.0,7.0,8.0,6.0,38.0,,6.0,2.0,,17.0,4.0,185.0,,1.0,9.0,11.0,25003.0,524.0,-34.0
250039008001,20,108,5,3,24,90,4,6,20,0,280,381,,,,,,,4.0,,,8.0,,,,,,90.0,,10.0,24.0,,25003.0,136.0,144.0
250039008002,85,727,42,26,13,414,59,7,36,15,1424,245,,,,169.0,114.0,,293.0,3.0,,22.0,74.0,16.0,,19.0,,268.0,119.0,169.0,10.0,18.0,25003.0,1294.0,130.0
250039008003,17,82,1,26,3,30,8,2,18,2,189,290,,,,4.0,,,2.0,,1.0,,3.0,3.0,,4.0,127.0,3.0,,10.0,,,25003.0,157.0,32.0
250039008004,18,197,0,3,1,102,15,1,11,1,349,623,,,,2.0,,,13.0,,,,2.0,,,,,9.0,,2.0,6.0,,25003.0,34.0,315.0
250039008005,6,109,0,2,1,18,3,3,6,0,148,297,,,,2.0,,,,,,,,2.0,,,,6.0,,,,,25003.0,10.0,138.0
250039009001,22,45,0,4,0,14,2,7,13,50,157,324,,,,,2.0,,81.0,,3.0,5.0,,,,,,33.0,,,10.0,,25003.0,134.0,23.0
250039009002,9,301,7,0,1,34,2,0,61,11,426,472,,,,4.0,,,33.0,,,,,47.0,,2.0,,333.0,,1.0,13.0,8.0,25003.0,441.0,-15.0
250039009003,6,317,0,2,2,16,4,11,78,2,438,501,,,,13.0,,,8.0,,,25.0,,9.0,,147.0,,108.0,,,34.0,,25003.0,344.0,94.0
250039009004,10,92,17,4,5,21,12,8,34,31,234,627,,,,16.0,,,25.0,2.0,,7.0,13.0,11.0,,12.0,14.0,54.0,,7.0,4.0,,25003.0,165.0,69.0
250039009005,7,195,10,0,0,21,5,9,27,0,274,288,,,,,,,18.0,,,6.0,,20.0,,3.0,,162.0,,18.0,21.0,,25003.0,248.0,26.0
250039011001,6,35,0,2,2,103,3,5,36,0,192,208,,,,,,,17.0,,,2.0,1.0,,,68.0,,2.0,,8.0,5.0,,25003.0,103.0,89.0
250039011002,9,85,3,1,1,21,4,0,3,1,128,280,,,,,,,,,,,,,,1.0,,4.0,,,,,25003.0,5.0,123.0
250039011003,8,86,10,1,1,75,1,1,13,3,199,359,,,,1.0,,,,,,9.0,,10.0,,,,7.0,,,,,25003.0,27.0,172.0
250039011004,227,105,40,236,0,313,14,45,89,115,1184,651,5.0,,138.0,39.0,427.0,2.0,215.0,,,50.0,11.0,39.0,55.0,36.0,5.0,30.0,35.0,171.0,78.0,194.0,25003.0,1530.0,-346.0
250039111001,68,94,11,20,62,551,19,15,115,19,974,493,8.0,,,324.0,18.0,,251.0,,21.0,3.0,,,,41.0,17.0,56.0,33.0,51.0,25.0,24.0,25003.0,872.0,102.0
250039111002,19,6,8,3,2,3,2,8,10,8,69,424,,,,6.0,,,3.0,,,,,5.0,,,8.0,464.0,,24.0,,,25003.0,510.0,-441.0
250039111003,29,87,4,55,3,102,8,5,30,7,330,274,10.0,,,22.0,11.0,,20.0,3.0,,3.0,,,,2.0,37.0,13.0,10.0,102.0,,30.0,25003.0,263.0,67.0
250039121001,8,11,0,0,1,25,5,27,15,3,95,448,,,,11.0,,,13.0,,,,,,,,,19.0,,1.0,7.0,,25003.0,51.0,44.0
250039121002,54,33,20,22,32,95,31,18,71,21,397,385,,,,61.0,80.0,3.0,12.0,,9.0,16.0,1.0,44.0,,,,19.0,,26.0,72.0,57.0,25003.0,400.0,-3.0
250039121003,4,30,16,1,3,61,7,6,4,2,134,259,4.0,,,21.0,8.0,,39.0,,,,,13.0,,,,1.0,,42.0,,,25003.0,128.0,6.0
250039121004,74,290,17,2,2,11,21,1,16,9,443,377,,2.0,,39.0,3.0,10.0,,,2.0,14.0,2.0,14.0,,1.0,82.0,169.0,,31.0,,11.0,25003.0,380.0,63.0
250039121005,28,41,5,2,5,34,37,1,20,7,180,227,,,,66.0,361.0,,,,,,6.0,2.0,14.0,1.0,,5.0,,,14.0,,25003.0,469.0,-289.0
250039121006,7,37,2,0,8,19,2,3,13,0,91,465,,,,23.0,2.0,,60.0,,,,1.0,27.0,,,4.0,8.0,1.0,5.0,1.0,,25003.0,132.0,-41.0
250039121007,17,237,26,5,17,30,0,11,4,22,369,417,8.0,2.0,,12.0,11.0,,,,,,2.0,1.0,,,222.0,11.0,16.0,,7.0,11.0,25003.0,303.0,66.0
250039131001,11,23,21,1,3,47,4,7,34,1,152,237,,,,,,,54.0,,,1.0,,25.0,,2.0,,1.0,,71.0,10.0,,25003.0,164.0,-12.0
250039131002,17,85,13,7,1,369,8,38,110,22,670,307,5.0,,,173.0,17.0,4.0,132.0,6.0,,8.0,5.0,30.0,,21.0,6.0,312.0,79.0,127.0,35.0,,25003.0,960.0,-290.0
250039131003,23,70,14,3,10,57,14,1,57,9,258,294,,,,74.0,8.0,1.0,12.0,,,3.0,,,,16.0,,86.0,12.0,41.0,9.0,,25003.0,262.0,-4.0
250039131004,2,173,44,0,0,18,15,2,25,0,279,196,,,,6.0,,,,,3.0,7.0,5.0,20.0,,3.0,,104.0,5.0,14.0,20.0,,25003.0,187.0,92.0
250039131005,11,212,57,33,16,497,6,15,63,8,918,692,,,,11.0,6.0,7.0,81.0,,10.0,9.0,30.0,18.0,,2.0,,189.0,12.0,234.0,36.0,4.0,25003.0,649.0,269.0
250039131006,14,111,37,28,7,456,10,19,68,19,769,247,,,,3.0,,,41.0,,,11.0,3.0,7.0,1.0,,214.0,74.0,87.0,731.0,2.0,82.0,25003.0,1256.0,-487.0
250039131007,14,73,12,1,1,42,75,9,37,7,271,262,,,,12.0,76.0,9.0,22.0,38.0,,2.0,5.0,7.0,,4.0,,4.0,,,,,25003.0,179.0,92.0
250039141001,11,217,5,7,0,91,1,34,8,6,380,512,27.0,,,5.0,,1.0,2.0,,,,8.0,,,17.0,,146.0,,55.0,,16.0,25003.0,277.0,103.0
250039141002,57,47,64,19,0,199,1,15,65,37,504,406,,,,95.0,140.0,7.0,109.0,,,115.0,12.0,4.0,,4.0,,35.0,9.0,137.0,17.0,17.0,25003.0,701.0,-197.0
250039141003,14,215,0,37,12,204,15,13,29,70,609,451,,,,45.0,47.0,5.0,7.0,26.0,12.0,7.0,,17.0,,,2.0,58.0,,186.0,46.0,70.0,25003.0,528.0,81.0
250039141004,20,186,3,6,9,31,24,21,25,12,337,477,,,,3.0,88.0,,,,,,,3.0,,28.0,154.0,12.0,,,8.0,6.0,25003.0,302.0,35.0
250039141005,38,122,22,9,20,137,64,118,169,22,721,459,,,,55.0,81.0,99.0,281.0,,14.0,,7.0,24.0,,27.0,,58.0,1.0,136.0,38.0,,25003.0,821.0,-100.0
250039141006,17,116,10,4,15,553,9,5,32,10,771,206,,,,8.0,,,480.0,5.0,,,7.0,8.0,,53.0,,,,16.0,4.0,,25003.0,581.0,190.0
250039201011,17,31,33,131,3,79,65,10,63,12,444,277,,,1.0,29.0,58.0,,4.0,,,5.0,,42.0,,51.0,,8.0,12.0,93.0,8.0,103.0,25003.0,414.0,30.0
250039201012,11,3,7,1,13,25,2,22,18,9,111,507,,,,21.0,7.0,,43.0,10.0,,,,6.0,,2.0,,4.0,3.0,21.0,12.0,,25003.0,129.0,-18.0
250039201013,3,807,1,3,18,7,1,20,13,3,876,262,,,,5.0,,,,,,,,22.0,,2.0,1525.0,6.0,,,15.0,,25003.0,1575.0,-699.0
250039201014,10,16,28,1,14,51,2,2,39,21,184,422,,,,,,,94.0,25.0,10.0,12.0,,12.0,,18.0,,30.0,,54.0,10.0,,25003.0,265.0,-81.0
250039201021,1,173,46,2,7,117,1,15,31,18,411,161,,,,,,,30.0,,16.0,26.0,9.0,25.0,,38.0,7.0,23.0,44.0,118.0,26.0,,25003.0,362.0,49.0
250039201022,10,351,3,0,9,80,4,24,22,2,505,338,18.0,,,16.0,2.0,,,,14.0,,2.0,2.0,,5.0,214.0,139.0,137.0,42.0,12.0,,25003.0,603.0,-98.0
250039201023,5,307,18,15,1,87,4,10,48,5,500,362,11.0,,,13.0,,,4.0,,,4.0,4.0,10.0,3.0,1.0,,333.0,,125.0,11.0,8.0,25003.0,527.0,-27.0
250039213001,22,41,7,0,7,28,10,9,8,9,141,562,,,,25.0,,4.0,13.0,,,,6.0,1.0,,,,12.0,,,6.0,,25003.0,67.0,74.0
250039213002,6,92,0,0,16,20,0,3,11,3,151,876,,,,11.0,3.0,,,,8.0,,,,,7.0,,22.0,,,,4.0,25003.0,55.0,96.0
250039213003,3,56,14,3,0,24,2,6,12,2,122,381,,,,,,,20.0,,,,5.0,7.0,2.0,21.0,,41.0,,,2.0,10.0,25003.0,108.0,14.0
250039213004,2,24,0,1,4,14,2,1,1,0,49,120,,,,,,,1.0,,,,,,,,324.0,,,24.0,,,25003.0,349.0,-300.0
250039214001,12,396,14,4,1,75,53,21,26,34,636,321,,,,64.0,,36.0,40.0,1.0,,3.0,3.0,7.0,,,,392.0,9.0,14.0,1.0,,25003.0,570.0,66.0
250039214002,11,179,7,4,15,499,66,29,36,45,891,395,,,,15.0,280.0,17.0,252.0,49.0,2.0,,,,,8.0,87.0,103.0,13.0,55.0,16.0,,25003.0,897.0,-6.0
250039215001,32,65,9,2,2,230,68,19,33,20,480,435,,,,71.0,22.0,5.0,34.0,,,13.0,5.0,1.0,,19.0,6.0,3.0,5.0,40.0,14.0,,25003.0,238.0,242.0
250039215002,35,240,2,11,7,82,3,14,25,26,445,758,,,,12.0,,,69.0,13.0,,1.0,9.0,27.0,,1.0,,27.0,,28.0,55.0,,25003.0,242.0,203.0
250039221001,0,5,0,0,0,2,0,3,0,0,10,329,,,,,,,,,,,,,,,14.0,5.0,,,2.0,2.0,25003.0,23.0,-13.0
250039221002,12,98,13,39,4,17,39,8,13,8,251,344,,,,5.0,,,19.0,,7.0,11.0,,,,6.0,155.0,28.0,,70.0,70.0,33.0,25003.0,404.0,-153.0
250039221003,29,47,75,22,3,141,9,26,20,21,393,353,,,,58.0,,5.0,94.0,24.0,,85.0,20.0,11.0,,,1.0,21.0,,58.0,1.0,39.0,25003.0,417.0,-24.0
250039221004,0,6,0,0,2,2,6,0,1,0,17,229,,,,,,1.0,,,1.0,,,16.0,,,,4.0,,4.0,37.0,,25003.0,63.0,-46.0
250039222001,33,53,4,6,13,32,93,3,6,18,261,268,,,4.0,32.0,171.0,,33.0,16.0,,,,,,9.0,,24.0,,21.0,3.0,,25003.0,313.0,-52.0
250039222002,10,6,2,0,5,1,1,7,2,6,40,304,,,,17.0,6.0,,,13.0,,,,,,,,2.0,,6.0,7.0,,25003.0,51.0,-11.0
250039222003,35,58,5,0,6,42,19,4,28,8,205,572,,,,129.0,58.0,3.0,43.0,,,4.0,4.0,10.0,,5.0,,59.0,,63.0,1.0,,25003.0,379.0,-174.0
250039222004,22,25,0,1,1,2,0,2,5,1,59,480,,,,25.0,,,2.0,,,,,,,,,9.0,7.0,21.0,,,25003.0,64.0,-5.0
250039223001,6,21,6,0,2,3,2,2,6,4,52,394,,,,10.0,,,14.0,,,,,,,3.0,,5.0,,3.0,2.0,,25003.0,37.0,15.0
250039223002,1,8,4,0,3,4,8,23,0,19,70,472,3.0,,,3.0,3.0,4.0,5.0,15.0,,,,,,,,3.0,,,,,25003.0,36.0,34.0
250039231001,12,74,6,21,3,24,7,6,23,9,185,344,,,,4.0,,,11.0,,,12.0,2.0,,,3.0,11.0,7.0,,,,41.0,25003.0,91.0,94.0
250039231002,23,64,0,9,22,64,3,9,54,36,284,432,,2.0,2.0,40.0,,2.0,138.0,4.0,,,,,,32.0,,12.0,,19.0,2.0,,25003.0,253.0,31.0
250039231003,26,116,5,15,10,28,13,5,60,22,300,537,,,,29.0,2.0,,6.0,6.0,,,,,,9.0,146.0,9.0,,13.0,,,25003.0,220.0,80.0
250039241001,5,122,5,3,5,144,3,11,21,11,330,270,,,,9.0,,,,,,,,,,2.0,385.0,,15.0,41.0,2.0,,25003.0,454.0,-124.0
250039241002,14,219,33,55,5,139,1,127,29,9,631,376,,,,39.0,,,69.0,,20.0,19.0,,26.0,,,316.0,170.0,65.0,240.0,56.0,35.0,25003.0,1055.0,-424.0
250039241003,17,31,0,40,2,14,3,10,15,2,134,260,,7.0,,7.0,,,6.0,,,,1.0,,,,,46.0,74.0,,12.0,,25003.0,153.0,-19.0
250039251001,4,19,1,0,2,14,1,4,9,2,56,270,,,,5.0,,,4.0,,,,,7.0,,,,,,5.0,4.0,,25003.0,25.0,31.0
250039251002,54,825,50,12,14,220,21,37,176,41,1450,582,,,,62.0,,9.0,83.0,,6.0,17.0,3.0,36.0,,23.0,339.0,735.0,25.0,95.0,43.0,7.0,25003.0,1483.0,-33.0
250039251003,26,102,50,2,38,310,5,4,81,41,659,363,,,,13.0,20.0,7.0,87.0,1.0,46.0,16.0,7.0,18.0,,,,17.0,25.0,125.0,13.0,,25003.0,395.0,264.0
250039251004,30,64,33,18,12,75,79,9,38,5,363,299,,,,23.0,,182.0,108.0,,35.0,14.0,14.0,24.0,4.0,33.0,,31.0,4.0,35.0,,15.0,25003.0,522.0,-159.0
250039251005,30,491,34,21,3,110,9,18,121,47,884,346,14.0,,11.0,17.0,34.0,4.0,319.0,2.0,22.0,22.0,7.0,64.0,32.0,2.0,27.0,119.0,5.0,89.0,45.0,63.0,25003.0,898.0,-14.0
250039251006,15,280,11,7,10,301,23,23,70,18,758,506,,,,13.0,14.0,20.0,188.0,,6.0,8.0,4.0,16.0,,7.0,1.0,173.0,65.0,180.0,117.0,,25003.0,812.0,-54.0
250039251007,23,137,2,3,10,36,40,10,30,4,295,439,,,,9.0,106.0,4.0,13.0,,,,,1.0,,1.0,5.0,132.0,,22.0,6.0,2.0,25003.0,301.0,-6.0
