Commodity_SCTG,ORIG_CFS_AREA,UnitCost
29,13-122,6351.113206
30,13-122,5323.604033
31,13-122,274.8031775
32,13-122,1478.74742
33,13-122,4944.693936
34,13-122,11419.35819
35,13-122,14635.43896
36,13-122,11397.52781
37,13-122,52504.0366
38,13-122,82825.26396
39,13-122,5164.828341
40,13-122,6326.364649
41,13-122,46.62266223
43,13-122,3236.319392
1,13-496,771.5255746
2,13-496,140.9715018
3,13-496,244.0627023
4,13-496,517.3337106
5,13-496,3716.186177
6,13-496,3561.921725
7,13-496,1000.786144
8,13-496,2562.160578
9,13-496,51689.67639
10,13-496,25.32829322
11,13-496,9.382811478
12,13-496,0.652244253
13,13-496,212.267972
14,13-496,126294.1857
17,13-496,510.4626251
18,13-496,441.9815229
19,13-496,213.7131091
20,13-496,983.6317527
21,13-496,3615.625641
22,13-496,592.1800893
23,13-496,1977.713072
24,13-496,5091.878194
25,13-496,15.35982766
26,13-496,395.52874
27,13-496,677.9117306
28,13-496,2698.833094
29,13-496,16947.67149
30,13-496,30337.33671
31,13-496,419.9535795
32,13-496,1109.234413
33,13-496,3540.495029
34,13-496,12815.90948
35,13-496,13226.01128
36,13-496,7849.863229
37,13-496,234939.2659
38,13-496,138645.5657
39,13-496,2812.217899
40,13-496,1704.002411
41,13-496,95.79058862
43,13-496,5745.59533
1,13-99999,1403.718372
2,13-99999,147.9231487
3,13-99999,503.7970051
4,13-99999,270.4641263
5,13-99999,2808.76426
6,13-99999,4148.49063
7,13-99999,778.7777413
8,13-99999,519.5856819
9,13-99999,35499.74913
10,13-99999,327.2041516
11,13-99999,54.17577262
12,13-99999,10.75960029
13,13-99999,200.6479243
14,13-99999,164006.6724
17,13-99999,528.1899363
18,13-99999,495.7369498
19,13-99999,177.3972418
20,13-99999,631.1514787
21,13-99999,2752.510944
22,13-99999,289.6576066
23,13-99999,2753.073363
24,13-99999,3234.977365
25,13-99999,27.53792231
26,13-99999,300.9576516
27,13-99999,652.2371165
28,13-99999,1953.436342
29,13-99999,4886.095235
30,13-99999,5638.127262
31,13-99999,185.7504122
32,13-99999,4041.220291
33,13-99999,3635.666132
34,13-99999,6165.966364
35,13-99999,7130.849519
36,13-99999,5689.646092
37,13-99999,36009.59982
38,13-99999,9852.387395
39,13-99999,3072.000168
40,13-99999,3330.885842
41,13-99999,24.98497009
43,13-99999,5590.090895
1,15-46520,6508.27605
2,15-46520,4561.626459
3,15-46520,1051.283871
4,15-46520,1309.069112
5,15-46520,7202.372407
6,15-46520,1650.68201
7,15-46520,1533.332567
8,15-46520,2418.157336
9,15-46520,122987.0943
10,15-46520,678.6525037
11,15-46520,35.59018884
12,15-46520,15.42321029
13,15-46520,61.08876211
17,15-46520,428.058358
18,15-46520,438.9285135
19,15-46520,635.2979581
20,15-46520,3481.664058
21,15-46520,25211.83173
22,15-46520,57.49455939
23,15-46520,6920.897372
24,15-46520,8165.16741
25,15-46520,142.9478915
26,15-46520,768.6459012
27,15-46520,2485.209167
28,15-46520,2022.224944
29,15-46520,9869.432355
30,15-46520,23598.94066
31,15-46520,148.1528338
32,15-46520,2781.113448
33,15-46520,6608.090076
34,15-46520,7138.643314
35,15-46520,15565.04755
36,15-46520,17057.21418
37,15-46520,31899.08923
38,15-46520,15209.99923
39,15-46520,7435.207398
40,15-46520,10502.936
41,15-46520,1.209947857
43,15-46520,4423.409058
1,15-99999,4960.681176
2,15-99999,3976.437974
3,15-99999,1657.644721
4,15-99999,2125.089682
5,15-99999,8569.933519
6,15-99999,5848.183476
7,15-99999,2870.269995
8,15-99999,2303.399211
9,15-99999,22869.94538
10,15-99999,955.1907921
11,15-99999,54.95735997
12,15-99999,14.79053315
13,15-99999,92.31100374
14,15-99999,5003.15648
17,15-99999,428.7690128
18,15-99999,736.7704626
19,15-99999,655.554327
20,15-99999,1186.159232
21,15-99999,70969.89826
22,15-99999,808.6233868
23,15-99999,4032.663973
24,15-99999,2739.642946
26,15-99999,2460.952004
27,15-99999,1386.891306
28,15-99999,2656.954573
29,15-99999,7276.646573
30,15-99999,12997.88341
31,15-99999,182.069947
32,15-99999,2366.459294
33,15-99999,7430.724423
34,15-99999,17021.47696
35,15-99999,16954.62706
36,15-99999,5138.273105
37,15-99999,31892.37686
38,15-99999,25471.23214
39,15-99999,5143.941777
40,15-99999,10735.78402
41,15-99999,0
43,15-99999,5112.086943
1,16-99999,3429.470935
2,16-99999,190.1000507
3,16-99999,219.6380294
4,16-99999,129.4365474
5,16-99999,5967.726245
6,16-99999,375.2512835
7,16-99999,822.6302013
8,16-99999,1643.493757
9,16-99999,47981.09288
10,16-99999,1372.726168
11,16-99999,4.505142888
12,16-99999,4.662877034
13,16-99999,63.82109685
14,16-99999,6470.182901
16,16-99999,305.4287164
17,16-99999,534.3367688
18,16-99999,677.5938822
19,16-99999,152.5157287
20,16-99999,1213.527626
21,16-99999,70871.85797
22,16-99999,635.2370097
23,16-99999,4546.332273
24,16-99999,2488.895513
25,16-99999,21.73977105
26,16-99999,513.3546346
27,16-99999,883.1337183
28,16-99999,1379.130132
29,16-99999,8486.663978
30,16-99999,15384.74542
31,16-99999,210.5118681
32,16-99999,1530.004411
33,16-99999,4259.399085
34,16-99999,17935.13857
35,16-99999,4780.228912
36,16-99999,2540.578744
37,16-99999,51052.27871
38,16-99999,251426.1028
39,16-99999,5425.476951
40,16-99999,6939.339135
41,16-99999,37.43592032
43,16-99999,3275.524582
1,17-176,1334.649415
2,17-176,134.1103869
3,17-176,862.7508106
4,17-176,231.2698798
5,17-176,5337.978159
6,17-176,1810.714608
7,17-176,1532.989356
8,17-176,2228.673891
9,17-176,52525.27347
10,17-176,255.8609898
11,17-176,50.35480038
12,17-176,13.30705967
13,17-176,1688.598761
14,17-176,6475.206681
15,17-176,501.6285737
17,17-176,557.6493492
18,17-176,545.4450278
19,17-176,319.1386512
20,17-176,1096.810877
21,17-176,172322.1463
22,17-176,367.4467647
23,17-176,1959.427222
24,17-176,3197.344497
25,17-176,9.338766236
26,17-176,747.2904805
27,17-176,1555.048175
28,17-176,1945.174397
29,17-176,6850.008854
30,17-176,18914.03063
31,17-176,210.205413
32,17-176,1421.078003
33,17-176,3091.578281
34,17-176,13272.3232
35,17-176,24673.56279
36,17-176,6875.617087
37,17-176,18560.25797
38,17-176,27142.90552
39,17-176,6389.346013
40,17-176,7466.914812
41,17-176,97.80327751
43,17-176,4616.979508
1,17-476,1174.761465
2,17-476,130.2577808
3,17-476,340.5695612
4,17-476,109.5720039
5,17-476,3889.72644
6,17-476,565.727844
7,17-476,862.3802215
8,17-476,1609.961275
9,17-476,119264.5627
10,17-476,25.32872064
11,17-476,7.20812851
12,17-476,8.450695587
13,17-476,129.1052149
14,17-476,1151.517636
15,17-476,190.6236441
16,17-476,315.1874111
17,17-476,608.5342751
18,17-476,714.5050408
19,17-476,314.5193739
20,17-476,544.0036902
21,17-476,29489.29973
22,17-476,527.3293567
23,17-476,5259.196344
24,17-476,4864.758099
25,17-476,17.30876531
26,17-476,766.2413537
27,17-476,1434.467808
28,17-476,845.0633856
29,17-476,4749.957605
30,17-476,79554.57856
31,17-476,130.4057829
32,17-476,715.9615041
33,17-476,3192.755328
34,17-476,10926.99566
35,17-476,26297.66372
36,17-476,11450.69031
37,17-476,2549.13389
38,17-476,25922.50777
39,17-476,6375.601577
40,17-476,1951.254094
41,17-476,176.2461171
43,17-476,2105.930571
1,17-99999,1072.918268
2,17-99999,112.5150598
3,17-99999,334.0740025
4,17-99999,217.7967718
5,17-99999,2954.337904
6,17-99999,374.5313236
7,17-99999,1029.048264
8,17-99999,1239.818849
9,17-99999,59401.64958
10,17-99999,28.86788754
11,17-99999,22.48615644
12,17-99999,11.32537339
13,17-99999,602.7526212
14,17-99999,464.5332238
15,17-99999,35.90562843
16,17-99999,315.1873836
17,17-99999,499.9821845
18,17-99999,508.0950474
19,17-99999,477.7288909
20,17-99999,1122.030185
21,17-99999,34043.58667
22,17-99999,334.6878026
23,17-99999,3904.589521
24,17-99999,2736.35781
25,17-99999,62.10960047
26,17-99999,809.9718621
27,17-99999,2617.507924
28,17-99999,2242.404062
29,17-99999,2188.365207
30,17-99999,23904.0787
31,17-99999,172.6576415
32,17-99999,1250.30302
33,17-99999,2067.500056
34,17-99999,9825.160465
35,17-99999,11413.77777
36,17-99999,8336.590194
37,17-99999,31834.80173
38,17-99999,85308.59101
39,17-99999,7145.304627
40,17-99999,3732.395165
41,17-99999,195.9165288
43,17-99999,3469.742391
1,18-176,792.1464545
2,18-176,110.4021936
3,18-176,337.2243083
4,18-176,471.9579315
5,18-176,4016.620945
6,18-176,1165.110514
7,18-176,738.7804326
8,18-176,1726.991496
9,18-176,22852.53176
10,18-176,25.32822968
11,18-176,3.794108227
12,18-176,17.24087744
13,18-176,190.4192442
14,18-176,445.9014403
17,18-176,526.8967063
18,18-176,486.7193269
19,18-176,288.811311
20,18-176,134.1660264
21,18-176,91593.01754
22,18-176,263.9749213
23,18-176,3081.842803
24,18-176,4883.501236
25,18-176,10.32062844
26,18-176,1502.907443
27,18-176,823.1751547
28,18-176,2714.399931
29,18-176,14974.59883
30,18-176,6783.694844
31,18-176,221.2155024
32,18-176,670.2760233
33,18-176,260.9569634
34,18-176,6131.356591
35,18-176,23768.88143
36,18-176,6754.279912
37,18-176,53303.5722
38,18-176,94130.79248
39,18-176,3152.319449
40,18-176,1901.987674
41,18-176,14.82261033
43,18-176,3079.333735
1,18-294,1436.418965
2,18-294,111.8098633
3,18-294,485.9149221
4,18-294,812.5342848
5,18-294,7968.883641
6,18-294,738.4883644
7,18-294,851.4240142
8,18-294,3705.186517
9,18-294,195455.7875
10,18-294,1680.99533
11,18-294,15.11148509
12,18-294,9.052603943
13,18-294,223.0058871
14,18-294,174407.0499
17,18-294,500.8711335
18,18-294,580.0931093
19,18-294,318.145162
20,18-294,1132.081651
21,18-294,274806.3363
22,18-294,260.4947894
23,18-294,3620.091151
24,18-294,3297.378586
25,18-294,25.53935151
26,18-294,766.5408017
27,18-294,2240.892217
28,18-294,2046.776221
29,18-294,7404.155244
30,18-294,16369.19078
31,18-294,306.257253
32,18-294,1259.317886
33,18-294,2391.346061
34,18-294,8093.710649
35,18-294,17806.35221
36,18-294,3440.233466
37,18-294,3972.973137
38,18-294,35759.67568
39,18-294,5478.549937
40,18-294,8568.153936
41,18-294,134.1351249
43,18-294,4139.233416
1,18-258,1553.042227
2,18-258,135.1127916
3,18-258,328.6451079
4,18-258,400.6483637
5,18-258,4231.390312
6,18-258,859.9513102
7,18-258,1003.911099
8,18-258,1142.116548
9,18-258,18515.04827
10,18-258,241.879131
11,18-258,5.184328428
12,18-258,9.332154943
13,18-258,95.19836116
14,18-258,200215.9894
17,18-258,571.6871029
18,18-258,751.0299859
19,18-258,509.7988572
20,18-258,443.7755653
21,18-258,115296.4325
22,18-258,465.2533057
23,18-258,5340.099546
24,18-258,3577.81758
25,18-258,20.8091799
26,18-258,1276.579813
27,18-258,1484.614824
28,18-258,1413.398818
29,18-258,3571.107501
30,18-258,7680.727036
31,18-258,247.5670252
32,18-258,898.0953868
33,18-258,3084.949864
34,18-258,7595.981805
35,18-258,19163.39718
36,18-258,6779.965509
37,18-258,5408.86931
38,18-258,93959.73241
39,18-258,3963.854539
40,18-258,3655.001908
41,18-258,93.8391835
43,18-258,3840.678603
1,18-99999,1400.845908
2,18-99999,116.7710201
3,18-99999,339.136979
4,18-99999,298.8076207
5,18-99999,3099.87929
6,18-99999,2768.949401
7,18-99999,504.2025024
8,18-99999,2270.514593
9,18-99999,102024.5784
10,18-99999,218.9210454
11,18-99999,13.26892545
12,18-99999,8.911884921
13,18-99999,86.72566406
14,18-99999,1500.223986
15,18-99999,39.47889402
16,18-99999,315.187399
17,18-99999,493.7039391
18,18-99999,602.0476173
19,18-99999,194.7005768
20,18-99999,614.5989006
21,18-99999,267911.0746
22,18-99999,343.4407654
23,18-99999,2681.185751
24,18-99999,3660.128409
25,18-99999,18.81345429
26,18-99999,1105.734215
27,18-99999,686.5417986
28,18-99999,1547.653854
29,18-99999,6203.352188
30,18-99999,16623.88344
31,18-99999,325.7523135
32,18-99999,1658.361432
33,18-99999,1832.378185
34,18-99999,11555.97564
35,18-99999,15910.64577
36,18-99999,2877.099266
37,18-99999,9214.204817
38,18-99999,90856.75699
39,18-99999,6864.911108
40,18-99999,5197.654647
41,18-99999,101.8340482
43,18-99999,5591.946171
1,19-99999,1487.618504
2,19-99999,106.3227543
3,19-99999,339.4582684
4,19-99999,263.5892384
5,19-99999,3610.826341
6,19-99999,687.0155887
7,19-99999,534.2364537
8,19-99999,1353.261498
9,19-99999,39418.42177
10,19-99999,666.7800178
11,19-99999,20.31156414
12,19-99999,16.06187373
13,19-99999,59.4574841
15,19-99999,1185.275436
17,19-99999,454.3699257
18,19-99999,696.5591035
19,19-99999,202.7830118
20,19-99999,1159.821666
21,19-99999,43977.45765
22,19-99999,315.0756906
23,19-99999,4059.143032
24,19-99999,2484.870544
25,19-99999,25.43546123
26,19-99999,1045.883972
27,19-99999,1152.939573
28,19-99999,5655.640333
29,19-99999,4027.820719
30,19-99999,13609.74148
31,19-99999,144.5222059
32,19-99999,1387.698074
33,19-99999,4258.80127
34,19-99999,10313.32001
35,19-99999,11262.44347
36,19-99999,9317.674767
37,19-99999,8758.739422
38,19-99999,46881.08218
39,19-99999,5588.189883
40,19-99999,1795.886445
41,19-99999,155.9935872
43,19-99999,3582.728786
1,20-312,3685.400733
2,20-312,127.1067101
3,20-312,381.7312862
4,20-312,866.9695857
5,20-312,4575.296734
6,20-312,495.3413704
7,20-312,798.5891581
8,20-312,2720.651437
9,20-312,22870.00597
10,20-312,235.5964218
11,20-312,83.14203107
12,20-312,11.03168718
13,20-312,515.8081233
16,20-312,315.1873872
17,20-312,2099.691763
18,20-312,407.4748232
19,20-312,1644.876089
20,20-312,3184.894978
21,20-312,140729.687
22,20-312,303.0150466
23,20-312,1361.320228
24,20-312,5169.896991
25,20-312,10.18695878
26,20-312,898.2220409
27,20-312,2400.849512
28,20-312,2911.248191
29,20-312,11160.62105
30,20-312,17853.70069
31,20-312,188.9933302
32,20-312,1821.055497
33,20-312,5088.448819
34,20-312,12670.73199
35,20-312,16462.52899
36,20-312,11963.17736
37,20-312,9927.099709
38,20-312,144063.3229
39,20-312,6790.06916
40,20-312,4529.534324
41,20-312,82.79568432
43,20-312,3364.30502
1,20-556,3778.326771
2,20-556,140.1014892
3,20-556,369.7011306
4,20-556,257.7076444
5,20-556,5059.969361
6,20-556,509.3223416
7,20-556,899.4919985
8,20-556,1889.053601
9,20-556,56999.83512
10,20-556,25.32826999
11,20-556,3.477686194
12,20-556,4.466955202
13,20-556,663.9531322
16,20-556,315.1873956
17,20-556,641.7580277
18,20-556,583.4996642
19,20-556,446.279916
20,20-556,1531.452863
21,20-556,4247.468299
22,20-556,608.5977816
23,20-556,4797.184925
24,20-556,8261.233901
25,20-556,9.086337845
26,20-556,696.9436237
27,20-556,3145.654114
28,20-556,2420.818984
29,20-556,11765.95538
30,20-556,30796.79869
31,20-556,144.7557754
32,20-556,2637.476903
33,20-556,4076.30897
34,20-556,11417.22147
35,20-556,20018.78786
36,20-556,8753.354514
37,20-556,189726.5523
38,20-556,88851.73422
39,20-556,17335.49169
40,20-556,8781.928798
41,20-556,76.59426564
43,20-556,4290.945288
1,20-99999,5581.716557
2,20-99999,122.5954718
3,20-99999,307.5928936
4,20-99999,406.0716357
5,20-99999,4920.222566
6,20-99999,3676.090749
7,20-99999,742.286717
8,20-99999,1296.521225
9,20-99999,43999.82341
10,20-99999,25.57837891
11,20-99999,6.172978038
12,20-99999,8.96396898
13,20-99999,68.61206011
16,20-99999,315.1873917
17,20-99999,482.3459899
18,20-99999,473.1841838
19,20-99999,179.8504008
20,20-99999,1528.341159
21,20-99999,31312.89777
22,20-99999,320.5766253
23,20-99999,5644.037997
24,20-99999,4232.249793
25,20-99999,10.99036775
26,20-99999,1364.863658
27,20-99999,739.9210908
28,20-99999,1770.784633
29,20-99999,10972.28622
30,20-99999,41588.73345
31,20-99999,114.5395344
32,20-99999,1404.645892
33,20-99999,3586.567493
34,20-99999,6289.469164
35,20-99999,9399.906583
36,20-99999,12406.14286
37,20-99999,42865.45817
38,20-99999,102653.1679
39,20-99999,4767.302473
40,20-99999,5829.067516
41,20-99999,51.23998056
43,20-99999,3997.599016
1,21-178,3147.078804
2,21-178,110.6579639
3,21-178,741.9911654
4,21-178,144.2917034
5,21-178,4961.148553
6,21-178,3415.495327
7,21-178,2749.361535
8,21-178,3094.983298
9,21-178,22869.82918
10,21-178,25.32812652
11,21-178,1.110427172
12,21-178,8.885691504
13,21-178,18.49953055
17,21-178,505.6893057
18,21-178,534.210608
19,21-178,244.5621918
20,21-178,2764.074496
21,21-178,67983.10986
22,21-178,250.0274809
23,21-178,1761.243419
24,21-178,3533.363052
25,21-178,20.89591257
26,21-178,944.5297383
27,21-178,704.4307245
28,21-178,1686.753381
29,21-178,9910.754307
30,21-178,22025.01021
31,21-178,172.1021954
32,21-178,1181.27346
33,21-178,2333.953151
34,21-178,5157.94287
35,21-178,15343.92906
36,21-178,3277.238272
37,21-178,197355.5395
38,21-178,60309.10863
39,21-178,5808.104029
40,21-178,7125.608763
41,21-178,83.95452125
43,21-178,3142.374543
1,21-350,2571.502016
2,21-350,137.3721843
3,21-350,537.5842307
4,21-350,381.2595482
5,21-350,9539.556698
6,21-350,1249.786022
7,21-350,1031.943076
8,21-350,3906.869133
9,21-350,58657.58387
10,21-350,26.76490553
11,21-350,8.824714225
12,21-350,7.915822334
13,21-350,399.8527675
14,21-350,631.4786101
17,21-350,529.6821605
18,21-350,481.448463
19,21-350,702.0992555
20,21-350,1580.33771
21,21-350,26521.16534
22,21-350,975.0327652
23,21-350,3486.920093
24,21-350,2938.806894
25,21-350,22.74069524
26,21-350,1560.340053
27,21-350,2668.35753
28,21-350,1979.374881
29,21-350,3162.849105
30,21-350,25051.63374
31,21-350,235.9087656
32,21-350,2054.96203
33,21-350,5241.155091
34,21-350,8322.595353
35,21-350,35633.22689
36,21-350,4108.222973
37,21-350,11520.38131
38,21-350,43784.74238
39,21-350,2986.116412
40,21-350,5489.796732
41,21-350,100.286026
43,21-350,2401.129434
1,21-99999,2380.642465
2,21-99999,129.2055972
3,21-99999,357.1182757
4,21-99999,410.4633556
5,21-99999,2013.370633
6,21-99999,1672.733554
7,21-99999,897.9236894
8,21-99999,3426.650652
9,21-99999,35280.03793
10,21-99999,25.37820726
11,21-99999,11.49408177
12,21-99999,10.94045708
13,21-99999,212.8611765
14,21-99999,1170.70598
15,21-99999,49.55308772
16,21-99999,315.1873884
17,21-99999,505.4399353
18,21-99999,482.3790853
19,21-99999,227.2280967
20,21-99999,636.0637317
21,21-99999,47676.14353
22,21-99999,357.8291398
23,21-99999,1306.255556
24,21-99999,3823.924397
25,21-99999,81.68545601
26,21-99999,505.0813247
27,21-99999,962.4551139
28,21-99999,1924.43795
29,21-99999,4538.457176
30,21-99999,29002.47077
31,21-99999,384.5275677
32,21-99999,1517.924109
33,21-99999,3511.749722
34,21-99999,7943.267543
35,21-99999,10699.72911
36,21-99999,5322.456304
37,21-99999,3528.399107
38,21-99999,11670.24435
39,21-99999,3724.866838
40,21-99999,2336.634847
41,21-99999,89.81618223
43,21-99999,3014.587958
1,22-12940,2046.724258
2,22-12940,139.0549725
3,22-12940,50.62559414
4,22-12940,523.546629
5,22-12940,4069.844708
6,22-12940,2807.570495
7,22-12940,505.8128984
8,22-12940,1575.85733
9,22-12940,33292.31323
10,22-12940,440.0980207
11,22-12940,3.414307228
12,22-12940,9.615191623
13,22-12940,56.50438238
14,22-12940,16.13386247
16,22-12940,322.5699172
17,22-12940,496.0352412
18,22-12940,435.731494
19,22-12940,296.9665806
20,22-12940,431.8939996
21,22-12940,11917.25934
22,22-12940,226.1288546
23,22-12940,2215.157609
24,22-12940,937.0008722
25,22-12940,21.60639184
26,22-12940,529.181224
27,22-12940,764.7207276
28,22-12940,4400.062418
29,22-12940,10496.68143
30,22-12940,12240.86326
31,22-12940,137.7731306
32,22-12940,532.9269997
33,22-12940,2076.385439
34,22-12940,7823.40953
35,22-12940,21784.35483
36,22-12940,24528.57522
37,22-12940,96094.22935
38,22-12940,41766.18354
39,22-12940,7664.860996
40,22-12940,16589.47976
41,22-12940,89.20375027
43,22-12940,4411.394873
1,22-324,1059.29243
2,22-324,138.1747091
3,22-324,177.9524989
4,22-324,179.9387249
5,22-324,2976.201723
6,22-324,66.18814169
7,22-324,1171.778666
8,22-324,1658.668695
9,22-324,78093.13492
10,22-324,25.32824555
11,22-324,509.355681
12,22-324,2.099465446
13,22-324,2166.611373
16,22-324,322.5699213
17,22-324,512.5993722
18,22-324,423.4703258
19,22-324,211.8199768
20,22-324,239.9606984
21,22-324,234196.744
22,22-324,362.0384522
23,22-324,937.9169225
24,22-324,1148.712496
25,22-324,15.41008325
26,22-324,536.6928843
27,22-324,1934.237533
28,22-324,2613.059054
29,22-324,13823.08319
30,22-324,11434.6769
31,22-324,53.54452915
32,22-324,1664.320066
33,22-324,5448.789378
34,22-324,3102.063713
35,22-324,16401.50851
36,22-324,1616.031547
37,22-324,78142.06999
38,22-324,30316.79046
39,22-324,5467.864208
40,22-324,1470.285234
41,22-324,111.7228143
43,22-324,6105.470701
1,22-406,960.4755416
2,22-406,137.3116024
3,22-406,99.11775511
4,22-406,1158.548426
5,22-406,2127.720792
6,22-406,9134.333688
7,22-406,858.4769187
8,22-406,1944.694989
9,22-406,22869.9729
10,22-406,25.32822737
11,22-406,2.885220515
12,22-406,5.917061835
13,22-406,19.61645232
14,22-406,122546.6238
16,22-406,322.5699199
17,22-406,562.3347037
18,22-406,515.3859981
19,22-406,299.0249698
20,22-406,615.3664941
21,22-406,64425.98551
22,22-406,288.5699796
23,22-406,1734.412922
24,22-406,4262.277843
25,22-406,13.92507147
26,22-406,384.6404653
27,22-406,694.9152053
28,22-406,1911.264454
29,22-406,5787.768038
30,22-406,5572.428556
31,22-406,241.3406713
32,22-406,308.2016171
33,22-406,7703.031507
34,22-406,21848.85506
35,22-406,11455.19299
36,22-406,10091.36628
37,22-406,281414.4857
38,22-406,21426.84365
39,22-406,6648.04612
40,22-406,7654.343061
41,22-406,13.29488236
43,22-406,2622.275064
1,22-99999,1560.289294
2,22-99999,128.048887
3,22-99999,91.70074335
4,22-99999,418.1927562
5,22-99999,3602.422723
6,22-99999,1380.644719
7,22-99999,1328.952611
8,22-99999,2697.942995
9,22-99999,82652.09388
10,22-99999,25.32828228
11,22-99999,18.58163919
12,22-99999,1.670915561
13,22-99999,45.54940055
14,22-99999,2000.005624
15,22-99999,27.53457496
16,22-99999,322.5699195
17,22-99999,503.2104904
18,22-99999,486.4778537
19,22-99999,190.6687293
20,22-99999,1162.454535
21,22-99999,337370.8398
22,22-99999,342.7622756
23,22-99999,1199.962774
24,22-99999,2114.486241
25,22-99999,17.90532651
26,22-99999,316.4482862
27,22-99999,633.7187509
28,22-99999,654.0307038
29,22-99999,7839.033444
30,22-99999,25278.49512
31,22-99999,162.3957761
32,22-99999,1508.46967
33,22-99999,2063.925447
34,22-99999,5772.263571
35,22-99999,15983.95767
36,22-99999,5734.593903
37,22-99999,28906.49931
38,22-99999,12470.41995
39,22-99999,4608.801927
40,22-99999,8686.968608
41,22-99999,55.33059665
43,22-99999,4298.788427
1,23-99999,5779.229628
2,23-99999,140.6070888
3,23-99999,323.2353474
4,23-99999,410.2334775
5,23-99999,10565.77679
6,23-99999,4091.826803
7,23-99999,268.4956362
8,23-99999,2632.621864
9,23-99999,22869.94144
10,23-99999,113.3503326
11,23-99999,5.12892625
12,23-99999,8.406154638
13,23-99999,141.2560165
17,23-99999,582.2727665
18,23-99999,551.556181
19,23-99999,343.782108
20,23-99999,157.979054
21,23-99999,16245.88517
22,23-99999,374.9864612
23,23-99999,3139.861161
24,23-99999,3426.206123
25,23-99999,14.97283898
26,23-99999,674.8539545
27,23-99999,712.8989767
28,23-99999,2002.01656
29,23-99999,4058.130191
30,23-99999,22236.34722
31,23-99999,147.768901
32,23-99999,2805.55902
33,23-99999,4967.674306
34,23-99999,26225.98754
35,23-99999,22988.85524
36,23-99999,8603.28733
37,23-99999,98236.83471
38,23-99999,85371.90409
39,23-99999,5909.846811
40,23-99999,1613.690364
41,23-99999,54.55048654
43,23-99999,2766.939016
1,24-12580,2019.027183
2,24-12580,113.1304085
3,24-12580,640.9586406
4,24-12580,832.4501047
5,24-12580,11438.89449
6,24-12580,3949.211819
7,24-12580,1522.80836
8,24-12580,3878.583374
9,24-12580,50761.51146
10,24-12580,1346.908705
11,24-12580,3.349686551
12,24-12580,8.54809448
13,24-12580,103.6440465
17,24-12580,642.2005423
18,24-12580,618.156775
19,24-12580,267.0587209
20,24-12580,1049.095268
21,24-12580,70234.2425
22,24-12580,212.6012279
23,24-12580,3898.054321
24,24-12580,2698.634206
25,24-12580,27.4287964
26,24-12580,1086.663351
27,24-12580,1293.091885
28,24-12580,2206.965136
29,24-12580,5946.858989
30,24-12580,13195.45288
31,24-12580,299.2711431
32,24-12580,1682.631616
33,24-12580,4365.277655
34,24-12580,15937.29403
35,24-12580,38580.61915
36,24-12580,15381.3671
37,24-12580,91012.67145
38,24-12580,104026.8052
39,24-12580,5452.265147
40,24-12580,8604.579841
41,24-12580,80.18864546
43,24-12580,3164.611934
2,24-47900,173.6458397
3,24-47900,1529.018434
4,24-47900,3885.292991
5,24-47900,7067.085156
6,24-47900,2105.641414
7,24-47900,627.2450101
8,24-47900,3146.572372
9,24-47900,22869.91353
10,24-47900,395.5267287
11,24-47900,12.63936705
12,24-47900,6.668990207
13,24-47900,45.48602924
14,24-47900,2597.402597
17,24-47900,500.0075703
18,24-47900,456.1696439
19,24-47900,196.0439975
20,24-47900,1538.954136
21,24-47900,41231.17951
22,24-47900,256.1906337
23,24-47900,1064.250407
24,24-47900,5159.091042
25,24-47900,13.96001589
26,24-47900,442.0396848
27,24-47900,1627.319106
28,24-47900,4095.956371
29,24-47900,3158.087865
30,24-47900,9423.180318
31,24-47900,115.072
32,24-47900,1793.352033
33,24-47900,3119.635293
34,24-47900,10952.12532
35,24-47900,67784.57603
36,24-47900,15980.13229
37,24-47900,148283.358
38,24-47900,75668.67296
39,24-47900,3743.30767
40,24-47900,8232.754252
41,24-47900,71.42324474
43,24-47900,1904.274687
1,24-99999,1462.790046
2,24-99999,123.1819084
3,24-99999,303.806094
4,24-99999,495.1561359
5,24-99999,3987.879352
6,24-99999,5871.251315
7,24-99999,768.4604312
8,24-99999,1851.725471
9,24-99999,22870.06392
10,24-99999,25.32816611
11,24-99999,10.0276609
12,24-99999,8.394628194
13,24-99999,11.12666951
14,24-99999,2219.587721
15,24-99999,69.65080958
17,24-99999,703.4718666
18,24-99999,598.3077978
19,24-99999,266.8635785
20,24-99999,1027.293093
21,24-99999,1943.337691
22,24-99999,117.7337798
23,24-99999,1755.118875
24,24-99999,4386.481986
25,24-99999,12.88284825
26,24-99999,930.5786096
27,24-99999,998.1339746
28,24-99999,2666.977907
29,24-99999,6043.562609
30,24-99999,36411.55045
31,24-99999,133.2663469
32,24-99999,2360.680674
33,24-99999,11342.36882
34,24-99999,12238.19768
35,24-99999,27981.01449
36,24-99999,8666.960198
37,24-99999,206289.8529
38,24-99999,53430.12527
39,24-99999,3675.988632
40,24-99999,17512.91422
41,24-99999,55.37096485
43,24-99999,2205.214654
1,25-148,5171.098343
2,25-148,2356.034016
3,25-148,1089.103364
4,25-148,1260.60693
5,25-148,7552.374876
6,25-148,1868.335218
7,25-148,1940.200227
8,25-148,2375.80021
9,25-148,152667.2294
10,25-148,1306.445555
11,25-148,7.593519083
12,25-148,10.05958574
13,25-148,550.7728228
14,25-148,177220.4809
