Commodity_SCTG,ORIG_CFS_AREA,UnitCost
17,37-450,506.3599184
18,37-450,552.8844969
19,37-450,562.0318475
20,37-450,1536.931664
21,37-450,115080.7002
22,37-450,620.7489271
23,37-450,10854.4066
24,37-450,4815.220793
25,37-450,22.59464604
26,37-450,757.3688964
27,37-450,1867.801606
28,37-450,2200.441356
29,37-450,3379.973967
30,37-450,7824.263079
31,37-450,261.798585
32,37-450,777.2505871
33,37-450,10731.17682
34,37-450,26169.02259
35,37-450,48130.00188
36,37-450,9227.193885
37,37-450,34483.70339
38,37-450,12891.4627
39,37-450,8055.397231
40,37-450,9485.620575
41,37-450,17.13279042
43,37-450,3779.651821
1,37-99999,1022.763128
2,37-99999,167.7521147
3,37-99999,444.8129922
4,37-99999,480.8895642
5,37-99999,2192.158464
6,37-99999,2472.900954
7,37-99999,1103.985046
8,37-99999,1849.753891
9,37-99999,12218.55974
10,37-99999,178.6015685
11,37-99999,21.82552176
12,37-99999,13.45643693
13,37-99999,86.14192666
17,37-99999,654.3375822
18,37-99999,667.2188591
19,37-99999,304.3564347
20,37-99999,468.1851742
21,37-99999,6906.745625
22,37-99999,416.0364817
23,37-99999,3045.551984
24,37-99999,3800.052303
25,37-99999,26.00773555
26,37-99999,348.1238148
27,37-99999,1015.686871
28,37-99999,1837.835453
29,37-99999,5083.880198
30,37-99999,4938.603123
31,37-99999,233.0875594
32,37-99999,1403.864015
33,37-99999,2927.387569
34,37-99999,10082.78142
35,37-99999,14443.8702
36,37-99999,7641.720376
37,37-99999,22316.16918
38,37-99999,59740.80287
39,37-99999,8296.734147
40,37-99999,6733.161967
41,37-99999,79.84365349
43,37-99999,4194.010293
1,38-99999,3880.485066
2,38-99999,155.5633416
3,38-99999,285.6892286
4,38-99999,182.2016425
5,38-99999,5498.504236
6,38-99999,524.590682
7,38-99999,531.4341791
8,38-99999,1311.654596
9,38-99999,27749.91989
10,38-99999,156.7795351
11,38-99999,4.303696889
12,38-99999,10.84399888
13,38-99999,82.87149284
14,38-99999,208705.4415
15,38-99999,17.01114635
16,38-99999,315.1873916
17,38-99999,450.9482016
18,38-99999,482.0057381
19,38-99999,191.6440996
20,38-99999,382.0098775
21,38-99999,158214.3562
22,38-99999,716.1182928
23,38-99999,6803.15655
24,38-99999,4319.172439
25,38-99999,9.972310397
26,38-99999,2169.153797
27,38-99999,2937.008317
28,38-99999,1536.840065
29,38-99999,18688.21516
30,38-99999,8937.86477
31,38-99999,115.7966536
32,38-99999,1579.777956
33,38-99999,8778.277703
34,38-99999,7146.36175
35,38-99999,22667.97322
36,38-99999,13157.344
37,38-99999,69161.12483
38,38-99999,68792.29784
39,38-99999,5259.326269
40,38-99999,3881.728951
41,38-99999,90.153837
43,38-99999,2583.732278
1,39-178,1556.509834
2,39-178,111.4538155
3,39-178,375.4255788
4,39-178,366.571954
5,39-178,4501.575826
6,39-178,2504.066204
7,39-178,1048.591857
8,39-178,1141.924735
9,39-178,3558.750252
10,39-178,25.57952538
11,39-178,25.8538221
12,39-178,11.53804695
13,39-178,518.7854929
14,39-178,138533.6631
17,39-178,509.9260616
18,39-178,1684.644723
19,39-178,429.1798556
20,39-178,1036.977194
21,39-178,83692.38261
22,39-178,465.7615387
23,39-178,2590.678729
24,39-178,3179.751081
25,39-178,14.13515054
26,39-178,1073.727634
27,39-178,1248.082029
28,39-178,1919.374949
29,39-178,10197.4846
30,39-178,13414.6938
31,39-178,152.7466027
32,39-178,950.8775045
33,39-178,5328.63973
34,39-178,38672.18161
35,39-178,14797.82577
36,39-178,7325.583541
37,39-178,9779.829458
38,39-178,95023.02556
39,39-178,5889.734629
40,39-178,7779.43803
41,39-178,137.9704801
43,39-178,3601.519229
1,39-184,1442.061898
2,39-184,122.8778517
3,39-184,686.9093302
4,39-184,319.6833066
5,39-184,4966.039728
6,39-184,2623.405395
7,39-184,1549.021823
8,39-184,1795.195309
9,39-184,185814.2078
10,39-184,1720.015254
11,39-184,20.77615419
12,39-184,11.92909911
13,39-184,85.54222816
14,39-184,2500.60483
15,39-184,34.53628293
16,39-184,315.1873929
17,39-184,522.6654448
18,39-184,488.6595305
19,39-184,204.4954763
20,39-184,1102.185383
21,39-184,17892.6263
22,39-184,493.7995464
23,39-184,4317.373516
24,39-184,4020.158137
25,39-184,14.47430814
26,39-184,877.968765
27,39-184,1606.93713
28,39-184,1697.828419
29,39-184,4510.522007
30,39-184,13965.21443
31,39-184,239.8956827
32,39-184,1237.873209
33,39-184,5316.837656
34,39-184,8596.03767
35,39-184,22551.64061
36,39-184,7295.744966
37,39-184,29770.82514
38,39-184,17803.02494
39,39-184,6702.870878
40,39-184,7603.071336
41,39-184,190.6594793
43,39-184,3420.637012
1,39-198,1313.549041
2,39-198,122.3496459
3,39-198,307.3159975
4,39-198,214.6844907
5,39-198,6072.161075
6,39-198,3946.693027
7,39-198,908.4350322
8,39-198,1408.203135
9,39-198,82740.68936
10,39-198,522.3906676
11,39-198,11.46482263
12,39-198,11.71883924
13,39-198,11.78300823
15,39-198,50.88035888
16,39-198,315.1873908
17,39-198,498.9877642
18,39-198,520.1026048
19,39-198,279.9148844
20,39-198,15531.204
21,39-198,101516.3838
22,39-198,703.4506388
23,39-198,4511.759955
24,39-198,2846.025075
25,39-198,12.75287563
26,39-198,753.0901453
27,39-198,1265.947254
28,39-198,1929.316704
29,39-198,9260.009456
30,39-198,15433.79472
31,39-198,405.4969553
32,39-198,1144.841519
33,39-198,2458.221294
34,39-198,6503.892179
35,39-198,27394.04823
36,39-198,6533.346085
37,39-198,1504.647141
38,39-198,29548.67612
39,39-198,6409.798178
40,39-198,6293.068193
41,39-198,138.9276718
43,39-198,3509.381381
1,39-212,1544.099432
2,39-212,115.181492
3,39-212,183.6079889
4,39-212,361.8156856
5,39-212,4337.188652
6,39-212,1697.170168
7,39-212,631.9478945
8,39-212,1938.781579
9,39-212,100438.3147
10,39-212,735.6948242
11,39-212,60.83741448
12,39-212,9.525114927
13,39-212,860.5163918
14,39-212,145914.4933
17,39-212,542.3229895
18,39-212,586.1775808
19,39-212,280.9954872
20,39-212,582.0048796
21,39-212,172610.1351
22,39-212,923.1088639
23,39-212,2891.863365
24,39-212,3073.379366
25,39-212,138.3839164
26,39-212,521.2299968
27,39-212,253.5453366
28,39-212,2609.728004
29,39-212,18477.21
30,39-212,21723.26158
31,39-212,310.6404411
32,39-212,1446.125764
33,39-212,1840.430151
34,39-212,10030.46348
35,39-212,28532.14264
36,39-212,4212.758934
37,39-212,164628.8055
38,39-212,59978.52152
39,39-212,7245.910539
40,39-212,9885.264119
41,39-212,119.4626637
43,39-212,3030.17597
1,39-99999,1489.531285
2,39-99999,129.4198082
3,39-99999,364.0951505
4,39-99999,276.9227543
5,39-99999,3412.132091
6,39-99999,2136.757771
7,39-99999,1180.269466
8,39-99999,1527.345813
9,39-99999,156091.288
10,39-99999,857.4493953
11,39-99999,4.390789679
12,39-99999,12.40650026
13,39-99999,18.17693333
14,39-99999,3356.326685
15,39-99999,39.18643844
16,39-99999,315.1873905
17,39-99999,476.0025915
18,39-99999,428.8462876
19,39-99999,188.1752339
20,39-99999,655.1515339
21,39-99999,5758.801955
22,39-99999,314.0219663
23,39-99999,1372.863735
24,39-99999,2554.856022
25,39-99999,18.26037028
26,39-99999,908.4683586
27,39-99999,1172.190409
28,39-99999,2339.575853
29,39-99999,4531.031495
30,39-99999,14220.48917
31,39-99999,642.5054221
32,39-99999,1283.084272
33,39-99999,1852.048478
34,39-99999,5032.971998
35,39-99999,9372.467142
36,39-99999,6197.237109
37,39-99999,263966.9215
38,39-99999,30952.26375
39,39-99999,3418.265222
40,39-99999,3085.657593
41,39-99999,165.166974
43,39-99999,2295.820639
1,40-416,2358.779827
2,40-416,127.7941982
3,40-416,190.727533
4,40-416,1207.871043
5,40-416,3914.52878
6,40-416,635.9075605
7,40-416,887.9787154
8,40-416,1936.586262
9,40-416,22869.91103
10,40-416,430.9468355
11,40-416,37.22688668
12,40-416,3.45828456
13,40-416,47.630924
14,40-416,175377.3993
16,40-416,315.187387
17,40-416,582.8011787
18,40-416,461.5552027
19,40-416,319.3218102
20,40-416,2582.475778
21,40-416,394132.2413
22,40-416,600.0513344
23,40-416,4114.098134
24,40-416,4897.338893
25,40-416,944.0661857
26,40-416,1068.042072
27,40-416,3249.562337
28,40-416,1547.92799
29,40-416,6796.717334
30,40-416,19387.6184
31,40-416,172.3565741
32,40-416,2714.777098
33,40-416,4861.66615
34,40-416,5420.465857
35,40-416,14482.33644
36,40-416,2544.105989
37,40-416,15665.46984
38,40-416,32506.60141
39,40-416,5014.03605
40,40-416,14762.57601
41,40-416,64.44311499
43,40-416,2333.215369
1,40-538,3530.597517
2,40-538,165.5685343
3,40-538,329.2073437
4,40-538,138.0653214
5,40-538,5323.363591
6,40-538,2467.134942
7,40-538,1013.951456
8,40-538,2523.057667
9,40-538,142213.2022
10,40-538,152.2571823
11,40-538,6.222008607
12,40-538,5.79879235
13,40-538,45.7873318
14,40-538,2000
15,40-538,54.32115455
16,40-538,315.1873866
17,40-538,583.6183315
18,40-538,474.023051
19,40-538,313.2158798
20,40-538,277.7881085
21,40-538,14644.17704
22,40-538,321.5033635
23,40-538,1604.589112
24,40-538,4382.224179
25,40-538,12.88633742
26,40-538,814.4004674
27,40-538,3511.143424
28,40-538,2574.633295
29,40-538,6511.449061
30,40-538,12486.06195
31,40-538,418.7903081
32,40-538,1679.693459
33,40-538,2095.733145
34,40-538,8914.531654
35,40-538,4667.876982
36,40-538,7323.760811
37,40-538,111196.3043
38,40-538,181487.2379
39,40-538,6637.740395
40,40-538,5086.291529
41,40-538,120.8700667
43,40-538,2107.195132
1,40-99999,2097.110352
2,40-99999,145.5596157
3,40-99999,324.5752447
4,40-99999,279.9657399
5,40-99999,2323.711252
6,40-99999,382.4565714
7,40-99999,1337.432864
8,40-99999,1567.133189
9,40-99999,58844.01746
10,40-99999,122.2368646
11,40-99999,71.4409684
12,40-99999,9.369307035
13,40-99999,54.86199413
15,40-99999,49.14241045
16,40-99999,315.1873895
17,40-99999,516.1373342
18,40-99999,531.6197637
19,40-99999,210.2805814
20,40-99999,517.109471
21,40-99999,28832.16771
22,40-99999,226.4949546
23,40-99999,3166.256657
24,40-99999,3283.24122
25,40-99999,15.41974163
26,40-99999,357.8739935
27,40-99999,589.2242802
28,40-99999,5147.082438
29,40-99999,3595.691402
30,40-99999,14431.71545
31,40-99999,128.9736761
32,40-99999,1504.445038
33,40-99999,3364.454682
34,40-99999,8671.414651
35,40-99999,24833.37707
36,40-99999,4601.44584
37,40-99999,46911.95659
38,40-99999,203159.0956
39,40-99999,4792.420591
40,40-99999,1122.743136
41,40-99999,41.02859534
43,40-99999,2881.23281
1,41-440,3101.621027
2,41-440,193.6702914
3,41-440,807.0769262
4,41-440,542.0305515
5,41-440,4849.478606
6,41-440,1860.600372
7,41-440,1407.77313
8,41-440,1740.426627
9,41-440,104000.8528
10,41-440,2618.504628
11,41-440,10.15555767
12,41-440,9.476026982
13,41-440,307.497981
14,41-440,182087.1544
17,41-440,579.3703562
18,41-440,480.4285192
19,41-440,299.2851999
20,41-440,1081.007778
21,41-440,100845.3059
22,41-440,594.6535558
23,41-440,2548.42007
24,41-440,5861.071668
25,41-440,28.61160988
26,41-440,628.5418703
27,41-440,1113.057124
28,41-440,2271.421992
29,41-440,4975.459217
30,41-440,25917.51922
31,41-440,280.6013317
32,41-440,1435.264794
33,41-440,7810.207721
34,41-440,11642.79375
35,41-440,17146.33624
36,41-440,13759.47112
37,41-440,9668.172155
38,41-440,56618.69884
39,41-440,7217.022942
40,41-440,8402.035091
41,41-440,95.60750318
43,41-440,3309.142609
1,41-99999,3309.770278
2,41-99999,220.7827046
3,41-99999,724.3528234
4,41-99999,130.0484601
5,41-99999,6946.269557
6,41-99999,1997.462023
7,41-99999,1433.155859
8,41-99999,1820.63573
9,41-99999,22869.96118
10,41-99999,629.8002375
11,41-99999,9.783314071
12,41-99999,8.449372377
13,41-99999,45.33334873
17,41-99999,1049.596967
18,41-99999,689.7983364
19,41-99999,176.6366719
20,41-99999,963.9220764
21,41-99999,47404.6631
22,41-99999,460.3043617
23,41-99999,2930.329453
24,41-99999,2256.838051
25,41-99999,23.38704497
26,41-99999,580.6439263
27,41-99999,652.7746199
28,41-99999,333.2353545
29,41-99999,6859.252704
30,41-99999,22574.08752
31,41-99999,119.5502848
32,41-99999,2045.274125
33,41-99999,4135.04645
34,41-99999,11643.04437
35,41-99999,12723.8466
36,41-99999,7997.542195
37,41-99999,83997.26373
38,41-99999,160301.8483
39,41-99999,3425.18318
40,41-99999,4976.404851
41,41-99999,120.7009159
43,41-99999,3483.670122
1,42-428,1876.091676
2,42-428,154.3890851
3,42-428,1772.744948
4,42-428,739.7731343
5,42-428,5442.742204
6,42-428,4749.557732
7,42-428,963.330164
8,42-428,1942.43116
9,42-428,10960.65789
10,42-428,375.7425578
11,42-428,30.68727981
12,42-428,8.705003086
13,42-428,16.84513573
14,42-428,19001.79385
17,42-428,511.6810147
18,42-428,466.5824777
19,42-428,698.0678684
20,42-428,1938.294126
21,42-428,174854.4047
22,42-428,505.3686306
23,42-428,4778.669991
24,42-428,3388.282137
25,42-428,15.61234845
26,42-428,1181.205343
27,42-428,1272.831964
28,42-428,2713.094226
29,42-428,7883.085574
30,42-428,6929.512342
31,42-428,144.8906907
32,42-428,1729.895428
33,42-428,3651.61367
34,42-428,17113.89774
35,42-428,16557.02037
36,42-428,10795.37748
37,42-428,189619.1084
38,42-428,101922.7068
39,42-428,7228.999844
40,42-428,9461.75844
41,42-428,83.61858112
43,42-428,2898.805431
1,42-430,2665.283226
2,42-430,123.1876294
3,42-430,1230.617835
4,42-430,221.450133
5,42-430,3320.146361
6,42-430,3816.401538
7,42-430,744.6775086
8,42-430,1312.347586
9,42-430,55326.18165
10,42-430,25.32825581
11,42-430,22.62286427
12,42-430,12.45444362
13,42-430,162.6211789
14,42-430,1538.693818
15,42-430,47.31404057
16,42-430,299.0256456
17,42-430,532.3647604
18,42-430,458.9600365
19,42-430,219.987753
20,42-430,622.4541933
21,42-430,81037.45544
22,42-430,1378.723639
23,42-430,1872.491097
24,42-430,2031.012315
25,42-430,16.54000403
26,42-430,699.6368442
27,42-430,2710.356587
28,42-430,1958.020923
29,42-430,4958.136428
30,42-430,9507.007044
31,42-430,197.4571272
32,42-430,1083.099818
33,42-430,2149.540953
34,42-430,9419.447506
35,42-430,20889.41735
36,42-430,7813.95445
37,42-430,7570.634691
38,42-430,138861.3321
39,42-430,5970.43856
40,42-430,16867.39765
41,42-430,166.0590102
43,42-430,2675.926274
1,42-408,1533.165969
2,42-408,153.802057
3,42-408,606.5122694
4,42-408,1677.160896
5,42-408,518.8607297
6,42-408,849.4815151
7,42-408,823.4925651
8,42-408,1559.714586
9,42-408,10828.63137
10,42-408,3005.278613
11,42-408,33.21693737
12,42-408,9.760452842
13,42-408,765.4249904
15,42-408,242.2707119
17,42-408,536.4116719
18,42-408,561.0623059
19,42-408,196.6830018
20,42-408,415.0260486
21,42-408,225930.2039
22,42-408,1916.669427
23,42-408,3689.81937
24,42-408,2173.852187
25,42-408,14.69410477
26,42-408,1034.497548
27,42-408,964.1729023
28,42-408,2089.649989
29,42-408,1011.1075
30,42-408,14177.08771
31,42-408,166.2703341
32,42-408,2490.752242
33,42-408,3729.224595
34,42-408,12563.95653
35,42-408,22358.68146
36,42-408,10935.17093
37,42-408,14038.6819
38,42-408,19471.5002
39,42-408,7626.345522
40,42-408,6300.640051
41,42-408,0.002950325
43,42-408,3215.075546
1,42-99999,1673.136057
2,42-99999,133.2437112
3,42-99999,607.253455
4,42-99999,611.0915482
5,42-99999,4051.638574
6,42-99999,2858.714774
7,42-99999,995.5658655
8,42-99999,1416.98505
9,42-99999,18306.23025
10,42-99999,468.1468406
11,42-99999,22.25709962
12,42-99999,12.52750137
13,42-99999,49.74040393
14,42-99999,145760.1244
15,42-99999,56.63475279
16,42-99999,299.0254982
17,42-99999,533.2378582
18,42-99999,519.6147058
19,42-99999,219.9635759
20,42-99999,1282.569765
21,42-99999,220701.4086
22,42-99999,312.1830427
23,42-99999,1877.094789
24,42-99999,3234.632425
25,42-99999,57.67775801
26,42-99999,877.3500771
27,42-99999,1321.55639
28,42-99999,2183.246269
29,42-99999,3687.413822
30,42-99999,13406.7041
31,42-99999,477.3601483
32,42-99999,1587.90062
33,42-99999,3073.778006
34,42-99999,8634.465928
35,42-99999,9491.124959
36,42-99999,10208.52461
37,42-99999,37417.17739
38,42-99999,20883.23308
39,42-99999,5316.899843
40,42-99999,4505.658212
41,42-99999,73.88224967
43,42-99999,3823.793487
1,44-148,4158.823472
2,44-148,695.9440605
3,44-148,623.6442567
4,44-148,3917.615975
5,44-148,6731.492375
6,44-148,3916.294633
7,44-148,894.901262
8,44-148,2427.888739
9,44-148,22869.82271
10,44-148,3657.645577
11,44-148,30.54159653
12,44-148,11.86305315
13,44-148,103.6996118
14,44-148,122739.6944
17,44-148,680.4677851
18,44-148,619.8558761
19,44-148,95.59316077
20,44-148,590.3845762
21,44-148,72673.52695
22,44-148,260.8940185
23,44-148,4528.790378
24,44-148,5125.427449
25,44-148,12.27272792
26,44-148,1756.879016
27,44-148,5935.858322
28,44-148,1649.663709
29,44-148,12537.884
30,44-148,5892.203701
31,44-148,158.7193692
32,44-148,7132.372717
33,44-148,9644.704445
34,44-148,14035.02904
35,44-148,33493.79966
36,44-148,9683.74176
37,44-148,436211.2178
38,44-148,34912.56286
39,44-148,6067.513418
40,44-148,21638.89725
41,44-148,5.00964687
43,44-148,26321.30351
1,45-16700,2357.332833
2,45-16700,140.5157011
3,45-16700,433.7570657
4,45-16700,429.1850082
5,45-16700,10166.28074
6,45-16700,5084.327619
7,45-16700,1078.8264
8,45-16700,1739.602012
9,45-16700,22870.02273
10,45-16700,25.32827154
11,45-16700,26.3302772
12,45-16700,1.029276219
13,45-16700,115.7578415
14,45-16700,188509.0952
17,45-16700,699.900152
18,45-16700,545.7693676
19,45-16700,1640.058954
20,45-16700,705.5404464
21,45-16700,91065.26475
22,45-16700,243.2193768
23,45-16700,1996.403988
24,45-16700,4320.251243
25,45-16700,13.84976549
26,45-16700,705.6341228
27,45-16700,704.3116122
28,45-16700,2626.834216
29,45-16700,23610.04368
30,45-16700,15559.526
31,45-16700,167.5105317
32,45-16700,689.5746358
33,45-16700,4924.155955
34,45-16700,14698.03407
35,45-16700,7097.797048
36,45-16700,7416.500297
37,45-16700,277459.0806
38,45-16700,28528.74114
39,45-16700,7550.566955
40,45-16700,10558.78294
41,45-16700,125.9115426
43,45-16700,5761.729349
1,45-273,1817.877161
2,45-273,363.00381
3,45-273,688.112371
4,45-273,1901.130889
5,45-273,2418.349384
6,45-273,1825.482151
7,45-273,1075.913498
8,45-273,1217.761533
9,45-273,68935.29345
10,45-273,25.32826862
11,45-273,1.714206556
12,45-273,5.289340976
13,45-273,60.47319407
14,45-273,1269.879435
17,45-273,579.8596859
18,45-273,556.5179682
19,45-273,205.0463457
20,45-273,3604.175123
21,45-273,51332.25399
22,45-273,611.0810705
23,45-273,1178.91228
24,45-273,2285.317443
25,45-273,19.71698404
26,45-273,715.8257652
27,45-273,694.4390635
28,45-273,1757.451545
29,45-273,6543.568592
30,45-273,6911.642609
31,45-273,241.188748
32,45-273,2459.14935
33,45-273,6066.34688
34,45-273,15329.82542
35,45-273,26326.16334
36,45-273,11514.93427
37,45-273,17933.34733
38,45-273,8535.257116
39,45-273,6377.815842
40,45-273,6353.586349
41,45-273,121.2867964
43,45-273,3219.258279
1,45-99999,1732.901778
2,45-99999,128.9330686
3,45-99999,271.7630683
4,45-99999,653.9208349
5,45-99999,2404.978232
6,45-99999,1223.999874
7,45-99999,763.1059449
8,45-99999,2792.898321
9,45-99999,58947.42892
10,45-99999,25.32825754
11,45-99999,13.88600659
12,45-99999,8.301414607
13,45-99999,118.3872021
14,45-99999,175865.8832
15,45-99999,322.8860699
17,45-99999,636.3487492
18,45-99999,566.9639714
19,45-99999,225.5364092
20,45-99999,2190.990293
21,45-99999,21756.51157
22,45-99999,382.4834609
23,45-99999,2345.064695
24,45-99999,2186.030768
25,45-99999,14.94480953
26,45-99999,426.7631233
27,45-99999,614.4716898
28,45-99999,1959.835573
29,45-99999,8931.107769
30,45-99999,9162.922218
31,45-99999,247.5984875
32,45-99999,1084.752757
33,45-99999,3683.913746
34,45-99999,10282.62714
35,45-99999,9683.368402
36,45-99999,9456.176049
37,45-99999,27088.19294
38,45-99999,11062.14345
39,45-99999,6019.640195
40,45-99999,10667.78496
41,45-99999,154.184092
43,45-99999,2722.077585
1,46-99999,2981.109117
2,46-99999,117.4726423
3,46-99999,311.7747823
4,46-99999,115.1290928
5,46-99999,8687.896086
6,46-99999,1420.536511
7,46-99999,773.2944844
8,46-99999,997.9302234
9,46-99999,22869.97636
10,46-99999,253.150728
11,46-99999,5.121898642
12,46-99999,7.857437731
13,46-99999,49.37419341
16,46-99999,315.1873987
17,46-99999,537.5183774
18,46-99999,524.5873606
19,46-99999,200.3941429
20,46-99999,1944.286843
21,46-99999,21053.76348
22,46-99999,337.3093561
23,46-99999,5346.813808
24,46-99999,5254.582397
25,46-99999,18.88022656
26,46-99999,610.427506
27,46-99999,1436.56272
28,46-99999,2045.093888
29,46-99999,9896.362515
30,46-99999,15434.1191
31,46-99999,76.44376105
32,46-99999,2779.865503
33,46-99999,4011.963892
34,46-99999,11274.83335
35,46-99999,7934.004942
36,46-99999,11906.7829
37,46-99999,271570.4771
38,46-99999,8703.143705
39,46-99999,9017.233556
40,46-99999,2660.372791
41,46-99999,37.10980796
43,46-99999,3719.176415
1,47-368,1206.851881
2,47-368,138.2416328
3,47-368,622.9256165
4,47-368,387.144739
5,47-368,4714.258052
6,47-368,2408.039676
7,47-368,1468.885796
8,47-368,2372.936068
9,47-368,6768.097967
10,47-368,1728.068246
11,47-368,15.38607092
12,47-368,22.01761563
13,47-368,663.0089476
14,47-368,5801.040581
17,47-368,520.4816718
18,47-368,492.4249797
19,47-368,398.3441262
20,47-368,685.2055446
21,47-368,429279.3436
22,47-368,264.4438002
23,47-368,4943.579054
24,47-368,4700.031743
25,47-368,20.47414622
26,47-368,926.2542494
27,47-368,2544.606243
28,47-368,2530.854631
29,47-368,8110.46287
30,47-368,35753.19052
31,47-368,145.3460624
32,47-368,1147.120641
33,47-368,6238.927236
34,47-368,8656.697142
35,47-368,9834.46765
36,47-368,16073.89865
37,47-368,235369.8243
38,47-368,63403.57675
39,47-368,6189.962978
40,47-368,6436.196935
41,47-368,109.2101927
43,47-368,3603.08598
1,47-400,2344.021819
2,47-400,111.4887074
3,47-400,876.5400125
4,47-400,422.4714842
5,47-400,6052.550289
6,47-400,1477.750302
7,47-400,700.5379198
8,47-400,2842.945554
9,47-400,44656.25519
10,47-400,331.8691708
11,47-400,8.484827228
12,47-400,6.588079963
13,47-400,117.8541237
14,47-400,1264.118058
17,47-400,527.6841295
18,47-400,529.3738483
19,47-400,185.7869827
20,47-400,632.5510728
21,47-400,30978.9661
22,47-400,487.7755312
23,47-400,1869.967593
24,47-400,3868.061298
25,47-400,19.96934281
26,47-400,822.7918488
27,47-400,1611.349417
28,47-400,3003.597379
29,47-400,1398.457204
30,47-400,32287.90311
31,47-400,163.8438264
32,47-400,1317.695188
33,47-400,4172.573647
34,47-400,12222.95194
35,47-400,9292.366184
36,47-400,9339.899806
37,47-400,9091.09014
38,47-400,80991.57291
39,47-400,4428.6706
40,47-400,8862.253053
41,47-400,8.23174882
43,47-400,2948.706448
1,47-314,1829.667466
2,47-314,110.421543
3,47-314,482.0581897
4,47-314,130.6595564
5,47-314,3590.559168
6,47-314,8148.354851
7,47-314,1644.412475
8,47-314,2589.36799
9,47-314,131194.023
10,47-314,25.34386812
11,47-314,5.287686129
12,47-314,12.38992448
13,47-314,125.501295
14,47-314,1155.479445
16,47-314,315.0887574
17,47-314,514.3157091
18,47-314,494.5389227
19,47-314,298.5303299
20,47-314,1496.734053
21,47-314,61393.91342
22,47-314,117.753107
23,47-314,10472.98506
24,47-314,3809.022746
25,47-314,16.42754999
26,47-314,1158.640114
27,47-314,608.6822004
28,47-314,2377.836226
29,47-314,4333.089229
30,47-314,9418.087873
31,47-314,370.8116055
32,47-314,1048.635818
33,47-314,4133.912821
34,47-314,6187.197383
35,47-314,9993.535668
36,47-314,5747.183399
37,47-314,8829.252767
38,47-314,96373.66725
39,47-314,5870.976076
40,47-314,8707.488308
41,47-314,102.4148043
43,47-314,2585.790122
1,47-99999,1753.862359
2,47-99999,137.5164766
3,47-99999,353.2317504
4,47-99999,211.6595778
5,47-99999,2508.635206
6,47-99999,1975.577393
7,47-99999,1661.426387
8,47-99999,3825.281105
9,47-99999,111601.2704
10,47-99999,51.92174133
11,47-99999,8.476298622
12,47-99999,15.03478827
13,47-99999,127.2131448
14,47-99999,65610.89768
15,47-99999,64.70635864
16,47-99999,315.1874802
17,47-99999,520.2852322
18,47-99999,539.6062788
19,47-99999,251.2193694
20,47-99999,737.6841214
21,47-99999,1997.868627
22,47-99999,463.762761
23,47-99999,4227.488327
24,47-99999,2677.22849
25,47-99999,17.53533346
26,47-99999,677.4735213
27,47-99999,803.218267
28,47-99999,1652.466704
29,47-99999,6644.404708
30,47-99999,7181.065762
31,47-99999,259.8938182
32,47-99999,1361.679583
33,47-99999,2548.218058
34,47-99999,4946.317441
35,47-99999,9965.8792
36,47-99999,6114.145253
37,47-99999,5835.578978
38,47-99999,222804.4975
39,47-99999,5647.49747
40,47-99999,6372.996899
41,47-99999,105.2461991
43,47-99999,6897.064032
1,48-12420,3947.790068
2,48-12420,134.61903
3,48-12420,1195.544471
4,48-12420,724.01178
5,48-12420,10191.70262
6,48-12420,3659.252094
7,48-12420,1106.862673
8,48-12420,2974.653625
9,48-12420,22869.9673
10,48-12420,121.3975891
11,48-12420,15.90005012
12,48-12420,16.13109987
13,48-12420,65.82851101
16,48-12420,322.569929
17,48-12420,528.0220782
18,48-12420,481.6422831
19,48-12420,2589.783904
20,48-12420,496.3406544
21,48-12420,7640.264805
22,48-12420,296.6018816
23,48-12420,1745.072935
24,48-12420,5852.228678
25,48-12420,2521.61224
26,48-12420,1402.536324
27,48-12420,2068.526097
28,48-12420,4289.720321
29,48-12420,16098.47439
30,48-12420,10546.08693
31,48-12420,98.76697417
32,48-12420,1871.497659
33,48-12420,5377.404116
34,48-12420,3559.261812
35,48-12420,27152.57489
36,48-12420,4623.260798
37,48-12420,112020.0877
38,48-12420,97028.41105
39,48-12420,6470.570746
40,48-12420,5137.560183
41,48-12420,12.94218388
43,48-12420,4682.114309
1,48-13140,3319.517977
2,48-13140,101.2514755
3,48-13140,142.6091686
4,48-13140,64.63220429
5,48-13140,6920.729251
6,48-13140,2866.88953
7,48-13140,750.6121459
8,48-13140,1413.517677
9,48-13140,36569.7469
10,48-13140,25.32855376
11,48-13140,14.20453543
12,48-13140,20.77097585
13,48-13140,73.99434289
14,48-13140,185216.7561
16,48-13140,322.5699202
17,48-13140,513.4814472
18,48-13140,518.7466364
19,48-13140,362.3997644
20,48-13140,203.4518681
21,48-13140,1447520.305
22,48-13140,3363.789042
23,48-13140,2683.757238
24,48-13140,1421.939703
25,48-13140,14.40010182
26,48-13140,235.0457163
27,48-13140,625.6924
28,48-13140,3363.305731
29,48-13140,9772.614979
30,48-13140,16353.11719
31,48-13140,83.59661634
32,48-13140,594.324123
33,48-13140,8100.329791
34,48-13140,13198.36399
35,48-13140,12251.56049
36,48-13140,5938.478403
37,48-13140,2053.503823
38,48-13140,142419.2309
39,48-13140,8352.542241
40,48-13140,19953.07795
41,48-13140,106.9648534
43,48-13140,6282.542733
1,48-204,3613.587485
2,48-204,139.0058365
3,48-204,1486.157616
