"Industry_NAICS6_Make","Industry_NAICS6_Use","ProVal"
"33411A","1111B0",2.42957560242083
"335312","1111B0",31.0128168016402
"335911","1111B0",811.502039642917
"336310","1111B0",65.9169067689795
"336320","1111B0",495.946250928512
"336360","1111B0",25.1112025786589
"336390","1111B0",439.44604512653
"339920","1111B0",2.93054173097947
"339990","1111B0",49.819209426651
"423800","1111B0",12.64983322204
"424400","1111B0",0.843322214802667
"424900","1111B0",8.43322214802668
"425000","1111B0",0.843322214802667
"484000","1111B0",12.459060927418
"491000","1111B0",3.55853783560502
"492000","1111B0",18.1499737931907
"511120","1111B0",37.504534004447
"511200","1111B0",46.8806675055588
"517110","1111B0",38.1984901017141
"517210","1111B0",67.9084268474918
"517A00","1111B0",2.82951778531216
"522A00","1111B0",8.59229640005493
"523900","1111B0",38.0674523478984
"523A00","1111B0",52.5693389566216
"524100","1111B0",289.778940634162
"524200","1111B0",38.2726902724365
"52A000","1111B0",240.584299201538
"531000","1111B0",11302.9505831926
"532100","1111B0",312.901572808272
"532400","1111B0",593.710676610567
"533000","1111B0",38.9694266501144
"541100","1111B0",101.111302962863
"541200","1111B0",193.102447030608
"541512","1111B0",72.7568403034308
"54151A","1111B0",97.9990093882945
"541800","1111B0",1.13589674723887
"5419A0","1111B0",126.084538943515
"561400","1111B0",3.34492218844788
"561500","1111B0",2.50869164133591
"561700","1111B0",142.159193009035
"561900","1111B0",0.836230547111969
"562000","1111B0",51.3355034449711
"611A00","1111B0",31.3530598895014
"711100","1111B0",4.13022358614821
"711200","1111B0",11.0139295630619
"713900","1111B0",82.181226310703
"722110","1111B0",343.935878839872
"722211","1111B0",25.7148320627942
"722A00","1111B0",35.357894086342
"811100","1111B0",114.957364459624
"811200","1111B0",53.9595792361501
"811300","1111B0",16.4224806370892
"813B00","1111B0",30.498892611737
"1111A0","111200",6.32613881506608
"111200","111200",966.317704001343
"1121A0","111200",7.90767351883259
"112A00","111200",3.16306940753304
"115000","111200",1488.73049069334
"212310","111200",30.2354084218247
"2123A0","111200",0.839872456161798
"221100","111200",159.506855468287
"221200","111200",20.0860484663768
"221300","111200",138.239274739182
"230301","111200",217.741296400226
"314900","111200",167.957704724971
"3219A0","111200",122.443061393752
"322210","111200",60.7269302113446
"322220","111200",83.1000097628926
"322230","111200",1.06538474054991
"323110","111200",0.631540073660034
"324110","111200",318.220480994397
"325180","111200",49.8901023968299
"325310","111200",1845.93378868271
"325320","111200",1596.48327669856
"3259A0","111200",8.31501706613832
"326110","111200",12.4187487947069
"326210","111200",20.6979146578449
"326220","111200",2.06979146578449
"331200","111200",2.96427971169096
"332200","111200",26.3760000348535
"332310","111200",2.93066667053927
"332710","111200",0.976888890179758
"33299B","111200",3.90755556071903
"333111","111200",297.892893673309
"333920","111200",2.54609310831888
"333991","111200",15.2765586499133
"33399A","111200",5.09218621663776
"33411A","111200",2.42957560242083
"335312","111200",1.72293426675779
"335911","111200",62.0256336032803
"336310","111200",6.27780064466471
"336320","111200",56.5002058019824
"336360","111200",6.27780064466471
"336390","111200",31.3890032233236
"337900","111200",1.99080834826586
"339990","111200",5.86108346195895
"424400","111200",11.8065110072373
"424900","111200",2.529966644408
"425000","111200",2.529966644408
"484000","111200",4.53056760997019
"491000","111200",0.593089639267503
"492000","111200",11.4277612771941
"511200","111200",18.7522670022235
"517110","111200",15.5623478192169
"517210","111200",9.90331224859255
"522A00","111200",3.43691856002197
"523900","111200",7.2509433043616
"523A00","111200",3.6254716521808
"524100","111200",194.097214953071
"524200","111200",17.7694633407741
"52A000","111200",21.1943311201355
"531000","111200",1034.95293136255
"532100","111200",131.808354845975
"532400","111200",144.416110526895
"533000","111200",14.900074895632
"541100","111200",28.4375539583052
"541200","111200",53.387147120227
"541512","111200",28.2118360360242
"54151A","111200",38.6056703650857
"541800","111200",1.13589674723887
"561500","111200",3.34492218844788
"561700","111200",43.4839884498224
"561900","111200",1.67246109422394
"562000","111200",6.30436007218943
"611A00","111200",5.22550998158357
"711200","111200",1.37674119538274
"713900","111200",16.4362452621406
"722110","111200",38.5722480941913
"722211","111200",6.42870801569855
"722A00","111200",3.21435400784927
"811100","111200",9.38427464976524
"811200","111200",4.69213732488262
"811300","111200",2.34606866244131
"813B00","111200",7.03820598732393
"111200","111300",9.48920822259912
"111300","111300",653.173832655572
"1121A0","111300",45.864506409229
"112A00","111300",18.9784164451982
"115000","111300",3674.48980413578
"212310","111300",21.8366838602067
"2123A0","111300",3.35948982464719
"221100","111300",241.032581596522
"221200","111300",75.6180648145951
"221300","111300",210.312742765593
"230301","111300",294.817861497651
"314900","111300",232.406591421763
"3219A0","111300",156.638871332548
"322210","111300",76.7077013195932
"322220","111300",134.238477309288
"323110","111300",0.631540073660034
"324110","111300",389.884074569543
"325180","111300",48.2270989836023
"325310","111300",1887.5088740134
"325320","111300",2484.52709936213
"3259A0","111300",13.3040273058213
"326110","111300",3.10468719867673
"326210","111300",33.1166634525518
"326220","111300",2.06979146578449
"331200","111300",3.95237294892128
"332200","111300",34.1911111562915
"332310","111300",3.90755556071903
"332710","111300",1.95377778035952
"33299B","111300",3.90755556071903
"333111","111300",501.58034233882
"333920","111300",5.09218621663776
"333991","111300",17.8226517582322
"33399A","111300",5.09218621663776
"33411A","111300",2.42957560242083
"335312","111300",1.72293426675779
"335911","111300",98.2072532051938
"336310","111300",6.27780064466471
"336320","111300",87.889209025306
"336360","111300",6.27780064466471
"336390","111300",53.3613054796501
"339990","111300",8.79162519293842
"423800","111300",1.68664442960533
"424400","111300",27.829633088488
"424900","111300",4.21661107401334
"425000","111300",15.179799866448
"484000","111300",9.06113521994039
"492000","111300",17.477752541591
"511200","111300",23.4403337527794
"517110","111300",18.391865604529
"517210","111300",18.391865604529
"522A00","111300",5.72819760003662
"523900","111300",9.063679130452
"523A00","111300",3.6254716521808
"524100","111300",399.129484269695
"524200","111300",45.1070992496573
"52A000","111300",48.6896796003113
"531000","111300",435.112848153226
"532100","111300",114.615960735631
"532400","111300",128.369876023906
"533000","111300",18.3385537177009
"541100","111300",33.7037676542877
"541200","111300",70.4255983288102
"541512","111300",35.6360034139253
"54151A","111300",47.514671218567
"561400","111300",0.836230547111969
"561700","111300",48.5013717324942
"562000","111300",9.90685154201197
"611A00","111300",5.22550998158357
"711100","111300",1.37674119538274
"711200","111300",2.75348239076548
"713900","111300",16.4362452621406
"722110","111300",64.2870801569854
"722211","111300",19.2861240470956
"722A00","111300",6.42870801569855
"811100","111300",14.0764119746479
"811200","111300",4.69213732488262
"811300","111300",2.34606866244131
"813B00","111300",9.38427464976524
"111400","111400",6538.06446537079
"111900","111400",1.58153470376652
"1121A0","111400",30.0491593715639
"112A00","111400",14.2338123338987
"115000","111400",1360.92214967992
"212310","111400",23.5164287725303
"221100","111400",72.073468026411
"221200","111400",293.020001156556
"221300","111400",40.1720969327537
"230301","111400",202.325983380741
"322291","111400",1.06538474054991
"323110","111400",0.631540073660034
"324110","111400",1227.66560898375
"325180","111400",44.9010921571469
"325310","111400",2082.08027336104
"325320","111400",1044.36614350697
"3259A0","111400",8.31501706613832
"326110","111400",22.7677061236293
"326190","111400",399.469752896406
"326210","111400",25.8723933223061
"326220","111400",2.06979146578449
"331200","111400",3.95237294892128
"332200","111400",32.237333375932
"332310","111400",2.93066667053927
"332710","111400",0.976888890179758
"33299B","111400",1.95377778035952
"333111","111400",387.00615246447
"333920","111400",2.54609310831888
"333991","111400",17.8226517582322
"33399A","111400",2.54609310831888
"335312","111400",1.72293426675779
"335911","111400",68.9173706703115
"336310","111400",6.27780064466471
"336320","111400",40.8057041903206
"336360","111400",6.27780064466471
"336390","111400",37.6668038679883
"339990","111400",2.93054173097947
"423800","111400",1.68664442960533
"424900","111400",4.21661107401334
"425000","111400",0.843322214802667
"492000","111400",11.4277612771941
"511200","111400",9.37613350111175
"517110","111400",31.1246956384337
"517210","111400",19.8066244971851
"517A00","111400",5.65903557062431
"522A00","111400",1.14563952000732
"523900","111400",7.2509433043616
"524100","111400",334.886039883819
"524200","111400",15.0356997498857
"52A000","111400",26.9225287201721
"531000","111400",712.986062843813
"532100","111400",11.4615960735631
"532400","111400",354.163318673099
"533000","111400",9.16927685885046
"541100","111400",7.37269917437542
"541200","111400",53.387147120227
"541512","111400",17.8180017069626
"54151A","111400",23.7573356092835
"561400","111400",0.836230547111969
"561700","111400",36.7941440729266
"562000","111400",12.6087201443789
"611A00","111400",5.22550998158357
"711100","111400",1.37674119538274
"711200","111400",4.13022358614821
"713900","111400",32.8724905242812
"722110","111400",83.5732042040811
"722211","111400",12.8574160313971
"722A00","111400",9.64306202354782
"811200","111400",4.69213732488262
"811300","111400",21.1146179619718
"813B00","111400",9.38427464976524
"1111B0","111900",786.02274777196
"111900","111900",1483.47955213299
"1121A0","111900",25.3045552602643
"112300","111900",6.32613881506608
"112A00","111900",60.0983187431277
"115000","111900",3863.83549452603
"212310","111900",63.8303066682966
"2123A0","111900",236.004160181465
"221100","111900",272.933952690179
"221200","111900",154.780726417374
"221300","111900",330.829033563854
"230301","111900",460.532476457115
"314900","111900",78.1198626627774
"321910","111900",4.41236257274784
"3219A0","111900",16.5463596478044
"322210","111900",23.4384642920979
"322230","111900",1.06538474054991
"322291","111900",2.13076948109981
"323110","111900",0.631540073660034
"324110","111900",1118.46394258352
"325180","111900",79.8241638349279
"325190","111900",903.010853382622
"325310","111900",2983.42812333043
"325320","111900",2753.93365230501
"325520","111900",3.32600682645533
"325610","111900",41.5750853306916
"3259A0","111900",23.2820477851873
"326110","111900",2.06979146578449
"326120","111900",17.5932274591681
"326190","111900",19.6630189249526
"326210","111900",70.3729098366725
"326220","111900",3.10468719867673
"327330","111900",6.05396268354642
"331200","111900",8.89283913507288
"332200","111900",49.8213333991676
"332310","111900",4.88444445089879
"332710","111900",2.93066667053927
"33299B","111900",8.79200001161782
"333111","111900",1168.65673671837
"33329A","111900",7.63827932495664
"333920","111900",117.120282982669
"333991","111900",422.651455980934
"33399A","111900",12.7304655415944
"334111","111900",116.6196289162
"335911","111900",198.137440677145
"336310","111900",15.6945016116618
"336320","111900",116.139311926297
"336360","111900",9.41670096699707
"336390","111900",109.861511281632
"339990","111900",11.7221669239179
"424900","111900",4.21661107401334
"425000","111900",3.37328885921067
"484000","111900",12.459060927418
"491000","111900",0.593089639267503
"492000","111900",14.1166462835928
"511200","111900",14.0642002516676
"517110","111900",32.5394545310898
"517210","111900",15.5623478192169
"522A00","111900",18.3302323201172
"523900","111900",10.8764149565424
"523A00","111900",25.3783015652656
"524100","111900",974.586720151686
"524200","111900",109.350543635533
"52A000","111900",87.0686035205566
"531000","111900",1960.08770602103
"532100","111900",192.55481403586
"532400","111900",263.616709691951
"533000","111900",12.6077556809194
"541100","111900",34.7570103934841
"541200","111900",94.2794300208266
"541300","111900",1.13589674723887
"541512","111900",23.7573356092835
"54151A","111900",31.1815029871846
"541800","111900",1.13589674723887
"5419A0","111900",28.3974186809718
"561400","111900",0.836230547111969
"561500","111900",2.50869164133591
"561700","111900",46.8289106382703
"561900","111900",2.50869164133591
"562000","111900",16.2112116142014
"611A00","111900",5.22550998158357
"711100","111900",1.37674119538274
"711200","111900",2.75348239076548
"713900","111900",16.4362452621406
"722110","111900",99.6449742433275
"722211","111900",9.64306202354782
"722A00","111900",3.21435400784927
"811100","111900",37.5370985990609
"811200","111900",16.4224806370892
"811300","111900",4.69213732488262
"813B00","111900",16.4224806370892
"1111B0","112120",3101.38955408614
"111900","112120",2266.33923049742
"1121A0","112120",2881.5562302626
"112A00","112120",210.344115600947
"115000","112120",944.36163082137
"212310","112120",64.6701791244584
"2123A0","112120",3.35948982464719
"221100","112120",552.957098956727
"221200","112120",67.3473389754988
"221300","112120",30.7198388309293
"230301","112120",177.276099724078
"311119","112120",34420.6021243888
"311210","112120",533.368996078641
"311221","112120",146.415018531392
"31122A","112120",1487.68117043503
"311300","112120",352.964776816748
"31161A","112120",18.301877316424
"312120","112120",10.4582156093851
"312140","112120",1064.12343825494
"314900","112120",5.8589896997083
"321100","112120",5.5154532159348
"3219A0","112120",4.41236257274784
"322291","112120",2.13076948109981
"323110","112120",5.6838606629403
"324110","112120",969.164789301971
"325180","112120",9.97802047936599
"325310","112120",638.593310679423
"325320","112120",1132.50532440804
"325412","112120",29.934061438098
"325414","112120",3.32600682645533
"325610","112120",64.857133115879
"3259A0","112120",73.1721501820172
"326210","112120",147.990089803591
"326220","112120",15.5234359933836
"331200","112120",23.7142376935277
"33211B","112120",1.95377778035952
"332200","112120",190.493333585053
"332310","112120",18.5608889134154
"332710","112120",8.79200001161782
"33299B","112120",10.7457777919773
"333111","112120",2072.51979017157
"333920","112120",25.4609310831888
"333991","112120",104.389817441074
"33399A","112120",38.1913966247832
"33451A","112120",2.42957560242083
"335110","112120",5.16880280027336
"335312","112120",17.2293426675779
"335911","112120",437.625303756478
"336310","112120",34.5279035456559
"336320","112120",420.612643192536
"336360","112120",28.2501029009912
"336390","112120",235.417524174927
"339990","112120",58.6108346195895
"424400","112120",195.650753834219
"424900","112120",0.843322214802667
"425000","112120",691.524216138187
"484000","112120",11.3264190249255
"491000","112120",4.74471711414003
"492000","112120",4.70554876119759
"511120","112120",51.5687342561147
"511200","112120",9.37613350111175
"517110","112120",73.5674624181161
"517210","112120",84.8855335593647
"517A00","112120",18.391865604529
"522A00","112120",3.43691856002197
"523900","112120",7.2509433043616
"523A00","112120",5.4382074782712
"524100","112120",276.11012267972
"524200","112120",19.1363451362182
"52A000","112120",46.3984005602966
"531000","112120",1821.98305440834
"532100","112120",236.108879115399
"532400","112120",255.593592440457
"541100","112120",52.6621369598244
"541200","112120",274.887012831807
"541512","112120",11.8786678046418
"54151A","112120",17.8180017069626
"541940","112120",46.5717666367938
"561300","112120",1.67246109422394
"561400","112120",4.18115273555985
"561700","112120",45.1564495440464
"562000","112120",28.8199317585803
"711100","112120",8.26044717229643
"711200","112120",13.7674119538274
"713900","112120",98.6174715728436
"721000","112120",2.38117685070993
"722110","112120",173.575116423861
"722211","112120",35.357894086342
"722A00","112120",48.2153101177391
"811100","112120",72.7281285356806
"811200","112120",35.1910299366196
"811300","112120",9.38427464976524
"813B00","112120",60.9977852234741
"1111B0","1121A0",10038.0007648061
"111900","1121A0",3906.3907183033
"1121A0","1121A0",37899.8976410609
"112A00","1121A0",937.850079333545
"115000","1121A0",1589.32038871316
"212310","1121A0",57.951199475164
"221100","1121A0",185.500565248304
"221200","1121A0",245.758710647434
"221300","1121A0",72.073468026411
"311119","1121A0",21224.9485792471
"31122A","1121A0",677.169460707687
"314900","1121A0",42.9659244645276
"316000","1121A0",104.929114098112
"3219A0","1121A0",3.30927192956088
"323110","1121A0",3.7892404419602
"324110","1121A0",1854.72205276627
"324190","1121A0",27.3004166000555
"325180","1121A0",3.32600682645533
"325320","1121A0",771.633583737637
"325412","1121A0",29.934061438098
"325414","1121A0",759.992559845043
"326120","1121A0",181.106753256143
"331200","1121A0",21.7380512190671
"332200","1121A0",189.516444694873
"332310","1121A0",19.5377778035952
"332500","1121A0",4.88444445089879
"332600","1121A0",900.691556745736
"332710","1121A0",1.95377778035952
"33299B","1121A0",3.90755556071903
"333111","1121A0",888.58649480329
"333920","1121A0",22.9148379748699
"33399A","1121A0",58.5601414913343
"335110","1121A0",3.44586853351557
"336320","1121A0",222.861922885597
"339990","1121A0",647.649722546464
"424900","1121A0",1.68664442960533
"425000","1121A0",194.807431619416
"492000","1121A0",11.4277612771941
"511200","1121A0",9.37613350111175
"517110","1121A0",107.521675841862
"517210","1121A0",8.48855335593647
"517A00","1121A0",21.2213833898412
"522A00","1121A0",5.15537784003295
"523900","1121A0",7.2509433043616
"523A00","1121A0",302.726882957097
"524100","1121A0",76.5453805448729
"524200","1121A0",21.8701087271065
"52A000","1121A0",125.447527440802
"531000","1121A0",2975.90565553363
"532100","1121A0",224.647283041836
"532400","1121A0",239.547357937468
"541100","1121A0",62.1413216125928
"541200","1121A0",135.171712921426
"541512","1121A0",17.8180017069626
"54151A","1121A0",25.2421690848637
"541940","1121A0",21.5820381975386
"561700","1121A0",81.114363069861
"562000","1121A0",45.0311433727817
"611A00","1121A0",10.4510199631671
"711200","1121A0",1.37674119538274
"713900","1121A0",16.4362452621406
"722110","1121A0",318.221046777078
"722211","1121A0",9.64306202354782
"722A00","1121A0",3.21435400784927
"813B00","1121A0",11.7303433122065
"1111B0","112300",2993.84519423002
"112300","112300",7974.09797639079
"115000","112300",655.60945297624
"212100","112300",770.163042300369
"212310","112300",7.55885210545618
"221100","112300",171.322178095567
"221200","112300",230.39879123197
"221300","112300",53.1689518227622
"230301","112300",131.030160665623
"311119","112300",54536.9798490411
"311210","112300",287.600929258091
"31122A","112300",2674.68864210025
"311300","112300",20.9164312187703
"311514","112300",130.727695117314
"31161A","112300",222.237081699434
"312120","112300",5.22910780469256
"312140","112300",580.430966320874
"3219A0","112300",6.61854385912176
"322299","112300",18.1115405893484
"323110","112300",0.631540073660034
"324110","112300",789.152667345354
"325320","112300",262.754539289971
"325412","112300",463.977952290518
"325414","112300",277.72157000902
"325610","112300",8.31501706613832
"3259A0","112300",8.31501706613832
"326210","112300",9.31406159603019
"331200","112300",3.95237294892128
"332200","112300",32.237333375932
"332310","112300",2.93066667053927
"332710","112300",0.976888890179758
"333111","112300",142.581214065857
"333920","112300",2.54609310831888
"333991","112300",17.8226517582322
"335911","112300",25.8440140013668
"336310","112300",3.13890032233236
"336320","112300",18.8334019339941
"336360","112300",6.27780064466471
"336390","112300",12.5556012893294
"339990","112300",8.79162519293842
"424400","112300",14.3364776516453
"425000","112300",4.21661107401334
"484000","112300",53.2341694171498
"491000","112300",0.593089639267503
"492000","112300",14.1166462835928
"511120","112300",18.7522670022235
"511200","112300",9.37613350111175
"517110","112300",62.2493912768674
"517210","112300",31.1246956384337
"517A00","112300",12.7328300339047
"522A00","112300",9.16511616005859
"523900","112300",10.8764149565424
"523A00","112300",3.6254716521808
"524100","112300",159.925170066967
"524200","112300",32.8051630906598
"52A000","112300",14.8933137600952
"531000","112300",302.831886668784
"532100","112300",93.9850878032172
"532400","112300",98.5697262326424
"541100","112300",76.8867199613437
"541200","112300",124.948642196276
"541512","112300",17.8180017069626
"54151A","112300",25.2421690848637
"541940","112300",422.553589972861
"561400","112300",1.67246109422394
"561700","112300",51.0100633738301
"562000","112300",30.6211774934915
"611A00","112300",10.4510199631671
"711100","112300",1.37674119538274
"711200","112300",5.50696478153095
"713900","112300",98.6174715728436
"722110","112300",170.360762416011
"722211","112300",16.0717700392464
"722A00","112300",16.0717700392464
"811100","112300",9.38427464976524
"811200","112300",4.69213732488262
"811300","112300",2.34606866244131
"813B00","112300",25.8067552868544
"1111B0","112A00",321.051544864603
"111900","112A00",167.642678599251
"112120","112A00",3.16306940753304
"1121A0","112A00",404.872884164229
"112A00","112A00",3221.5861915724
"115000","112A00",391.708896994829
"212310","112A00",26.8759185971775
"2123A0","112A00",0.839872456161798
"221100","112A00",81.5257261282354
"221200","112A00",27.1752420427451
"221300","112A00",11.8153226272805
"230301","112A00",136.810903047929
"311119","112A00",7325.98003437428
"311210","112A00",23.5309851211165
"311221","112A00",7.84366170703884
"31122A","112A00",271.913605844013
"311300","112A00",10.4582156093851
"311514","112A00",10.4582156093851
"31161A","112A00",13.0727695117314
"312140","112A00",81.0511709727347
"316000","112A00",359.756962622098
"321100","112A00",1.10309064318696
"324110","112A00",241.438059306741
"325180","112A00",3.32600682645533
"325320","112A00",201.223413000547
"325412","112A00",84.8131740746109
"325414","112A00",3.32600682645533
"3259A0","112A00",9.97802047936599
"326210","112A00",25.8723933223061
"326220","112A00",2.06979146578449
"331200","112A00",1.97618647446064
"332200","112A00",14.6533333526964
"332310","112A00",0.976888890179758
"332710","112A00",0.976888890179758
"33299B","112A00",0.976888890179758
"333111","112A00",450.658480172442
"333920","112A00",2.54609310831888
"333991","112A00",7.63827932495664
"33399A","112A00",2.54609310831888
"335911","112A00",75.8091077373426
"336310","112A00",6.27780064466471
"336320","112A00",50.2224051573177
"336360","112A00",3.13890032233236
"336390","112A00",40.8057041903206
"425000","112A00",74.2123549026347
"484000","112A00",11.3264190249255
"492000","112A00",11.4277612771941
"511200","112A00",4.68806675055588
"517110","112A00",15.5623478192169
"517210","112A00",18.391865604529
"522A00","112A00",9.73793592006225
"523900","112A00",5.4382074782712
"523A00","112A00",1.8127358260904
"524100","112A00",91.5810802947587
"524200","112A00",39.6395720678806
"52A000","112A00",19.4758718401245
"531000","112A00",273.713436027555
"532100","112A00",32.0924690059766
"532400","112A00",33.2386286133329
"541100","112A00",27.3843112191087
"541200","112A00",39.7563861533606
"541300","112A00",1.13589674723887
"541512","112A00",7.4241673779011
"54151A","112A00",8.90900085348132
"541940","112A00",55.6589406147048
"561300","112A00",3.34492218844788
"561400","112A00",0.836230547111969
"561700","112A00",13.3796887537915
"562000","112A00",6.30436007218943
"611A00","112A00",5.22550998158357
"711100","112A00",1.37674119538274
"711200","112A00",2.75348239076548
"713900","112A00",49.3087357864218
"722110","112A00",35.357894086342
"722211","112A00",9.64306202354782
"722A00","112A00",9.64306202354782
"811100","112A00",21.1146179619718
"811200","112A00",9.38427464976524
"811300","112A00",2.34606866244131
"813B00","112A00",7.03820598732393
"112A00","113000",26.6142646610991
"113000","113000",8376.57090322324
"115000","113000",6395.07002983076
"212100","113000",3.5333697984343
"221100","113000",34.7952033390215
"221200","113000",62.1342916768241
"221300","113000",4.97074333414593
"230301","113000",24.319764740847
"311119","113000",208.990697118224
"3219A0","113000",2.32036848867765
"324110","113000",768.084185484188
"324190","113000",10.767535310526
"325320","113000",6.99630758442183
"326190","113000",41.3614690574429
"327320","113000",106.121713034893
"332310","113000",106.85485821954
"332500","113000",2.05490111960654
"333111","113000",342.767797255255
"333920","113000",16.0672404963401
"336310","113000",6.60272611505206
"336350","113000",6.60272611505206
"336390","113000",6.60272611505206
"3363A0","113000",6.60272611505206
"423900","113000",10.6436491241181
"424900","113000",7.09576608274537
"511200","113000",9.86142202183794
"517110","113000",71.4232210860502
"517210","113000",26.7837079072688
"522A00","113000",2.40987071917192
"523900","113000",3.81311827376665
"524100","113000",11.5010292780018
"524200","113000",69.0061756680105
"52A000","113000",9.63948287668769
"531000","113000",112.002044602257
"532100","113000",4.82192946215385
"532400","113000",253.151296763077
"541100","113000",17.7241011193736
"541200","113000",45.3981562297762
"541300","113000",160.088235126053
"541512","113000",28.1103347766997
"54151A","113000",28.1103347766997
"541800","113000",2.38937664367243
"5419A0","113000",2.38937664367243
"561500","113000",3.51804817269113
"561700","113000",14.0721926907645
"562000","113000",5.68342302983083
"711500","113000",2.89599672208358
"722110","113000",148.751770800841
"722211","113000",60.8529971457987
"811100","113000",419.474342901143
"811200","113000",291.164543896087
"811300","113000",750.118824952632
"811400","113000",128.309799005055
"S00203","113000",4.57769841376972
"115000","114000",34.8505178737371
"221100","114000",67.10503501097
"221200","114000",32.3098316719485
"221300","114000",9.94148666829186
"230301","114000",72.959294222541
"311119","114000",214.490452305545
"314900","114000",230.056900849386
"321100","114000",13.9222109320659
"321910","114000",146.183214786692
"324110","114000",791.413845323661
"324190","114000",138.183369818417
"325320","114000",45.4759992987419
"326120","114000",32.6537913611391
"326190","114000",76.192179842658
"326210","114000",8.70767769630378
"326290","114000",21.7691942407594
"327310","114000",4.24486852139573
"327320","114000",19.1019083462808
"327400","114000",14.857039824885
"332200","114000",16.4392089568524
"332310","114000",20.5490111960654
"332320","114000",45.207824631344
"332500","114000",115.074462697966
"332600","114000",41.0980223921309
"332710","114000",16.4392089568524
"33299B","114000",16.4392089568524
