dms_orig,SCTG_Code,tons_2030,value_density_2030
11,1,954.993008,0.6612979343404785
11,2,54.443254,0.058464479364146754
11,3,420.39180799999997,0.17996176319401544
11,4,596.796189,0.1810763841858246
11,5,364.965938,1.1952998638464722
11,6,455.809517,0.26096174402606864
11,7,3228.962012,0.3792559189141677
11,8,241.573176,1.272190044394664
11,9,0.071963,167.9495087753429
11,10,9.340609,0.012664163546509653
11,11,454.663477,0.026633852536169293
11,12,22177.091074,0.014777194195870307
11,13,1387.169816,0.061399190652516325
11,14,60.359991,3.097080804733718
11,15,2209.8293219999996,0.033855135215732295
11,17,4365.181973,0.26257019583362057
11,18,1354.5446359999999,0.2661620465787294
11,19,7628.359455,0.0986467729974059
11,20,111.019708,0.7159634485797783
11,21,175.96701299999998,50.729204470271945
11,22,181.152575,0.41599351817107755
11,23,972.201359,0.6233104756439658
11,24,614.42685,1.8883311080887824
11,25,5640.179319000001,0.009023752547822141
11,26,5215.487437,0.1852775140717878
11,27,331.50205900000003,0.5632393900153724
11,28,191.947673,1.1006090524473302
11,29,18.400441,5.480652175673399
11,30,150.67637100000002,8.322130969692653
11,31,12141.982618,0.07012910792984303
11,32,1837.767984,0.5800569844947304
11,33,3158.868349,0.8127860074677649
11,34,348.927222,7.109347487368011
11,35,161.881383,8.056864318363278
11,36,4113.578777,3.1835968657565834
11,37,366.815243,0.43309892113725496
11,38,11.880135,67.82702132593612
11,39,1216.383193,0.7661915331150092
11,40,1066.114524,1.6358824129479732
11,41,2061.788432,0.051471249597155565
11,43,2312.129471,1.4370626451393906
12,1,29.121274999999997,1.9751347768942127
12,2,63.782817,0.14139138758954467
12,3,1064.5883589999999,0.09879873907206609
12,4,105.73580299999999,1.1810983314705616
12,5,64.807276,2.9667391590413397
12,6,36.837084,0.9282083647011801
12,7,126.51563499999999,0.3183941257537063
12,8,127.199512,1.1513914495206554
12,9,0.107011,11.435002009139247
12,10,11.495541000000001,0.14347393480654802
12,11,898.319372,0.003880127278386244
12,12,1365.0959129999999,0.007460317185785906
12,13,131.085474,0.056831365617215523
12,16,162.32500800000003,0.16128495739855436
12,17,2844.00694,0.20472340197594593
12,18,5543.159901999999,0.23077893333700192
12,19,48140.127792,0.08451822324983828
12,20,3515.555485,0.4539863372402441
12,21,1.759176,142.10506453021188
12,22,59.778283,0.2311904224482326
12,23,298.814135,1.182148719303389
12,24,263.256859,1.6882390061487438
12,25,1396.360981,0.006671210830689918
12,26,1457.882262,0.3113639453828542
12,27,170.518228,0.5227653608973699
12,28,26.072235,1.0456308981566023
12,29,15.216661,2.0419574635986173
12,30,266.102425,1.7888785098444706
12,31,2137.170665,0.10639424647914116
12,32,5655.488943,0.5040708963861553
