"","NAICS","size_group","total_emp","total_est","total_firm","emp_per_est","est_per_firm"
"1070",334290,1,1098,239,239,4.59414225941423,1
"1071",334290,2,2791,67,65,41.6567164179104,1.03076923076923
"1072",334290,3,2877,24,20,119.875,1.2
"1073",334290,4,254,4,4,63.5,1
"1074",334310,1,1875,397,397,4.72292191435768,1
"1075",334310,2,2488,61,60,40.7868852459016,1.01666666666667
"1076",334310,3,2682,22,19,121.909090909091,1.15789473684211
"1077",334412,1,1666,279,279,5.97132616487455,1
"1078",334412,2,5378,121,121,44.4462809917355,1
"1079",334412,3,6490,52,44,124.807692307692,1.18181818181818
"1080",334412,7,775,4,4,193.75,1
"1081",334413,1,2928,509,509,5.7524557956778,1
"1082",334413,2,5992,151,151,39.682119205298,1
"1083",334413,3,9855,68,52,144.926470588235,1.30769230769231
"1084",334413,4,6018,26,22,231.461538461538,1.18181818181818
"1085",334416,1,1265,168,166,7.52976190476191,1.01204819277108
"1086",334416,2,5433,130,124,41.7923076923077,1.04838709677419
"1087",334416,3,3239,35,28,92.5428571428571,1.25
"1088",334416,4,576,3,3,192,1
"1089",334416,7,1141,3,3,380.333333333333,1
"1090",334417,1,490,83,83,5.90361445783132,1
"1091",334417,2,1517,42,41,36.1190476190476,1.02439024390244
"1092",334417,3,2553,21,18,121.571428571429,1.16666666666667
"1093",334418,1,2652,377,377,7.03448275862069,1
"1094",334418,2,12220,282,279,43.3333333333333,1.01075268817204
"1095",334418,3,16861,118,99,142.889830508475,1.19191919191919
"1096",334419,1,3536,596,596,5.93288590604027,1
"1097",334419,2,11065,262,258,42.2328244274809,1.01550387596899
"1098",334419,3,11571,113,86,102.398230088496,1.31395348837209
"1099",334419,4,4692,25,17,187.68,1.47058823529412
"1100",334510,1,2237,394,394,5.67766497461929,1
"1101",334510,2,6384,150,146,42.56,1.02739726027397
"1102",334510,3,9109,65,62,140.138461538462,1.04838709677419
"1103",334510,4,5300,21,19,252.380952380952,1.10526315789474
"1104",334510,6,2202,10,9,220.2,1.11111111111111
"1105",334511,1,1553,242,242,6.41735537190083,1
"1106",334511,2,4441,108,106,41.1203703703704,1.0188679245283
"1107",334511,3,2648,23,19,115.130434782609,1.21052631578947
"1108",334511,4,1025,4,4,256.25,1
"1109",334512,1,730,167,167,4.37125748502994,1
"1110",334512,2,2017,51,51,39.5490196078431,1
"1111",334512,3,1455,15,13,97,1.15384615384615
"1112",334512,5,222,3,3,74,1
"1113",334512,6,103,3,3,34.3333333333333,1
"1114",334513,1,2691,517,516,5.20502901353965,1.00193798449612
"1115",334513,2,5714,156,154,36.6282051282051,1.01298701298701
"1116",334513,3,6828,53,44,128.830188679245,1.20454545454545
"1117",334514,1,557,105,105,5.3047619047619,1
"1118",334514,2,1692,38,38,44.5263157894737,1
"1119",334514,3,1636,10,9,163.6,1.11111111111111
"1120",334514,4,1025,5,4,205,1.25
"1121",334514,5,1944,9,7,216,1.28571428571429
"1122",334514,7,4014,13,9,308.769230769231,1.44444444444444
"1123",334515,1,2666,474,474,5.62447257383966,1
"1124",334515,2,6524,169,166,38.603550295858,1.01807228915663
"1125",334515,3,7004,69,52,101.507246376812,1.32692307692308
"1126",334515,4,2700,11,10,245.454545454545,1.1
"1127",334515,6,3164,8,6,395.5,1.33333333333333
"1128",334516,1,2316,365,365,6.34520547945205,1
"1129",334516,2,5859,134,132,43.7238805970149,1.01515151515152
"1130",334516,3,7467,59,49,126.559322033898,1.20408163265306
"1131",334516,4,4820,22,15,219.090909090909,1.46666666666667
"1132",334516,5,2773,18,14,154.055555555556,1.28571428571429
"1133",334517,1,427,83,83,5.14457831325301,1
"1134",334517,2,1294,29,29,44.6206896551724,1
"1135",334517,3,1156,10,10,115.6,1
"1136",334517,7,5800,11,8,527.272727272727,1.375
"1137",334519,1,3220,568,568,5.66901408450704,1
"1138",334519,2,6466,180,171,35.9222222222222,1.05263157894737
"1139",334519,3,8110,64,56,126.71875,1.14285714285714
"1140",334519,4,232,4,4,58,1
"1141",334519,5,1884,16,11,117.75,1.45454545454545
"1142",334519,6,5577,16,11,348.5625,1.45454545454545
"1143",334613,1,200,56,56,3.57142857142857,1
"1144",334613,2,320,9,9,35.5555555555556,1
"1145",334614,1,1045,313,313,3.33865814696486,1
"1146",334614,2,2134,67,61,31.8507462686567,1.09836065573771
"1147",334614,3,1549,12,12,129.083333333333,1
"1148",335110,1,270,50,48,5.4,1.04166666666667
"1149",335110,2,476,10,10,47.6,1
"1150",335110,3,350,4,3,87.5,1.33333333333333
"1151",335121,1,1321,253,253,5.22134387351779,1
"1152",335121,2,1602,47,46,34.0851063829787,1.02173913043478
"1153",335121,3,1217,10,10,121.7,1
"1154",335122,1,1495,248,247,6.02822580645161,1.00404858299595
"1155",335122,2,4675,109,109,42.8899082568807,1
"1156",335122,3,4758,42,37,113.285714285714,1.13513513513514
"1157",335129,1,895,164,163,5.45731707317073,1.00613496932515
"1158",335129,2,2277,57,57,39.9473684210526,1
"1159",335129,3,2358,17,15,138.705882352941,1.13333333333333
"1160",335129,4,1243,5,4,248.6,1.25
"1161",335129,6,1837,5,4,367.4,1.25
"1162",335129,7,1670,6,6,278.333333333333,1
"1163",335210,1,480,103,103,4.66019417475728,1
"1164",335210,2,661,18,18,36.7222222222222,1
"1165",335210,3,1455,8,7,181.875,1.14285714285714
"1166",335221,1,287,58,58,4.94827586206897,1
"1167",335221,2,420,8,8,52.5,1
"1168",335221,5,2539,5,4,507.8,1.25
"1169",335222,1,7,5,5,1.4,1
"1170",335224,1,5,4,4,1.25,1
"1171",335228,1,8,5,5,1.6,1
"1172",335228,7,5121,5,5,1024.2,1
"1173",335311,1,615,113,113,5.44247787610619,1
"1174",335311,2,2537,65,61,39.0307692307692,1.0655737704918
"1175",335311,3,2689,17,16,158.176470588235,1.0625
"1176",335312,1,1493,243,243,6.1440329218107,1
"1177",335312,2,3782,94,92,40.2340425531915,1.02173913043478
"1178",335312,3,3691,30,27,123.033333333333,1.11111111111111
"1179",335312,5,1215,10,7,121.5,1.42857142857143
"1180",335313,1,1716,263,263,6.52471482889734,1
"1181",335313,2,4046,102,99,39.6666666666667,1.03030303030303
"1182",335313,3,5791,53,41,109.264150943396,1.29268292682927
"1183",335313,4,1700,9,7,188.888888888889,1.28571428571429
"1184",335314,1,3010,517,517,5.8220502901354,1
"1185",335314,2,7120,184,176,38.695652173913,1.04545454545455
"1186",335314,3,5256,52,44,101.076923076923,1.18181818181818
"1187",335314,5,2082,15,12,138.8,1.25
"1188",335911,1,347,64,64,5.421875,1
"1189",335911,2,746,19,19,39.2631578947368,1
"1190",335912,1,184,37,37,4.97297297297297,1
"1191",335912,2,551,11,10,50.0909090909091,1.1
"1192",335921,1,313,53,53,5.90566037735849,1
"1193",335921,2,1196,22,22,54.3636363636364,1
"1194",335921,3,969,7,6,138.428571428571,1.16666666666667
"1195",335921,5,625,4,3,156.25,1.33333333333333
"1196",335921,7,1936,6,5,322.666666666667,1.2
"1197",335929,1,610,79,79,7.72151898734177,1
"1198",335929,2,3317,78,76,42.525641025641,1.02631578947368
"1199",335929,3,3899,34,29,114.676470588235,1.17241379310345
"1200",335931,1,1192,183,183,6.51366120218579,1
"1201",335931,2,4882,108,106,45.2037037037037,1.0188679245283
"1202",335931,3,6648,51,44,130.352941176471,1.15909090909091
"1203",335931,5,460,3,3,153.333333333333,1
"1204",335931,6,1741,8,7,217.625,1.14285714285714
"1205",335932,1,427,70,70,6.1,1
"1206",335932,2,736,14,13,52.5714285714286,1.07692307692308
"1207",335932,3,2052,14,12,146.571428571429,1.16666666666667
"1208",335991,1,456,77,77,5.92207792207792,1
"1209",335991,2,900,28,24,32.1428571428571,1.16666666666667
"1210",335991,3,1628,17,12,95.7647058823529,1.41666666666667
"1211",335999,1,2812,536,536,5.24626865671642,1
"1212",335999,2,6680,170,167,39.2941176470588,1.01796407185629
"1213",335999,3,8146,66,55,123.424242424242,1.2
"1214",335999,4,2549,13,10,196.076923076923,1.3
"1215",335999,5,4436,16,11,277.25,1.45454545454545
"1216",335999,6,3063,14,10,218.785714285714,1.4
"1217",335999,7,3504,25,17,140.16,1.47058823529412
"1218",336111,1,582,120,120,4.85,1
"1219",336111,2,1070,20,20,53.5,1
"1220",336112,1,122,28,28,4.35714285714286,1
"1221",336112,2,312,8,8,39,1
"1222",336120,1,217,28,28,7.75,1
"1223",336120,2,104,3,3,34.6666666666667,1
"1224",336120,3,1468,9,7,163.111111111111,1.28571428571429
"1225",336120,4,1404,4,4,351,1
"1226",336211,1,2460,349,349,7.0487106017192,1
"1227",336211,2,7868,190,182,41.4105263157895,1.04395604395604
"1228",336211,3,9268,73,52,126.958904109589,1.40384615384615
"1229",336212,1,1360,200,197,6.8,1.01522842639594
"1230",336212,2,5420,127,123,42.6771653543307,1.03252032520325
"1231",336212,3,6254,48,36,130.291666666667,1.33333333333333
"1232",336213,1,107,15,15,7.13333333333333,1
"1233",336213,2,349,10,10,34.9,1
"1234",336213,3,309,3,3,103,1
"1235",336214,1,2246,351,351,6.3988603988604,1
"1236",336214,2,6207,144,143,43.1041666666667,1.00699300699301
"1237",336214,3,9233,73,56,126.479452054795,1.30357142857143
"1238",336214,4,1801,4,3,450.25,1.33333333333333
"1239",336310,1,2487,576,576,4.31770833333333,1
"1240",336310,2,3629,94,90,38.6063829787234,1.04444444444444
"1241",336310,3,6145,40,35,153.625,1.14285714285714
"1242",336310,4,5135,18,14,285.277777777778,1.28571428571429
"1243",336310,5,4322,14,10,308.714285714286,1.4
"1244",336320,1,1933,357,355,5.41456582633053,1.0056338028169
"1245",336320,2,4590,113,109,40.6194690265487,1.03669724770642
"1246",336320,3,9636,62,53,155.41935483871,1.16981132075472
"1247",336320,7,14980,25,19,599.2,1.31578947368421
"1248",336330,1,658,119,118,5.52941176470588,1.00847457627119
"1249",336330,2,1644,41,41,40.0975609756098,1
"1250",336330,3,4555,27,22,168.703703703704,1.22727272727273
"1251",336330,4,3313,6,5,552.166666666667,1.2
"1252",336330,5,3714,7,5,530.571428571429,1.4
"1253",336340,1,349,63,63,5.53968253968254,1
"1254",336340,2,973,24,21,40.5416666666667,1.14285714285714
"1255",336340,3,4088,24,20,170.333333333333,1.2
"1256",336340,4,2177,8,7,272.125,1.14285714285714
"1257",336340,5,658,3,3,219.333333333333,1
"1258",336350,1,1315,236,232,5.57203389830508,1.01724137931034
"1259",336350,2,3211,75,73,42.8133333333333,1.02739726027397
"1260",336350,3,7690,49,42,156.938775510204,1.16666666666667
"1261",336360,1,912,139,139,6.56115107913669,1
"1262",336360,2,2924,63,60,46.4126984126984,1.05
"1263",336360,3,7451,48,39,155.229166666667,1.23076923076923
"1264",336370,1,1500,195,195,7.69230769230769,1
"1265",336370,2,9386,197,189,47.6446700507614,1.04232804232804
"1266",336370,3,27368,191,153,143.287958115183,1.2483660130719
"1267",336390,1,3968,683,681,5.80966325036603,1.00293685756241
"1268",336390,2,9980,236,225,42.2881355932203,1.04888888888889
"1269",336390,3,24646,166,126,148.469879518072,1.31746031746032
"1270",336411,1,820,179,179,4.58100558659218,1
"1271",336411,2,1724,44,44,39.1818181818182,1
"1272",336411,3,5780,42,30,137.619047619048,1.4
"1273",336411,4,1300,3,3,433.333333333333,1
"1274",336411,5,739,4,3,184.75,1.33333333333333
"1275",336411,6,3164,7,6,452,1.16666666666667
"1276",336412,1,902,166,166,5.43373493975904,1
"1277",336412,2,4539,106,102,42.8207547169811,1.03921568627451
"1278",336412,3,6001,47,41,127.68085106383,1.14634146341463
"1279",336413,1,2784,414,414,6.72463768115942,1
"1280",336413,2,7952,190,186,41.8526315789474,1.02150537634409
"1281",336413,3,10737,86,72,124.848837209302,1.19444444444444
"1282",336414,1,43,6,6,7.16666666666667,1
"1283",336415,6,478,3,3,159.333333333333,1
"1284",336419,1,114,15,15,7.6,1
"1285",336419,2,295,5,5,59,1
"1286",336510,1,578,74,74,7.81081081081081,1
"1287",336510,2,1508,39,35,38.6666666666667,1.11428571428571
"1288",336510,3,4007,35,24,114.485714285714,1.45833333333333
"1289",336510,5,2481,9,7,275.666666666667,1.28571428571429
"1290",336611,1,1960,370,369,5.2972972972973,1.00271002710027
"1291",336611,2,4991,116,114,43.0258620689655,1.01754385964912
"1292",336611,3,10355,79,57,131.075949367089,1.3859649122807
"1293",336612,1,3000,590,590,5.08474576271186,1
"1294",336612,2,5672,142,136,39.943661971831,1.04411764705882
"1295",336612,3,12882,75,62,171.76,1.20967741935484
"1296",336991,1,1680,362,362,4.64088397790055,1
"1297",336991,2,2259,58,58,38.948275862069,1
"1298",336991,3,414,4,4,103.5,1
"1299",336992,1,129,25,25,5.16,1
"1300",336992,2,464,9,9,51.5555555555556,1
"1301",336992,3,1003,9,7,111.444444444444,1.28571428571429
"1302",336999,1,1451,342,342,4.24269005847953,1
"1303",336999,2,2029,56,54,36.2321428571429,1.03703703703704
"1304",336999,3,1693,11,11,153.909090909091,1
"1305",337110,1,26509,5538,5537,4.78674611773203,1.00018060321474
"1306",337110,2,21030,585,579,35.9487179487179,1.01036269430052
"1307",337110,3,18323,116,96,157.956896551724,1.20833333333333
"1308",337121,1,3678,740,735,4.97027027027027,1.00680272108844
"1309",337121,2,6289,175,153,35.9371428571429,1.1437908496732
"1310",337121,3,12555,77,62,163.051948051948,1.24193548387097
"1311",337122,1,8001,1946,1937,4.11151079136691,1.00464636035106
"1312",337122,2,6747,200,188,33.735,1.06382978723404
"1313",337122,3,4454,39,35,114.205128205128,1.11428571428571
"1314",337122,4,1258,3,3,419.333333333333,1
"1315",337122,7,661,3,3,220.333333333333,1
"1316",337124,1,1065,195,195,5.46153846153846,1
"1317",337124,2,2206,54,52,40.8518518518519,1.03846153846154
"1318",337124,3,2363,18,18,131.277777777778,1
"1319",337125,1,749,163,163,4.59509202453988,1
"1320",337125,2,468,16,16,29.25,1
"1321",337125,3,376,4,3,94,1.33333333333333
"1322",337127,1,2453,341,341,7.19354838709677,1
"1323",337127,2,8069,204,200,39.5539215686275,1.02
"1324",337127,3,9681,72,63,134.458333333333,1.14285714285714
"1325",337127,7,855,3,3,285,1
"1326",337211,1,1324,233,233,5.6824034334764,1
"1327",337211,2,2600,60,58,43.3333333333333,1.03448275862069
"1328",337211,3,2879,23,19,125.173913043478,1.21052631578947
"1329",337212,1,9205,1367,1367,6.73372348207754,1
"1330",337212,2,19464,499,491,39.0060120240481,1.0162932790224
"1331",337212,3,9009,95,75,94.8315789473684,1.26666666666667
"1332",337214,1,727,113,113,6.43362831858407,1
"1333",337214,2,1959,46,46,42.5869565217391,1
"1334",337214,3,2779,20,18,138.95,1.11111111111111
"1335",337215,1,3627,622,621,5.83118971061093,1.00161030595813
"1336",337215,2,9734,231,224,42.1385281385281,1.03125
"1337",337215,3,10860,90,73,120.666666666667,1.23287671232877
"1338",337910,1,1206,194,194,6.21649484536082,1
"1339",337910,2,4914,112,110,43.875,1.01818181818182
"1340",337910,3,4018,37,27,108.594594594595,1.37037037037037
"1341",337920,1,1231,244,243,5.04508196721311,1.00411522633745
"1342",337920,2,1887,48,48,39.3125,1
"1343",337920,3,1831,9,8,203.444444444444,1.125
"1344",339112,1,4036,728,727,5.54395604395604,1.00137551581843
"1345",339112,2,10682,240,234,44.5083333333333,1.02564102564103
"1346",339112,3,15886,110,98,144.418181818182,1.12244897959184
"1347",339113,1,7008,1271,1262,5.51376868607396,1.00713153724247
"1348",339113,2,14543,385,352,37.774025974026,1.09375
"1349",339113,3,20257,164,133,123.518292682927,1.23308270676692
"1350",339113,4,6519,32,23,203.71875,1.39130434782609
"1351",339114,1,2473,545,545,4.53761467889908,1
"1352",339114,2,2379,65,61,36.6,1.0655737704918
"1353",339114,3,4368,30,28,145.6,1.07142857142857
"1354",339115,1,1340,269,269,4.9814126394052,1
"1355",339115,2,2092,56,55,37.3571428571429,1.01818181818182
"1356",339115,3,1903,17,17,111.941176470588,1
"1357",339116,1,18441,5234,5227,3.52330913259457,1.0013392003061
"1358",339116,2,10812,325,301,33.2676923076923,1.0797342192691
"1359",339116,3,3102,40,27,77.55,1.48148148148148
"1360",339910,1,6907,1876,1873,3.6817697228145,1.00160170848905
"1361",339910,2,6464,172,170,37.5813953488372,1.01176470588235
"1362",339910,3,3764,32,28,117.625,1.14285714285714
"1363",339910,5,1909,4,3,477.25,1.33333333333333
"1364",339920,1,6165,1329,1329,4.63882618510158,1
"1365",339920,2,8109,221,212,36.6923076923077,1.04245283018868
"1366",339920,3,9337,70,63,133.385714285714,1.11111111111111
"1367",339930,1,1992,480,480,4.15,1
"1368",339930,2,1866,56,52,33.3214285714286,1.07692307692308
"1369",339930,3,1066,9,8,118.444444444444,1.125
"1370",339930,4,902,6,5,150.333333333333,1.2
"1371",339940,1,1829,354,348,5.16666666666667,1.01724137931034
"1372",339940,2,2593,75,67,34.5733333333333,1.11940298507463
"1373",339940,3,3319,25,18,132.76,1.38888888888889
"1374",339950,1,22195,4786,4780,4.63748432929377,1.00125523012552
"1375",339950,2,24206,649,629,37.2973805855162,1.03179650238474
"1376",339950,3,16754,149,105,112.442953020134,1.41904761904762
"1377",339950,5,355,4,3,88.75,1.33333333333333
"1378",339950,7,2480,11,10,225.454545454545,1.1
"1379",339991,1,2199,303,303,7.25742574257426,1
"1380",339991,2,4836,131,122,36.9160305343511,1.07377049180328
"1381",339991,3,3700,41,30,90.2439024390244,1.36666666666667
"1382",339992,1,2104,504,504,4.17460317460317,1
"1383",339992,2,1996,61,59,32.7213114754098,1.03389830508475
"1384",339992,3,2899,20,15,144.95,1.33333333333333
"1385",339993,1,402,83,83,4.8433734939759,1
"1386",339993,2,545,18,18,30.2777777777778,1
"1387",339993,3,661,5,4,132.2,1.25
"1388",339994,1,742,103,101,7.20388349514563,1.01980198019802
"1389",339994,2,1851,49,48,37.7755102040816,1.02083333333333
"1390",339994,3,632,7,5,90.2857142857143,1.4
"1391",339995,1,278,62,62,4.48387096774194,1
"1392",339995,2,381,14,11,27.2142857142857,1.27272727272727
"1393",339999,1,15381,2967,2967,5.1840242669363,1
"1394",339999,2,16283,463,460,35.1684665226782,1.00652173913043
"1395",339999,3,9621,77,74,124.948051948052,1.04054054054054
"1396",339999,4,1617,8,6,202.125,1.33333333333333
"1397",339999,6,756,4,4,189,1
"1398",339999,7,4388,15,11,292.533333333333,1.36363636363636
"1399",423110,1,15656,4056,4024,3.85996055226824,1.00795228628231
"1400",423110,2,28254,840,717,33.6357142857143,1.17154811715481
"1401",423120,1,32340,7017,6883,4.60880718255665,1.01946825512131
"1402",423120,2,41717,1759,1176,23.7163160886868,1.49574829931973
"1403",423130,1,4381,917,891,4.77753544165758,1.02918069584736
"1404",423140,1,6469,1336,1331,4.84206586826347,1.00375657400451
"1405",423140,2,4104,146,129,28.1095890410959,1.13178294573643
"1406",423210,1,17947,4085,4034,4.39339045287638,1.0126425384234
"1407",423210,2,22204,777,616,28.5765765765766,1.26136363636364
"1408",423220,1,21454,4553,4477,4.71205798374698,1.01697565333929
"1409",423220,2,26617,951,731,27.9884332281809,1.30095759233926
"1410",423310,1,18581,3701,3647,5.0205349905431,1.01480669043049
"1411",423310,2,29419,1071,803,27.468720821662,1.33374844333748
"1412",423320,1,9132,1902,1871,4.801261829653,1.01656867985035
"1413",423320,2,9452,401,297,23.571072319202,1.35016835016835
"1414",423330,1,3395,728,694,4.66346153846154,1.04899135446686
"1415",423390,1,9028,1836,1803,4.91721132897603,1.01830282861897
"1416",423390,2,11454,467,336,24.5267665952891,1.38988095238095
"1417",423410,1,2720,586,574,4.64163822525597,1.02090592334495
"1418",423410,2,3349,114,85,29.3771929824561,1.34117647058824
"1419",423420,1,9853,1744,1699,5.64965596330275,1.02648616833431
"1420",423420,2,16130,607,434,26.5733113673806,1.39861751152074
"1421",423430,1,21999,4995,4925,4.4042042042042,1.01421319796954
"1422",423430,2,33836,1066,867,31.7410881801126,1.22952710495963
"1423",423440,1,14666,3012,2972,4.86918990703851,1.01345895020188
"1424",423440,2,16159,596,462,27.1124161073826,1.29004329004329
"1425",423450,1,24457,6576,6541,3.7191301703163,1.0053508637823
"1426",423450,2,25307,771,661,32.8236057068742,1.16641452344932
"1427",423460,1,3352,765,760,4.38169934640523,1.00657894736842
"1428",423460,2,3895,105,95,37.0952380952381,1.10526315789474
"1429",423490,1,7226,1504,1476,4.80452127659574,1.0189701897019
"1430",423490,2,6507,260,192,25.0269230769231,1.35416666666667
"1431",423510,1,27494,5369,5242,5.12087912087912,1.02422739412438
"1432",423510,2,40501,1543,1126,26.248217757615,1.37033747779751
"1433",423520,1,1013,279,276,3.63082437275986,1.01086956521739
"1434",423520,3,318,6,6,53,1
"1435",423520,6,147,8,7,18.375,1.14285714285714
"1436",423610,1,33235,7000,6899,4.74785714285714,1.01463980286998
"1437",423610,2,38775,1571,1077,24.6817313812858,1.45868152274838
"1438",423620,1,7812,1703,1665,4.5871990604815,1.02282282282282
"1439",423620,2,9377,362,267,25.9033149171271,1.35580524344569
"1440",423690,1,32330,7312,7188,4.4214989059081,1.0172509738453
"1441",423690,2,41194,1488,1127,27.6841397849462,1.32031943212067
"1442",423710,1,19569,4066,3989,4.81283817019184,1.01930308347957
"1443",423710,2,24849,984,698,25.2530487804878,1.40974212034384
"1444",423720,1,12171,2297,2231,5.29865041358293,1.02958314657104
"1445",423730,1,8228,1472,1381,5.58967391304348,1.0658942795076
"1446",423740,1,2646,533,522,4.96435272045028,1.02107279693487
"1447",423810,1,10062,2125,2075,4.73505882352941,1.02409638554217
"1448",423820,1,23827,3957,3859,6.0214809198888,1.02539518009847
"1449",423830,1,87112,18306,17919,4.75865836337813,1.02159718734304
"1450",423830,2,97471,4187,2792,23.279436350609,1.49964183381089
"1451",423840,1,20545,4371,4250,4.70029741477923,1.02847058823529
"1452",423850,1,12793,2550,2491,5.01686274509804,1.02368526696106
"1453",423860,1,8145,1764,1745,4.61734693877551,1.010888252149
"1454",423860,2,10548,353,280,29.8810198300283,1.26071428571429
"1455",423910,1,16929,4340,4304,3.90069124423963,1.00836431226766
"1456",423910,2,18382,592,501,31.0506756756757,1.18163672654691
"1457",423920,1,6885,1724,1716,3.99361948955916,1.004662004662
"1458",423920,2,7187,212,188,33.9009433962264,1.12765957446809
"1459",423930,1,27946,5779,5673,4.83578473784392,1.01868499911863
"1460",423930,2,32509,1127,896,28.8456078083407,1.2578125
"1461",423940,1,22265,6749,6681,3.29900726033486,1.01017811704835
"1462",423940,2,11098,344,293,32.2616279069767,1.1740614334471
"1463",423940,5,813,5,5,162.6,1
"1464",423990,1,30058,8540,8463,3.51967213114754,1.00909842845327
"1465",423990,2,23059,889,703,25.9381327334083,1.26458036984353
"1466",424110,1,1766,463,457,3.81425485961123,1.01312910284464
"1467",424110,2,1851,70,52,26.4428571428571,1.34615384615385
"1468",424120,1,11752,2884,2839,4.0748959778086,1.0158506516379
"1469",424120,2,11934,479,367,24.9144050104384,1.30517711171662
"1470",424130,1,13701,2819,2791,4.86023412557645,1.01003224650663
"1471",424130,2,19272,646,524,29.8328173374613,1.23282442748092
"1472",424210,1,22657,5669,5626,3.99664843887811,1.00764308567366
"1473",424210,2,29005,829,755,34.9879372738239,1.09801324503311
"1474",424210,3,37101,384,261,96.6171875,1.47126436781609
"1475",424310,1,9624,2433,2420,3.95561035758323,1.00537190082645
"1476",424310,2,7653,276,229,27.7282608695652,1.20524017467249
"1477",424320,1,11674,2723,2694,4.28718325376423,1.01076466221232
"1478",424320,2,12990,393,350,33.0534351145038,1.12285714285714
"1479",424320,3,14924,138,100,108.144927536232,1.38
"1480",424330,1,24742,6393,6340,3.87017049898326,1.0083596214511
"1481",424330,2,26275,789,694,33.3016476552598,1.13688760806916
"1482",424330,3,21317,236,168,90.3262711864407,1.4047619047619
"1483",424330,6,1056,6,6,176,1
"1484",424340,1,4803,1227,1217,3.91442542787286,1.00821692686935
"1485",424340,2,5555,168,150,33.0654761904762,1.12
"1486",424340,4,918,6,5,153,1.2
"1487",424340,5,206,4,3,51.5,1.33333333333333
"1488",424410,1,8444,2016,2011,4.18849206349206,1.00248632521134
"1489",424410,2,11289,311,289,36.2990353697749,1.07612456747405
"1490",424420,1,9281,1964,1947,4.7255600814664,1.00873138161274
"1491",424420,2,16540,455,430,36.3516483516484,1.05813953488372
"1492",424420,3,16525,163,113,101.38036809816,1.44247787610619
"1493",424430,1,5482,1163,1150,4.71367153912296,1.01130434782609
"1494",424430,2,10904,296,251,36.8378378378378,1.1792828685259
"1495",424440,1,1512,290,284,5.21379310344828,1.02112676056338
"1496",424440,2,3112,97,83,32.0824742268041,1.16867469879518
"1497",424450,1,6076,1865,1857,3.25790884718499,1.00430802369413
"1498",424450,2,6312,192,177,32.875,1.08474576271186
"1499",424450,4,141,4,3,35.25,1.33333333333333
"1500",424450,5,33,4,3,8.25,1.33333333333333
"1501",424460,1,6871,1793,1779,3.83212493028444,1.00786958965711
"1502",424460,2,8734,270,243,32.3481481481481,1.11111111111111
"1503",424470,1,8879,1611,1606,5.5114835505897,1.00311332503113
"1504",424470,2,13279,376,364,35.3164893617021,1.03296703296703
"1505",424470,3,8540,78,67,109.487179487179,1.16417910447761
"1506",424470,5,155,7,6,22.1428571428571,1.16666666666667
"1507",424480,1,16846,3428,3382,4.91423570595099,1.01360141927853
"1508",424480,2,31455,847,775,37.1369539551358,1.09290322580645
"1509",424490,1,32685,8364,8321,3.90781922525108,1.00516764811922
"1510",424490,2,41746,1287,1104,32.4366744366744,1.16576086956522
"1511",424510,1,9344,1643,1524,5.68715763846622,1.07808398950131
"1512",424520,1,2544,553,550,4.6003616636528,1.00545454545455
"1513",424520,2,2871,100,93,28.71,1.0752688172043
"1514",424590,1,2092,574,564,3.64459930313589,1.0177304964539
"1515",424590,2,1877,61,51,30.7704918032787,1.19607843137255
"1516",424610,1,8688,1825,1788,4.76054794520548,1.02069351230425
"1517",424610,2,8839,373,251,23.6970509383378,1.48605577689243
"1518",424690,1,22180,4942,4843,4.48806151355726,1.02044187487095
"1519",424690,2,24554,993,703,24.7270896273917,1.41251778093883
"1520",424710,1,9960,1556,1498,6.40102827763496,1.03871829105474
"1521",424710,2,20415,923,668,22.1180931744312,1.38173652694611
"1522",424720,1,5286,1269,1254,4.16548463356974,1.01196172248804
"1523",424720,2,5489,262,236,20.9503816793893,1.11016949152542
"1524",424810,1,3547,721,710,4.91955617198336,1.01549295774648
"1525",424810,2,22443,527,466,42.5863377609108,1.13090128755365
"1526",424820,1,7268,1726,1709,4.2108922363847,1.00994733762434
"1527",424820,2,8390,265,223,31.6603773584906,1.18834080717489
"1528",424910,1,17937,3996,3931,4.48873873873874,1.0165352327652
"1529",424920,1,4442,1174,1156,3.78364565587734,1.01557093425606
"1530",424920,2,4439,160,124,27.74375,1.29032258064516
"1531",424930,1,12037,2491,2453,4.83219590525893,1.01549123522218
"1532",424930,2,14743,484,393,30.4607438016529,1.23155216284987
"1533",424940,1,4520,988,976,4.5748987854251,1.01229508196721
"1534",424940,2,6223,179,159,34.7653631284916,1.12578616352201
"1535",424940,3,8390,80,58,104.875,1.37931034482759
"1536",424950,1,4104,859,798,4.77764842840512,1.07644110275689
"1537",424990,1,34902,10105,10066,3.45393369619,1.00387442877012
"1538",424990,2,23114,774,694,29.8630490956072,1.11527377521614
"1539",425110,1,1470,535,535,2.74766355140187,1
"1540",425110,4,42,4,3,10.5,1.33333333333333
"1541",425120,1,105882,41328,40878,2.5619918699187,1.01100836635843
"1542",425120,2,50085,1925,1510,26.0181818181818,1.27483443708609
"1543",441110,1,34896,5559,5530,6.27738801942795,1.00524412296564
"1544",441110,2,441559,9206,8834,47.9642624375407,1.04211002943174
"1545",441120,1,76204,22768,22454,3.34697821503865,1.01398414536385
"1546",441120,2,32671,1385,1049,23.5891696750903,1.32030505243089
