"","NAICS","size_group","total_emp","total_est","total_firm","emp_per_est","est_per_firm"
"54",212311,2,1035,34,31,30.4411764705882,1.09677419354839
"55",212312,1,2454,336,334,7.30357142857143,1.0059880239521
"56",212313,1,531,81,81,6.55555555555556,1
"57",212313,2,426,13,13,32.7692307692308,1
"58",212319,1,1318,234,231,5.63247863247863,1.01298701298701
"59",212319,2,1733,70,62,24.7571428571429,1.12903225806452
"60",212319,4,242,4,4,60.5,1
"61",212321,1,5344,1035,1020,5.16328502415459,1.01470588235294
"62",212321,2,5899,245,199,24.0775510204082,1.23115577889447
"63",212322,1,322,63,63,5.11111111111111,1
"64",212322,2,564,20,16,28.2,1.25
"65",212322,7,86,7,6,12.2857142857143,1.16666666666667
"66",212324,1,22,4,4,5.5,1
"67",212325,1,219,38,38,5.76315789473684,1
"68",212325,7,156,4,4,39,1
"69",212391,1,8,3,3,2.66666666666667,1
"70",212393,1,51,19,19,2.68421052631579,1
"71",212393,2,243,4,4,60.75,1
"72",212393,3,558,4,3,139.5,1.33333333333333
"73",212399,1,621,123,121,5.04878048780488,1.01652892561983
"74",212399,2,843,27,24,31.2222222222222,1.125
"75",213111,1,5822,1479,1464,3.93644354293442,1.01024590163934
"76",213111,2,9560,281,240,34.0213523131673,1.17083333333333
"77",213112,1,29683,7320,7276,4.05505464480874,1.00604727872457
"78",213112,2,40880,1238,1080,33.0210016155089,1.1462962962963
"79",213113,1,783,160,152,4.89375,1.05263157894737
"80",213113,2,1609,48,36,33.5208333333333,1.33333333333333
"81",213113,3,648,8,8,81,1
"82",213113,7,161,5,5,32.2,1
"83",213114,1,553,138,138,4.00724637681159,1
"84",213115,1,748,169,163,4.42603550295858,1.03680981595092
"85",213115,2,926,33,28,28.0606060606061,1.17857142857143
"86",221111,1,294,102,95,2.88235294117647,1.07368421052632
"87",221112,1,331,60,57,5.51666666666667,1.05263157894737
"88",221112,2,1532,47,34,32.5957446808511,1.38235294117647
"89",221114,1,290,87,86,3.33333333333333,1.01162790697674
"90",221114,2,334,12,11,27.8333333333333,1.09090909090909
"91",221115,1,227,54,50,4.2037037037037,1.08
"92",221116,1,5,7,7,0.714285714285714,1
"93",221117,1,103,36,33,2.86111111111111,1.09090909090909
"94",221117,2,64,3,3,21.3333333333333,1
"95",221118,1,176,51,48,3.45098039215686,1.0625
"96",221121,1,52,28,23,1.85714285714286,1.21739130434783
"97",221121,2,307,6,6,51.1666666666667,1
"98",221122,1,2089,344,328,6.07267441860465,1.04878048780488
"99",221210,1,1589,307,293,5.17589576547231,1.04778156996587
"100",221310,1,12142,3139,3124,3.86811086333227,1.00480153649168
"101",221310,2,3985,157,119,25.3821656050955,1.31932773109244
"102",221310,4,26,4,3,6.5,1.33333333333333
"103",221320,1,1478,314,312,4.70700636942675,1.00641025641026
"104",221330,1,99,15,15,6.6,1
"105",236115,1,130844,47283,47274,2.76725250089884,1.00019037948978
"106",236115,2,31716,1016,988,31.2165354330709,1.02834008097166
"107",236115,4,1943,3,3,647.666666666667,1
"108",236115,6,174,7,7,24.8571428571429,1
"109",236116,1,9116,2431,2431,3.74989716166187,1
"110",236116,2,12148,320,309,37.9625,1.03559870550162
"111",236116,3,10205,99,75,103.080808080808,1.32
"112",236116,5,73,3,3,24.3333333333333,1
"113",236117,1,37352,11547,11538,3.23477959643197,1.00078003120125
"114",236117,2,22361,663,619,33.7269984917044,1.07108239095315
"115",236118,1,250283,101264,101262,2.47158911360404,1.00001975074559
"116",236118,2,66769,2057,1992,32.4594069032572,1.03263052208835
"117",236210,1,11900,2499,2499,4.76190476190476,1
"118",236210,2,16495,437,421,37.745995423341,1.03800475059382
"119",236220,1,157619,31704,31696,4.97158087307595,1.0002523977789
"120",236220,2,195355,5390,5262,36.2439703153989,1.02432535157735
"121",237110,1,45275,9059,9057,4.99779225080031,1.0002208236723
"122",237110,2,61761,1582,1557,39.0398230088496,1.01605651894669
"123",237110,3,34094,258,213,132.147286821705,1.2112676056338
"124",237120,1,6523,1104,1103,5.90851449275362,1.00090661831369
"125",237120,2,19004,443,432,42.8984198645598,1.02546296296296
"126",237120,3,36196,249,190,145.36546184739,1.31052631578947
"127",237130,1,20538,3834,3831,5.35680751173709,1.0007830853563
"128",237130,2,37327,971,923,38.4418125643666,1.05200433369447
"129",237210,1,12911,4723,4714,2.73364387042134,1.00190920661858
"130",237210,2,6440,207,187,31.1111111111111,1.10695187165775
"131",237210,6,56,3,3,18.6666666666667,1
"132",237210,7,123,8,8,15.375,1
"133",237310,1,33891,6405,6394,5.29133489461358,1.00172036284016
"134",237310,2,80588,1982,1936,40.6599394550959,1.02376033057851
"135",237310,3,83298,660,487,126.209090909091,1.35523613963039
"136",237990,1,15650,3585,3582,4.36541143654114,1.00083752093802
"137",237990,2,18956,511,498,37.0958904109589,1.02610441767068
"138",237990,3,12759,115,85,110.947826086957,1.35294117647059
"139",237990,6,2380,14,10,170,1.4
"140",238110,1,73214,17441,17441,4.19780975861476,1
"141",238110,2,72051,1937,1907,37.1972121837894,1.01573151546932
"142",238110,3,44805,283,247,158.321554770318,1.14574898785425
"143",238110,4,11678,34,23,343.470588235294,1.47826086956522
"144",238120,1,14022,2499,2499,5.61104441776711,1
"145",238120,2,29993,738,735,40.6409214092141,1.00408163265306
"146",238120,3,19521,137,117,142.48905109489,1.17094017094017
"147",238120,4,2740,11,8,249.090909090909,1.375
"148",238130,1,33941,10374,10374,3.27173703489493,1
"149",238130,2,18262,479,478,38.125260960334,1.0020920502092
"150",238130,3,15507,100,91,155.07,1.0989010989011
"151",238130,4,3031,7,5,433,1.4
"152",238140,1,58781,16939,16934,3.47015762441703,1.00029526396599
"153",238140,2,47557,1259,1238,37.7736298649722,1.01696284329564
"154",238140,3,26393,194,164,136.046391752577,1.18292682926829
"155",238140,4,2930,6,6,488.333333333333,1
"156",238150,1,23065,4748,4745,4.8578348778433,1.00063224446786
"157",238150,2,22414,649,612,34.5362095531587,1.06045751633987
"158",238160,1,63316,16417,16415,3.85673387342389,1.00012183978069
"159",238160,2,70158,1899,1846,36.9447077409163,1.02871072589382
"160",238160,4,1559,5,4,311.8,1.25
"161",238170,1,22582,7505,7503,3.0089273817455,1.00026656004265
"162",238170,2,8412,249,243,33.7831325301205,1.02469135802469
"163",238190,1,19298,4984,4978,3.87199036918138,1.00120530333467
"164",238190,2,15073,416,409,36.2331730769231,1.01711491442543
"165",238190,3,8112,62,55,130.838709677419,1.12727272727273
"166",238190,7,2690,4,4,672.5,1
"167",238210,1,262138,63937,63906,4.09994213053475,1.00048508747222
"168",238210,2,242922,6428,6239,37.7912258867455,1.03029331623658
"169",238220,1,370290,87108,87095,4.25092988014878,1.00014926229979
"170",238220,2,311657,8516,8322,36.5966416157821,1.02331170391733
"171",238220,3,168348,1432,1004,117.561452513966,1.42629482071713
"172",238290,1,24817,5000,4994,4.9634,1.00120144173008
"173",238290,2,32877,910,868,36.1285714285714,1.04838709677419
"174",238310,1,62281,15462,15456,4.02800413917992,1.00038819875776
"175",238310,2,69815,1812,1773,38.5292494481236,1.02199661590525
"176",238310,3,54401,377,309,144.299734748011,1.22006472491909
"177",238320,1,99268,32149,32146,3.0877476748888,1.0000933242083
"178",238320,2,54687,1512,1494,36.1686507936508,1.01204819277108
"179",238320,3,17741,146,115,121.513698630137,1.2695652173913
"180",238330,1,42943,14570,14567,2.94735758407687,1.00020594494405
"181",238330,2,19994,608,570,32.8848684210526,1.06666666666667
"182",238340,1,29425,8891,8891,3.30952648745923,1
"183",238340,2,18647,541,537,34.4676524953789,1.00744878957169
"184",238340,3,5663,53,42,106.849056603774,1.26190476190476
"185",238350,1,83260,26845,26840,3.10150866083069,1.00018628912072
"186",238350,2,36410,1097,1060,33.1905195989061,1.03490566037736
"187",238350,3,10583,123,89,86.0406504065041,1.38202247191011
"188",238390,1,25491,5930,5923,4.29865092748735,1.00118183353031
"189",238390,2,25419,723,701,35.1576763485477,1.03138373751783
"190",238390,3,11918,134,90,88.9402985074627,1.48888888888889
"191",238390,4,1783,8,7,222.875,1.14285714285714
"192",238910,1,120923,30496,30480,3.96520855194124,1.0005249343832
"193",238910,2,121908,3255,3210,37.452534562212,1.01401869158878
"194",238910,3,58726,459,388,127.943355119826,1.18298969072165
"195",238990,1,105958,30230,30208,3.50506119748594,1.00072828389831
"196",238990,2,73507,2130,2063,34.5103286384977,1.03247697527872
"197",311111,1,837,188,188,4.45212765957447,1
"198",311111,2,1833,42,41,43.6428571428571,1.02439024390244
"199",311111,4,744,3,3,248,1
"200",311119,1,3751,565,560,6.63893805309734,1.00892857142857
"201",311119,2,6848,232,196,29.5172413793103,1.18367346938776
"202",311211,1,543,87,87,6.24137931034483,1
"203",311211,2,1459,45,40,32.4222222222222,1.125
"204",311212,1,207,24,24,8.625,1
"205",311212,2,521,10,10,52.1,1
"206",311212,3,857,10,7,85.7,1.42857142857143
"207",311213,1,57,19,19,3,1
"208",311221,1,12,8,8,1.5,1
"209",311224,1,273,56,56,4.875,1
"210",311224,2,392,14,14,28,1
"211",311224,3,538,5,4,107.6,1.25
"212",311225,1,264,48,48,5.5,1
"213",311225,2,630,11,10,57.2727272727273,1.1
"214",311225,3,569,4,3,142.25,1.33333333333333
"215",311230,1,162,42,42,3.85714285714286,1
"216",311314,1,52,17,17,3.05882352941176,1
"217",311314,3,339,4,3,84.75,1.33333333333333
"218",311314,4,1532,4,4,383,1
"219",311340,1,1857,360,359,5.15833333333333,1.00278551532033
"220",311340,2,3065,76,76,40.3289473684211,1
"221",311340,3,6219,36,29,172.75,1.24137931034483
"222",311340,4,1140,4,3,285,1.33333333333333
"223",311351,1,837,161,161,5.19875776397516,1
"224",311351,2,841,18,18,46.7222222222222,1
"225",311351,3,325,3,3,108.333333333333,1
"226",311352,1,5261,807,796,6.51920693928129,1.01381909547739
"227",311352,2,6739,223,194,30.219730941704,1.14948453608247
"228",311352,3,5974,58,43,103,1.34883720930233
"229",311352,4,1540,3,3,513.333333333333,1
"230",311411,1,443,64,64,6.921875,1
"231",311411,2,1739,42,37,41.4047619047619,1.13513513513514
"232",311411,3,4634,28,22,165.5,1.27272727272727
"233",311412,1,1245,192,192,6.484375,1
"234",311412,2,4975,114,108,43.640350877193,1.05555555555556
"235",311412,3,9468,59,55,160.474576271186,1.07272727272727
"236",311421,1,2282,490,488,4.65714285714286,1.00409836065574
"237",311421,2,5531,129,126,42.8759689922481,1.02380952380952
"238",311421,3,10620,85,66,124.941176470588,1.28787878787879
"239",311422,1,313,72,72,4.34722222222222,1
"240",311422,2,196,8,8,24.5,1
"241",311422,3,535,7,7,76.4285714285714,1
"242",311423,1,476,77,77,6.18181818181818,1
"243",311423,2,2719,68,65,39.9852941176471,1.04615384615385
"244",311423,3,2252,21,15,107.238095238095,1.4
"245",311423,6,768,4,4,192,1
"246",311423,7,1335,3,3,445,1
"247",311511,1,573,101,101,5.67326732673267,1
"248",311511,2,2938,64,62,45.90625,1.03225806451613
"249",311511,3,8262,57,45,144.947368421053,1.26666666666667
"250",311512,1,95,20,20,4.75,1
"251",311513,1,1585,240,240,6.60416666666667,1
"252",311513,2,3866,96,92,40.2708333333333,1.04347826086957
"253",311513,3,9489,79,54,120.113924050633,1.46296296296296
"254",311514,1,353,61,61,5.78688524590164,1
"255",311514,2,1624,38,34,42.7368421052632,1.11764705882353
"256",311514,3,1731,16,15,108.1875,1.06666666666667
"257",311520,1,1483,304,304,4.87828947368421,1
"258",311520,2,2264,66,61,34.3030303030303,1.08196721311475
"259",311520,3,1363,19,16,71.7368421052632,1.1875
"260",311520,5,355,4,4,88.75,1
"261",311611,1,6078,1088,1086,5.58639705882353,1.00184162062615
"262",311611,2,6131,165,159,37.1575757575758,1.0377358490566
"263",311611,3,11222,68,57,165.029411764706,1.19298245614035
"264",311611,4,7905,16,15,494.0625,1.06666666666667
"265",311612,1,4544,780,780,5.82564102564103,1
"266",311612,2,12229,291,284,42.0240549828179,1.02464788732394
"267",311612,3,20544,131,116,156.824427480916,1.12931034482759
"268",311613,1,330,52,52,6.34615384615385,1
"269",311613,2,1159,38,34,30.5,1.11764705882353
"270",311615,1,855,156,156,5.48076923076923,1
"271",311615,2,2692,59,59,45.6271186440678,1
"272",311615,3,10609,43,41,246.720930232558,1.04878048780488
"273",311710,1,1508,296,296,5.09459459459459,1
"274",311710,2,5496,134,129,41.0149253731343,1.03875968992248
"275",311710,4,2969,11,8,269.909090909091,1.375
"276",311811,1,32077,5576,5547,5.75269010043042,1.00522805119885
"277",311811,2,24123,829,752,29.0989143546442,1.10239361702128
"278",311811,5,143,3,3,47.6666666666667,1
"279",311811,7,816,6,5,136,1.2
"280",311812,1,10354,1996,1992,5.187374749499,1.00200803212851
"281",311812,2,19942,541,531,36.8613678373383,1.01883239171375
"282",311812,3,30164,204,169,147.862745098039,1.20710059171598
"283",311813,1,475,87,87,5.45977011494253,1
"284",311813,2,2419,56,55,43.1964285714286,1.01818181818182
"285",311813,3,5884,31,30,189.806451612903,1.03333333333333
"286",311813,5,1353,4,3,338.25,1.33333333333333
"287",311813,7,5745,20,14,287.25,1.42857142857143
"288",311821,1,1239,226,226,5.48230088495575,1
"289",311821,2,2468,57,57,43.2982456140351,1
"290",311821,3,3755,26,22,144.423076923077,1.18181818181818
"291",311824,1,1469,220,220,6.67727272727273,1
"292",311824,2,3268,87,86,37.5632183908046,1.01162790697674
"293",311830,1,1491,242,242,6.16115702479339,1
"294",311830,2,4029,104,98,38.7403846153846,1.06122448979592
"295",311830,3,2377,20,17,118.85,1.17647058823529
"296",311830,4,1487,4,4,371.75,1
"297",311911,1,719,128,128,5.6171875,1
"298",311911,2,2414,57,56,42.3508771929825,1.01785714285714
"299",311911,3,4362,34,27,128.294117647059,1.25925925925926
"300",311919,1,1266,193,193,6.55958549222798,1
"301",311919,2,2566,65,60,39.4769230769231,1.08333333333333
"302",311919,3,5474,42,32,130.333333333333,1.3125
"303",311920,1,2191,490,490,4.47142857142857,1
"304",311920,2,3415,94,93,36.3297872340426,1.01075268817204
"305",311930,1,522,91,91,5.73626373626374,1
"306",311930,2,1385,33,31,41.969696969697,1.06451612903226
"307",311930,3,1862,16,15,116.375,1.06666666666667
"308",311930,4,1002,4,4,250.5,1
"309",311941,1,1005,204,204,4.92647058823529,1
"310",311941,2,2268,58,56,39.1034482758621,1.03571428571429
"311",311941,3,3703,35,30,105.8,1.16666666666667
"312",311942,1,1116,207,207,5.39130434782609,1
"313",311942,2,2978,79,72,37.6962025316456,1.09722222222222
"314",311942,3,5163,45,36,114.733333333333,1.25
"315",311942,4,2326,13,11,178.923076923077,1.18181818181818
"316",311942,7,2403,11,11,218.454545454545,1
"317",311991,1,2537,446,446,5.68834080717489,1
"318",311991,2,5851,149,149,39.2684563758389,1
"319",311991,3,11003,86,66,127.941860465116,1.3030303030303
"320",311991,4,6951,27,19,257.444444444444,1.42105263157895
"321",311991,5,3363,6,5,560.5,1.2
"322",311999,1,2264,449,449,5.04231625835189,1
"323",311999,2,4945,126,114,39.2460317460317,1.10526315789474
"324",311999,4,1717,15,11,114.466666666667,1.36363636363636
"325",311999,5,2183,6,6,363.833333333333,1
"326",312111,1,868,175,175,4.96,1
"327",312111,2,2280,59,58,38.6440677966102,1.01724137931034
"328",312111,3,6382,49,42,130.244897959184,1.16666666666667
"329",312112,1,769,158,158,4.86708860759494,1
"330",312112,2,769,23,20,33.4347826086956,1.15
"331",312113,1,1314,239,238,5.4979079497908,1.00420168067227
"332",312113,2,639,25,22,25.56,1.13636363636364
"333",312120,1,11662,2258,2258,5.16474756421612,1
"334",312120,2,15103,410,408,36.8365853658537,1.00490196078431
"335",312120,3,8883,83,70,107.024096385542,1.18571428571429
"336",312130,1,14778,2921,2921,5.05922629236563,1
"337",312130,2,17989,516,499,34.8624031007752,1.03406813627255
"338",312140,1,2557,615,615,4.15772357723577,1
"339",312140,2,2059,58,57,35.5,1.01754385964912
"340",312140,3,1323,13,10,101.769230769231,1.3
"341",312230,1,221,69,69,3.20289855072464,1
"342",312230,2,805,26,23,30.9615384615385,1.1304347826087
"343",312230,3,965,10,10,96.5,1
"344",313110,1,683,155,154,4.40645161290323,1.00649350649351
"345",313110,2,2819,66,66,42.7121212121212,1
"346",313110,3,2032,19,16,106.947368421053,1.1875
"347",313210,1,844,176,176,4.79545454545455,1
"348",313210,2,2053,54,53,38.0185185185185,1.0188679245283
"349",313210,3,4421,29,25,152.448275862069,1.16
"350",313220,1,644,134,134,4.80597014925373,1
"351",313220,2,1351,34,34,39.7352941176471,1
"352",313230,1,613,84,84,7.29761904761905,1
"353",313230,2,2595,66,63,39.3181818181818,1.04761904761905
"354",313230,3,3856,32,24,120.5,1.33333333333333
"355",313240,1,592,92,92,6.43478260869565,1
"356",313240,2,1696,37,37,45.8378378378378,1
"357",313240,3,2143,17,16,126.058823529412,1.0625
"358",313240,4,488,4,3,122,1.33333333333333
"359",313240,7,878,4,3,219.5,1.33333333333333
"360",313310,1,2787,543,541,5.13259668508287,1.00369685767098
"361",313310,2,4907,119,118,41.2352941176471,1.00847457627119
"362",313310,3,4005,38,32,105.394736842105,1.1875
"363",313310,4,3762,16,12,235.125,1.33333333333333
"364",313320,1,444,78,78,5.69230769230769,1
"365",313320,2,2187,52,50,42.0576923076923,1.04
"366",313320,3,1621,12,12,135.083333333333,1
"367",314110,1,735,146,146,5.03424657534247,1
"368",314110,2,1464,33,31,44.3636363636364,1.06451612903226
"369",314110,3,1668,16,13,104.25,1.23076923076923
"370",314110,4,1850,6,6,308.333333333333,1
"371",314120,1,5597,1233,1229,4.53933495539335,1.00325467860049
"372",314120,2,5785,156,148,37.0833333333333,1.05405405405405
"373",314120,3,5762,54,40,106.703703703704,1.35
"374",314120,6,474,4,4,118.5,1
"375",314910,1,6333,1218,1218,5.19950738916256,1
"376",314910,2,7092,199,188,35.6381909547739,1.05851063829787
"377",314994,1,498,80,80,6.225,1
"378",314994,2,1074,31,29,34.6451612903226,1.06896551724138
"379",314999,1,9516,2279,2275,4.17551557700746,1.00175824175824
"380",314999,2,8272,240,231,34.4666666666667,1.03896103896104
"381",314999,4,1236,8,7,154.5,1.14285714285714
"382",314999,5,328,4,4,82,1
"383",315110,1,485,69,69,7.02898550724638,1
"384",315110,2,1544,36,34,42.8888888888889,1.05882352941176
"385",315110,3,2949,18,17,163.833333333333,1.05882352941176
"386",315190,1,483,88,88,5.48863636363636,1
"387",315190,2,310,10,10,31,1
"388",315190,3,1381,10,10,138.1,1
"389",315210,1,13718,3062,3061,4.4800783801437,1.00032669062398
"390",315210,2,11532,344,336,33.5232558139535,1.02380952380952
"391",315210,3,9394,64,59,146.78125,1.08474576271186
"392",315220,1,1583,358,358,4.42178770949721,1
"393",315220,2,2562,66,65,38.8181818181818,1.01538461538462
"394",315220,3,3656,27,24,135.407407407407,1.125
"395",315220,7,1301,7,5,185.857142857143,1.4
"396",315240,1,4212,836,836,5.03827751196172,1
"397",315240,2,6799,176,176,38.6306818181818,1
"398",315240,3,3889,27,27,144.037037037037,1
"399",315280,1,1671,339,339,4.92920353982301,1
"400",315280,2,2762,69,69,40.0289855072464,1
"401",315280,3,1412,11,11,128.363636363636,1
"402",315990,1,1783,494,494,3.60931174089069,1
"403",315990,2,2375,63,61,37.6984126984127,1.0327868852459
"404",315990,3,1698,16,14,106.125,1.14285714285714
"405",315990,4,838,4,3,209.5,1.33333333333333
"406",315990,7,668,5,4,133.6,1.25
"407",316110,1,741,159,159,4.66037735849057,1
"408",316110,2,1117,25,24,44.68,1.04166666666667
"409",316110,3,324,4,3,81,1.33333333333333
"410",316210,1,680,158,157,4.30379746835443,1.00636942675159
"411",316210,2,1039,30,29,34.6333333333333,1.03448275862069
"412",316210,3,1960,12,10,163.333333333333,1.2
"413",316992,1,328,92,92,3.56521739130435,1
"414",316992,2,82,4,4,20.5,1
"415",316998,1,2344,552,552,4.2463768115942,1
"416",316998,2,3056,84,83,36.3809523809524,1.01204819277108
"417",316998,3,2480,18,16,137.777777777778,1.125
"418",321113,1,10703,1796,1794,5.95935412026726,1.00111482720178
"419",321113,2,20922,554,520,37.7653429602888,1.06538461538462
"420",321114,1,1287,195,195,6.6,1
"421",321114,2,2916,96,78,30.375,1.23076923076923
"422",321211,1,758,121,121,6.26446280991736,1
"423",321211,2,2940,66,64,44.5454545454545,1.03125
"424",321211,3,3574,21,20,170.190476190476,1.05
"425",321211,4,1152,5,4,230.4,1.25
"426",321211,6,440,4,4,110,1
"427",321211,7,661,6,5,110.166666666667,1.2
"428",321212,1,131,22,22,5.95454545454545,1
"429",321212,2,428,12,12,35.6666666666667,1
"430",321212,5,1004,4,3,251,1.33333333333333
"431",321213,1,398,56,56,7.10714285714286,1
"432",321213,2,487,13,11,37.4615384615385,1.18181818181818
"433",321214,1,2334,302,302,7.72847682119205,1
"434",321214,2,8586,232,213,37.0086206896552,1.08920187793427
"435",321214,3,6434,81,65,79.4320987654321,1.24615384615385
"436",321219,1,440,71,71,6.19718309859155,1
"437",321219,2,1061,22,22,48.2272727272727,1
"438",321911,1,4262,665,665,6.40902255639098,1
"439",321911,2,7318,191,188,38.3141361256544,1.01595744680851
"440",321911,3,7792,84,61,92.7619047619048,1.37704918032787
"441",321912,1,3383,500,498,6.766,1.00401606425703
"442",321912,2,8389,233,219,36.0042918454936,1.06392694063927
"443",321912,3,3803,52,44,73.1346153846154,1.18181818181818
"444",321918,1,5970,1149,1145,5.19582245430809,1.00349344978166
"445",321918,2,7532,218,210,34.5504587155963,1.03809523809524
"446",321918,3,8507,68,56,125.102941176471,1.21428571428571
"447",321920,1,10588,1647,1633,6.42865816636308,1.00857317819963
"448",321920,2,20752,594,553,34.9360269360269,1.07414104882459
"449",321991,1,556,99,99,5.61616161616162,1
"450",321991,2,1478,27,27,54.7407407407407,1
"451",321991,3,4193,32,27,131.03125,1.18518518518519
"452",321992,1,2174,418,417,5.20095693779904,1.00239808153477
"453",321992,2,4395,109,105,40.3211009174312,1.03809523809524
"454",321992,3,2996,28,22,107,1.27272727272727
"455",321992,4,281,3,3,93.6666666666667,1
"456",321999,1,8485,2108,2105,4.02514231499051,1.00142517814727
"457",321999,2,10256,297,282,34.5319865319865,1.0531914893617
"458",321999,6,510,10,8,51,1.25
"459",322110,1,47,12,12,3.91666666666667,1
"460",322121,1,298,57,57,5.2280701754386,1
"461",322121,2,1121,20,20,56.05,1
"462",322121,3,4125,23,20,179.347826086957,1.15
"463",322130,1,121,15,15,8.06666666666667,1
"464",322130,2,834,19,16,43.8947368421053,1.1875
"465",322130,3,2297,17,15,135.117647058824,1.13333333333333
"466",322130,4,745,4,3,186.25,1.33333333333333
"467",322130,5,1695,12,9,141.25,1.33333333333333
"468",322211,1,2094,270,270,7.75555555555556,1
"469",322211,2,11577,267,248,43.3595505617978,1.07661290322581
"470",322212,1,707,83,83,8.51807228915663,1
"471",322212,2,5201,108,107,48.1574074074074,1.00934579439252
"472",322212,3,11218,95,70,118.084210526316,1.35714285714286
"473",322212,5,1947,11,9,177,1.22222222222222
"474",322219,1,508,84,83,6.04761904761905,1.01204819277108
"475",322219,2,2572,70,69,36.7428571428571,1.01449275362319
"476",322219,3,1444,19,13,76,1.46153846153846
"477",322220,1,1786,254,254,7.03149606299213,1
"478",322220,2,7465,174,165,42.9022988505747,1.05454545454545
"479",322220,3,13531,129,88,104.891472868217,1.46590909090909
"480",322230,1,1210,178,177,6.79775280898876,1.00564971751412
"481",322230,2,4234,105,100,40.3238095238095,1.05
"482",322230,3,6134,61,42,100.55737704918,1.45238095238095
"483",322291,1,148,31,31,4.7741935483871,1
"484",322291,2,1580,31,31,50.9677419354839,1
"485",322291,3,3372,21,16,160.571428571429,1.3125
"486",322299,1,1113,168,168,6.625,1
"487",322299,2,3697,103,96,35.8932038834951,1.07291666666667
"488",322299,3,4154,52,37,79.8846153846154,1.40540540540541
"489",322299,4,1539,9,8,171,1.125
"490",323111,1,69149,14453,14417,4.78440462187781,1.00249705209128
"491",323111,2,85023,2296,2150,37.0309233449477,1.06790697674419
"492",323111,3,70870,672,449,105.46130952381,1.49665924276169
"493",323113,1,21296,4468,4467,4.76633840644584,1.00022386389075
"494",323113,2,19538,546,541,35.7838827838828,1.00924214417745
"495",323113,3,12549,90,83,139.433333333333,1.08433734939759
"496",323113,4,4273,18,14,237.388888888889,1.28571428571429
"497",323113,5,677,8,7,84.625,1.14285714285714
"498",323113,6,285,4,3,71.25,1.33333333333333
"499",323113,7,3547,11,8,322.454545454545,1.375
"500",323117,1,1351,271,271,4.98523985239852,1
"501",323117,2,2831,73,72,38.7808219178082,1.01388888888889
"502",323117,3,3923,35,30,112.085714285714,1.16666666666667
"503",323120,1,5284,1186,1185,4.45531197301855,1.00084388185654
"504",323120,2,7645,221,196,34.5927601809955,1.12755102040816
"505",324110,1,100,25,24,4,1.04166666666667
"506",324110,3,1874,22,15,85.1818181818182,1.46666666666667
"507",324110,4,1484,6,6,247.333333333333,1
"508",324121,1,1486,255,250,5.82745098039216,1.02
"509",324121,2,2641,138,96,19.1376811594203,1.4375
"510",324122,1,348,64,64,5.4375,1
"511",324122,2,807,27,25,29.8888888888889,1.08
"512",324191,1,802,129,129,6.21705426356589,1
"513",324191,2,2266,62,58,36.5483870967742,1.06896551724138
"514",324191,3,2306,25,20,92.24,1.25
"515",324199,1,220,51,49,4.31372549019608,1.04081632653061
"516",324199,2,193,7,6,27.5714285714286,1.16666666666667
"517",324199,7,417,6,5,69.5,1.2
"518",325110,1,79,8,8,9.875,1
"519",325110,5,653,3,3,217.666666666667,1
"520",325120,1,220,45,45,4.88888888888889,1
"521",325130,1,286,64,64,4.46875,1
"522",325130,2,756,24,22,31.5,1.09090909090909
"523",325130,3,666,3,3,222,1
"524",325180,1,949,142,142,6.6830985915493,1
"525",325180,2,3309,95,82,34.8315789473684,1.15853658536585
"526",325193,1,72,17,16,4.23529411764706,1.0625
"527",325193,2,3174,77,71,41.2207792207792,1.08450704225352
"528",325194,1,183,29,29,6.31034482758621,1
"529",325194,2,447,7,7,63.8571428571429,1
"530",325194,7,967,7,5,138.142857142857,1.4
"531",325199,1,1619,264,263,6.13257575757576,1.00380228136882
"532",325199,2,5351,150,143,35.6733333333333,1.04895104895105
"533",325199,3,10174,103,79,98.7766990291262,1.30379746835443
"534",325211,1,2629,349,349,7.53295128939828,1
"535",325211,2,11847,290,280,40.851724137931,1.03571428571429
"536",325212,1,350,61,61,5.73770491803279,1
"537",325212,2,1313,30,29,43.7666666666667,1.03448275862069
"538",325212,3,2358,22,17,107.181818181818,1.29411764705882
"539",325212,6,106,3,3,35.3333333333333,1
"540",325212,7,3746,17,12,220.352941176471,1.41666666666667
"541",325220,1,287,45,45,6.37777777777778,1
"542",325220,2,1099,23,20,47.7826086956522,1.15
"543",325220,3,1390,19,17,73.1578947368421,1.11764705882353
"544",325220,5,585,3,3,195,1
"545",325220,6,1632,6,5,272,1.2
"546",325311,1,613,103,103,5.95145631067961,1
"547",325311,2,1344,45,36,29.8666666666667,1.25
"548",325312,1,94,15,15,6.26666666666667,1
"549",325312,2,205,7,7,29.2857142857143,1
"550",325314,1,1293,227,226,5.69603524229075,1.00442477876106
"551",325314,2,2538,91,71,27.8901098901099,1.28169014084507
"552",325314,4,101,5,4,20.2,1.25
"553",325320,1,519,122,121,4.25409836065574,1.00826446280992
"554",325320,2,951,26,26,36.5769230769231,1
"555",325320,3,2369,27,19,87.7407407407407,1.42105263157895
"556",325320,5,420,5,4,84,1.25
"557",325411,1,1467,289,289,5.07612456747405,1
"558",325411,2,4604,102,99,45.1372549019608,1.03030303030303
"559",325411,3,9474,62,54,152.806451612903,1.14814814814815
"560",325411,5,2756,9,8,306.222222222222,1.125
"561",325411,7,5404,16,11,337.75,1.45454545454545
"562",325412,1,2971,588,584,5.05272108843537,1.00684931506849
