ORIG_CFS_AREA,Commodity_SCTG,UnitCost
04-536,31,117.37095854909543
04-536,32,10151.956265371573
04-536,33,2631.699265103471
04-536,34,10520.432360042802
04-536,35,11225.706463114564
04-536,36,13394.738627275497
04-536,37,568608.9294945142
04-536,38,65950.42203797837
04-536,39,7830.141051756473
04-536,40,10536.482868990866
04-536,41,68.66105345995359
04-536,43,4530.3446552040705
04-99999,1,4824.517661711707
04-99999,2,240.37932236893025
04-99999,3,867.2771040449519
04-99999,4,1041.9714314872656
04-99999,5,3567.4880004161623
04-99999,6,685.2981310813036
04-99999,7,602.3487319365325
04-99999,8,1405.9494516865389
04-99999,9,22869.84184440608
04-99999,10,311.9549418793235
04-99999,11,33.640176469394106
04-99999,12,10.61503932467429
04-99999,13,27.9666436248667
04-99999,14,2015.530303280391
04-99999,15,21.969139386576455
04-99999,17,613.9836566736705
04-99999,18,613.1501293085065
04-99999,19,206.2866566458269
04-99999,20,200.08693010798984
04-99999,21,678511.8513394197
04-99999,22,385.3563308010395
04-99999,23,1722.8961182167448
04-99999,24,3978.7411316018047
04-99999,25,13.120178727312537
04-99999,26,812.3630214371298
04-99999,27,1724.505407335033
04-99999,28,1491.4158672614872
04-99999,29,5742.809164494443
04-99999,30,6966.770546956314
04-99999,31,123.06798087876827
04-99999,32,3888.621383259391
04-99999,33,3774.546816639991
04-99999,34,10778.879994339888
04-99999,35,2854.9435136461466
04-99999,36,13616.7558738817
04-99999,37,138808.07045792774
04-99999,38,23243.03227477996
04-99999,39,5274.454923121915
04-99999,40,12840.445192274537
04-99999,41,8.18903060952405
04-99999,43,3656.5201911589543
05-99999,1,1565.4546097114187
05-99999,2,173.247104972215
05-99999,3,363.21549817757966
05-99999,4,306.88746290866504
05-99999,5,2683.1482249848295
05-99999,6,682.1404860405869
05-99999,7,1684.6206921372866
05-99999,8,2201.3075418398444
05-99999,9,79436.21449718694
05-99999,10,78.07398723117683
05-99999,11,9.138472689283594
05-99999,12,16.21570198673704
05-99999,13,74.72015198058438
05-99999,14,3284.4880798521917
05-99999,16,322.5699238963965
05-99999,17,652.566432568518
05-99999,18,662.7863282981581
05-99999,19,227.18409981308443
05-99999,20,1157.669518323404
05-99999,21,86553.78353366844
05-99999,22,312.0218351099483
05-99999,23,1504.0523970094257
05-99999,24,728.426438393911
05-99999,25,30.132947297850563
05-99999,26,363.4944346245952
05-99999,27,958.3394793862092
05-99999,28,2158.8867366064205
05-99999,29,15400.288824418429
05-99999,30,4088.254604289893
05-99999,31,186.95231516936602
05-99999,32,949.3998385087501
05-99999,33,3372.065592522154
05-99999,34,6675.6907412228065
05-99999,35,11514.464971096044
05-99999,36,1005.4598926920229
05-99999,37,2293.999137748492
05-99999,38,35750.04811936786
05-99999,39,5278.450902091741
05-99999,40,7528.744290635785
05-99999,41,146.11620844956676
05-99999,43,3066.6000174283417
06-348,1,2613.6347927885977
06-348,2,823.1484615066763
06-348,3,1765.4335494158663
06-348,4,817.1014584419449
06-348,5,5163.867073479396
06-348,6,2452.255926015643
06-348,7,1167.150161673946
06-348,8,2845.9587816868498
06-348,9,63551.67669313059
06-348,10,972.6945759363001
06-348,11,38.0194041448618
06-348,12,9.814395229863061
06-348,13,252.2835008528647
06-348,14,1248.2741542197052
06-348,15,999.9486871704181
06-348,16,315.5199381932351
06-348,17,535.2430225588489
06-348,18,457.2237553369003
06-348,19,297.08200123121856
06-348,20,664.5679143230312
06-348,21,93135.95967710686
06-348,22,909.2965901971482
06-348,23,6251.699196191882
06-348,24,4506.707912693414
06-348,25,3207.731916458135
06-348,26,885.3534911703194
06-348,27,1286.9903553861568
06-348,28,2218.9134988980727
06-348,29,5117.116308694631
06-348,30,18618.439137031655
06-348,31,230.74799450505355
06-348,32,2299.6727556346445
06-348,33,2980.168774264861
06-348,34,5631.32901417371
06-348,35,20729.33711338162
06-348,36,7181.063010094786
06-348,37,145201.70884269755
06-348,38,64464.789269879715
06-348,39,6705.2943771305
06-348,40,7142.603047599009
06-348,41,59.94312674726214
06-348,43,4319.684413461448
06-472,1,2234.692613668653
06-472,2,270.64627963325154
06-472,3,1664.2258004065604
06-472,4,554.4852261305219
06-472,5,10914.459812615763
06-472,6,1106.849859358766
06-472,7,1164.6636904498553
06-472,8,1910.6492006459966
06-472,9,22869.88613861386
06-472,10,60.04336069268398
06-472,11,10.347345054868049
06-472,12,15.578321014415952
06-472,13,49.501031694526034
06-472,17,634.4666252706268
06-472,18,597.8661904334127
06-472,19,534.7339357139554
06-472,20,3705.8048692366438
06-472,21,214282.94127511844
06-472,22,265.07869139573387
06-472,23,2588.7010656370317
06-472,24,6106.2025038014
06-472,25,28.630663545399408
06-472,26,962.8171969835578
06-472,27,1545.563367806876
06-472,28,1807.1579348997213
06-472,29,7941.729181906146
06-472,30,22804.37380325633
06-472,31,109.77540491984038
06-472,32,2193.2051853147022
06-472,33,3504.752582519783
06-472,34,1860.7504024295251
06-472,35,30897.229330537095
06-472,36,8228.353586817439
06-472,37,113590.28705891983
06-472,38,6797.437494207264
06-472,39,5501.909551881903
06-472,40,3423.9709523358138
06-472,41,3.7502941296843426
06-472,43,4051.225506581594
06-41740,1,1197.2656430307566
06-41740,2,244.04532637788495
06-41740,3,1673.3952974770552
06-41740,4,804.4103304153492
06-41740,5,5553.692859601059
06-41740,6,3415.297543274171
06-41740,7,910.9822883231885
06-41740,8,2341.4135379754516
06-41740,9,83296.49682805773
06-41740,10,4191.385800643346
06-41740,11,4.866925787838705
06-41740,12,10.7803837304024
06-41740,13,103.63567224478409
06-41740,14,177836.7424447941
06-41740,17,566.3163731552189
06-41740,18,499.68760946176525
06-41740,19,1576.6756308852584
06-41740,20,6246.3756624062535
06-41740,21,97740.03325284005
06-41740,22,32752.239003819355
06-41740,23,4582.953488687445
06-41740,24,5262.121406646484
06-41740,25,11.195203123902676
06-41740,26,1485.9571473847157
06-41740,27,2685.5334650447753
06-41740,28,2384.5494715765076
06-41740,29,8253.035986084264
06-41740,30,18257.043124895143
06-41740,31,168.94151309813077
06-41740,32,3265.020164220464
06-41740,33,4893.848805005648
06-41740,34,22520.83414007964
06-41740,35,17869.394729196378
06-41740,36,17203.862988819077
06-41740,37,263181.32504693087
06-41740,38,165367.27487438597
06-41740,39,8225.622694214226
06-41740,40,23472.84833891746
06-41740,41,2.8441222327286946
06-41740,43,5092.423463107688
06-488,1,1904.8767623993253
06-488,2,372.55184561883516
06-488,3,1936.086123061794
06-488,4,447.51412418632066
06-488,5,7159.42929424369
06-488,6,2694.9396610089843
06-488,7,1286.9453626701716
06-488,8,4208.791014620908
06-488,9,139999.92548359453
06-488,10,151.05667058604308
06-488,11,11.858665738557198
06-488,12,9.62070779175299
06-488,13,179.18563478374074
06-488,14,1569.792365980278
06-488,16,315.5199460999158
06-488,17,678.3717559757422
06-488,18,470.4683785319306
06-488,19,258.1429003387362
06-488,20,440.2991807442067
06-488,21,143539.98090488318
06-488,22,606.8177334380262
06-488,23,2023.9792499111795
06-488,24,5097.2728931849615
06-488,25,352.297023251866
06-488,26,1148.8588219652625
06-488,27,489.41070716585915
06-488,28,2484.3321623502716
06-488,29,6955.977376709617
06-488,30,19613.189750119658
06-488,31,300.4268839108369
06-488,32,1586.431884996286
06-488,33,3088.428918530708
06-488,34,17079.822844653274
06-488,35,56382.35448287688
06-488,36,8667.082929616725
06-488,37,133730.20498571813
06-488,38,144085.22443117373
06-488,39,5632.680044744798
06-488,40,4103.05253330698
06-488,41,32.4315375435535
06-488,43,3192.5381432665727
06-260,1,6196.199888632406
06-260,2,317.32000481540086
06-260,3,1051.0432915087874
06-260,4,290.87397516284534
06-260,5,3460.822662846285
06-260,6,869.1452312235957
06-260,7,691.8943642321753
06-260,8,1238.4262390853535
06-260,9,41999.64185946566
06-260,10,239.89111435398914
06-260,11,15.770454783239035
06-260,12,13.75432573597091
06-260,13,410.95948631333897
06-260,14,38004.04962651242
06-260,16,315.51993812515275
06-260,17,646.6972220474568
06-260,18,571.9696914531363
06-260,19,540.0941739150012
06-260,20,870.2156985644633
06-260,21,13991.437001024335
06-260,22,666.1248648221087
06-260,23,4065.3252469701133
06-260,24,5694.89914222474
06-260,25,21.424954333477647
06-260,26,766.6128621437664
06-260,27,2086.704511127472
06-260,28,1132.8978712908195
06-260,29,606.4089291787553
06-260,30,17796.7835178608
06-260,31,321.5275355393905
06-260,32,1562.6063232877743
06-260,33,2745.9983911118748
06-260,34,12015.433609753774
06-260,35,23374.563449517173
06-260,36,11207.0764995909
06-260,37,58847.69828583336
06-260,38,31201.350588993966
06-260,39,5973.5020671814345
06-260,40,9112.832456663797
06-260,41,33.234679633845786
06-260,43,5019.382487547044
06-99999,1,2211.0862003280336
06-99999,2,211.46616914447466
06-99999,3,1219.4087446755464
06-99999,4,276.68138247899003
06-99999,5,2061.294081863865
06-99999,6,1073.3330092016633
06-99999,7,792.1573541259422
06-99999,8,2066.002874655623
06-99999,9,36829.33979742436
06-99999,10,399.06739702455184
06-99999,11,6.153658522354419
06-99999,12,15.594323220185599
06-99999,13,106.81637431100367
06-99999,14,174670.77723899673
06-99999,16,315.51994485711776
06-99999,17,625.3475431003335
06-99999,18,645.8035911398305
06-99999,19,259.573621550417
06-99999,20,1034.3441545736694
06-99999,21,31705.737724800903
06-99999,22,426.2266431163451
06-99999,23,1711.4320874127022
06-99999,24,4404.059274571879
06-99999,25,21.717410552143637
06-99999,26,579.6307406124636
06-99999,27,832.7526867844991
06-99999,28,1067.9857257667302
06-99999,29,5014.8120376626075
06-99999,30,30727.90233762457
06-99999,31,197.03923620234957
06-99999,32,1884.29417867317
06-99999,33,2263.775872091866
06-99999,34,6110.203762404574
06-99999,35,34076.335235617786
06-99999,36,4554.593874392773
06-99999,37,19268.349382277524
06-99999,38,79470.322554724
06-99999,39,6118.8916736413585
06-99999,40,5843.813946982211
06-99999,41,22.032587907667228
06-99999,43,4086.6089426262374
08-216,1,5844.073692945646
08-216,2,109.6647906595441
08-216,3,633.3372098093178
08-216,4,295.52108454781165
08-216,5,4797.722028681222
08-216,6,1985.5350670860366
08-216,7,1274.2983706609627
08-216,8,1412.1085932655244
08-216,9,23155.04917699868
08-216,10,300.68929336014025
08-216,11,14.328496311434428
08-216,12,8.489443230820049
08-216,13,199.21967320253643
08-216,14,2069.020176034222
08-216,16,305.54354566065757
08-216,17,452.8156655934182
08-216,18,2320.7146124572196
08-216,19,315.2770449690654
08-216,20,582.4071071523007
08-216,21,127081.3756189118
08-216,22,702.4790638647951
08-216,23,4981.147864139674
08-216,24,7054.696094835296
08-216,25,201.1667394181208
08-216,26,1234.0419250394937
08-216,27,1414.4549458710999
08-216,28,1561.485449321027
08-216,29,2462.3157621502005
08-216,30,24866.667203157067
08-216,31,335.04679792516765
08-216,32,2744.2240578711867
08-216,33,1841.6917177647472
08-216,34,10413.378014281096
08-216,35,26000.47292898916
08-216,36,7460.756004198933
08-216,37,446963.46624573926
08-216,38,61931.20055564208
08-216,39,6637.607016150585
08-216,40,9507.364394037959
08-216,41,91.19136340193826
08-216,43,3340.5164964193264
08-99999,1,3987.7892754864197
08-99999,2,134.07382062789742
08-99999,3,316.4354362120077
08-99999,4,169.00944770319794
08-99999,5,4797.752648325633
08-99999,6,2354.9177878340743
08-99999,7,956.1007367601886
08-99999,8,1096.7113007162488
08-99999,9,73516.8913274772
08-99999,10,133.2818802757139
08-99999,11,8.624704228957471
08-99999,12,23.13847550391394
08-99999,13,45.16535395414414
08-99999,14,18318.18229524102
08-99999,15,36.199983226830135
08-99999,16,305.54354729520736
08-99999,17,581.6219564662989
08-99999,18,757.1807044871132
08-99999,19,164.0000160323959
08-99999,20,651.2587540655027
08-99999,21,116639.30995735244
08-99999,22,307.64505517513044
08-99999,23,2761.6000984762827
08-99999,24,6109.532432527332
08-99999,25,22.28619843607278
08-99999,26,465.64633485336816
08-99999,27,1187.2357102647916
08-99999,28,2442.3125908140414
08-99999,29,13793.958057255317
08-99999,30,2200.1202402964736
08-99999,31,124.4110157961956
08-99999,32,789.396816385808
08-99999,33,1818.5648020137198
08-99999,34,22536.739728689696
08-99999,35,14514.817948170268
08-99999,36,469.56289670105065
08-99999,37,162414.88570368348
08-99999,38,137813.90005920173
08-99999,39,7425.238551824564
08-99999,40,2558.94495566492
08-99999,41,21.60952835348323
08-99999,43,7562.166022199075
09-25540,1,7335.169771292973
09-25540,2,477.38312880297264
09-25540,3,1337.6764775587706
09-25540,4,334.73867412702407
09-25540,5,9235.834620653473
09-25540,6,2282.39334180728
09-25540,7,1086.2712210202913
09-25540,8,1762.7265706878436
09-25540,9,55627.854920617
09-25540,10,26.776633990657345
09-25540,11,17.339077635423763
09-25540,12,11.654011273309942
09-25540,13,64.62664554984111
09-25540,14,8569.55199593892
09-25540,17,657.995713989871
09-25540,18,621.935657964029
09-25540,19,450.8020321133804
09-25540,20,1071.202129878653
09-25540,21,191604.02356361898
09-25540,22,349.4352788973398
09-25540,23,4858.480694436016
09-25540,24,7297.357828556392
09-25540,25,10.96715956272266
09-25540,26,1463.9749171515114
09-25540,27,2337.8379086961713
09-25540,28,2518.278331480466
09-25540,29,7586.737207208484
09-25540,30,30228.969629081108
09-25540,31,208.2398336238505
09-25540,32,3201.8628920070905
09-25540,33,9087.415445186205
09-25540,34,34274.10879471206
09-25540,35,22108.72361471848
09-25540,36,12067.968920932033
09-25540,37,263725.7719912583
09-25540,38,193140.23925498733
09-25540,39,7519.088628069208
09-25540,40,12048.727488847462
09-25540,41,39.66940332076284
09-25540,43,3758.3885762606747
09-408,1,9694.496201483882
09-408,2,953.5805199112314
09-408,3,665.6667046528497
09-408,4,428.92910164591774
09-408,5,4965.646524736492
09-408,6,3407.9566762693025
09-408,7,1007.3261962351778
09-408,8,3447.464578277633
09-408,9,94796.32963267878
09-408,10,217.94819848734468
09-408,11,8.507974546291853
09-408,12,10.859444776435302
09-408,13,212.94282672036334
09-408,17,822.3225959927146
09-408,18,628.0625058204253
09-408,19,210.05066375283457
09-408,20,1085.8137021087389
09-408,21,21057.34368100614
09-408,22,537.5756634504578
09-408,23,7928.165697423474
09-408,24,3509.9587236675575
09-408,25,10.573313501731898
09-408,26,1200.426938065264
09-408,27,5860.023726309914
09-408,28,610.4622604101206
09-408,29,15406.146629124636
09-408,30,10645.241624829503
09-408,31,189.58678986908166
09-408,32,1719.3355987437908
09-408,33,5428.970584003934
09-408,34,6968.611027678704
09-408,35,30053.17613771737
09-408,36,10509.936480647426
09-408,37,16311.69169729824
09-408,38,55512.34765678247
09-408,39,8393.665277478885
09-408,40,11947.471939932346
09-408,41,91.6398121138366
09-408,43,3052.9280815905154
09-99999,1,2778.7894144352117
09-99999,2,335.1900030087643
09-99999,3,1276.3812877942435
09-99999,4,124.50903783987876
09-99999,5,1026.347055385735
09-99999,6,7732.884772438279
09-99999,7,2496.495535093758
09-99999,8,1719.9998685134071
09-99999,9,22869.76111964155
09-99999,10,26.58567938707541
09-99999,11,12.250579280020512
09-99999,12,10.542151891309032
09-99999,13,1742.2047780226496
09-99999,14,189087.306501548
09-99999,17,557.19069482877
09-99999,18,476.8527985393282
09-99999,19,194.54765125642504
09-99999,20,201.17279423712267
09-99999,21,1319919.0732737158
09-99999,23,2438.3303246906735
09-99999,24,4323.393581103243
09-99999,25,15.61703837622433
09-99999,26,1113.969738216635
09-99999,27,736.9985758093488
09-99999,28,1687.94553567307
09-99999,29,8311.675267275781
09-99999,30,22988.38586218138
09-99999,31,134.52087461164217
09-99999,32,1616.85463729908
09-99999,33,9878.359347782556
09-99999,34,45609.94120183562
09-99999,35,28823.738557783767
09-99999,36,10286.449325112073
09-99999,37,332223.36851867894
09-99999,38,83362.7241897287
09-99999,39,38417.02737347642
09-99999,40,6647.142882371987
09-99999,41,21.633234784051147
09-99999,43,3549.338095715564
10-428,1,1727.0235107859712
10-428,2,117.33597090080379
10-428,3,805.694060128286
10-428,4,366.92527769495734
10-428,5,3588.5765400861656
10-428,6,3010.3892888396067
10-428,7,1421.3532680985656
10-428,8,2293.7458712761536
10-428,9,22869.86864786415
10-428,10,25.32806299070283
10-428,11,24.443727017146653
10-428,12,3.2642951850172266
10-428,13,29.23937301821029
10-428,14,612.5462438949645
10-428,17,518.977588604002
10-428,18,986.3444237209578
10-428,19,289.087076889351
10-428,20,1091.1633130651917
10-428,21,195698.41103946502
10-428,22,59.01639344262295
10-428,23,3941.617429176834
10-428,24,8251.447457770648
10-428,25,12.480498600723553
10-428,26,534.1435180384968
10-428,27,663.5328023532404
10-428,28,3884.1790053000277
10-428,29,4766.825881389063
10-428,30,2707.35827497958
10-428,31,414.94698729660166
10-428,32,1410.6306088543774
10-428,33,4386.178186422255
10-428,34,22639.998736427882
10-428,35,5258.259787323416
10-428,36,16461.373104469523
10-428,37,195964.94026815405
10-428,38,192644.59402956153
10-428,39,4926.488830913166
10-428,40,8494.098251971276
10-428,41,6.009629519427436
10-428,43,2094.2830717532315
10-99999,1,1745.4019262056295
10-99999,2,129.47857438672983
10-99999,3,358.7057343335975
10-99999,4,276.49431564490794
10-99999,5,2446.228616799057
10-99999,6,1479.9412265339436
10-99999,7,844.0436782195654
10-99999,8,1618.217459340444
10-99999,9,22870.06734168307
10-99999,10,25.328337644817044
10-99999,11,4.076984442605348
10-99999,12,17.730840885671217
10-99999,13,74.81269725217815
10-99999,17,667.1205618810476
10-99999,18,648.3985462402463
10-99999,19,617.5736789085262
10-99999,20,8918.838494466274
10-99999,21,36869.93727775543
10-99999,22,412.50484299541955
10-99999,23,6538.555552531008
10-99999,24,4004.7832480716
10-99999,25,10.595850019369339
10-99999,26,1104.6897715736109
10-99999,27,1125.0743633487714
10-99999,28,2214.380971368762
10-99999,29,24811.03022334543
10-99999,30,13954.036200997936
10-99999,31,109.28806324370804
10-99999,32,505.9905444277055
10-99999,33,3918.730007586317
10-99999,34,11351.426932382868
10-99999,35,42338.47570466026
10-99999,36,5690.945096681855
10-99999,37,9790.346781859338
10-99999,38,17341.636059781835
10-99999,39,8787.529832781887
10-99999,40,1825.8255252405688
10-99999,41,4.50799733982255
10-99999,43,3486.8549071772345
11-47900,3,10223.140021298263
11-47900,4,431.2494903562615
11-47900,5,9471.67376537754
11-47900,6,3575.802941605152
11-47900,7,1279.1105959008685
11-47900,8,4638.06247227273
11-47900,9,22869.7085768441
11-47900,10,25.328223993659527
11-47900,11,1.110421633365689
11-47900,12,0.6069742316320771
11-47900,13,44.86180235375096
11-47900,19,138631.3725490196
11-47900,20,5933.692676523956
11-47900,21,30829.691760625472
11-47900,23,616.2233292100547
11-47900,24,1877.6448585369972
11-47900,26,577.5630120468193
11-47900,27,2292.3423161842784
11-47900,28,1636.3741889568093
11-47900,29,12265.851741812678
11-47900,30,10083.277757993226
11-47900,31,65.15599273690285
11-47900,32,530.9383003017188
11-47900,33,2091.881226850823
11-47900,34,8050.585100614006
11-47900,35,1426.4083117042746
11-47900,36,5698.550145059551
11-47900,37,82722.96219492742
11-47900,38,23909.56680219852
11-47900,39,6527.245875222696
11-47900,40,7285.81687515045
11-47900,41,24.00111155615259
11-47900,43,3950.3750727015918
12-300,1,4730.706411647437
12-300,2,155.79163523593994
12-300,3,488.6912916131539
12-300,4,1668.9919280185052
12-300,5,9725.64137939706
12-300,6,6431.3721026705825
12-300,7,1172.7629693902782
12-300,8,1548.8061261180717
12-300,9,36279.049154518245
12-300,10,31.73369818310646
12-300,11,27.000023998460172
12-300,12,27.52840547897693
12-300,13,143.19134126650695
12-300,14,478.9186877285694
12-300,17,542.8049349822331
12-300,18,525.6753548592367
12-300,19,441.7378382611678
12-300,20,1583.2533476397432
12-300,21,22969.19838364601
12-300,22,261.0880803188467
12-300,23,3196.799208224678
12-300,24,6157.871280355746
12-300,25,12.825533503951222
12-300,26,294.7355500357097
12-300,27,652.5239927311611
12-300,28,2329.6988919548535
12-300,29,4087.2927556358736
12-300,30,24298.220865109808
12-300,31,174.81122937777627
12-300,32,2141.5780754775587
12-300,33,1904.1972688229398
12-300,34,20195.192228566335
12-300,35,16718.473230195836
12-300,36,15414.928954278219
12-300,37,188473.75075535075
12-300,38,169407.8518936464
12-300,39,6957.468225919412
12-300,40,5670.2123066773365
12-300,41,53.26087920210977
12-300,43,2412.302625114265
12-370,1,1920.4816221053502
12-370,2,307.55105470503054
12-370,3,336.84764479868977
12-370,4,766.3057127469858
12-370,5,6815.410328458764
12-370,6,1735.9591259542901
12-370,7,885.2972611511453
12-370,8,1961.3636537298257
12-370,9,37249.68212420465
12-370,10,558.534059478178
12-370,11,186.33969093587913
12-370,12,13.94886770566324
12-370,13,228.3844438619537
12-370,14,59890.50112378777
12-370,17,546.7423313817833
12-370,18,507.1676090939106
12-370,19,265.7655633558183
12-370,20,1407.658666703212
12-370,21,67695.79289571905
12-370,22,383.1589372553158
12-370,23,4512.896464471766
12-370,24,5477.895613510236
12-370,25,3869.119703442111
12-370,26,1173.7332670593767
12-370,27,1139.3788536080524
