ORIG_CFS_AREA,DEST_CFS_AREA,orig_FAFID,dest_FAFID,Distance
48-13140,48-13140,482,482,13.67754655
48-13140,48-204,482,483,274.4482759
48-13140,48-206,482,484,298.9302326
48-13140,48-238,482,485,830.1304348
48-13140,48-288,482,486,85.1872549
48-13140,48-29700,482,487,450.8888889
48-13140,48-41700,482,488,273.2222222
48-13140,48-99999,482,489,182.0419162
48-13140,49-482,482,491,1315.111111
48-13140,49-99999,482,499,1198
48-13140,50-99999,482,500,1608.25
48-13140,51-40060,482,511,1126.5
48-13140,51-47900,482,513,1162.916667
48-13140,51-545,482,512,1217.333333
48-13140,51-99999,482,519,1067.384615
48-13140,53-440,482,532,1883
48-13140,53-500,482,531,2049.416667
48-13140,53-99999,482,539,1955.5
48-13140,54-99999,482,540,1017.818182
48-13140,55-376,482,551,1147.934783
48-13140,55-99999,482,559,1104.468085
48-13140,56-99999,482,560,1160.666667
48-204,01-142,483,11,759.6666667
48-204,01-380,483,12,633.6666667
48-204,01-99999,483,19,733.625
48-204,04-38060,483,41,1026.083333
48-204,04-536,483,42,1015.5
48-204,04-99999,483,49,936.3333333
48-204,05-99999,483,50,655.9411765
48-204,06-260,483,65,1648
48-204,06-348,483,61,1392.30303
48-204,06-41740,483,63,1300.125
48-204,06-472,483,62,1715.5
48-204,06-488,483,64,1661.047619
48-204,06-99999,483,69,1445.461538
48-204,08-216,483,81,1032.607143
48-204,08-99999,483,89,1071.47619
48-204,09-25540,483,91,1699
48-204,09-408,483,92,1751.4
48-204,09-99999,483,99,1736
48-204,10-428,483,101,1485.333333
48-204,10-99999,483,109,1465
48-204,11-47900,483,111,1626.666667
48-204,12-300,483,121,1014.333333
48-204,12-370,483,122,1145.3
48-204,12-422,483,123,1043.375
48-204,12-45300,483,124,920.8333333
48-204,12-99999,483,129,1021.148936
48-204,13-122,483,131,938.5454545
48-204,13-496,483,132,1028
48-204,13-99999,483,139,948.8461538
48-204,16-99999,483,160,1590
48-204,17-176,483,171,1180.72
48-204,17-476,483,172,987.6666667
48-204,17-99999,483,179,1070.882353
48-204,18-176,483,181,1135.666667
48-204,18-258,483,183,1155
48-204,18-294,483,182,1220.666667
48-204,18-99999,483,189,1099.272727
48-204,19-99999,483,190,1050.125
48-204,20-312,483,201,792
48-204,20-556,483,202,727
48-204,20-99999,483,209,701.8
48-204,21-178,483,211,1329.5
48-204,21-350,483,212,974
48-204,21-99999,483,219,984.6428571
48-204,22-12940,483,221,457.1
48-204,22-324,483,222,298
48-204,22-406,483,223,525.6315789
48-204,22-99999,483,229,428.9
48-204,24-12580,483,241,1519.3125
48-204,24-47900,483,242,1476
48-204,24-99999,483,249,1500
48-204,25-148,483,251,1784.5
48-204,25-99999,483,259,1715.5
48-204,26-220,483,261,1441.588235
48-204,26-266,483,262,1485
48-204,26-99999,483,269,1379.153846
48-204,27-378,483,271,1264.625
48-204,27-99999,483,279,1268.166667
48-204,28-99999,483,280,582.7619048
48-204,29-312,483,291,813
48-204,29-476,483,292,900.2857143
48-204,29-99999,483,299,795.4444444
48-204,30-99999,483,300,1888
48-204,31-420,483,311,935
48-204,31-99999,483,319,929.6
48-204,32-332,483,321,1367.2
48-204,32-99999,483,329,1550.727273
48-204,33-148,483,331,1943.875
48-204,34-408,483,341,1633.611111
48-204,34-428,483,342,1617.272727
48-204,35-99999,483,350,691.4705882
48-204,36-104,483,361,1680
48-204,36-160,483,362,1707.25
48-204,36-408,483,363,1623.684211
48-204,36-464,483,364,1553
48-204,36-99999,483,369,1665.111111
48-204,37-172,483,371,1202.2
48-204,37-268,483,372,1149
48-204,37-450,483,373,1337.75
48-204,37-99999,483,379,1204.727273
48-204,38-99999,483,380,1570.333333
48-204,39-178,483,391,1089.75
48-204,39-184,483,392,1404.375
48-204,39-198,483,393,1216
48-204,39-99999,483,399,1317.133333
48-204,40-416,483,401,574.9375
48-204,40-538,483,402,616.6315789
48-204,40-99999,483,409,542.5384615
48-204,41-440,483,411,1956
48-204,41-99999,483,419,1872.4
48-204,42-408,483,423,1524
48-204,42-428,483,421,1623
48-204,42-430,483,422,1517.375
48-204,42-99999,483,429,1544.105263
48-204,45-16700,483,451,1156
48-204,45-273,483,452,1175.333333
48-204,45-99999,483,459,1078.333333
48-204,46-99999,483,460,1153
48-204,47-314,483,473,1175
48-204,47-368,483,471,682.5
48-204,47-400,483,472,841.5
48-204,47-99999,483,479,951.3125
48-204,48-12420,483,481,195.6875
48-204,48-13140,483,482,282.1428571
48-204,48-204,483,483,14.16110217
48-204,48-206,483,484,387.040404
48-204,48-238,483,485,654.4166667
48-204,48-288,483,486,208.1891892
48-204,48-29700,483,487,136.8235294
48-204,48-41700,483,488,142.3507853
48-204,48-99999,483,489,134.0536627
48-204,49-482,483,491,1254.25
48-204,49-99999,483,499,1275.5
48-204,50-99999,483,500,1722
48-204,51-40060,483,511,1334
48-204,51-47900,483,513,1492.5
48-204,51-545,483,512,1443.833333
48-204,51-99999,483,519,1338.285714
48-204,53-500,483,531,2244.866667
48-204,53-99999,483,539,1917.571429
48-204,54-99999,483,540,1252.666667
48-204,55-376,483,551,1354.052632
48-204,55-99999,483,559,1318.941176
48-204,56-99999,483,560,1284.5
48-206,01-142,484,11,627.2810219
48-206,01-380,484,12,579.1894737
48-206,01-99999,484,19,636.0820106
48-206,02-99999,484,20,2364
48-206,04-38060,484,41,936.9673913
48-206,04-536,484,42,899.5298805
48-206,04-99999,484,49,942.8421053
48-206,05-99999,484,50,313.1717325
48-206,06-260,484,65,1436.434343
48-206,06-348,484,61,1292.053826
48-206,06-41740,484,63,1217.509138
48-206,06-472,484,62,1531.988889
48-206,06-488,484,64,1527.126882
48-206,06-99999,484,69,1446.01566
48-206,08-216,484,81,722.713456
48-206,08-99999,484,89,709.3375796
48-206,09-25540,484,91,1535.76699
48-206,09-408,484,92,1499.425121
48-206,09-99999,484,99,1530.478261
48-206,10-428,484,101,1325.787879
48-206,10-99999,484,109,1320.454545
48-206,11-47900,484,111,1234.5
48-206,12-300,484,121,958.3880597
48-206,12-370,484,122,1170.55102
48-206,12-422,484,123,1022.43722
48-206,12-45300,484,124,1000.073107
48-206,12-99999,484,129,946.8966346
48-206,13-122,484,131,765.9510309
48-206,13-496,484,132,951.7439024
48-206,13-99999,484,139,829.6821918
48-206,16-99999,484,160,1371.112069
48-206,17-176,484,171,836.9991039
48-206,17-476,484,172,582.0188679
48-206,17-99999,484,179,719.7209945
48-206,18-176,484,181,836.4230769
48-206,18-258,484,183,957.1818182
48-206,18-294,484,182,819.424
48-206,18-99999,484,189,822.8463855
48-206,19-99999,484,190,713.2810219
48-206,20-312,484,201,465.14377
48-206,20-556,484,202,349.3014184
48-206,20-99999,484,209,428.5195195
48-206,21-178,484,211,851.7349398
48-206,21-350,484,212,768.0333333
48-206,21-99999,484,219,759.5416667
48-206,22-12940,484,221,417.1010101
48-206,22-324,484,222,332.5684211
48-206,22-406,484,223,481.7177243
48-206,22-99999,484,229,292.841983
48-206,23-99999,484,230,1721.373913
48-206,24-12580,484,241,1266.832215
48-206,24-47900,484,242,1227.162162
48-206,24-99999,484,249,1302.457831
48-206,25-148,484,251,1605.926923
48-206,25-99999,484,259,1533.8
48-206,26-220,484,261,1063.955603
48-206,26-266,484,262,970.9692308
48-206,26-99999,484,269,1021.297297
48-206,27-378,484,271,894.6614173
48-206,27-99999,484,279,916.3035714
48-206,28-99999,484,280,462.9722222
48-206,29-312,484,291,490.741433
48-206,29-476,484,292,575.1210526
48-206,29-99999,484,299,457.3808354
48-206,30-99999,484,300,1320.050955
48-206,31-420,484,311,618.6878981
48-206,31-99999,484,319,608.7980769
48-206,32-332,484,321,1113.99061
48-206,32-99999,484,329,1458.852459
48-206,33-148,484,331,1620.680672
48-206,33-99999,484,339,1567.782609
48-206,34-408,484,341,1401.021246
48-206,34-428,484,342,1357.472222
48-206,35-99999,484,350,587.6286509
48-206,36-104,484,361,1517.722222
48-206,36-160,484,362,1271.771242
48-206,36-408,484,363,1439.149459
48-206,36-464,484,364,1327.208333
48-206,36-99999,484,369,1401.044843
48-206,37-172,484,371,983.7155425
48-206,37-268,484,372,1026.542222
48-206,37-450,484,373,1104.390625
48-206,37-99999,484,379,1079.159884
48-206,38-99999,484,380,1175.010363
48-206,39-178,484,391,880.9530516
48-206,39-184,484,392,1075.698462
48-206,39-198,484,393,978.2681992
48-206,39-212,484,394,910.6371681
48-206,39-99999,484,399,1037.392713
48-206,40-416,484,401,198.0211082
48-206,40-538,484,402,250.1181717
48-206,40-99999,484,409,188.210775
48-206,41-440,484,411,1775.98452
48-206,41-99999,484,419,1741.275
48-206,42-408,484,423,1360.689076
48-206,42-428,484,421,1341.3125
48-206,42-430,484,422,1130.402878
48-206,42-99999,484,429,1302.89243
48-206,44-148,484,441,1570.68
48-206,45-16700,484,451,1007.827586
48-206,45-273,484,452,884.1282051
48-206,45-99999,484,459,997.3851351
48-206,46-99999,484,460,832.8666667
48-206,47-314,484,473,810.6521739
48-206,47-368,484,471,454.6206897
48-206,47-400,484,472,661.5144357
48-206,47-99999,484,479,704.4382353
48-206,48-12420,484,481,202.7700956
48-206,48-13140,484,482,307.375
48-206,48-204,484,483,390.0076046
48-206,48-206,484,484,22.96502676
48-206,48-238,484,485,599.8929577
48-206,48-288,484,486,248.9464108
48-206,48-29700,484,487,426.5938697
48-206,48-41700,484,488,273.1015406
48-206,48-99999,484,489,217.4801645
48-206,49-482,484,491,1127.63089
48-206,49-99999,484,499,1058.776471
48-206,50-99999,484,500,1566.438596
48-206,51-40060,484,511,1194.842466
48-206,51-47900,484,513,1213.340836
48-206,51-545,484,512,1250.425373
48-206,51-99999,484,519,1093.983122
48-206,53-440,484,532,1746.95122
48-206,53-500,484,531,1801.43125
48-206,53-99999,484,539,1674.345455
48-206,54-99999,484,540,1053.25974
48-206,55-376,484,551,916.7249071
48-206,55-99999,484,559,950.1313364
48-206,56-99999,484,560,971.925
48-238,01-142,485,11,1261.545455
48-238,01-380,485,12,1130.888889
48-238,01-99999,485,19,1212.060606
48-238,04-38060,485,41,397.7625
48-238,04-536,485,42,327.0247934
48-238,04-99999,485,49,271.8648649
48-238,05-99999,485,50,896.9142857
48-238,06-260,485,65,983
48-238,06-348,485,61,735.3625731
48-238,06-41740,485,63,701.7058824
48-238,06-472,485,62,1134.636364
48-238,06-488,485,64,1101.303571
48-238,06-99999,485,69,902.2857143
48-238,08-216,485,81,633.3448276
48-238,08-99999,485,89,520.6
48-238,09-25540,485,91,2139
48-238,09-408,485,92,2030.625
48-238,09-99999,485,99,2320
48-238,10-428,485,101,1837.142857
48-238,11-47900,485,111,1720
48-238,12-300,485,121,1574.727273
48-238,12-370,485,122,1756.283333
48-238,12-422,485,123,1634.666667
48-238,12-45300,485,124,1584.142857
48-238,12-99999,485,129,1571.939394
48-238,13-122,485,131,1400.086022
48-238,13-496,485,132,1612.8
48-238,13-99999,485,139,1438.833333
48-238,16-99999,485,160,1101.25
48-238,17-176,485,171,1393.584906
48-238,17-476,485,172,1195
48-238,17-99999,485,179,1298
48-238,18-258,485,183,1547.944444
48-238,18-294,485,182,1372.296296
48-238,18-99999,485,189,1407.925926
48-238,19-99999,485,190,1092.461538
48-238,20-312,485,201,913.2857143
48-238,20-556,485,202,697.25
48-238,20-99999,485,209,823.6666667
48-238,21-178,485,211,1525
48-238,21-350,485,212,1457.89011
48-238,21-99999,485,219,1425.882353
48-238,22-12940,485,221,973.5
48-238,22-324,485,222,781
48-238,22-406,485,223,1052.823529
48-238,22-99999,485,229,863
48-238,23-99999,485,230,2117
48-238,24-12580,485,241,1879.294118
48-238,24-47900,485,242,1877.4
48-238,24-99999,485,249,1961.2
48-238,25-148,485,251,2169.617647
48-238,25-99999,485,259,2154.5
48-238,26-220,485,261,1675.358333
48-238,26-266,485,262,1471
48-238,26-99999,485,269,1600.148148
48-238,27-378,485,271,1341.2
48-238,27-99999,485,279,1238.785714
48-238,28-99999,485,280,1105.868852
48-238,29-312,485,291,948
48-238,29-476,485,292,1142.410256
48-238,29-99999,485,299,924.6842105
48-238,30-99999,485,300,1054.461538
48-238,31-420,485,311,990.2222222
48-238,31-99999,485,319,837.375
48-238,32-332,485,321,653.1333333
48-238,32-99999,485,329,1113.034483
48-238,33-148,485,331,2248
48-238,33-99999,485,339,2010
48-238,34-408,485,341,2067.78
48-238,34-428,485,342,2042.142857
48-238,35-99999,485,350,122.0477987
48-238,36-104,485,361,2108.777778
48-238,36-160,485,362,1845.666667
48-238,36-408,485,363,2021.369231
48-238,36-464,485,364,1757.75
48-238,36-99999,485,369,1927.769231
48-238,37-172,485,371,1582.615385
48-238,37-268,485,372,1562.818182
48-238,37-450,485,373,1796
48-238,37-99999,485,379,1652.413793
48-238,38-99999,485,380,1316
48-238,39-178,485,391,1458.875
48-238,39-184,485,392,1651.958333
48-238,39-198,485,393,1558.604651
48-238,39-212,485,394,1455.238095
48-238,39-99999,485,399,1574.933333
48-238,40-416,485,401,612.2
48-238,40-538,485,402,727.875
48-238,40-99999,485,409,640.5714286
48-238,41-440,485,411,1534.59375
48-238,41-99999,485,419,1224.8
48-238,42-408,485,423,2024.4
48-238,42-428,485,421,1929.32
48-238,42-430,485,422,1726.6
48-238,42-99999,485,429,1851.957143
48-238,44-148,485,441,2264.764706
48-238,45-16700,485,451,1639.125
48-238,45-273,485,452,1468.928571
48-238,45-99999,485,459,1627.257143
48-238,46-99999,485,460,897.8
48-238,47-314,485,473,1413.454545
48-238,47-368,485,471,1059.727273
48-238,47-400,485,472,1295.779412
48-238,47-99999,485,479,1280.486486
48-238,48-12420,485,481,553.3548387
48-238,48-13140,485,482,797
48-238,48-204,485,483,649.8571429
48-238,48-206,485,484,618.5369458
48-238,48-238,485,485,9.334283001
48-238,48-288,485,486,722.4
48-238,48-29700,485,487,658.4710744
48-238,48-41700,485,488,551.4909091
48-238,48-99999,485,489,523.1952055
48-238,49-482,485,491,802.9230769
48-238,49-99999,485,499,693.5
48-238,50-99999,485,500,2065
48-238,51-40060,485,511,1779.066667
48-238,51-47900,485,513,1794.083333
48-238,51-545,485,512,1878
48-238,51-99999,485,519,1658.7
48-238,53-440,485,532,1431
48-238,53-500,485,531,1578.842105
48-238,53-99999,485,539,1381.444444
48-238,54-99999,485,540,1605.923077
48-238,55-376,485,551,1397
48-238,55-99999,485,559,1440.291667
48-238,56-99999,485,560,753.8571429
48-288,01-142,486,11,644.6806723
48-288,01-380,486,12,462.3253968
48-288,01-99999,486,19,644.5947368
48-288,04-38060,486,41,1097.865979
48-288,04-536,486,42,1010.464286
48-288,04-99999,486,49,1132.217391
48-288,05-99999,486,50,462.5121951
48-288,06-260,486,65,1625.190476
48-288,06-348,486,61,1442.078003
48-288,06-41740,486,63,1352.912791
48-288,06-472,486,62,1784.725
48-288,06-488,486,64,1751.305369
48-288,06-99999,486,69,1627.808917
48-288,08-216,486,81,978.4444444
48-288,08-99999,486,89,966.9111111
48-288,09-25540,486,91,1653.75
48-288,09-408,486,92,1584.685185
48-288,09-99999,486,99,1636.2
48-288,10-428,486,101,1374.586207
48-288,10-99999,486,109,1448.5
48-288,11-47900,486,111,1299.952381
48-288,12-300,486,121,869.3157895
48-288,12-370,486,122,1062.767606
48-288,12-422,486,123,933.0888889
48-288,12-45300,486,124,913.6573427
48-288,12-99999,486,129,842.4136691
48-288,13-122,486,131,784.4517766
48-288,13-496,486,132,920.2777778
48-288,13-99999,486,139,808.4196429
48-288,16-99999,486,160,1574.283019
48-288,17-176,486,171,1022.623472
48-288,17-476,486,172,757.0857143
48-288,17-99999,486,179,918.7747253
48-288,18-176,486,181,1015.944444
48-288,18-258,486,183,1100.866667
48-288,18-294,486,182,965.4
48-288,18-99999,486,189,956.7176471
48-288,19-99999,486,190,947.8510638
48-288,20-312,486,201,687.1097561
48-288,20-556,486,202,582.9318182
48-288,20-99999,486,209,681.3873874
48-288,21-178,486,211,1007.621622
48-288,21-350,486,212,889.3636364
48-288,21-99999,486,219,853.9115044
48-288,22-12940,486,221,278.7601411
48-288,22-324,486,222,151.7929825
48-288,22-406,486,223,341.2286213
48-288,22-99999,486,229,253.6203164
48-288,23-99999,486,230,1866.322581
48-288,24-12580,486,241,1357.191781
48-288,24-47900,486,242,1320.4
48-288,24-99999,486,249,1372.136364
48-288,25-148,486,251,1717.90625
48-288,25-99999,486,259,1684.142857
48-288,26-220,486,261,1210.808
48-288,26-266,486,262,1175.065217
48-288,26-99999,486,269,1206.192661
48-288,27-378,486,271,1116.309322
48-288,27-99999,486,279,1209.711538
48-288,28-99999,486,280,462.3787375
48-288,29-312,486,291,707.8888889
48-288,29-476,486,292,767.0344828
48-288,29-99999,486,299,635.5
48-288,30-99999,486,300,1509.212121
48-288,31-420,486,311,844.6764706
48-288,31-99999,486,319,853.125
48-288,32-332,486,321,1330.133333
48-288,32-99999,486,329,1728.931034
48-288,33-148,486,331,1727.684211
48-288,33-99999,486,339,1695.5
48-288,34-408,486,341,1543.003802
48-288,34-428,486,342,1487.566038
48-288,35-99999,486,350,747.4
48-288,36-104,486,361,1612.65
48-288,36-160,486,362,1429.5
48-288,36-408,486,363,1519.309417
48-288,36-464,486,364,1387.228571
48-288,36-99999,486,369,1540.816901
48-288,37-172,486,371,1014.127273
48-288,37-268,486,372,1085.861111
48-288,37-450,486,373,1132.652778
48-288,37-99999,486,379,1108.12987
48-288,38-99999,486,380,1404.96
48-288,39-178,486,391,996.2205882
48-288,39-184,486,392,1231.462857
48-288,39-198,486,393,1094.863248
48-288,39-212,486,394,1062.1875
48-288,39-99999,486,399,1168.007813
48-288,40-416,486,401,428.9776286
48-288,40-538,486,402,480.1598916
48-288,40-99999,486,409,439.9047619
48-288,41-440,486,411,2068.560976
48-288,41-99999,486,419,1943.137255
48-288,42-408,486,423,1473.94
48-288,42-428,486,421,1429.662069
48-288,42-430,486,422,1252.783333
48-288,42-99999,486,429,1377.752896
48-288,44-148,486,441,1665.5
48-288,45-16700,486,451,1020.971429
48-288,45-273,486,452,930.7603306
48-288,45-99999,486,459,991.1891892
48-288,46-99999,486,460,1038.14
48-288,47-314,486,473,852.6896552
48-288,47-368,486,471,548.9315068
48-288,47-400,486,472,756.5483871
48-288,47-99999,486,479,802.0428571
48-288,48-12420,486,481,153.1962151
48-288,48-13140,486,482,96.07503075
48-288,48-204,486,483,216.1425577
48-288,48-206,486,484,247.0314651
48-288,48-238,486,485,715.9896907
48-288,48-288,486,486,20.29209773
48-288,48-29700,486,487,338.6802721
48-288,48-41700,486,488,194.0422764
48-288,48-99999,486,489,254.2414551
48-288,49-482,486,491,1369.205674
48-288,49-99999,486,499,1253.5
48-288,50-99999,486,500,1624.933333
48-288,51-40060,486,511,1262.446429
48-288,51-47900,486,513,1281.233766
48-288,51-545,486,512,1300.979167
48-288,51-99999,486,519,1173.708333
48-288,53-440,486,532,2098.6
48-288,53-500,486,531,2080.302703
48-288,53-99999,486,539,1946.044776
48-288,54-99999,486,540,1127.96
48-288,55-376,486,551,1099.88172
48-288,55-99999,486,559,1138.92053
48-288,56-99999,486,560,1230.898551
48-29700,01-142,487,11,861
48-29700,01-99999,487,19,1062.5
48-29700,04-38060,487,41,1050.333333
48-29700,04-536,487,42,916.5
48-29700,04-99999,487,49,733
48-29700,05-99999,487,50,713
48-29700,06-348,487,61,1337.954545
48-29700,06-41740,487,63,1712.7
48-29700,06-488,487,64,1690.928571
48-29700,06-99999,487,69,1542
48-29700,08-99999,487,89,907.5
48-29700,09-408,487,92,1773
48-29700,09-99999,487,99,2457
48-29700,12-300,487,121,1098
48-29700,12-370,487,122,1321.4
48-29700,12-99999,487,129,1056
48-29700,13-122,487,131,1068.4
48-29700,13-496,487,132,1298
48-29700,13-99999,487,139,1111
48-29700,17-176,487,171,1277.5
48-29700,17-99999,487,179,1131
48-29700,18-176,487,181,1401
48-29700,18-258,487,183,1447
48-29700,18-294,487,182,1315
48-29700,18-99999,487,189,1213.5
48-29700,19-99999,487,190,1154
48-29700,20-312,487,201,917.8333333
48-29700,20-99999,487,209,740.5
48-29700,21-178,487,211,1169
48-29700,21-350,487,212,1082
48-29700,22-406,487,223,616.3333333
48-29700,22-99999,487,229,516
48-29700,24-12580,487,241,1796
48-29700,25-148,487,251,1863.333333
48-29700,25-99999,487,259,1817
48-29700,26-220,487,261,1605.074074
48-29700,26-266,487,262,1493.5
48-29700,26-99999,487,269,1552.185185
48-29700,27-378,487,271,1343.6
48-29700,27-99999,487,279,1311.666667
48-29700,28-99999,487,280,821.0625
48-29700,29-312,487,291,939
48-29700,29-476,487,292,1057
48-29700,30-99999,487,300,1559
48-29700,32-332,487,321,1474
48-29700,32-99999,487,329,1394
48-29700,34-408,487,341,1711
48-29700,34-428,487,342,1813.333333
48-29700,35-99999,487,350,886
48-29700,36-160,487,362,1822
48-29700,36-408,487,363,1733.0625
48-29700,36-99999,487,369,2017
48-29700,37-268,487,372,1392
48-29700,37-450,487,373,1450
48-29700,37-99999,487,379,1409
48-29700,38-99999,487,380,1335.333333
48-29700,39-178,487,391,1271
48-29700,39-184,487,392,1608.923077
48-29700,39-99999,487,399,1511
48-29700,40-416,487,401,559
48-29700,40-538,487,402,737
48-29700,40-99999,487,409,632.5
48-29700,41-440,487,411,2022
48-29700,41-99999,487,419,1682
48-29700,42-430,487,422,1424
48-29700,42-99999,487,429,2090.785714
48-29700,45-273,487,452,1145
48-29700,45-99999,487,459,1177
48-29700,47-368,487,471,896
48-29700,47-400,487,472,1071.833333
48-29700,47-99999,487,479,1130.2
48-29700,48-12420,487,481,231.9047619
48-29700,48-204,487,483,137.0357143
48-29700,48-206,487,484,418.9178082
48-29700,48-238,487,485,676.56
48-29700,48-288,487,486,345.0294118
48-29700,48-29700,487,487,11.65229704
48-29700,48-41700,487,488,165.6875
48-29700,48-99999,487,489,107.6123188
48-29700,49-482,487,491,1154
48-29700,51-40060,487,511,1454
48-29700,51-545,487,512,1501
48-29700,51-99999,487,519,1417
48-29700,53-500,487,531,1855.5
48-29700,53-99999,487,539,1772
48-29700,55-99999,487,559,1398
48-29700,56-99999,487,560,1311.5
48-41700,01-142,488,11,822
48-41700,01-380,488,12,666.4666667
48-41700,01-99999,488,19,824.0952381
48-41700,02-99999,488,20,2420
48-41700,04-38060,488,41,910.9186047
48-41700,04-536,488,42,795.4642857
48-41700,04-99999,488,49,927.5833333
48-41700,05-99999,488,50,555.5189873
48-41700,06-260,488,65,1389.566667
48-41700,06-348,488,61,1281.874608
48-41700,06-41740,488,63,1190.12
48-41700,06-472,488,62,1571.03125
48-41700,06-488,488,64,1564.678832
48-41700,06-99999,488,69,1435.681818
48-41700,08-216,488,81,900.970297
48-41700,08-99999,488,89,873.7164179
48-41700,09-25540,488,91,1712.5
48-41700,09-408,488,92,1730.04
48-41700,09-99999,488,99,1826.75
48-41700,10-428,488,101,1623.384615
48-41700,10-99999,488,109,1468
48-41700,11-47900,488,111,1466
48-41700,12-300,488,121,1352.638298
48-41700,12-370,488,122,1215.758065
48-41700,12-422,488,123,1097.507692
48-41700,12-45300,488,124,1038.527273
48-41700,12-99999,488,129,992.5247525
48-41700,13-122,488,131,939.1242604
48-41700,13-496,488,132,1083.5
48-41700,13-99999,488,139,935.6842105
48-41700,16-99999,488,160,1454.52
48-41700,17-176,488,171,1116.258621
48-41700,17-476,488,172,821.8
48-41700,17-99999,488,179,1011.41791
48-41700,18-176,488,181,1117.083333
48-41700,18-258,488,183,1215.545455
48-41700,18-294,488,182,1078.703704
48-41700,18-99999,488,189,1064.923077
48-41700,19-99999,488,190,970.2181818
48-41700,20-312,488,201,716.3142857
48-41700,20-556,488,202,586.6875
48-41700,20-99999,488,209,652.0277778
48-41700,21-178,488,211,1088.909091
48-41700,21-350,488,212,1031.961538
48-41700,21-99999,488,219,1001.285714
48-41700,22-12940,488,221,466.6388889
48-41700,22-324,488,222,330.6
48-41700,22-406,488,223,519.25
48-41700,22-99999,488,229,417.7009346
48-41700,23-99999,488,230,2053.625
48-41700,24-12580,488,241,1462.666667
48-41700,24-47900,488,242,1442.153846
48-41700,24-99999,488,249,1483.333333
48-41700,25-148,488,251,1849.121622
48-41700,25-99999,488,259,1747.294118
48-41700,26-220,488,261,1334.224719
48-41700,26-266,488,262,1284.571429
48-41700,26-99999,488,269,1313.517241
48-41700,27-378,488,271,1159.02
48-41700,27-99999,488,279,1196.592593
48-41700,28-99999,488,280,632.6153846
48-41700,29-312,488,291,731.5172414
48-41700,29-476,488,292,831.8823529
48-41700,29-99999,488,299,708.3181818
48-41700,30-99999,488,300,1548.541667
48-41700,31-420,488,311,884.25
48-41700,31-99999,488,319,849.0833333
48-41700,32-332,488,321,1282.704545
48-41700,32-99999,488,329,1462.909091
48-41700,33-148,488,331,1930.115385
48-41700,33-99999,488,339,1747.333333
48-41700,34-408,488,341,1681.361702
48-41700,34-428,488,342,1624.135135
48-41700,35-99999,488,350,596.7011494
48-41700,36-104,488,361,1816.5
48-41700,36-160,488,362,1487.655172
48-41700,36-408,488,363,1723.522059
48-41700,36-464,488,364,1607.615385
48-41700,36-99999,488,369,1649.441176
48-41700,37-172,488,371,1134.046512
48-41700,37-268,488,372,1247.25
48-41700,37-450,488,373,1302.709677
48-41700,37-99999,488,379,1248.875
48-41700,38-99999,488,380,1379.4
48-41700,39-178,488,391,1110.346154
48-41700,39-184,488,392,1389.182927
48-41700,39-198,488,393,1232.54
48-41700,39-212,488,394,1176.064516
48-41700,39-99999,488,399,1321.709677
48-41700,40-416,488,401,432.1044776
48-41700,40-538,488,402,496.7692308
48-41700,40-99999,488,409,437.1
48-41700,41-440,488,411,1966.724138
48-41700,41-99999,488,419,1837
48-41700,42-408,488,423,1649.964286
48-41700,42-428,488,421,1537.87013
48-41700,42-430,488,422,1352.130435
48-41700,42-99999,488,429,1530.698113
48-41700,44-148,488,441,1890
48-41700,45-16700,488,451,1150.5
48-41700,45-273,488,452,1081.72
48-41700,45-99999,488,459,1133.436364
48-41700,46-99999,488,460,1035.529412
48-41700,47-314,488,473,1071.142857
48-41700,47-368,488,471,683.2580645
48-41700,47-400,488,472,901.9886364
48-41700,47-99999,488,479,973.5471698
48-41700,48-12420,488,481,65.64591754
48-41700,48-13140,488,482,275.7234043
48-41700,48-204,488,483,147.7858268
48-41700,48-206,488,484,260.396789
48-41700,48-238,488,485,541.9430894
48-41700,48-288,488,486,193.6024355
48-41700,48-29700,488,487,161.9103448
48-41700,48-41700,488,488,14.11296602
48-41700,48-99999,488,489,168.3014925
48-41700,49-482,488,491,1295.053191
48-41700,49-99999,488,499,1151.25
48-41700,50-99999,488,500,1986.111111
48-41700,51-40060,488,511,1448.5
48-41700,51-47900,488,513,1476.5625
48-41700,51-545,488,512,1469.653846
48-41700,51-99999,488,519,1320.9
48-41700,53-440,488,532,1840
48-41700,53-500,488,531,1935.742424
48-41700,53-99999,488,539,1831.518519
48-41700,54-99999,488,540,1327.458333
48-41700,55-376,488,551,1178.228571
48-41700,55-99999,488,559,1262.205479
48-41700,56-99999,488,560,1131.318182
48-99999,01-142,489,11,753.3473684
48-99999,01-380,489,12,600.4444444
48-99999,01-99999,489,19,692.8954248
48-99999,04-38060,489,41,978.3835616
48-99999,04-536,489,42,895.6571429
48-99999,04-99999,489,49,988.75
48-99999,05-99999,489,50,253.8448471
48-99999,06-260,489,65,1317.207792
48-99999,06-348,489,61,1293.894665
48-99999,06-41740,489,63,1330.348837
48-99999,06-472,489,62,1580.863636
48-99999,06-488,489,64,1581.362319
48-99999,06-99999,489,69,1405.055046
48-99999,08-216,489,81,785.5120275
48-99999,08-99999,489,89,676.0659341
48-99999,09-25540,489,91,1621.447368
48-99999,09-408,489,92,1569.701493
48-99999,09-99999,489,99,1729.041667
48-99999,10-428,489,101,1435.68
48-99999,10-99999,489,109,1449.181818
