ORIG_CFS_AREA,DEST_CFS_AREA,orig_FAFID,dest_FAFID,Distance
06-99999,53-440,69,532,662.1428571
06-99999,53-500,69,531,833.0855072
06-99999,53-99999,69,539,827.8501873
06-99999,54-99999,69,540,2186.736842
06-99999,55-376,69,551,1917.518519
06-99999,55-99999,69,559,1913.406897
06-99999,56-99999,69,560,949.1851852
08-216,01-142,81,11,1186.755102
08-216,01-380,81,12,1204.521739
08-216,01-99999,81,19,1185.888889
08-216,02-99999,81,20,2326.738095
08-216,04-38060,81,41,718.6119403
08-216,04-536,81,42,749.5104167
08-216,04-99999,81,49,722.0769231
08-216,05-99999,81,50,796.892562
08-216,06-260,81,65,894.3030303
08-216,06-348,81,61,890.3940678
08-216,06-41740,81,63,913.3773585
08-216,06-472,81,62,958.4857143
08-216,06-488,81,64,1019.986068
08-216,06-99999,81,69,976.697318
08-216,08-216,81,81,19.13286014
08-216,08-99999,81,89,111.7566444
08-216,09-25540,81,91,1735.072464
08-216,09-408,81,92,1698.473684
08-216,09-99999,81,99,1785.333333
08-216,10-428,81,101,1598.888889
08-216,10-99999,81,109,1652.818182
08-216,11-47900,81,111,1519.810811
08-216,12-300,81,121,1546.145833
08-216,12-370,81,122,1823.726592
08-216,12-422,81,123,1632.014925
08-216,12-45300,81,124,1612.562044
08-216,12-99999,81,129,1569.240664
08-216,13-122,81,131,1290.728223
08-216,13-496,81,132,1493.5
08-216,13-99999,81,139,1436.495327
08-216,16-99999,81,160,669.7014388
08-216,17-176,81,171,940.0758123
08-216,17-476,81,172,829.9166667
08-216,17-99999,81,179,862.6
08-216,18-176,81,181,950.1818182
08-216,18-258,81,183,1072.021978
08-216,18-294,81,182,1039.101124
08-216,18-99999,81,189,1014.26087
08-216,19-99999,81,190,673.8815789
08-216,20-312,81,201,571.5539568
08-216,20-556,81,202,475.9620253
08-216,20-99999,81,209,380.7737557
08-216,21-178,81,211,1134.954545
08-216,21-350,81,212,1083.122807
08-216,21-99999,81,219,1104.777778
08-216,22-12940,81,221,1078.828571
08-216,22-324,81,222,979.4166667
08-216,22-406,81,223,1142.015385
08-216,22-99999,81,229,953.9493671
08-216,23-99999,81,230,1902.431034
08-216,24-12580,81,241,1543.507143
08-216,24-47900,81,242,1507.179487
08-216,24-99999,81,249,1554.869565
08-216,25-148,81,251,1834.270195
08-216,25-99999,81,259,1753
08-216,26-220,81,261,1167.931193
08-216,26-266,81,262,1083.133333
08-216,26-99999,81,269,1109.888158
08-216,27-378,81,271,768.9302326
08-216,27-99999,81,279,761.4705882
08-216,28-99999,81,280,1082.769231
08-216,29-312,81,291,582.0727273
08-216,29-476,81,292,807.7910448
08-216,29-99999,81,299,722.7592593
08-216,30-99999,81,300,613.693299
08-216,31-420,81,311,500.0384615
08-216,31-99999,81,319,304.5177515
08-216,32-332,81,321,688.255814
08-216,32-99999,81,329,875.5641026
08-216,33-148,81,331,1805.5875
08-216,33-99999,81,339,1740.291667
08-216,34-408,81,341,1656.265683
08-216,34-428,81,342,1641.031579
08-216,35-99999,81,350,425.4930876
08-216,36-104,81,361,1676.583333
08-216,36-160,81,362,1406.298246
08-216,36-408,81,363,1678.93932
08-216,36-464,81,364,1472.4
08-216,36-99999,81,369,1547.491071
08-216,37-172,81,371,1407.731481
08-216,37-268,81,372,1478.48
08-216,37-450,81,373,1505.121495
08-216,37-99999,81,379,1470.528169
08-216,38-99999,81,380,666.1367521
08-216,39-178,81,391,1137.351351
08-216,39-184,81,392,1266.678788
08-216,39-198,81,393,1202.734104
08-216,39-212,81,394,1130.756098
08-216,39-99999,81,399,1192.147826
08-216,40-416,81,401,586.6422018
08-216,40-538,81,402,628.8461538
08-216,40-99999,81,409,609.5538462
08-216,41-440,81,411,1073.290984
08-216,41-99999,81,419,1027.18705
08-216,42-408,81,423,1634.464286
08-216,42-428,81,421,1610.682635
08-216,42-430,81,422,1385.5
08-216,42-99999,81,429,1545.444444
08-216,44-148,81,441,1799.695652
08-216,45-16700,81,451,1531.148148
08-216,45-273,81,452,1342.42
08-216,45-99999,81,459,1457.177215
08-216,46-99999,81,460,454.6693878
08-216,47-314,81,473,1208.625
08-216,47-368,81,471,947.6153846
08-216,47-400,81,472,1072.801802
08-216,47-99999,81,479,1183.309735
08-216,48-12420,81,481,830.5273973
08-216,48-13140,81,482,965.2727273
08-216,48-204,81,483,970.65
08-216,48-206,81,484,706.738189
08-216,48-238,81,485,615.6766917
08-216,48-288,81,486,939.032
08-216,48-29700,81,487,976.25
08-216,48-41700,81,488,851.1512605
08-216,48-99999,81,489,731.9752747
08-216,49-482,81,491,465.6123853
08-216,49-99999,81,499,445.0805369
08-216,50-99999,81,500,1714.15
08-216,51-40060,81,511,1527.166667
08-216,51-47900,81,513,1517.6
08-216,51-545,81,512,1607.729167
08-216,51-99999,81,519,1472.068627
08-216,53-440,81,532,1087.285714
08-216,53-500,81,531,1124.136778
08-216,53-99999,81,539,1002.126667
08-216,54-99999,81,540,1319.565217
08-216,55-376,81,551,950.6402878
08-216,55-99999,81,559,913.0464135
08-216,56-99999,81,560,240.1874299
08-99999,01-142,89,11,1169.333333
08-99999,01-380,89,12,1256.333333
08-99999,01-99999,89,19,1149.511111
08-99999,02-99999,89,20,2288.128205
08-99999,04-38060,89,41,607.8518519
08-99999,04-536,89,42,610.75
08-99999,04-99999,89,49,504.5319149
08-99999,05-99999,89,50,777.9183673
08-99999,06-260,89,65,858.5294118
08-99999,06-348,89,61,828.4136986
08-99999,06-41740,89,63,824.1931818
08-99999,06-472,89,62,896.5769231
08-99999,06-488,89,64,982.5994318
08-99999,06-99999,89,69,961.3409091
08-99999,08-216,89,81,78.45319905
08-99999,08-99999,89,89,38.72716228
08-99999,09-25540,89,91,1755.541667
08-99999,09-408,89,92,1764.722222
08-99999,09-99999,89,99,1834.818182
08-99999,10-428,89,101,1613.294118
08-99999,10-99999,89,109,1602.5
08-99999,11-47900,89,111,1600.636364
08-99999,12-300,89,121,1575.619048
08-99999,12-370,89,122,1758.719298
08-99999,12-422,89,123,1657.464286
08-99999,12-45300,89,124,1583.097561
08-99999,12-99999,89,129,1566.319672
08-99999,13-122,89,131,1296.640625
08-99999,13-496,89,132,1469.285714
08-99999,13-99999,89,139,1374.102041
08-99999,16-99999,89,160,647.0895522
08-99999,17-176,89,171,952.046875
08-99999,17-476,89,172,858.0526316
08-99999,17-99999,89,179,920.1103896
08-99999,18-176,89,181,1002.058824
08-99999,18-258,89,183,1100.190476
08-99999,18-294,89,182,1069.729167
08-99999,18-99999,89,189,1025.12
08-99999,19-99999,89,190,692.4684685
08-99999,20-312,89,201,586.0512821
08-99999,20-556,89,202,509.6666667
08-99999,20-99999,89,209,370.8982036
08-99999,21-178,89,211,1111.916667
08-99999,21-350,89,212,1108.47619
08-99999,21-99999,89,219,1129.771429
08-99999,22-12940,89,221,1028
08-99999,22-324,89,222,1084
08-99999,22-406,89,223,1094.526316
08-99999,22-99999,89,229,927.6
08-99999,23-99999,89,230,1881.291667
08-99999,24-12580,89,241,1557.440678
08-99999,24-47900,89,242,1542.612903
08-99999,24-99999,89,249,1570.045455
08-99999,25-148,89,251,1816.273256
08-99999,25-99999,89,259,1742.375
08-99999,26-220,89,261,1205.670886
08-99999,26-266,89,262,1070.6
08-99999,26-99999,89,269,1149.75
08-99999,27-378,89,271,848.80625
08-99999,27-99999,89,279,891.2394366
08-99999,28-99999,89,280,1072.292683
08-99999,29-312,89,291,676.6538462
08-99999,29-476,89,292,809.1875
08-99999,29-99999,89,299,721.3645833
08-99999,30-99999,89,300,671.84
08-99999,31-420,89,311,522.5322581
08-99999,31-99999,89,319,328.027972
08-99999,32-332,89,321,628.7173913
08-99999,32-99999,89,329,808.1333333
08-99999,33-148,89,331,1812.315789
08-99999,33-99999,89,339,1878.9
08-99999,34-408,89,341,1684.367347
08-99999,34-428,89,342,1778.846154
08-99999,35-99999,89,350,263.4937238
08-99999,36-104,89,361,1709
08-99999,36-160,89,362,1421.791667
08-99999,36-408,89,363,1695.588235
08-99999,36-464,89,364,1506.862069
08-99999,36-99999,89,369,1553.482143
08-99999,37-172,89,371,1497.623188
08-99999,37-268,89,372,1413.757576
08-99999,37-450,89,373,1540.454545
08-99999,37-99999,89,379,1502.360656
08-99999,38-99999,89,380,749.2666667
08-99999,39-178,89,391,1124.864865
08-99999,39-184,89,392,1289.284314
08-99999,39-198,89,393,1220.666667
08-99999,39-212,89,394,1153.125
08-99999,39-99999,89,399,1265.677966
08-99999,40-416,89,401,551.2826087
08-99999,40-538,89,402,613.8461538
08-99999,40-99999,89,409,551.6451613
08-99999,41-440,89,411,1046.063063
08-99999,41-99999,89,419,960.6444444
08-99999,42-408,89,423,1634.481481
08-99999,42-428,89,421,1640.844156
08-99999,42-430,89,422,1415
08-99999,42-99999,89,429,1529.755102
08-99999,44-148,89,441,1828.3125
08-99999,45-16700,89,451,1495.25
08-99999,45-273,89,452,1415.057143
08-99999,45-99999,89,459,1451.212766
08-99999,46-99999,89,460,523.9166667
08-99999,47-314,89,473,1215.956522
08-99999,47-368,89,471,970.7142857
08-99999,47-400,89,472,1088.457143
08-99999,47-99999,89,479,1244.62069
08-99999,48-12420,89,481,785.9661017
08-99999,48-13140,89,482,838.6666667
08-99999,48-204,89,483,903.4285714
08-99999,48-206,89,484,721.2749392
08-99999,48-238,89,485,542
08-99999,48-288,89,486,898.8846154
08-99999,48-29700,89,487,972.3
08-99999,48-41700,89,488,797.1632653
08-99999,48-99999,89,489,708.248366
08-99999,49-482,89,491,429.7172414
08-99999,49-99999,89,499,223.7888889
08-99999,50-99999,89,500,1724.913043
08-99999,51-40060,89,511,1544.621622
08-99999,51-47900,89,513,1555.053571
08-99999,51-545,89,512,1600.821429
08-99999,51-99999,89,519,1664.125
08-99999,53-440,89,532,982.875
08-99999,53-500,89,531,1089.258741
08-99999,53-99999,89,539,967.6612903
08-99999,54-99999,89,540,1337.666667
08-99999,55-376,89,551,979.48
08-99999,55-99999,89,559,944.3602941
08-99999,56-99999,89,560,272.9574468
09-25540,01-142,91,11,979.9473684
09-25540,01-380,91,12,1192.807692
09-25540,01-99999,91,19,984.5
09-25540,04-38060,91,41,2211.584158
09-25540,04-536,91,42,2209.724138
09-25540,04-99999,91,49,2213.529412
09-25540,05-99999,91,50,1218.378378
09-25540,06-348,91,61,2434.666667
09-25540,06-99999,91,69,2407.75
09-25540,08-216,91,81,1732.282609
09-25540,08-99999,91,89,1761.882353
09-25540,09-25540,91,91,11.25136778
09-25540,09-408,91,92,38.90085922
09-25540,09-99999,91,99,40.97183099
09-25540,10-428,91,101,231.8
09-25540,10-99999,91,109,273.7272727
09-25540,11-47900,91,111,310.1333333
09-25540,12-300,91,121,1038.027027
09-25540,12-370,91,122,1205.836735
09-25540,12-422,91,123,1086.463415
09-25540,12-45300,91,124,1145.114286
09-25540,12-99999,91,129,1152.804688
09-25540,13-122,91,131,878.6584615
09-25540,13-496,91,132,878.8947368
09-25540,13-99999,91,139,928
09-25540,16-99999,91,160,2145.142857
09-25540,17-176,91,171,840.1536524
09-25540,17-476,91,172,952.3846154
09-25540,17-99999,91,179,914.8421053
09-25540,18-176,91,181,762.0555556
09-25540,18-258,91,183,684.24
09-25540,18-294,91,182,775.8421053
09-25540,18-99999,91,189,755.7349398
09-25540,19-99999,91,190,1090.064516
09-25540,20-312,91,201,1216.888889
09-25540,20-556,91,202,1356.833333
09-25540,20-99999,91,209,1330.318182
09-25540,21-178,91,211,675.6363636
09-25540,21-350,91,212,772.0555556
09-25540,21-99999,91,219,854.5892857
09-25540,22-12940,91,221,1371
09-25540,22-324,91,222,1594
09-25540,22-406,91,223,1294.757576
09-25540,22-99999,91,229,1378.266667
09-25540,23-99999,91,230,236.7579365
09-25540,24-12580,91,241,287.1351351
09-25540,24-47900,91,242,311.4574468
09-25540,24-99999,91,249,322.9259259
09-25540,25-148,91,251,92.46899841
09-25540,25-99999,91,259,35.5910578
09-25540,26-220,91,261,613.0220994
09-25540,26-266,91,262,745.9041096
09-25540,26-99999,91,269,681.2358491
09-25540,27-378,91,271,1120.859649
09-25540,27-99999,91,279,1132.047619
09-25540,28-99999,91,280,1189.018519
09-25540,29-312,91,291,1193.785714
09-25540,29-476,91,292,1014.153846
09-25540,29-99999,91,299,1179.347826
09-25540,30-99999,91,300,2028.538462
09-25540,31-420,91,311,1229.814815
09-25540,31-99999,91,319,1325.083333
09-25540,32-332,91,321,2295.846154
09-25540,32-99999,91,329,2444.583333
09-25540,33-148,91,331,115.4533898
09-25540,33-99999,91,339,129.6
09-25540,34-408,91,341,135.942446
09-25540,34-428,91,342,197.8780488
09-25540,35-99999,91,350,1924.263158
09-25540,36-104,91,361,116.4612795
09-25540,36-160,91,362,366
09-25540,36-408,91,363,107.5132979
09-25540,36-464,91,364,307.4645669
09-25540,36-99999,91,369,232.6837607
09-25540,37-172,91,371,709.6242424
09-25540,37-268,91,372,583.4477612
09-25540,37-450,91,373,559.9487179
09-25540,37-99999,91,379,640.3828125
09-25540,38-99999,91,380,1345.333333
09-25540,39-178,91,391,677.1881188
09-25540,39-184,91,392,499.9724138
09-25540,39-198,91,393,583.2592593
09-25540,39-212,91,394,662.2790698
09-25540,39-99999,91,399,554.0634921
09-25540,40-416,91,401,1428.970588
09-25540,40-538,91,402,1359.95122
09-25540,40-99999,91,409,1326.833333
09-25540,41-440,91,411,2456
09-25540,41-99999,91,419,2268
09-25540,42-408,91,423,181.3728814
09-25540,42-428,91,421,197.0632911
09-25540,42-430,91,422,428.1694915
09-25540,42-99999,91,429,278.3536977
09-25540,44-148,91,441,74.17451524
09-25540,45-16700,91,451,768.6111111
09-25540,45-273,91,452,769.2156863
09-25540,45-99999,91,459,736.7380952
09-25540,46-99999,91,460,1357.08
09-25540,47-314,91,473,772.2727273
09-25540,47-368,91,471,1117.846154
09-25540,47-400,91,472,904.8113208
09-25540,47-99999,91,479,824.761194
09-25540,48-12420,91,481,1692.871795
09-25540,48-13140,91,482,1451
09-25540,48-204,91,483,1802
09-25540,48-206,91,484,1521.679365
09-25540,48-238,91,485,2206.341463
09-25540,48-288,91,486,1605.731343
09-25540,48-29700,91,487,1936.714286
09-25540,48-41700,91,488,1724
09-25540,48-99999,91,489,1732.459854
09-25540,49-482,91,491,2134
09-25540,49-99999,91,499,2152.571429
09-25540,50-99999,91,500,158.1730769
09-25540,51-40060,91,511,420.4615385
09-25540,51-47900,91,513,348.7241379
09-25540,51-545,91,512,410.6875
09-25540,51-99999,91,519,485.2884615
09-25540,53-500,91,531,2430.690141
09-25540,53-99999,91,539,2299.192308
09-25540,54-99999,91,540,471.1
09-25540,55-376,91,551,877.5681818
09-25540,55-99999,91,559,956.3207547
09-25540,56-99999,91,560,1799.857143
09-408,01-142,92,11,961.6440678
09-408,01-380,92,12,1132.833333
09-408,01-99999,92,19,980.6896552
09-408,04-38060,92,41,2183.975758
09-408,04-536,92,42,2176.333333
09-408,04-99999,92,49,2195.625
09-408,05-99999,92,50,1197.666667
09-408,06-348,92,61,2439.556604
09-408,06-41740,92,63,2449.866667
09-408,06-472,92,62,2453
09-408,06-99999,92,69,2403.90625
09-408,08-216,92,81,1703.837662
09-408,08-99999,92,89,1783.885246
09-408,09-25540,92,91,35.71299713
09-408,09-408,92,92,15.06684
09-408,09-99999,92,99,60.11147541
09-408,10-428,92,101,193.1447368
09-408,10-99999,92,109,250.7
09-408,11-47900,92,111,274.8387097
09-408,12-300,92,121,948.2307692
09-408,12-370,92,122,1187.134796
09-408,12-422,92,123,1075.962656
09-408,12-45300,92,124,1102.414201
09-408,12-99999,92,129,1108.919414
09-408,13-122,92,131,860.342437
09-408,13-496,92,132,854.0185185
09-408,13-99999,92,139,911.3716814
09-408,16-99999,92,160,2145.5
09-408,17-176,92,171,812.2011834
09-408,17-476,92,172,961.6153846
09-408,17-99999,92,179,937.8
09-408,18-176,92,181,740.3448276
09-408,18-258,92,183,671.1956522
09-408,18-294,92,182,749.7936508
09-408,18-99999,92,189,742.3454545
09-408,19-99999,92,190,1048.496503
09-408,20-312,92,201,1196.767123
09-408,20-556,92,202,1347.622222
09-408,20-99999,92,209,1349.466667
09-408,21-178,92,211,674.5
09-408,21-350,92,212,751.1650485
09-408,21-99999,92,219,769.2087912
09-408,22-12940,92,221,1301.228571
09-408,22-324,92,222,1439.133333
09-408,22-406,92,223,1258.311475
09-408,22-99999,92,229,1327.561404
09-408,23-99999,92,230,247.7121212
09-408,24-12580,92,241,253.6470588
09-408,24-47900,92,242,279.739645
09-408,24-99999,92,249,271.2954545
09-408,25-148,92,251,120.8647215
09-408,25-99999,92,259,68.57922078
09-408,26-220,92,261,575.9294118
09-408,26-266,92,262,722.2362205
09-408,26-99999,92,269,695.4390244
09-408,27-378,92,271,1141.508532
09-408,27-99999,92,279,1148.851852
09-408,28-99999,92,280,1170.75188
09-408,29-312,92,291,1172.220588
09-408,29-476,92,292,961.2931937
09-408,29-99999,92,299,1104.889655
09-408,30-99999,92,300,1923.560976
09-408,31-420,92,311,1241.367347
09-408,31-99999,92,319,1386.258824
09-408,32-332,92,321,2270.675
09-408,32-99999,92,329,2414.358974
09-408,33-148,92,331,155.0836364
09-408,33-99999,92,339,165.7386364
09-408,34-408,92,341,94.84661525
09-408,34-428,92,342,163.5422886
09-408,35-99999,92,350,1921
09-408,36-104,92,361,127.5416667
09-408,36-160,92,362,346.5714286
09-408,36-408,92,363,58.7285358
09-408,36-464,92,364,288.9923077
09-408,36-99999,92,369,224.1104972
09-408,37-172,92,371,643.4238411
09-408,37-268,92,372,566.4857143
09-408,37-450,92,373,539.0647482
09-408,37-99999,92,379,628.8657244
09-408,38-99999,92,380,1420.777778
09-408,39-178,92,391,646.8984375
09-408,39-184,92,392,478.4318182
09-408,39-198,92,393,560.3492063
09-408,39-212,92,394,634.1132075
09-408,39-99999,92,399,546.7816092
09-408,40-416,92,401,1415.954545
09-408,40-538,92,402,1317.945205
09-408,40-99999,92,409,1416.416667
09-408,41-440,92,411,2448.162162
09-408,41-99999,92,419,2383.2
09-408,42-408,92,423,152.6181818
09-408,42-428,92,421,161.3684211
09-408,42-430,92,422,393.259434
09-408,42-99999,92,429,237.4221854
09-408,44-148,92,441,96.48376623
09-408,45-16700,92,451,763.2580645
09-408,45-273,92,452,742.5855856
09-408,45-99999,92,459,717.2111111
09-408,46-99999,92,460,1380.53125
09-408,47-314,92,473,743.2368421
09-408,47-368,92,471,1056.139535
09-408,47-400,92,472,888.056
09-408,47-99999,92,479,822.9928058
09-408,48-12420,92,481,1597.81
09-408,48-13140,92,482,1411.4
09-408,48-204,92,483,1782.5
09-408,48-206,92,484,1503.737089
09-408,48-238,92,485,2096.075269
09-408,48-288,92,486,1549.147157
09-408,48-29700,92,487,1963.669492
09-408,48-41700,92,488,1719.013889
09-408,48-99999,92,489,1725.536232
09-408,49-482,92,491,2096.294964
09-408,49-99999,92,499,2194.923077
09-408,50-99999,92,500,192.5038168
09-408,51-40060,92,511,387.79
09-408,51-47900,92,513,307.0502513
09-408,51-545,92,512,387.3181818
09-408,51-99999,92,519,479.9135802
09-408,53-440,92,532,2446.8
09-408,53-500,92,531,2413.677305
09-408,53-99999,92,539,2298.888889
09-408,54-99999,92,540,505.7529412
09-408,55-376,92,551,847.1612903
09-408,55-99999,92,559,909.756654
09-408,56-99999,92,560,1822.285714
09-99999,01-142,99,11,998.5757576
09-99999,01-380,99,12,1203.25
09-99999,01-99999,99,19,1042.157895
09-99999,04-38060,99,41,2241
09-99999,04-536,99,42,2236
09-99999,04-99999,99,49,2206
09-99999,05-99999,99,50,1238.928571
09-99999,06-348,99,61,2389.5
09-99999,06-99999,99,69,2450
09-99999,08-216,99,81,1784.130435
09-99999,08-99999,99,89,1877.222222
09-99999,09-25540,99,91,33.33587786
09-99999,09-408,99,92,77.13435115
09-99999,09-99999,99,99,10.65015223
09-99999,10-428,99,101,246
09-99999,10-99999,99,109,318
09-99999,11-47900,99,111,315.5
09-99999,12-300,99,121,970.5294118
09-99999,12-370,99,122,1203.88
09-99999,12-422,99,123,1158.229508
09-99999,12-45300,99,124,1169.723077
09-99999,12-99999,99,129,1132.519231
09-99999,13-122,99,131,927.0941176
09-99999,13-496,99,132,851.25
09-99999,13-99999,99,139,932.3333333
09-99999,16-99999,99,160,2158.875
09-99999,17-176,99,171,875.9707602
09-99999,17-476,99,172,975
09-99999,17-99999,99,179,959.0689655
09-99999,18-176,99,181,768.5
09-99999,18-258,99,183,686.8125
09-99999,18-294,99,182,787.2727273
09-99999,18-99999,99,189,825.4177215
09-99999,19-99999,99,190,1134.471698
09-99999,20-312,99,201,1277.692308
09-99999,20-556,99,202,1453.5
09-99999,20-99999,99,209,1462.833333
09-99999,21-178,99,211,777.7674419
09-99999,21-350,99,212,809.25
09-99999,21-99999,99,219,853
09-99999,22-12940,99,221,1366.8
09-99999,22-324,99,222,1522.5
09-99999,22-406,99,223,1324.692308
09-99999,22-99999,99,229,1357.619048
09-99999,23-99999,99,230,224.607362
09-99999,24-12580,99,241,310.2622951
09-99999,24-47900,99,242,333.2380952
09-99999,24-99999,99,249,301
09-99999,25-148,99,251,66.7507109
09-99999,25-99999,99,259,71.58823529
09-99999,26-220,99,261,634.0909091
09-99999,26-266,99,262,745
09-99999,26-99999,99,269,707.48
09-99999,27-378,99,271,1231.463415
09-99999,27-99999,99,279,1211.527778
09-99999,28-99999,99,280,1169.818182
09-99999,29-312,99,291,1219.6
09-99999,29-476,99,292,1032.967742
09-99999,29-99999,99,299,1153.294118
09-99999,30-99999,99,300,1934.125
09-99999,31-420,99,311,1257.333333
09-99999,31-99999,99,319,1458.857143
09-99999,32-332,99,321,2321.857143
09-99999,32-99999,99,329,2449
09-99999,33-148,99,331,112.026738
09-99999,33-99999,99,339,165.9722222
09-99999,34-408,99,341,156.252381
09-99999,34-428,99,342,209.0714286
09-99999,35-99999,99,350,1969.142857
09-99999,36-104,99,361,162.3913043
09-99999,36-160,99,362,377.3684211
09-99999,36-408,99,363,128.2085427
09-99999,36-464,99,364,328.3448276
09-99999,36-99999,99,369,245.6271186
09-99999,37-172,99,371,721.0731707
09-99999,37-268,99,372,603.2105263
09-99999,37-450,99,373,600.5945946
09-99999,37-99999,99,379,650.0204082
09-99999,38-99999,99,380,1606.363636
09-99999,39-178,99,391,684.8857143
09-99999,39-184,99,392,523.8282828
09-99999,39-198,99,393,600.6764706
09-99999,39-212,99,394,670.3076923
09-99999,39-99999,99,399,571.8928571
09-99999,40-416,99,401,1529.4375
09-99999,40-538,99,402,1336
09-99999,40-99999,99,409,1492.666667
09-99999,41-99999,99,419,2412
09-99999,42-408,99,423,224.6086957
09-99999,42-428,99,421,214.6969697
09-99999,42-430,99,422,455.4054054
09-99999,42-99999,99,429,329.1363636
09-99999,44-148,99,441,37.88421053
09-99999,45-16700,99,451,777.25
09-99999,45-273,99,452,753.14
09-99999,45-99999,99,459,745.744186
09-99999,46-99999,99,460,1478.166667
09-99999,47-314,99,473,771.6666667
09-99999,47-368,99,471,1177.130435
09-99999,47-400,99,472,974.5862069
09-99999,47-99999,99,479,930
09-99999,48-12420,99,481,1664.230769
09-99999,48-13140,99,482,1543
09-99999,48-204,99,483,1879
09-99999,48-206,99,484,1552.913462
09-99999,48-238,99,485,2232.52
09-99999,48-288,99,486,1608.544304
09-99999,48-29700,99,487,2013.421053
09-99999,48-41700,99,488,1797.384615
09-99999,48-99999,99,489,1894.543689
09-99999,49-482,99,491,2117.878788
09-99999,49-99999,99,499,2184.375
09-99999,50-99999,99,500,189.4625
09-99999,51-40060,99,511,436.2083333
09-99999,51-47900,99,513,348.625
09-99999,51-545,99,512,428.4285714
09-99999,51-99999,99,519,494.6842105
09-99999,53-500,99,531,2455.111111
09-99999,53-99999,99,539,2357.25
09-99999,54-99999,99,540,535.6428571
09-99999,55-376,99,551,895.825
09-99999,55-99999,99,559,1023.893333
09-99999,56-99999,99,560,1929.8
10-428,01-142,101,11,798.6875
10-428,01-380,101,12,975.7142857
10-428,01-99999,101,19,811.744186
10-428,04-38060,101,41,2112.317073
10-428,04-536,101,42,2025
10-428,04-99999,101,49,2061.736842
10-428,05-99999,101,50,1060.652174
10-428,06-260,101,65,2385
10-428,06-348,101,61,2359.11215
10-428,06-41740,101,63,2342.62963
10-428,06-472,101,62,2430.473684
10-428,06-488,101,64,2439
10-428,06-99999,101,69,2407.15
10-428,08-216,101,81,1611.535714
10-428,08-99999,101,89,1666.058824
10-428,09-25540,101,91,227.673913
10-428,09-408,101,92,188.3692308
10-428,09-99999,101,99,259.6666667
10-428,10-428,101,101,9.8266312
10-428,10-99999,101,109,57.73258004
10-428,11-47900,101,111,92.64150943
10-428,12-300,101,121,762.9230769
10-428,12-370,101,122,1016.921348
10-428,12-422,101,123,871.84
10-428,12-45300,101,124,928
10-428,12-99999,101,129,962.0172414
10-428,13-122,101,131,653.0298507
10-428,13-496,101,132,611.4285714
10-428,13-99999,101,139,723.7317073
10-428,16-99999,101,160,2061
10-428,17-176,101,171,705.9655172
10-428,17-476,101,172,797
10-428,17-99999,101,179,742.4375
10-428,18-176,101,181,682.4444444
10-428,18-258,101,183,577.5454545
10-428,18-294,101,182,641.2189781
10-428,18-99999,101,189,629.7068966
10-428,19-99999,101,190,943.5405405
10-428,20-312,101,201,1101.111111
10-428,20-556,101,202,1220.111111
10-428,20-99999,101,209,1255
10-428,21-178,101,211,523.5384615
10-428,21-350,101,212,614.4285714
10-428,21-99999,101,219,630.6764706
10-428,22-12940,101,221,1120.25
10-428,22-324,101,222,1185
10-428,22-406,101,223,1075.736842
10-428,22-99999,101,229,1145.692308
10-428,23-99999,101,230,416.5909091
10-428,24-12580,101,241,54.97278912
10-428,24-47900,101,242,96.60902256
10-428,24-99999,101,249,33.89852399
10-428,25-148,101,251,315.0566038
10-428,25-99999,101,259,260.6111111
10-428,26-220,101,261,488.2439024
10-428,26-266,101,262,614.0434783
10-428,26-99999,101,269,609.9298246
10-428,27-378,101,271,1078.822581
10-428,27-99999,101,279,1099.55
10-428,28-99999,101,280,947.4166667
10-428,29-312,101,291,1055.125
10-428,29-476,101,292,854.4761905
10-428,29-99999,101,299,975.8965517
10-428,30-99999,101,300,1871.363636
10-428,31-420,101,311,1095
10-428,31-99999,101,319,1147.5
10-428,32-332,101,321,2151
10-428,32-99999,101,329,2322.909091
10-428,33-148,101,331,340
10-428,33-99999,101,339,368.0909091
10-428,34-408,101,341,101.4265403
10-428,34-428,101,342,36.79120879
10-428,35-99999,101,350,1787.076923
10-428,36-104,101,361,253.5
10-428,36-160,101,362,317.3404255
10-428,36-408,101,363,146.1538462
10-428,36-464,101,364,307.40625
10-428,36-99999,101,369,273.5272727
10-428,37-172,101,371,465.9861111
10-428,37-268,101,372,370.952381
10-428,37-450,101,373,331.28
10-428,37-99999,101,379,398.2222222
10-428,38-99999,101,380,1401.111111
10-428,39-178,101,391,502.4
10-428,39-184,101,392,363.8307692
10-428,39-198,101,393,438
10-428,39-212,101,394,489.4615385
10-428,39-99999,101,399,428.3846154
10-428,40-416,101,401,1231.2
10-428,40-538,101,402,1187
10-428,40-99999,101,409,1343.5
10-428,41-440,101,411,2398.75
10-428,41-99999,101,419,2380.2
10-428,42-408,101,423,82.36764706
10-428,42-428,101,421,34.76230366
10-428,42-430,101,422,260.1168831
10-428,42-99999,101,429,108.8109756
10-428,44-148,101,441,284.2432432
10-428,45-16700,101,451,582.125
10-428,45-273,101,452,539
10-428,45-99999,101,459,509.3894737
10-428,46-99999,101,460,1280.545455
10-428,47-314,101,473,572.3333333
10-428,47-368,101,471,932.6296296
10-428,47-400,101,472,701.75
10-428,47-99999,101,479,666.4074074
10-428,48-12420,101,481,1514.823529
10-428,48-13140,101,482,1259.75
10-428,48-204,101,483,1496.5
10-428,48-206,101,484,1342.189189
