ORIG_CFS_AREA,Commodity_SCTG,UnitCost
12-370,26,1168.757201355542
12-370,27,1138.5527009079715
12-370,28,2101.0389921671112
12-370,29,5580.528711526593
12-370,30,14217.162740970936
12-370,31,163.84116072791207
12-370,32,2034.9957289162526
12-370,33,12207.166031039264
12-370,34,2907.7019886464477
12-370,35,25106.984673951483
12-370,36,12910.007247678926
12-370,37,187903.33122464956
12-370,38,90324.2500470881
12-370,39,6045.078245652778
12-370,40,11206.399897547992
12-370,41,0.013333542784152268
12-370,43,5106.544039333895
12-422,1,1908.4254725473909
12-422,2,131.405619131998
12-422,3,716.8725328311065
12-422,4,985.2963086383272
12-422,5,4162.536218286632
12-422,6,3220.796830065537
12-422,7,767.1797857160116
12-422,8,1785.3821153523904
12-422,9,22869.963721762957
12-422,10,191.79263264303117
12-422,11,17.453689893247905
12-422,12,4.737479738219353
12-422,13,470.65177947145384
12-422,14,166227.64227642276
12-422,17,603.7376359167243
12-422,18,602.8112603749034
12-422,19,266.51037244854257
12-422,20,284.8134101101345
12-422,21,39263.998779748006
12-422,22,263.089892421351
12-422,23,2779.980154632189
12-422,24,2874.2102972880934
12-422,25,10.664070657928908
12-422,26,659.7020454488736
12-422,27,1425.3733326834426
12-422,28,1692.337807237831
12-422,29,5527.766647028638
12-422,30,7573.985044855437
12-422,31,91.94570289149199
12-422,32,2987.8401589443406
12-422,33,4183.122436235503
12-422,34,13792.233471588159
12-422,35,16457.608155322345
12-422,36,20019.730146072125
12-422,37,45126.22034825563
12-422,38,1967.486837098841
12-422,39,5483.502575926486
12-422,40,3710.134040659169
12-422,41,52.77630468190647
12-422,43,3658.4942156516886
12-45300,1,4273.156048462454
12-45300,2,99.86641586039931
12-45300,3,1715.9280032420675
12-45300,4,232.8380655514331
12-45300,5,6057.434546438918
12-45300,6,2654.3676141543788
12-45300,7,646.2257158423635
12-45300,8,3082.9012024232215
12-45300,9,54150.38427185765
12-45300,10,130.03307473188937
12-45300,11,1.1110853990121277
12-45300,12,10.656023893526186
12-45300,13,201.61793936920586
12-45300,14,2330.293558063189
12-45300,17,595.7477550971909
12-45300,18,577.8801925890554
12-45300,19,310.9576630798704
12-45300,20,177.2321257168456
12-45300,21,5449.9113326074075
12-45300,22,270.2868690206889
12-45300,23,3103.663201394958
12-45300,24,4727.865057921787
12-45300,25,20.60604044259345
12-45300,26,871.4363102840747
12-45300,27,2724.857398690215
12-45300,28,2076.346083599387
12-45300,29,3238.9118584199873
12-45300,30,25718.767574463676
12-45300,31,184.85043128277545
12-45300,32,1335.8834680460855
12-45300,33,4460.591751654013
12-45300,34,14335.204493202435
12-45300,35,19067.68579990639
12-45300,36,8910.303011306083
12-45300,37,33730.279740216654
12-45300,38,146738.5252599772
12-45300,39,6457.389331430395
12-45300,40,5476.012057598739
12-45300,41,17.179581252159853
12-45300,43,5013.203472476804
12-99999,1,2453.079036635696
12-99999,2,176.939692362622
12-99999,3,309.10670899698613
12-99999,4,323.3976520750506
12-99999,5,5072.120343620423
12-99999,6,1774.2031990720052
12-99999,7,758.3329389370692
12-99999,8,2400.7197618048094
12-99999,9,90738.8843332804
12-99999,10,425.1645582718307
12-99999,11,10.15766251084687
12-99999,12,6.735552514613349
12-99999,13,72.18642460876458
12-99999,14,169806.67517782238
12-99999,16,299.0256412401595
12-99999,17,533.329318546425
12-99999,18,561.9453917240917
12-99999,19,275.34337432421216
12-99999,20,1321.6991806557085
12-99999,21,16441.22117715286
12-99999,22,278.5602413065949
12-99999,23,3081.756278294648
12-99999,24,3039.91823330703
12-99999,25,41.33421277968193
12-99999,26,469.7303399899148
12-99999,27,836.6802899551583
12-99999,28,2202.5198327505086
12-99999,29,6924.041118796665
12-99999,30,10950.494477749233
12-99999,31,116.15494740135415
12-99999,32,1934.510488697582
12-99999,33,2779.628939272963
12-99999,34,1960.9427547907571
12-99999,35,21506.51664766309
12-99999,36,8683.638884982332
12-99999,37,495214.9805035014
12-99999,38,25143.155743083775
12-99999,39,4488.996824264745
12-99999,40,3177.89344338828
12-99999,41,20.009374321680124
12-99999,43,3947.9851069343767
13-122,1,1540.0295704004675
13-122,2,732.4328902489034
13-122,3,880.7053943599635
13-122,4,554.3348902366299
13-122,5,2721.9917669728393
13-122,6,1468.1835131418538
13-122,7,1065.7514955061065
13-122,8,2622.1025454418455
13-122,9,38517.51587398784
13-122,10,1201.1809560875922
13-122,11,28.31166983654446
13-122,12,11.096309112284098
13-122,13,252.53564128657618
13-122,14,214.8978465889748
13-122,17,545.0772196235048
13-122,18,527.108295988776
13-122,19,166.23747261739348
13-122,20,723.6828626304102
13-122,21,164623.8229552784
13-122,22,557.673892712703
13-122,23,2748.8658742041016
13-122,24,4178.7659834278265
13-122,25,14.908676979048865
13-122,26,885.4954112604087
13-122,27,819.2627465446354
13-122,28,1788.8452373569535
13-122,29,6377.966537194252
13-122,30,5253.754955211105
13-122,31,265.7523640255984
13-122,32,1471.1087551614023
13-122,33,4975.567228933803
13-122,34,11395.894886055854
13-122,35,14568.985472190949
13-122,36,11446.861782984928
13-122,37,51841.5335034276
13-122,38,83187.10465285215
13-122,39,5158.780025023253
13-122,40,6328.775381213947
13-122,41,52.32194175428832
13-122,43,3239.7914623433976
13-496,1,758.5040133603775
13-496,2,141.33429454803246
13-496,3,231.87760436566643
13-496,4,521.1729483293999
13-496,5,3727.0701602181075
13-496,6,3564.6556037019304
13-496,7,1001.2452287581734
13-496,8,2585.5709958648513
13-496,9,41295.019087303204
13-496,10,25.32830145013864
13-496,11,9.40242937907342
13-496,12,0.6597477583216512
13-496,13,215.29297259680484
13-496,14,130481.22082585277
13-496,17,510.27259311426343
13-496,18,441.7074266997226
13-496,19,215.16982436433125
13-496,20,949.1570287480954
13-496,21,3356.2996607927503
13-496,22,601.0881704470874
13-496,23,1959.8845643869768
13-496,24,5085.837430040773
13-496,25,15.35982785626993
13-496,26,393.33846673144546
13-496,27,691.3404307091863
13-496,28,2683.6468444818875
13-496,29,17558.82581200286
13-496,30,28940.92696019808
13-496,31,415.07997683010603
13-496,32,1085.825010983612
13-496,33,3571.6545157544115
13-496,34,12854.948051729163
13-496,35,13214.246997531212
13-496,36,7776.817402034868
13-496,37,234949.35563273702
13-496,38,141077.64723601175
13-496,39,2831.1711068153104
13-496,40,1683.248322702758
13-496,41,106.5362054505403
13-496,43,5744.902182468979
13-99999,1,1403.7259950645173
13-99999,2,147.96420756400966
13-99999,3,500.14220247214126
13-99999,4,270.6283935803913
13-99999,5,2793.6695724109404
13-99999,6,4082.1356456242233
13-99999,7,773.4637522458651
13-99999,8,520.6674936481525
13-99999,9,35499.4723752658
13-99999,10,324.4993913943598
13-99999,11,54.9681147126898
13-99999,12,11.002178415787183
13-99999,13,187.2490221029828
13-99999,14,162682.83742151855
13-99999,17,527.7832749708691
13-99999,18,495.4420562313885
13-99999,19,177.27427903061664
13-99999,20,628.8127956133126
13-99999,21,2767.5184128837955
13-99999,22,287.7365442790969
13-99999,23,2729.948069568633
13-99999,24,3242.5600068225954
13-99999,25,28.014459588291732
13-99999,26,298.4992937390921
13-99999,27,652.938765170052
13-99999,28,1938.5844771647266
13-99999,29,4890.116823745018
13-99999,30,5411.649084820674
13-99999,31,184.87770335945248
13-99999,32,4106.8728325269285
13-99999,33,3627.3668000226685
13-99999,34,6209.29434913922
13-99999,35,7161.4083608682095
13-99999,36,5658.971616554854
13-99999,37,35901.17358310044
13-99999,38,9798.627727510795
13-99999,39,3054.1573246185408
13-99999,40,3307.6335894164135
13-99999,41,23.163075169546065
13-99999,43,5552.356818710709
15-46520,1,6508.276215437694
15-46520,2,4561.626360058415
15-46520,3,1038.689272070201
15-46520,4,1295.4296163396364
15-46520,5,6899.188854805796
15-46520,6,1650.824593998329
15-46520,7,1536.3617959638145
15-46520,8,2417.7805349556043
15-46520,9,123690.7501025788
15-46520,10,678.6525282349232
15-46520,11,35.59018738283221
15-46520,12,15.42320978232122
15-46520,13,61.064273042710276
15-46520,17,428.0583534121621
15-46520,18,438.9285112489518
15-46520,19,618.6539679099603
15-46520,20,3484.933874236502
15-46520,21,25487.340347038004
15-46520,22,57.49455941796443
15-46520,23,6923.564150018466
15-46520,24,8172.643772556661
15-46520,25,142.94791465099044
15-46520,26,771.5449225405619
15-46520,27,2483.1820635255026
15-46520,28,2033.1217075044647
15-46520,29,9801.831138409087
15-46520,30,23100.179443508267
15-46520,31,149.31644913848822
15-46520,32,2775.771074026908
15-46520,33,6608.578076617892
15-46520,34,7138.647104564043
15-46520,35,15302.408319819173
15-46520,36,17050.664985757452
15-46520,37,31900.817250508386
15-46520,38,13602.648979456311
15-46520,39,7473.290635142137
15-46520,40,10438.711208003913
15-46520,41,1.8985968597628244
15-46520,43,4413.182674888425
15-99999,1,5063.336975442708
15-99999,2,3976.4380988310354
15-99999,3,1621.1976334807218
15-99999,4,2125.0896420614527
15-99999,5,8571.076395398686
15-99999,6,5848.183688046135
15-99999,7,2897.7884118587326
15-99999,8,2303.246060634881
15-99999,9,22869.94183710563
15-99999,10,955.1907437451766
15-99999,11,54.95736513568117
15-99999,12,14.790533100945936
15-99999,13,92.31100949923444
15-99999,14,5003.153572379494
15-99999,17,428.7541203484909
15-99999,18,781.3422377091296
15-99999,19,657.4278723639242
15-99999,20,1186.296432270041
15-99999,21,74240.10172354916
15-99999,22,808.6234724204013
15-99999,23,4037.395426767489
15-99999,24,2588.1570860958914
15-99999,26,2457.829324543644
15-99999,27,1386.8914922268523
15-99999,28,2644.316574942546
15-99999,29,7276.699174173815
15-99999,30,13096.21628776175
15-99999,31,177.34668866483383
15-99999,32,2347.091432581016
15-99999,33,7430.415056041132
15-99999,34,17012.50900861612
15-99999,35,17064.530898525823
15-99999,36,5138.274930280092
15-99999,37,31891.66457444138
15-99999,38,25471.22089851432
15-99999,39,5138.119336908118
15-99999,40,10943.753387020997
15-99999,41,0.0
15-99999,43,5123.496533969323
16-99999,1,3431.408969805128
16-99999,2,189.91136852684073
16-99999,3,208.80151194187053
16-99999,4,125.9441708284511
16-99999,5,5991.548983775907
16-99999,6,376.53855796768977
16-99999,7,808.2536490999776
16-99999,8,1647.168517832216
16-99999,9,47981.298152314725
16-99999,10,1423.4115025835026
16-99999,11,4.756168119536109
16-99999,12,4.7210885281922765
16-99999,13,64.41909937003686
16-99999,14,6485.337006407868
16-99999,16,305.44447862196245
16-99999,17,532.4711482737938
16-99999,18,674.7617423507257
16-99999,19,151.65475577957403
16-99999,20,1184.1606104287555
16-99999,21,71122.41030975434
16-99999,22,647.3428738457884
16-99999,23,4628.077791037837
16-99999,24,2491.6519217832733
16-99999,25,21.739770999579893
16-99999,26,507.8696047419461
16-99999,27,883.0749513348758
16-99999,28,1380.456883832514
16-99999,29,8700.518454843974
16-99999,30,16149.6054357895
16-99999,31,213.05527483216383
16-99999,32,1537.3559791105117
16-99999,33,4252.453765645161
16-99999,34,17924.377359698618
16-99999,35,4283.92862335903
16-99999,36,2533.272544779359
16-99999,37,52345.64920966543
16-99999,38,255176.99510746024
16-99999,39,5424.309096873955
16-99999,40,7031.631866800911
16-99999,41,42.50263503872089
16-99999,43,3276.186198190794
17-176,1,1334.6494155870355
17-176,2,133.30490230425858
17-176,3,829.4251255918937
17-176,4,231.61016793383948
17-176,5,5362.066077469659
17-176,6,1803.0462241299037
17-176,7,1529.566248154117
17-176,8,2202.6493066022085
17-176,9,53240.362889599994
17-176,10,259.11492888464045
17-176,11,50.417310201825224
17-176,12,13.906028361387044
17-176,13,1680.3906301335005
17-176,14,7360.938045092616
17-176,15,525.960853054648
17-176,17,558.3592058854416
17-176,18,545.5908112853845
17-176,19,328.33310061152366
17-176,20,1104.6702518162958
17-176,21,167998.66602176853
17-176,22,365.43680499805856
17-176,23,1957.758122055235
17-176,24,3195.09409414827
17-176,25,9.338766271678177
17-176,26,744.5847362585043
17-176,27,1558.9853480084837
17-176,28,1934.3049866601275
17-176,29,6887.279172995827
17-176,30,18934.331167717504
17-176,31,207.62138231193936
17-176,32,1410.1855234814777
17-176,33,3084.5933080549185
17-176,34,13261.421932468422
17-176,35,24573.957201079593
17-176,36,6984.81805728028
17-176,37,18545.890851282064
17-176,38,26616.120207575903
17-176,39,6405.302427415598
17-176,40,7366.694061858017
17-176,41,93.90625562200218
17-176,43,4599.753913689039
17-476,1,1173.5024595894197
17-476,2,129.65964044920722
17-476,3,339.6875882534446
17-476,4,110.8103432449802
17-476,5,3901.5364121678163
17-476,6,573.0128243649582
17-476,7,854.7991017422045
17-476,8,1618.3060014644602
17-476,9,119367.11712613
17-476,10,25.32889981205725
17-476,11,7.198337416226549
17-476,12,8.482719243220917
17-476,13,121.53545544831697
17-476,14,994.4104892039305
17-476,15,190.62710869202664
17-476,16,315.18741383441557
17-476,17,600.0801576622066
17-476,18,718.1993708852417
17-476,19,315.21549398181764
17-476,20,539.9192454399822
17-476,21,29835.9992091962
17-476,22,525.8622586846825
17-476,23,5181.260662785601
17-476,24,4869.878267223222
17-476,25,17.30876544284504
17-476,26,763.2759742764915
17-476,27,1447.7980003049709
17-476,28,838.1580885048672
17-476,29,4682.498530990735
17-476,30,76552.37435491505
17-476,31,125.42963582885527
17-476,32,715.7093854934217
17-476,33,3181.0625642377486
17-476,34,10955.591529311343
17-476,35,26055.806497368354
17-476,36,11439.050741078236
17-476,37,2532.83245219008
17-476,38,25736.43012369562
17-476,39,6377.976393633423
17-476,40,1932.9034793124993
17-476,41,173.09503901073893
17-476,43,2109.7316127509566
17-99999,1,1072.9182642694466
17-99999,2,112.07923604364473
17-99999,3,332.4715378612491
17-99999,4,215.11266145987162
17-99999,5,2950.674171478008
17-99999,6,372.6999902957564
17-99999,7,1008.2668952329667
17-99999,8,1233.4188820938523
17-99999,9,60837.63972082357
17-99999,10,29.166751425262884
17-99999,11,24.66399065388145
17-99999,12,11.509892745064665
17-99999,13,603.2631104462811
17-99999,14,492.06137628632484
17-99999,15,35.8889010448445
17-99999,16,315.1873837143956
17-99999,17,500.63336909946844
17-99999,18,507.098360476666
17-99999,19,477.12407696807816
17-99999,20,1123.0252045058137
17-99999,21,32862.59854127307
17-99999,22,334.72129629549784
17-99999,23,3917.2733555730974
17-99999,24,2735.653754084877
17-99999,25,71.69756621887674
17-99999,26,803.2567966147654
17-99999,27,2548.3837559921967
17-99999,28,2223.298272806797
17-99999,29,2164.9611414820156
17-99999,30,23996.572295691636
17-99999,31,170.56973068620047
17-99999,32,1247.2760009670908
17-99999,33,2074.4098684462383
17-99999,34,9805.714501732999
17-99999,35,11550.852941319057
17-99999,36,8325.617943977362
17-99999,37,30881.067798439803
17-99999,38,85658.54590525152
17-99999,39,7137.864094995233
17-99999,40,3723.073251060604
17-99999,41,195.18514656454755
17-99999,43,3466.1988464436376
18-176,1,792.1464379837378
18-176,2,110.19782307020625
18-176,3,336.0430360280187
18-176,4,466.02752908818763
18-176,5,4051.909670703682
18-176,6,1167.3807556399497
18-176,7,723.478441715095
18-176,8,1726.4165972247392
18-176,9,22854.441295628705
18-176,10,25.328358634115357
18-176,11,3.792395794364266
18-176,12,17.26758628720755
18-176,13,196.14555852111485
18-176,14,380.31098266592716
18-176,17,526.349390489209
18-176,18,488.9823690226899
18-176,19,288.6257268668976
18-176,20,134.28384544064645
18-176,21,90012.30626540136
18-176,22,264.2162898743869
18-176,23,2979.932672748603
18-176,24,4878.914467589133
18-176,25,10.320628712982604
18-176,26,1477.6952942646626
18-176,27,827.9947340501341
18-176,28,2725.258054839785
18-176,29,14769.136416397738
18-176,30,6715.254884696214
18-176,31,220.7126473464516
18-176,32,668.9342730389438
18-176,33,259.26078555591
18-176,34,6226.775065846462
18-176,35,23295.584529540993
18-176,36,6765.801632232934
18-176,37,54639.585041793696
18-176,38,93780.97786602721
18-176,39,3153.7191384273438
18-176,40,1909.1160250303626
18-176,41,15.220321334834082
18-176,43,3054.476855478821
18-294,1,1436.4189741829541
18-294,2,110.98826221482877
18-294,3,477.0642688349181
18-294,4,811.1362248536997
18-294,5,7940.524299117745
18-294,6,723.2133807678339
18-294,7,849.6650345375497
18-294,8,3687.0628762425245
18-294,9,185310.7655534699
18-294,10,1772.340366602581
18-294,11,14.873189680395862
18-294,12,9.04474977122873
18-294,13,223.71037471412657
18-294,14,174401.70388537497
18-294,17,502.26414029667023
18-294,18,574.1351955626111
18-294,19,320.2833328086656
18-294,20,1127.4171326565652
18-294,21,277080.51479495986
18-294,22,261.1427368226912
18-294,23,3551.9090958879733
18-294,24,3295.850352996801
18-294,25,26.395994852294276
18-294,26,770.1665653798402
18-294,27,2256.858867237688
18-294,28,2058.605617995577
18-294,29,7391.189135373259
18-294,30,16430.42742319022
18-294,31,302.7463552340173
18-294,32,1245.9504524139147
18-294,33,2266.761531717764
18-294,34,8070.769210580515
18-294,35,17822.658455665976
18-294,36,3430.092569269726
18-294,37,3985.4521144034684
18-294,38,35894.81416571419
18-294,39,5473.355358935596
18-294,40,8567.912396958318
18-294,41,137.98610498659409
18-294,43,4134.801299158816
18-258,1,1553.0422426320606
18-258,2,135.55295747978184
18-258,3,327.91367917287334
18-258,4,401.0387511000475
18-258,5,4253.967109405483
18-258,6,858.4163772220272
18-258,7,1000.4114626617069
18-258,8,1167.5716819708923
18-258,9,18191.772558791658
18-258,10,234.67498004732053
18-258,11,5.159218766585288
18-258,12,9.311442266008013
18-258,13,95.82002225474989
18-258,14,200088.5861784738
18-258,17,562.3110553075047
18-258,18,717.2837734662949
18-258,19,509.84222377573775
18-258,20,454.7627524036114
18-258,21,115629.51334799087
18-258,22,464.7159293159324
18-258,23,5398.043747249286
18-258,24,3579.7181171293373
18-258,25,21.228213800585095
18-258,26,1239.4641247922434
18-258,27,1542.724640039386
18-258,28,1414.0414776057726
18-258,29,3541.8481521065855
18-258,30,7792.002378458843
18-258,31,260.14284138864616
18-258,32,901.2061131650157
18-258,33,3081.3987621847878
18-258,34,7572.435322823313
18-258,35,18382.593441734018
18-258,36,6751.684719789047
18-258,37,5382.787985311796
18-258,38,94732.81852438425
18-258,39,3947.056736492743
18-258,40,3664.455901789675
18-258,41,92.03590452380992
18-258,43,3830.0884707447153
18-99999,1,1400.8459280484008
18-99999,2,116.65868138526376
18-99999,3,338.0909458877476
18-99999,4,297.4573986176584
18-99999,5,3103.123405153251
18-99999,6,2735.884715909255
18-99999,7,504.5365447215553
18-99999,8,2284.376965793572
18-99999,9,95896.2668983535
18-99999,10,214.01994452559404
18-99999,11,13.428703701369852
18-99999,12,8.910981363301424
18-99999,13,86.81767200378975
18-99999,14,1349.4498933766495
18-99999,15,39.31382631622991
18-99999,16,315.1873974798458
18-99999,17,490.99018717316073
18-99999,18,605.7123898445001
18-99999,19,194.65351968558178
18-99999,20,607.2661808192162
18-99999,21,256871.51872836307
18-99999,22,343.4817607219749
18-99999,23,2684.4273192989194
18-99999,24,3661.5143228434317
18-99999,25,19.08048675044569
18-99999,26,1088.6844179781156
18-99999,27,686.5382900370236
18-99999,28,1545.0996490299171
18-99999,29,6231.609864849857
18-99999,30,16587.613449383578
18-99999,31,320.5464971557505
18-99999,32,1650.0720269179046
18-99999,33,1833.5395668578358
18-99999,34,11564.63972821417
18-99999,35,15927.50039696197
18-99999,36,2903.38423374079
18-99999,37,9355.495489636836
18-99999,38,90266.2487509341
18-99999,39,6837.5973028966955
18-99999,40,5164.631423469357
18-99999,41,106.87807418140282
18-99999,43,5578.94519808734
19-99999,1,1487.3428332961767
19-99999,2,106.42161757376014
19-99999,3,339.16828813848446
19-99999,4,263.2160549336811
19-99999,5,3608.1888449894404
19-99999,6,679.8544963291964
19-99999,7,531.4399063918728
19-99999,8,1346.5009364205134
19-99999,9,38264.78408231967
19-99999,10,666.7800495798557
19-99999,11,19.039045931774808
19-99999,12,15.868336864286269
19-99999,13,60.78340439573363
19-99999,15,1185.267857142857
19-99999,17,450.63066061260747
19-99999,18,704.436478601129
19-99999,19,201.69970630443504
19-99999,20,1171.464733027687
19-99999,21,44010.48614391621
19-99999,22,316.0025717564806
19-99999,23,4042.6883891301195
19-99999,24,2483.8488445532826
19-99999,25,25.92562171568656
19-99999,26,1036.1216087172272
19-99999,27,1137.8492345052011
19-99999,28,5491.554569969152
19-99999,29,4052.1252868249185
19-99999,30,13745.005211254258
19-99999,31,148.61065591803893
19-99999,32,1397.0918720360135
19-99999,33,4256.544419863376
19-99999,34,10299.818618502397
19-99999,35,11210.837561147287
19-99999,36,9316.499461008912
19-99999,37,8994.011668470628
19-99999,38,47054.11039053785
19-99999,39,5556.8330555599405
19-99999,40,1799.8102373388595
19-99999,41,158.10928870635104
19-99999,43,3588.169129342122
20-312,1,3685.4007751602394
20-312,2,126.18212199860271
20-312,3,377.371644247936
20-312,4,864.8586973665301
20-312,5,4566.975841407093
20-312,6,499.6743592944706
20-312,7,799.3621887276164
20-312,8,2753.4312534721557
20-312,9,22870.00893800276
20-312,10,232.77197929360096
20-312,11,85.54030186416804
20-312,12,11.214427906354492
20-312,13,511.18625537342643
20-312,16,315.18739253899133
20-312,17,2088.930831360052
20-312,18,408.280557322137
20-312,19,1645.405630583456
20-312,20,3220.461025631211
20-312,21,143194.437876883
20-312,22,304.24159655281545
20-312,23,1366.0872603648
20-312,24,5169.208645404725
20-312,25,10.18695982514731
20-312,26,907.3352866304489
20-312,27,2402.6255397559835
20-312,28,2869.009872176604
20-312,29,11085.338096876603
20-312,30,17683.16751228221
20-312,31,190.049165083297
20-312,32,1804.4316318608414
20-312,33,5116.969778529658
20-312,34,12613.507286713511
20-312,35,16455.995094888538
20-312,36,11859.045335319865
20-312,37,9823.693297540905
20-312,38,142171.83005297926
20-312,39,6787.798639522166
20-312,40,4524.71884534108
20-312,41,77.53914859646878
20-312,43,3361.78673245442
20-556,1,3778.3267604723587
20-556,2,139.93894878677668
20-556,3,369.2260940359893
20-556,4,255.08899314700116
20-556,5,5138.351705202764
20-556,6,504.4821543346889
20-556,7,902.3790944460983
20-556,8,1883.9668016417997
20-556,9,57000.93948604587
20-556,10,25.328273026643032
20-556,11,3.451780961660128
20-556,12,4.4418362035211825
20-556,13,650.0665245715435
20-556,16,315.18739022400086
20-556,17,641.7581482748275
20-556,18,583.5063766398346
20-556,19,442.6232739899094
20-556,20,1524.9894229010613
20-556,21,4382.319909518197
20-556,22,601.1994488382207
20-556,23,4769.961898334603
20-556,24,8260.478577404496
20-556,25,9.086338798354385
20-556,26,703.7738303065594
20-556,27,3239.7007825793194
20-556,28,2383.2705862315765
20-556,29,11296.635259155391
20-556,30,31363.973306612075
20-556,31,145.3991255930414
20-556,32,2672.6326195362312
20-556,33,4024.55098297093
20-556,34,11469.605211363676
20-556,35,19951.44118601778
20-556,36,8809.618616649792
20-556,37,189440.9942583214
20-556,38,89483.46921896505
20-556,39,17509.543724246963
20-556,40,8773.226211894316
20-556,41,57.052660512441975
20-556,43,4280.203340835411
20-99999,1,5575.1667420294225
20-99999,2,122.51735451280061
20-99999,3,306.8451989695792
20-99999,4,400.9699777090413
20-99999,5,4911.056837612671
20-99999,6,3657.780009238353
20-99999,7,739.5351277058012
20-99999,8,1289.4245513177502
20-99999,9,43998.30298283402
20-99999,10,25.59964449178523
20-99999,11,6.143582697979394
20-99999,12,8.933908994824582
20-99999,13,69.2544413940035
20-99999,16,315.1873901859426
20-99999,17,483.40240215713897
20-99999,18,473.6375717741468
20-99999,19,179.1579605602961
20-99999,20,1516.3274651369568
20-99999,21,29579.051599607683
20-99999,22,319.1456519582193
20-99999,23,5695.774277759565
20-99999,24,4221.135449902357
20-99999,25,10.990200932871021
20-99999,26,1372.0539548341496
20-99999,27,732.471669327
20-99999,28,1746.6412241423966
20-99999,29,10894.729782220345
20-99999,30,40927.55153075715
20-99999,31,108.293122199075
20-99999,32,1366.345045910558
20-99999,33,3585.9809494232854
20-99999,34,6278.574498532775
20-99999,35,9740.11135203032
20-99999,36,12393.459543290706
20-99999,37,42422.42954501475
20-99999,38,102933.27291202336
20-99999,39,4756.134461107318
20-99999,40,5870.260206276547
20-99999,41,53.99732222254753
20-99999,43,3997.771250602323
21-178,1,3147.0788365937924
21-178,2,110.6517538962015
21-178,3,737.3337257209988
21-178,4,144.07081691823112
21-178,5,4946.14607911236
21-178,6,3429.419555031575
21-178,7,2757.9922282881616
21-178,8,3079.999131465566
21-178,9,22869.586953523656
21-178,10,25.32805339981715
21-178,11,1.1104237665078367
21-178,12,9.013192537847074
21-178,13,18.352111344554817
21-178,17,504.55348152603875
21-178,18,538.0006674584745
21-178,19,246.64407253180232
21-178,20,2739.093914306762
21-178,21,70787.47494524892
21-178,22,248.52662000866968
21-178,23,1753.8505139879549
21-178,24,3533.7807902913737
21-178,25,20.895912498573036
21-178,26,946.1298470912557
21-178,27,708.0744540579781
21-178,28,1679.1521216713768
21-178,29,9779.433133663664
21-178,30,21996.112496846672
21-178,31,169.19170151035289
21-178,32,1170.4204141209077
21-178,33,2328.6251981089194
21-178,34,5146.987976571431
21-178,35,15089.179085297126
21-178,36,3274.8653085611923
21-178,37,201905.90043571626
21-178,38,59423.655571352494
21-178,39,5865.840984244301
21-178,40,7103.354794069307
21-178,41,86.95933838169759
21-178,43,3123.4389542861136
21-350,1,2571.501930482857
21-350,2,136.98885980462836
21-350,3,520.145784745757
21-350,4,386.28407477131
21-350,5,9496.164931372014
21-350,6,1238.1913395629028
21-350,7,1021.9085308404839
21-350,8,3931.3934127754796
21-350,9,57633.80951276942
21-350,10,26.95139592398295
21-350,11,8.918981138897774
21-350,12,7.876028429634595
21-350,13,350.6476567994374
21-350,14,619.3594447931896
21-350,17,529.7105136071266
21-350,18,481.61882061409773
21-350,19,703.2690941811463
21-350,20,1573.068172089239
21-350,21,27715.420382172066
21-350,22,969.8403170132757
21-350,23,3424.2287683470986
21-350,24,2935.361511665351
21-350,25,22.740695850663798
21-350,26,1558.255343434154
21-350,27,2631.4319995675137
21-350,28,1987.985382170694
21-350,29,3176.640751411673
21-350,30,24695.9736240595
21-350,31,238.87971130629953
21-350,32,2047.1059686556807
21-350,33,5229.003799123301
21-350,34,8356.197262764199
21-350,35,34447.7776742724
21-350,36,4202.253930099398
21-350,37,11316.601711636153
21-350,38,43640.747229359375
21-350,39,2944.6116508247937
21-350,40,5420.072496184364
21-350,41,100.52348225569116
21-350,43,2404.7521528746543
21-99999,1,2370.144734073179
21-99999,2,129.6198902662356
21-99999,3,356.5118417089486
21-99999,4,406.98703513213053
21-99999,5,2009.2523564934513
21-99999,6,1659.603170346735
21-99999,7,894.6124907136754
21-99999,8,3430.2185593593413
21-99999,9,34763.980995655445
21-99999,10,25.378220352392425
21-99999,11,11.428097771065215
21-99999,12,10.94568597999731
21-99999,13,214.08961713486232
21-99999,14,1118.9001122254163
21-99999,15,49.55602509329979
21-99999,16,315.18738119256415
21-99999,17,505.6767647814927
21-99999,18,482.8786024751427
21-99999,19,226.75851962540617
21-99999,20,632.1412699296508
21-99999,21,47596.12876868824
21-99999,22,359.9152233738772
21-99999,23,1296.00008618781
21-99999,24,3821.541132245016
21-99999,25,81.77986793501849
21-99999,26,498.9511759596476
21-99999,27,951.4928545935287
21-99999,28,1918.0018950722172
21-99999,29,4515.211981974788
21-99999,30,28901.95436683816
21-99999,31,375.4138328561819
21-99999,32,1518.93606991785
21-99999,33,3522.8473504951635
21-99999,34,7947.915517833137
21-99999,35,10872.282820096752
21-99999,36,5357.15962675361
21-99999,37,3441.6666430011596
21-99999,38,11673.175951859153
21-99999,39,3703.827486014632
21-99999,40,2311.457312631326
21-99999,41,94.15819800899925
21-99999,43,3017.3795504566356
22-12940,1,2046.7241425614434
22-12940,2,138.97994546248316
22-12940,3,49.98992612312115
22-12940,4,524.7549951989351
22-12940,5,4053.824518690151
22-12940,6,2822.1447091682317
22-12940,7,502.0397267880663
22-12940,8,1574.950260468902
22-12940,9,33365.46128255106
