Commodity_SCTG,FAF,value_fraction
00,20.0,0.026294666656468964
00,50.0,0.04478351493871083
00,111.0,0.008656275725358504
00,160.0,0.002642150684268791
00,190.0,0.00041483394925046277
00,230.0,0.002980984924714929
00,280.0,0.7781354035160247
00,300.0,0.009426243585977797
00,350.0,0.021451363606322642
00,380.0,0.027691374101148854
00,441.0,0.019220027007684888
00,460.0,0.0003288369492806188
00,500.0,0.0007570237138090068
00,540.0,2.3853127545965705e-05
00,560.0,0.05719344751343302
01,19.0,0.050709127931189965
01,42.0,0.0018050658508250595
01,61.0,0.014915776898720179
01,62.0,0.005131685984612442
01,64.0,0.00734836496094422
01,69.0,0.005365334060262684
01,91.0,0.07672558515724247
01,129.0,0.024841744557483628
01,131.0,0.02089028985915258
01,172.0,0.00829112966303913
01,190.0,0.054721514587128185
01,209.0,0.06103851211777681
01,219.0,0.08257111136165272
01,230.0,0.01248979189546123
01,261.0,0.004882332165820801
01,271.0,0.050144837458104725
01,279.0,0.063780728972838
01,280.0,0.014429669486023122
01,299.0,0.0730193374212957
01,311.0,0.06412691130242397
01,319.0,0.13185491419740894
01,363.0,0.013339258201639687
01,372.0,0.00824142925171326
01,399.0,0.011217173816077175
01,401.0,0.0011833197086467354
01,421.0,0.0017975714338236315
01,429.0,0.03936689924249086
01,441.0,0.024475297755420254
01,459.0,0.006175151784256329
01,460.0,0.040772693719362825
01,472.0,0.0017127396136409473
01,479.0,0.016655367798477108
01,531.0,0.0009276363910179693
01,559.0,0.0050516953940266006
02,12.0,0.0001404654799101335
02,19.0,0.0041008953996194445
02,41.0,0.008950213575095695
02,49.0,0.000158454723742238
02,50.0,0.012932132597544901
02,61.0,0.013136277073959203
02,63.0,0.0003607334407410145
02,62.0,0.001467134924001061
02,64.0,0.003626449510083669
02,69.0,0.01051832636506443
02,81.0,0.0026060744713139548
02,89.0,0.02307262996363696
02,101.0,7.128642349310494e-06
02,109.0,0.0005230435532204133
02,122.0,8.527891053241132e-05
02,129.0,0.010835442213715765
02,131.0,0.0012824689269869557
02,139.0,0.003627834116298015
02,159.0,0.0002454466198103207
02,160.0,0.0169032370035642
02,171.0,0.014359432944864598
02,172.0,0.019937574423238874
02,179.0,0.07847280229829802
02,181.0,0.0008306514636577636
02,183.0,0.007660599263204266
02,182.0,0.0023271232550301398
02,189.0,0.02919726605019227
02,190.0,0.08376760881979986
02,201.0,0.006825924758468776
02,202.0,0.014850255918634097
02,209.0,0.06715259052909994
02,212.0,0.0016612510313684756
02,219.0,0.007852340516451357
02,222.0,0.00020142155548014153
02,223.0,1.4550214143004405e-06
02,229.0,0.0025057007943127866
02,230.0,4.0402802453522525e-05
02,242.0,0.00027962777304772735
02,249.0,0.0029391720635073395
02,251.0,0.00023456123306217285
02,259.0,0.00023246059332043928
02,261.0,0.001277419861771493
02,262.0,0.0028017142430230343
02,269.0,0.003741409358890749
02,271.0,0.0129245718249128
02,279.0,0.07789525404375014
02,280.0,0.0018699535959639804
02,291.0,0.007615022557627606
02,292.0,0.003398134153934061
02,299.0,0.02044912383288351
02,300.0,0.016766980740750413
02,311.0,0.0057557858375921
02,319.0,0.06816883501224036
02,329.0,6.128652696783749e-05
02,341.0,3.5124849671290586e-06
02,342.0,0.001213833765760899
02,350.0,0.0013453635313522643
02,361.0,0.004782011615765681
02,362.0,0.004923610949657061
02,363.0,0.0007341775209285587
02,364.0,0.005921982744098468
02,369.0,0.0021938788820856144
02,371.0,0.00027618641351713307
02,373.0,0.00015559122132285727
02,379.0,0.014574103867513287
02,380.0,0.05030335954453646
02,391.0,3.678768498159964e-05
02,392.0,0.0009603914717854766
02,393.0,0.007869697584455552
02,394.0,0.0028579840271775623
02,399.0,0.02393037624151088
02,401.0,0.0014545622408194904
02,402.0,0.005896294032369248
02,409.0,0.007067512127492242
02,411.0,9.466570805157548e-05
02,419.0,0.004786644500045371
02,423.0,0.000597195119757275
02,421.0,0.0005109926936877207
02,429.0,0.003122053164085107
02,459.0,0.001831356473770229
02,460.0,0.041028225810025076
02,471.0,0.0005771001284540074
02,472.0,5.611192356470527e-05
02,479.0,0.006816200589723414
02,481.0,0.0004457738423241898
02,482.0,0.00016287901529951377
02,483.0,0.0010863349423526501
02,484.0,0.008901053346512084
02,486.0,0.0023065585063933225
02,487.0,0.0007997572930604946
02,488.0,0.0007501028117253063
02,489.0,0.047941287468984614
02,491.0,0.001942538018847495
02,499.0,0.00030809196653695516
02,500.0,0.0005177529323399148
02,511.0,0.00011744772457819787
02,512.0,0.00023988368515317067
02,519.0,0.008975610075361126
02,531.0,0.002255058314891134
02,539.0,0.021765930050101755
02,551.0,0.01417289426639402
02,559.0,0.012164139975108805
02,560.0,0.000589759490368203
03,11.0,0.00031647676894919284
03,12.0,0.0002874063297221365
03,19.0,0.0034560594705620082
03,20.0,1.8918111316651532e-05
03,41.0,0.004618591905244974
03,42.0,0.004630341621721351
03,49.0,0.0035361978622204674
03,50.0,0.00883809094666947
03,65.0,0.010818562119264482
03,61.0,0.0821612039993991
03,63.0,0.012051203666372202
03,62.0,0.015871927188412314
03,64.0,0.0312431887964875
03,69.0,0.03880052538571792
03,81.0,0.004144747732594769
03,89.0,0.003704851005027911
03,91.0,0.004354902150894629
03,92.0,0.0015594238611076538
03,99.0,0.00043976618538313567
03,101.0,0.017989171332218806
03,109.0,0.0005132800658068887
03,111.0,0.00029442797167827917
03,121.0,0.0023261856993249666
03,122.0,0.015991436892575234
03,123.0,0.00518108846667409
03,124.0,0.007456332486875563
03,129.0,0.007012579338347718
03,131.0,0.01615654485445243
03,132.0,3.059896036917929e-05
03,139.0,0.007522682003368971
03,151.0,0.0026239080276683167
03,159.0,0.0010749411788318806
03,160.0,0.014027177695344574
03,171.0,0.022571178011644925
03,172.0,0.01101871347810833
03,179.0,0.05088629660096179
03,181.0,0.0003906289014456965
03,183.0,0.0015080945258841073
03,182.0,0.007085890271114205
03,189.0,0.015043122495306713
03,190.0,0.03486805628792178
03,201.0,0.004011805870899781
03,202.0,0.00405014680950173
03,209.0,0.00588146652469625
03,211.0,0.003300942631636604
03,212.0,0.000593651248076006
03,219.0,0.003606931159161539
03,221.0,8.055441406587454e-05
03,222.0,1.2957224541676727e-05
03,223.0,7.79751444015156e-05
03,229.0,0.0018411400347466728
03,230.0,0.00048970977802821
03,241.0,0.004988856410308308
03,242.0,0.002350020918102562
03,249.0,0.0019752124960610838
03,251.0,0.010659241577189183
03,259.0,0.0010259297522457215
03,261.0,0.008101597622235121
03,262.0,0.003939998173465455
03,269.0,0.009329481973505596
03,271.0,0.010384793849018633
03,279.0,0.024349110289004834
03,280.0,0.008564634162615095
03,291.0,0.0027059738041817294
03,292.0,0.00879192564672251
03,299.0,0.008043134449461036
03,300.0,0.002116519971539144
03,311.0,0.004351050972921841
03,319.0,0.012419838576218447
03,321.0,0.0009767314629483773
03,329.0,0.00030692021958676226
03,331.0,5.634179348645406e-05
03,341.0,0.029021206818191016
03,342.0,0.002139573591851173
03,350.0,0.0031152699593056396
03,361.0,0.0003838446551270228
03,362.0,0.0002614445810497781
03,363.0,0.06265213767617647
03,364.0,0.011865448673322489
03,369.0,0.005416721147426829
03,371.0,0.0009867199392552066
03,372.0,0.002933616189300716
03,373.0,0.001259475344498122
03,379.0,0.012533577741647184
03,380.0,0.025025078790814597
03,391.0,0.002500669911745738
03,392.0,0.005269451492806223
03,393.0,0.0027373470823244695
03,394.0,0.00336253989879095
03,399.0,0.009092863847970242
03,401.0,0.00042985454497160877
03,402.0,0.0036875297565274
03,409.0,0.0033656414392446766
03,411.0,0.015260211382177861
03,419.0,0.007368342431639824
03,423.0,0.000818093508118353
03,421.0,0.008420123407561406
03,422.0,0.003227584116333869
03,429.0,0.007443115292343267
03,441.0,0.0007495331777928815
03,451.0,0.00034566507287255087
03,452.0,0.0016203620275724354
03,459.0,0.0014362991886493549
03,460.0,0.01769409304814391
03,473.0,4.679642997162932e-05
03,471.0,0.007363026987666892
03,472.0,0.00524574247285128
03,479.0,0.0075062925731682875
03,481.0,0.0011633190899235878
03,483.0,0.0002624948052731943
03,484.0,0.006848800162978495
03,485.0,0.0006001219646678007
03,486.0,0.008324418420947144
03,487.0,0.0001875360787034618
03,488.0,0.001087091076539524
03,489.0,0.02352167620926453
03,491.0,0.0035642392818224077
03,499.0,0.000126333515695664
03,500.0,0.001344300592276981
03,511.0,0.000750460216460848
03,513.0,0.0011389637575270454
03,512.0,0.0034743476199182435
03,519.0,0.004629414710742396
03,532.0,0.0007011168680934554
03,531.0,0.010104938163767997
03,539.0,0.02107958502642989
03,540.0,0.00014768010079085005
03,551.0,0.00630901333842509
03,559.0,0.009878415182263746
03,560.0,0.00036112400471019604
04,11.0,0.001189276706702378
04,12.0,0.0009365222933577836
04,19.0,0.008850421534401279
04,20.0,0.00017501727045929837
04,41.0,0.010592619661482332
04,42.0,0.00014466169751629015
04,49.0,0.006973573791586004
04,50.0,0.013297299066862485
04,65.0,0.0038644427142480783
04,61.0,0.0362673527470763
04,63.0,0.0008536277160002576
04,62.0,0.0014883174897134283
04,64.0,0.015112596315238274
04,69.0,0.03548213914923778
04,81.0,0.004432751263033075
04,89.0,0.0021658598010717085
04,109.0,0.004215140383589932
04,121.0,0.0009175783841428013
04,122.0,0.00527966606013807
04,123.0,0.001344989481866099
04,124.0,0.00467013605099244
04,129.0,0.005437455325524492
04,131.0,0.015617725573574085
04,139.0,0.006686154387428915
04,151.0,0.00018567921111720356
04,159.0,0.0001495690231965568
04,160.0,0.0049651688377110115
04,171.0,0.013330765645215544
04,172.0,0.0012393866621982505
04,179.0,0.03009197869885518
04,181.0,0.001682447557643872
04,183.0,0.005805345244335325
04,182.0,0.009127566909201591
04,189.0,0.033163361788778656
04,190.0,0.1107914858369956
04,201.0,0.007146789676868165
04,202.0,0.0009370220523021466
04,209.0,0.02397929980449931
04,211.0,0.0009090613894379595
04,212.0,0.000976722094746469
04,219.0,0.013532873710980343
04,221.0,0.00011218041286655873
04,223.0,0.005243633732840864
04,229.0,8.732145146774135e-06
04,230.0,0.0014634362831035161
04,241.0,0.0002854215169657154
04,242.0,5.0281543922909854e-05
04,249.0,0.006324531993651981
04,251.0,0.0054818887015374036
