dms_orig,SCTG_Code,tons_2050,value_density_2050
11,1,1778.932697,0.6612979366694951
11,2,58.502738,0.05846448588440425
11,3,526.526032,0.1731562752057813
11,4,994.032269,0.1731234778455668
11,5,407.136395,1.19940902360252
11,6,561.270093,0.2593953433752616
11,7,4056.644906,0.3793297364341704
11,8,332.950985,1.2721127645860546
11,9,0.08441900000000001,167.44869046067825
11,10,11.123805,0.012664146845436432
11,11,409.628396,0.028755555315554834
11,12,26855.735756000002,0.0148673994310804
11,13,2033.148944,0.0657524975700944
11,14,130.80810499999998,2.9430494922313875
11,15,434.424789,0.03387225792034625
11,17,3908.373802,0.2623046777090233
11,18,1330.351377,0.2663979630698725
11,19,7428.633638,0.09812522013082482
11,20,171.256202,0.7829194705602545
11,21,333.778605,48.94074999654336
11,22,363.981245,0.4094689823922109
11,23,1648.8597240000001,0.6164488495929809
11,24,1085.999515,1.887498116424113
11,25,7419.386022000001,0.00895530813506444
11,26,7487.520355000001,0.18401260673434255
11,27,293.872729,0.5605650243919026
11,28,280.172257,1.1006155491690957
11,29,21.373784,5.572445103777599
11,30,240.207978,7.77593841824854
11,31,18466.735547,0.07068776057780625
11,32,1226.141752,0.5831898443500683
11,33,3687.584618,0.811704990955139
11,34,474.84250399999996,7.110598018411596
11,35,300.924024,8.091633106036094
11,36,4568.782292,3.2683265204268133
11,37,408.974663,0.4161094265636695
11,38,22.060912,69.39300106904012
11,39,1793.74611,0.7774727190906632
11,40,1866.86486,1.6407011198978805
11,41,2121.911213,0.051067937167265445
11,43,3279.19402,1.4416391839480116
12,1,48.145133,1.992790101961085
12,2,75.796502,0.14023971053439907
12,3,1312.122347,0.09856269218772783
12,4,176.416086,1.187259975827828
12,5,79.2128,2.9777392795103816
12,6,57.158294,0.908227089492909
12,7,168.28501500000002,0.3227576590821233
12,8,191.23620599999998,1.1513015610652726
12,9,0.17709999999999998,11.435081874647093
12,10,13.764140000000001,0.15401430819506337
12,11,1075.143497,0.003981984741521438
12,12,2246.456288,0.007467117472797228
12,13,195.705544,0.058762893298515854
12,16,134.953879,0.1612849638801416
12,17,2442.3211450000003,0.20271158996168784
12,18,5347.656346,0.23082110987241813
12,19,58453.175578,0.08451625379886729
12,20,7041.617847,0.4557832235055683
12,21,3.4854789999999998,140.1808319602557
12,22,85.982708,0.2301869987625884
12,23,545.558759,1.185412303131953
12,24,539.929827,1.6845962568020896
12,25,1877.954175,0.0066622895630560315
12,26,2277.967341,0.308916085772803
12,27,219.363937,0.5283149504195852
12,28,28.800779,1.0470634839425699
12,29,16.056644,2.0718903651348315
12,30,420.179891,1.7952207474869377
12,31,3136.250334,0.10925085165730268
12,32,9664.648621,0.5086837776303259
12,33,452.858115,1.8143665339860366
12,34,677.652372,1.847237770754826
12,35,83.028001,5.569014620742224
12,36,648.062948,0.9992701866362524
12,37,17.33351,24.892101657425414
12,38,11.044812,26.165009146375688
12,39,423.139866,1.6915001894432702
12,40,418.30972099999997,1.4188398564612847
12,41,358.06564199999997,0.06512992246265281
12,43,728.882694,1.9743024293837876
19,1,7862.722551,0.7257923964612242
19,2,2817.302964,0.0760984435254369
19,3,3119.517727,0.15644056107651028
19,4,4007.030319,0.18736780751071727
19,5,4444.526826,1.1700903574431478
19,6,1533.885195,0.5762204752227235
19,7,2145.595194,0.6484420888854769
19,8,1349.929779,0.6801817829962842
19,9,78.132485,6.255751855326245
19,10,58.414359,0.627583630593293
19,11,23598.678301,0.008423264026255942
19,12,20578.772075,0.005154069888788542
19,13,1434.976215,0.06172360599022194
19,14,74.757276,0.09299682749275134
19,15,463.020534,0.0988912038186194
19,16,1815.141549,0.16128495993124337
19,17,1899.671798,0.24736037982704207
19,18,2893.4740809999994,0.2465247788753219
19,19,78318.678964,0.08522493831986233
19,20,18135.030848,0.21176498003715996
19,21,76.460196,186.1206189950128
19,22,4090.542467,0.15269298498643358
19,23,1236.995437,1.3562034869494832
19,24,6385.515505,1.1967166949193713
19,25,44105.748622,0.0077098419508604245
19,26,15811.838507,0.20895508441585173
19,27,11914.751288,0.3519773939992964
19,28,2844.116717,0.8163242635657276
19,29,618.331976,0.821935380550334
19,30,791.9004199999999,3.6335663782069973
19,31,10983.894015,0.1525691064308763
19,32,9003.745267,0.4866740794034062
19,33,1530.100666,1.4096301706988474
19,34,1800.826479,4.570065048171696
19,35,584.341627,9.655805423220345
19,36,7949.927842,3.400332180209995
19,37,747.1002579999999,1.807776953009699
19,38,21.720491,22.609011324836075
19,39,931.803718,2.1331095338041997
19,40,5279.7709859999995,1.2098102277423288
19,41,9682.926656,0.05776024453861153
19,43,9634.586744,1.3565605160116871
20,1,10044.448596,0.2884698795366307
20,2,5.306508,0.0501221330487017
20,3,31.584449,0.5900058126706595
20,4,137.879616,0.41182027951107725
20,5,275.459805,2.531606495183571
20,6,59.51793,1.9418894020675785
20,7,307.48117199999996,0.9178115091222561
20,8,215.59039,1.4981357007610587
20,9,1.0400099999999999,59.4446784165537
20,10,8.278505,0.17710854798058348
20,11,272.83176,0.0031583438086533622
20,12,6686.9881399999995,0.006862733795726457
20,13,143.76570199999998,0.0841410491634507
20,14,1.6813500000000001,48.00005233889434
20,15,75.635694,0.02541277667128962
20,16,29665.81059,0.15775996950434246
20,17,4920.41909,0.26301958508578993
20,18,2470.401299,0.28566282441061813
20,19,1240.127665,0.225973006174328
20,20,90.04407900000001,0.6078395226853283
20,21,8.308066,37.112178995689256
20,22,56.726704,0.40943578354208626
20,23,22.671914,0.7459799379972948
20,24,159.914442,3.262095896254323
20,25,1644.0325,0.010724760611484262
20,26,474.775532,0.46876737426308646
20,27,62.020317,0.456752381642938
20,28,18.984993000000003,1.71245119763805
20,29,6.290738,5.6945056366995415
20,30,11.974395000000001,7.434107568691361
20,31,3052.403991,0.07669223559208746
20,32,34.379425999999995,1.7422411444565713
20,33,227.17420099999998,1.448076881318051
20,34,32.329276,11.49223477816206
20,35,253.473487,4.844174410635697
