Commodity_SCTG,ORIG_CFS_AREA,Capacity,UnitCost
02,29-312,5523175.982600001,124.62762076901417
02,29-476,2184198.2016000003,140.63080611227986
02,29-99999,13537946.1751,136.53811817480846
02,30-99999,8313427.062,182.30843618364327
02,31-420,4195309.93285,124.01452868264218
02,31-99999,49311236.64095,124.96027410683261
02,32-99999,27386.2127,202.28562673801187
02,34-408,1883.8602500000002,168.53797939629544
02,34-428,845729.8886000001,129.73570803040909
02,35-99999,287362.54425,423.19592978756833
02,36-104,2389461.4893,180.90167263027587
02,36-160,240618.51225,1849.6377595319454
02,36-408,20596.2119,3222.149768229953
02,36-464,3230077.0337,165.72432118958477
02,36-99999,597253.5372,332.03656194269246
02,37-172,165922.6229,150.4626467666574
02,37-450,85855.95625,163.81235402057501
02,37-99999,6873761.8114,191.65465520133924
02,38-99999,23611323.92365,192.57887373462825
02,39-178,18509.0261,179.65978771838243
02,39-184,549465.27355,157.9937968401934
02,39-198,5107123.021699999,139.28800414195044
02,39-212,1952412.6300000001,132.31838148885564
02,39-99999,14716880.5602,146.9825415414395
02,40-416,1000587.8327,131.40415054339488
02,40-538,3187573.2261,167.2056518532445
02,40-99999,3439406.9086,185.7440857034394
02,41-440,32610.67145,262.40066884608717
02,41-99999,1494833.5274,289.4478547404301
02,42-408,298690.3566,180.72866467628035
02,42-428,69269.41065,666.8147363543361
02,42-99999,1807607.58205,156.12344687111067
02,45-99999,1203384.29715,137.56265175809054
02,46-99999,25560364.6869,145.09340822123417
02,47-368,339040.2607,153.86218259830403
02,47-400,36043.798950000004,140.7202472479666
02,47-99999,3806389.43345,161.86804988620287
02,48-12420,281489.1316,143.14788663762388
02,48-13140,228320.7643,64.48396248645528
02,48-204,660859.95515,148.5888780743443
02,48-206,4092993.3473,196.57684308985193
02,48-288,1026459.23725,203.12096860132766
02,48-29700,655124.2423,110.34852434432649
02,48-41700,271993.04135,249.28433670018228
02,48-99999,27947663.644,155.0587134474245
02,49-482,950764.688,184.6836610742952
02,49-99999,49210.873,565.9151179862223
02,50-99999,173931.9498,269.0761424443021
02,51-40060,65962.3765,160.9460432342064
02,51-545,48304.6588,448.8938797762505
02,51-99999,5962329.6711,136.0755138603929
02,53-500,18862.0699,10806.882218159948
02,53-99999,12514044.8167,157.22134753540305
02,55-376,265822.6473,4819.461990964831
02,55-99999,8665023.117250001,126.89475583868499
02,56-99999,194893.89365,273.53235035540064
03,01-142,34396.96785,1902.2696443866926
03,01-380,124197.08355,478.4486495295002
03,01-99999,1786740.7791,399.9171784504328
03,02-99999,4275.78805,914.7702024191774
03,04-38060,664207.08955,1437.6609792692025
03,04-536,1328717.5854,720.4946382280341
03,04-99999,537638.00115,1359.8687745958262
03,05-99999,4348766.50725,420.18716090037094
03,06-260,1092765.26985,2046.8831993599433
03,06-348,8752316.22155,1940.8599420544779
03,06-41740,1116287.45395,2232.054448595104
03,06-472,745726.9065500001,4400.482026566083
03,06-488,1631340.10415,3959.6905076797193
03,06-99999,3308642.07395,2424.589501312504
03,08-216,360386.76005000004,2377.823842033233
03,08-99999,979715.77835,781.8456904818307
03,09-25540,463159.29835,1944.0096489644404
03,09-408,545738.3357,590.7858911660472
03,09-99999,45949.207050000005,1978.7649697863499
03,10-428,4452707.7994,835.2901573512581
03,10-99999,296711.33400000003,357.66024023875
03,11-47900,1220.91245,49859.15877915734
03,12-300,427277.32925,1125.6021999674115
03,12-370,634648.36085,5209.60418738313
03,12-422,365211.5153,2933.1005234598633
03,12-45300,366445.73885,4206.93683801039
03,12-99999,1171470.2109,1237.6474187816668
03,13-122,3217500.79075,1038.1981017078012
03,13-496,421.32710000000003,15015.426731392306
03,13-99999,1653589.2804,940.5793888091536
03,15-46520,514988.08215000003,1053.4206600182777
03,15-99999,46107.25675,4820.208437145851
03,16-99999,4390641.5203,660.5302639241294
03,17-176,4342622.00395,1074.6142603374813
03,17-476,6561176.78925,347.2158583247704
03,17-99999,30002852.9888,350.66198999899825
03,18-176,227133.44195,355.5770251470888
03,18-258,851507.53545,366.17650064038554
03,18-294,2265743.8257,646.5974978646943
03,18-99999,8654664.26275,359.36697915439885
03,19-99999,19610800.0148,367.6062017643048
03,20-312,1670564.188,496.5090221364185
03,20-556,2165347.48805,386.71727019393956
03,20-99999,3652308.0633,332.94203487897767
03,21-178,884901.9506000001,771.246535774107
03,21-350,52554.9689,2335.4361798509217
03,21-99999,1681901.3122,443.391891064368
03,22-12940,6173.66835,2697.7173790036845
03,22-324,7050.5826,379.95956532726814
03,22-406,8815.561399999999,1828.759584159893
03,22-99999,644571.4866500001,590.5628635209812
03,23-99999,30353.9226,3335.6029971559587
03,24-12580,1342439.473,768.3457487993576
03,24-47900,301131.29730000003,1613.4898400014297
03,24-99999,1040455.8827,392.5008092993312
03,25-148,2026034.8040500002,1087.7517872815438
03,25-99999,96320.3833,2202.164841260552
03,26-220,2168225.6506000003,772.5322059705735
03,26-266,672014.6704000001,1212.1815473390295
03,26-99999,4432421.04945,435.17799141382295
03,27-378,4053139.3260500003,529.732659200848
03,27-99999,11401840.1055,441.5283075555142
03,28-99999,1743214.5977,1015.8003659080993
03,29-312,666632.6499000001,839.2423857186176
03,29-476,2659658.40245,683.4528326365298
03,29-99999,3795305.8844500002,438.1561852005997
03,30-99999,467179.2696,936.6756052225311
03,31-420,2449286.4776500002,367.28651924095186
03,31-99999,6550546.8893,392.0024611066331
03,32-332,81869.4994,2466.6267948378345
03,32-99999,37775.5054,1679.8311055819784
03,33-148,8271.645700000001,1408.2804344484919
03,34-408,2817432.5115,2129.670173290325
03,34-428,698699.8759,633.1213586236734
03,35-99999,98739.14510000001,6523.1404074613565
03,36-104,338669.10599999997,234.33130892074936
03,36-160,105.62665,511748.4555270853
03,36-408,4593055.02505,2820.2307750186355
03,36-464,3384517.17875,724.8328110735255
03,36-99999,482812.85495,2319.573059868049
03,37-172,303320.2681,672.5783373392712
03,37-268,414243.2233,1464.1928552703012
03,37-450,374040.15495,696.1804831751527
03,37-99999,3660538.4207,707.9139845783834
03,38-99999,11884663.7429,435.35040924409725
03,39-178,1483825.1497,348.4368212147712
03,39-184,1117884.12425,974.5834332614191
03,39-198,946664.86745,597.8386788816708
03,39-212,4523229.917,153.69834274555183
03,39-99999,4108599.0843,457.56977091871664
03,40-416,157717.42925000002,563.4978139234411
03,40-538,2028632.2575,375.82235419028376
03,40-99999,1901896.6195,365.87382598268505
03,41-440,1844143.624,1710.8668450435182
03,41-99999,410996.88065,3706.650831487278
03,42-408,193172.3188,875.6054488071921
03,42-428,790559.38055,2202.086439590221
03,42-430,297431.68005,2243.5758026442277
03,42-99999,1405934.19135,1094.561467860983
03,44-148,4523.4397500000005,34258.82420562802
03,45-16700,184229.5652,387.9239329605713
03,45-273,202337.25405000002,1655.718904424857
03,45-99999,628776.8538,472.2791478492556
03,46-99999,11365198.65295,321.8856958695075
03,47-314,9069.2654,1066.8196676656964
03,47-368,1316505.0195,1156.3366082555222
03,47-400,894942.25175,1211.887639318846
03,47-99999,3027621.32,512.5949641218672
03,48-12420,97341.16725,2470.8859919696515
03,48-204,5062.64935,10719.962523179687
03,48-206,775603.1272,1825.6828882471273
03,48-238,76363.8694,1624.8078112710198
03,48-288,1921325.16895,895.7842695833591
03,48-29700,42205.774450000004,918.6780909786147
03,48-41700,100352.0785,2239.7005718222367
03,48-99999,5335606.8949,911.4541870857122
03,49-482,336587.85615,2189.3682289345425
03,49-99999,60655.10585,430.62735995538617
03,50-99999,85011.9409,3269.3909826966437
03,51-40060,148152.34035,1047.2962778275812
03,51-47900,82899.4267,2840.5914778177835
03,51-545,1145133.3808,627.2888909221814
03,51-99999,361493.96525,2647.7406181264046
03,53-440,13525.5498,10717.312400860776
03,53-500,1597681.3682000001,1307.6571469652818
03,53-99999,3177961.5935,1371.3989570906374
03,54-99999,5756.3239,5304.288766655399
03,55-376,1966067.2983000001,663.4580502548813
03,55-99999,2589813.76335,788.6224621642733
03,56-99999,48061.37245,1553.4976176070475
04,01-142,346552.68205,431.73568536518553
04,01-380,32794.4558,3592.708569965049
04,01-99999,2371235.2126,469.56273008409687
04,02-99999,23682.9467,929.7142065518392
04,04-38060,1002286.26205,1329.584365323288
04,04-536,5197.8997,3501.3051329174355
04,04-99999,507932.5895,1727.2437137054385
04,05-99999,4968087.50515,336.72743202809005
04,06-260,1310436.9233,371.00097490819843
04,06-348,5363434.1467,850.7015071691175
04,06-41740,25941.4138,4139.798136214149
04,06-472,149291.05664999998,1254.1979653809358
04,06-488,3675212.591,517.3219601652154
04,06-99999,13680540.6652,326.2953102398268
04,08-216,1377509.3233,404.8397180819284
04,08-99999,527755.56915,516.2996306014443
04,10-99999,1911937.60745,277.35923187748057
04,12-300,56405.73605,2046.5586815084207
04,12-370,854453.2156,777.3604912161092
04,12-422,49288.435600000004,3433.0343789608933
04,12-45300,2671373.07345,219.93750144423507
04,12-99999,1939694.06935,352.66857444650253
04,13-122,3488057.2703,563.2983496658616
04,13-99999,3413298.0876,246.43732246996615
04,15-46520,21781.5853,1072.4525730457278
04,15-99999,10719.3102,1755.4122185959318
04,16-99999,3248145.4422500003,192.31043581820077
04,17-176,7568777.73765,221.58157244563463
04,17-476,1396753.1999000001,111.63270326580476
04,17-99999,16845327.313,224.7375231930585
04,18-176,320853.23005,659.6892677908074
04,18-258,1942811.99175,375.9253176845644
04,18-294,1074588.7036000001,1068.6046332452809
04,18-99999,13534267.7026,308.2677445118441
04,19-99999,50731965.691,274.7444923856499
04,20-312,694738.0544,1294.178592788482
04,20-556,299154.2782,394.0568599229212
04,20-99999,5316889.9594,567.391890040251
04,21-178,781375.0708,146.36524349683668
04,21-350,116654.60555000001,1053.3517499858367
04,21-99999,2966420.8962000003,573.9334746734514
04,22-12940,12652.4984,1115.4369875280915
04,22-406,539072.7695,1223.7402722305378
04,22-99999,789.4397,1391.5739226187889
04,23-99999,244686.9284,752.4321564862147
04,24-12580,10989.9531,3267.346318338701
04,24-47900,3991.71845,1584.7216879737598
04,24-99999,1455412.94415,546.696708585818
04,25-148,328640.5756,2098.5210491458256
04,25-99999,62887.27695,1014.2591219319761
04,26-220,249096.4044,981.2964811305803
04,26-266,423292.76275,532.3078066257347
04,26-99999,3785462.29245,335.91516244559074
04,27-378,2423866.5783,524.117655143791
04,27-99999,12170946.21385,211.47965462792095
04,28-99999,4583638.5112000005,294.1029381802354
04,29-312,379449.6127,2018.8125520782748
04,29-476,268936.7241,180.07212202820168
04,29-99999,9570357.2618,792.4246273198829
04,30-99999,1356167.04695,372.288099195065
04,31-420,1140991.67955,848.4056474292455
04,31-99999,28564774.8339,188.75588555318052
04,32-332,6437.8177000000005,3667.2079111528737
04,32-99999,204619.5844,2882.364110597812
04,33-99999,6999.01475,4406.101315903071
04,34-408,114602.74925,3004.8991211264506
04,34-428,168650.04965,1289.3385887004986
04,35-99999,279513.38855000003,532.7080769634209
04,36-104,589231.4653500001,281.0348495249448
04,36-160,95757.553,123.75211906260805
04,36-408,563400.40175,3110.55137244584
04,36-464,1363075.8952000001,196.4466037019242
04,36-99999,1281340.3718,658.3285616881083
04,37-172,3711543.0823500003,198.38181695948487
04,37-268,566468.7128,1075.6132251122626
04,37-450,17487.8483,1298.3474359164013
04,37-99999,5523663.03495,495.1721237870113
04,38-99999,3101780.96745,235.6488776836182
04,39-178,1910071.64415,387.1874983669052
04,39-184,525626.40155,386.5018853712867
04,39-198,950704.9416,229.16638471799018
04,39-212,1850493.581,418.2873313625399
04,39-99999,4899872.87215,323.68150676204885
04,40-416,919199.2423500001,1462.8368697980357
04,40-538,109678.2777,152.8361900963731
04,40-99999,1913534.8278,407.0287326807964
04,41-440,1272245.86015,558.2162177491916
04,41-99999,200525.73455,176.29938810265287
04,42-408,1012838.53855,1722.9011498695602
04,42-428,455437.5506,1552.6540926816585
04,42-99999,5861002.8485,880.5235764764702
04,44-148,158888.56645,4168.110670243887
04,45-273,67695.7295,3801.6391521417904
04,45-99999,70395.1343,1525.865902069882
04,46-99999,10112476.24265,139.32143307866977
04,47-400,1464654.3502500001,486.4525324206266
04,47-99999,2393448.4827,260.1369049722058
04,48-12420,211276.6463,885.012910203507
04,48-13140,114797.99955000001,39.05026235276414
04,48-206,271720.55515000003,5231.0325743127705
04,48-238,74045.9224,496.25781689229115
04,48-288,101096.8033,853.9223781767193
04,48-29700,3382.298,1006.9581686770357
04,48-41700,747925.5888500001,1798.6124600555574
04,48-99999,14436481.345,204.78179790146083
04,49-482,924843.8927,3010.7911401900096
04,49-99999,83799.512,493.9953886604972
04,50-99999,722969.9437000001,1369.2889726973028
04,51-40060,1011990.1359,426.5409285991836
04,51-47900,1677957.38105,334.03996152110733
04,51-545,98410.849,70.98261899965927
04,51-99999,1732673.7996,306.3845603959348
04,53-440,42939.0808,2886.9370394160833
04,53-500,516601.74065,1288.957105646175
04,53-99999,1147152.32995,198.9723929776167
04,54-99999,14205.61255,351.03759746002646
04,55-376,1917799.56665,1055.1111507625494
04,55-99999,7145130.7056,530.6074869741149
04,56-99999,167582.09840000002,327.17432723112387
05,01-142,359183.33825000003,2382.4276581682443
05,01-380,59898.896700000005,5915.605664235883
05,01-99999,2478363.5516,2337.9140995514313
05,02-99999,579238.91435,4765.649646653441
05,04-38060,668210.0949,2790.6399662804615
05,04-536,1394.4418500000002,14346.450947380847
05,05-99999,4765810.81155,2686.724293580504
05,06-260,892343.46705,3473.777448999143
05,06-348,3315827.6993,5193.239022020133
05,06-41740,233249.57520000002,5589.624738574871
05,06-472,75090.28785,10820.444574977084
05,06-488,920987.1133,7251.622825502569
05,06-99999,1328471.8906,2045.200232330757
05,08-216,825969.73485,4752.2029309134805
05,08-99999,459403.3483,4817.255698046901
05,09-25540,5789.11045,7998.909193380478
05,09-408,1101.2729,6061.257568401075
05,10-99999,899464.2658,2453.751814183522
05,11-47900,19455.61085,9276.156996119193
05,12-300,93939.22325,10260.442484550775
05,12-370,962657.62635,6876.144013835869
05,12-422,144158.18785000002,4128.376799653284
05,12-45300,329270.8758,6143.396729775394
05,12-99999,410071.92785000004,5135.7887335569285
05,13-122,3633646.1436,2721.2796770032737
05,13-496,53650.084800000004,3093.1588089493566
05,13-99999,1550893.4141,3069.070677730722
05,15-46520,73518.15725,8319.880157224698
05,15-99999,27530.1848,8804.227405694712
05,16-99999,102691.65425,6178.718756982142
05,17-176,2486464.55045,5348.0999496225895
05,17-476,145527.593,3908.7222201222003
05,17-99999,1849838.24135,2951.873351161219
05,18-176,14020.35775,3197.0558169245005
05,18-258,7949.02115,4687.699868555514
05,18-294,26514.4603,11599.10459878378
05,18-99999,1638836.8646,3125.2415563339778
05,19-99999,4623625.6302000005,3612.1508419092243
05,20-312,359389.1521,4588.818731348681
05,20-556,349023.2807,5058.777477418858
05,20-99999,2233905.59755,5029.533738812579
05,21-178,67807.70025,4999.986691039563
05,21-350,73411.31815,10137.811793262288
05,21-99999,944582.53225,2060.7977842478253
05,22-12940,18706.7444,4226.092772187554
05,22-406,489055.66425000003,2143.5667917427663
05,22-99999,498851.05245,3654.4921776680517
05,23-99999,116830.1148,10560.81386474851
05,24-12580,99184.5029,11585.239711878416
05,24-47900,174305.02165,7277.635193133863
05,24-99999,367884.6326,3989.8616474582254
05,25-148,661966.37515,7583.069376994473
05,25-99999,251150.31335,7300.599578168912
05,26-220,460754.06345,5473.9217775204625
05,26-266,594925.05125,3446.6103477937886
05,26-99999,241727.8996,4673.849461189791
05,27-378,382297.3746,4116.178881025462
05,27-99999,1856539.78725,3601.2689782983266
05,28-99999,2137777.2563,2257.1848529025815
05,29-312,423557.96425,3558.7176635175265
05,29-476,85246.568,6618.973077015839
05,29-99999,2135217.2032500003,2392.6680542962226
05,30-99999,51722.005300000004,5785.96581211827
05,31-420,948185.51795,5099.433031685442
05,31-99999,4316094.86635,4147.24411603062
05,32-332,94361.9124,9285.07894250774
05,32-99999,44333.0766,8076.125932572882
05,33-148,54222.272450000004,3506.9853993181355
05,33-99999,6147.84325,4127.449524676805
05,34-408,1052082.40285,5092.763125098971
05,34-428,453448.20040000003,4676.400405668033
05,35-99999,82900.31095,6956.742538008539
05,36-104,62165.9,4870.3125266424195
05,36-160,63613.03255,6971.590103826923
05,36-408,2045367.57745,6259.111474066062
05,36-464,46751.875700000004,3138.695132610476
05,36-99999,6043.20355,4038.4105215188392
05,37-172,291881.65825,3729.95156162746
05,37-268,317679.6273,2579.7770828598555
05,37-450,31013.48845,4229.901096469526
05,37-99999,4010164.84705,2193.481361662918
05,38-99999,17155.017200000002,5582.747011177581
05,39-178,333436.4256,4536.90157599866
05,39-184,426391.54855,4941.92975790866
05,39-198,514012.98605,6117.542857553647
05,39-212,84403.26815,4355.429103132424
05,39-99999,707022.5314,3407.3192857514073
05,40-416,232041.50805,3922.4365190036524
05,40-538,44789.105950000005,5426.941673525412
05,40-99999,1444439.66185,2322.311308319881
05,41-440,390795.554,4856.95898142178
05,41-99999,123040.97725,7069.194713340917
05,42-408,944054.7551000001,506.9676937852013
05,42-428,1146684.9351000001,5441.054456389012
05,42-430,100875.5745,3289.849502666277
05,42-99999,928740.096,4046.2666956935172
05,44-148,89735.9486,6844.5163915055555
05,45-16700,3091.05585,15072.646519796786
05,45-273,361822.11830000003,2424.8648919592592
05,45-99999,1204077.351,2404.653318074081
05,46-99999,118607.1678,8879.916346843247
05,47-314,199569.70325000002,3623.9461091647436
05,47-368,59916.401450000005,4972.199551213201
05,47-400,374279.94325,6083.699225579596
05,47-99999,539755.7701,2533.8495316995222
05,48-12420,17748.5677,12763.226268675191
05,48-13140,38318.3419,6855.020524779022
05,48-206,1021271.5132,5378.9138765728185
05,48-238,1159.8843,2210.9600931748105
05,48-288,948588.73065,4784.491856328591
05,48-29700,4255.98495,2380.8531324811192
05,48-41700,376828.48475,4045.689021389724
05,48-99999,3828312.98195,4004.354941113385
05,49-482,257850.8988,5920.376693292333
05,49-99999,305961.23865,4592.401586553062
05,50-99999,1609.8038999999999,4904.654597991718
05,51-40060,370270.19200000004,3859.4857460197604
05,51-47900,60152.8655,6746.267344487521
05,51-545,585849.55155,3464.7863174591175
05,51-99999,999049.6653,2401.130992201134
05,53-440,117689.88855,2099.129548372743
05,53-500,810787.53495,6202.964645738107
05,53-99999,438921.35015,5938.116543451993
05,54-99999,252801.2677,2712.9112913067884
05,55-376,365222.56445,4450.275259546604
05,55-99999,2045277.51585,3312.0782594555308
05,56-99999,201.79590000000002,18132.55026489636
06,01-142,452968.0793,490.951511514158
06,01-380,32470.19035,1785.480509201881
06,01-99999,684466.4166,1104.6012272678681
06,02-99999,26375.0324,3838.0692984475727
06,04-38060,986935.38355,1732.5295557339527
06,04-536,3480.47345,3150.4751458454593
06,04-99999,680141.4476000001,674.4759838100476
06,05-99999,6012475.61395,698.1903160089739
06,06-260,1003827.6844500001,851.8358577334014
06,06-348,4321027.05195,2529.742129887153
06,06-41740,362095.9883,3331.067600231681
06,06-472,1155249.53685,1104.5033343871191
06,06-488,1563393.3365500001,2730.0097781013533
06,06-99999,3739641.1755,1062.0078903342903
06,08-216,589469.85175,2376.1412427484674
06,08-99999,45260.361600000004,5055.921049026705
06,09-25540,357048.89955000003,2280.218072723647
06,09-408,350635.8112,3462.415863186082
06,09-99999,97434.54865,7751.070438196155
06,10-428,45259.546350000004,3617.053417505145
06,11-47900,14719.4514,4956.9857406506335
06,12-300,36106.3212,6729.7730570236
06,12-370,883116.98655,1678.5902580032305
06,12-422,344250.44385,3162.1796850153864
06,12-45300,223349.3862,3378.201486187921
06,12-99999,878497.92735,1742.2201755408616
06,13-122,2346230.3205,1476.099004577671
06,13-496,45266.4812,3608.9512873379695
06,13-99999,703952.0325,4214.240062727569
06,15-46520,108474.1702,2321.573704926115
06,15-99999,9976.28385,6905.854207426145
06,16-99999,2074916.65585,376.41863320049555
06,17-176,3224599.2079000003,1809.576646922304
06,17-476,376169.03905,550.8195784088946
06,17-99999,8200992.27425,370.9085349770289
06,18-176,461481.55175,1214.3577806628973
06,18-258,566413.2054,849.6109231071964
06,18-294,800315.74065,1307.0012156082912
06,18-99999,976868.3502,3262.7305039081816
06,19-99999,5123390.01495,683.5026439099182
06,20-312,713710.9845,486.84029886890437
06,20-556,638825.44015,510.48712997939924
06,20-99999,1009739.6646,3696.8809183887533
06,21-178,75601.9886,3508.728754523793
06,21-350,831390.29475,1243.3740582825103
06,21-99999,1189174.44875,1777.5058345071932
06,22-12940,138504.46145,3152.7469586792868
06,22-324,8330.5043,3606.450128115293
06,22-406,12001.2076,11929.924635250873
06,22-99999,518316.9712,1366.967843749431
06,23-99999,33008.83685,5157.251889049826
06,24-12580,122757.04370000001,4146.791856962909
06,24-47900,267769.11385,2205.1999493518133
06,24-99999,206175.21305,6016.889892574795
06,25-148,1417607.6569,1856.2749279687525
06,25-99999,47923.79045,1612.4552643769437
06,26-220,885624.48025,1234.2473584192683
06,26-266,1560168.9257,2553.717687853831
06,26-99999,1956551.3088,1636.507820520081
06,27-378,3070941.6012,1201.4707638719783
06,27-99999,699094.9529500001,1616.0034599488806
06,28-99999,1331325.26405,614.8283903288554
06,29-312,548237.75815,856.0252248652969
06,29-476,1422591.9392,676.9207291034818
06,29-99999,3048664.13685,666.7559900187239
06,30-99999,596672.22595,743.662976089628
06,31-420,323133.6553,2240.941047529443
06,31-99999,1986028.75255,505.4216392442329
06,32-332,216338.4018,4547.04897704389
06,32-99999,81063.4606,2512.3345782748383
06,33-148,135206.02405,1347.2828772232504
06,33-99999,1060.9673500000001,9015.024072135677
06,34-408,3002357.9902,2220.9274872833585
06,34-428,1438566.96735,2808.3619706923755
06,35-99999,262547.6341,3719.7422343864114
06,36-104,871406.865,643.478256049773
06,36-160,899894.6515500001,828.0854916922414
06,36-408,961320.8481000001,4326.242386212533
06,36-464,2400700.75075,459.5549912896614
06,36-99999,322779.84415,5082.526606083931
06,37-172,654125.03565,1512.0711851628698
06,37-268,473266.3766,1895.6911992044525
06,37-450,339697.04195,1384.0292579562747
06,37-99999,679421.21055,2493.5447786926616
06,38-99999,1368117.77265,519.958821909103
06,39-178,362091.01345,2521.4253772858997
06,39-184,563914.9701,2715.998482942207
06,39-198,2753099.1861,3966.582258726999
06,39-212,291964.96995,1686.2409880346675
06,39-99999,1538038.2994000001,2253.896411001168
06,40-416,409685.72335,622.0362008619162
06,40-538,53560.49695,2693.788622512025
06,40-99999,74271.8575,359.652184543789
06,41-440,1073075.4327,1865.225342978817
06,41-99999,265896.7613,2107.7499600217957
06,42-408,1510473.53745,855.8941841394522
06,42-428,299649.19435,4900.24992386568
06,42-430,105575.1977,3961.7708809651604
06,42-99999,2875349.92755,2871.1023440316358
06,44-148,54127.65255,4049.413589431563
06,45-16700,4536.36145,9931.429978975772
06,45-273,188871.55995,1815.7833158723802
06,45-99999,760059.3717,1219.3046826423335
06,46-99999,317920.63965,1618.1519069235428
06,47-314,52466.44305,9096.123033253729
06,47-368,498511.0873,2415.664545641892
06,47-400,1280832.6101,1473.7811575960905
06,47-99999,1579154.9214,1982.1853437438172
06,48-12420,153594.31225000002,3953.327459884504
06,48-13140,10158.26855,7058.149708003141
06,48-204,61048.16655,1428.2006754222498
