orig_FAFID,dest_FAFID,Distance,Travel_time,Alternative
362,422,237.02,19.64646154,For-hire Truck
362,423,372.8,21.73538462,For-hire Truck
362,429,192.42,13.621,For-hire Truck
362,441,655.13,33.24026316,For-hire Truck
362,452,1605.31,66.1659375,For-hire Truck
362,459,1815.57,72.7365625,For-hire Truck
362,460,1486.4,62.45,For-hire Truck
362,471,1291.37,49.98342105,For-hire Truck
362,472,900.38,39.69421053,For-hire Truck
362,473,911.63,39.99026316,For-hire Truck
362,479,959.46,41.24894737,For-hire Truck
362,481,1817.66,72.801875,For-hire Truck
362,482,1701.47,69.1709375,For-hire Truck
362,483,2060.49,80.3903125,For-hire Truck
362,484,1616.73,66.5228125,For-hire Truck
362,485,2128.54,82.516875,For-hire Truck
362,486,1775.55,71.4859375,For-hire Truck
362,487,2046.1,79.940625,For-hire Truck
362,488,1906.88,75.59,For-hire Truck
362,489,1820.88,72.9025,For-hire Truck
362,491,2745.39,101.7934375,For-hire Truck
362,499,2958.23,108.4446875,For-hire Truck
362,500,750.82,35.75842105,For-hire Truck
362,511,907.11,39.87131579,For-hire Truck
362,512,1179.38,47.03631579,For-hire Truck
362,513,572.02,24.80030769,For-hire Truck
362,519,2631.51,98.2346875,For-hire Truck
362,531,2990,109.4375,For-hire Truck
362,532,3143.64,114.23875,For-hire Truck
362,539,2882.41,106.0753125,For-hire Truck
362,540,540.89,24.32138462,For-hire Truck
362,551,726.73,35.12447368,For-hire Truck
362,560,2075.23,80.8509375,For-hire Truck
363,11,1586.48,65.5775,For-hire Truck
363,12,1859.45,74.1078125,For-hire Truck
363,19,1705.56,69.29875,For-hire Truck
363,41,3020.17,110.3803125,For-hire Truck
363,42,2921.5,107.296875,For-hire Truck
363,49,2800.15,103.5046875,For-hire Truck
363,50,1637.63,67.1759375,For-hire Truck
363,61,3166.54,114.954375,For-hire Truck
363,62,3839.05,135.9703125,For-hire Truck
363,63,3430.15,123.1921875,For-hire Truck
363,64,3765.86,133.683125,For-hire Truck
363,65,3568.07,127.5021875,For-hire Truck
363,69,3785.24,134.28875,For-hire Truck
363,81,2971.4,108.85625,For-hire Truck
363,89,4089.95,143.8109375,For-hire Truck
363,91,116.52,9.826,For-hire Truck
363,92,37.45,5.8725,For-hire Truck
363,99,128.96,10.448,For-hire Truck
363,101,299.79,20.61215385,For-hire Truck
363,109,373.45,21.74538462,For-hire Truck
363,111,415.94,22.39907692,For-hire Truck
363,122,2469.26,93.164375,For-hire Truck
363,123,2210.83,85.0884375,For-hire Truck
363,124,2221.94,85.435625,For-hire Truck
363,129,2216.66,85.270625,For-hire Truck
363,131,1711.01,69.4690625,For-hire Truck
363,132,1938.87,76.5896875,For-hire Truck
363,139,1865.53,74.2978125,For-hire Truck
363,160,3015.02,110.219375,For-hire Truck
363,171,1011.46,42.61736842,For-hire Truck
363,172,1268.92,49.39263158,For-hire Truck
363,179,1154.46,46.38052632,For-hire Truck
363,181,923.78,40.31,For-hire Truck
363,182,918.8,40.17894737,For-hire Truck
363,183,808.21,37.26868421,For-hire Truck
363,189,1021.36,42.87789474,For-hire Truck
363,190,1367.69,58.7403125,For-hire Truck
363,201,1539.81,64.1190625,For-hire Truck
363,202,1738.95,70.3421875,For-hire Truck
363,209,1858.98,74.093125,For-hire Truck
363,211,876.69,39.07078947,For-hire Truck
363,212,949.76,40.99368421,For-hire Truck
363,221,2407.57,91.2365625,For-hire Truck
363,222,2204.61,84.8940625,For-hire Truck
363,223,2101.26,81.664375,For-hire Truck
363,229,2369.62,90.050625,For-hire Truck
363,230,644.78,25.91969231,For-hire Truck
363,241,397.97,22.12261538,For-hire Truck
363,242,443.02,22.81569231,For-hire Truck
363,249,412.95,22.35307692,For-hire Truck
363,251,257.73,16.8865,For-hire Truck
363,259,156.59,11.8295,For-hire Truck
363,261,809.86,37.31210526,For-hire Truck
363,262,907.79,39.88921053,For-hire Truck
363,269,1109.28,45.19157895,For-hire Truck
363,271,1592.3,65.759375,For-hire Truck
363,279,1749.18,70.661875,For-hire Truck
363,280,1834.19,73.3184375,For-hire Truck
363,291,1479.78,62.243125,For-hire Truck
363,292,1331.98,57.624375,For-hire Truck
363,299,1434.28,60.82125,For-hire Truck
363,300,2608.53,97.5165625,For-hire Truck
363,311,1554.09,64.5653125,For-hire Truck
363,319,2361.94,89.810625,For-hire Truck
363,321,3595.24,128.35125,For-hire Truck
363,329,3612.01,128.8753125,For-hire Truck
363,331,304.9,20.69076923,For-hire Truck
363,339,399.03,22.13892308,For-hire Truck
363,341,151.94,11.597,For-hire Truck
363,342,282.91,18.1455,For-hire Truck
363,350,2443.31,92.3534375,For-hire Truck
363,361,167.59,12.3795,For-hire Truck
363,362,461.69,23.10292308,For-hire Truck
363,363,0,4,For-hire Truck
363,364,378.75,21.82692308,For-hire Truck
363,371,1604.34,66.135625,For-hire Truck
363,372,1457.49,61.5465625,For-hire Truck
363,373,1336.48,57.765,For-hire Truck
363,379,1435.16,60.84875,For-hire Truck
363,380,2157.83,83.4321875,For-hire Truck
363,391,787.66,36.72789474,For-hire Truck
363,392,585.18,25.00276923,For-hire Truck
363,393,672.87,33.70710526,For-hire Truck
363,394,770.41,36.27394737,For-hire Truck
363,399,691.33,34.19289474,For-hire Truck
363,401,1830.29,73.1965625,For-hire Truck
363,402,1714.86,69.589375,For-hire Truck
363,409,1821.14,72.910625,For-hire Truck
363,419,3618.97,129.0928125,For-hire Truck
363,421,242.72,16.136,For-hire Truck
363,422,446.26,22.86553846,For-hire Truck
363,423,192.19,13.6095,For-hire Truck
363,429,390.02,22.00030769,For-hire Truck
363,441,217.5,14.875,For-hire Truck
363,452,1839.55,73.4859375,For-hire Truck
363,459,1847.81,73.7440625,For-hire Truck
363,460,1864.92,74.27875,For-hire Truck
363,471,1615.92,66.4975,For-hire Truck
363,472,1224.93,48.235,For-hire Truck
363,473,1234.51,48.48710526,For-hire Truck
363,479,1284.01,49.78973684,For-hire Truck
363,481,2158.34,83.448125,For-hire Truck
363,482,2026.02,79.313125,For-hire Truck
363,483,2385.04,90.5325,For-hire Truck
363,484,1982.98,77.968125,For-hire Truck
363,485,2494.79,93.9621875,For-hire Truck
363,486,2100.1,81.628125,For-hire Truck
363,487,2386.78,90.586875,For-hire Truck
363,488,2247.56,86.23625,For-hire Truck
363,489,2185.7,84.303125,For-hire Truck
363,491,3123.91,113.6221875,For-hire Truck
363,499,3336.75,120.2734375,For-hire Truck
363,500,397.24,22.11138462,For-hire Truck
363,511,863.97,38.73605263,For-hire Truck
363,512,1136.24,45.90105263,For-hire Truck
363,513,559.33,24.60507692,For-hire Truck
363,519,2625.47,98.0459375,For-hire Truck
363,531,3368.52,121.26625,For-hire Truck
363,532,3522.16,126.0675,For-hire Truck
363,539,3260.93,117.9040625,For-hire Truck
363,540,770.77,36.28342105,For-hire Truck
363,551,1105.25,45.08552632,For-hire Truck
363,560,2453.75,92.6796875,For-hire Truck
364,11,1710.03,69.4384375,For-hire Truck
364,12,1983,77.96875,For-hire Truck
364,19,1829.11,73.1596875,For-hire Truck
364,41,3098.51,112.8284375,For-hire Truck
364,42,3012.11,110.1284375,For-hire Truck
364,49,2878.49,105.9528125,For-hire Truck
364,50,1761.18,71.036875,For-hire Truck
364,61,3244.88,117.4025,For-hire Truck
364,62,3917.39,138.4184375,For-hire Truck
364,63,3520.76,126.02375,For-hire Truck
364,64,3844.2,136.13125,For-hire Truck
364,65,3646.41,129.9503125,For-hire Truck
364,69,3863.58,136.736875,For-hire Truck
364,81,3049.74,111.304375,For-hire Truck
364,89,4168.29,146.2590625,For-hire Truck
364,91,471.21,23.24938462,For-hire Truck
364,92,392.14,22.03292308,For-hire Truck
364,99,483.65,23.44076923,For-hire Truck
364,101,500.03,23.69276923,For-hire Truck
364,109,573.69,24.826,For-hire Truck
364,111,603.83,25.28969231,For-hire Truck
364,122,2592.81,97.0253125,For-hire Truck
364,123,2334.38,88.949375,For-hire Truck
364,124,2345.49,89.2965625,For-hire Truck
364,129,2340.21,89.1315625,For-hire Truck
364,131,1834.56,73.33,For-hire Truck
364,132,2118.89,82.2153125,For-hire Truck
364,139,1989.08,78.15875,For-hire Truck
364,160,3093.36,112.6675,For-hire Truck
364,171,1089.8,44.67894737,For-hire Truck
364,172,1352.07,58.2521875,For-hire Truck
364,179,1232.8,48.44210526,For-hire Truck
364,181,1002.12,42.37157895,For-hire Truck
364,182,1042.35,43.43026316,For-hire Truck
364,183,886.55,39.33026316,For-hire Truck
364,189,1133.97,45.84131579,For-hire Truck
364,190,1446.03,61.1884375,For-hire Truck
364,201,1618.15,66.5671875,For-hire Truck
364,202,1817.29,72.7903125,For-hire Truck
364,209,1937.32,76.54125,For-hire Truck
364,211,1000.24,42.32210526,For-hire Truck
364,212,1073.31,44.245,For-hire Truck
364,221,2531.12,95.0975,For-hire Truck
364,222,2328.16,88.755,For-hire Truck
364,223,2224.81,85.5253125,For-hire Truck
364,229,2493.17,93.9115625,For-hire Truck
364,230,965.21,41.40026316,For-hire Truck
364,241,528.35,24.12846154,For-hire Truck
364,242,630.3,25.69692308,For-hire Truck
364,249,613.25,25.43461538,For-hire Truck
364,251,612.42,25.42184615,For-hire Truck
364,259,511.28,23.86584615,For-hire Truck
364,261,880.13,39.16131579,For-hire Truck
364,262,978.06,41.73842105,For-hire Truck
364,269,1179.55,47.04078947,For-hire Truck
364,271,1670.64,68.2075,For-hire Truck
364,279,1819.45,72.8578125,For-hire Truck
364,280,1957.74,77.179375,For-hire Truck
364,291,1558.12,64.69125,For-hire Truck
364,292,1422.47,60.4521875,For-hire Truck
364,299,1512.62,63.269375,For-hire Truck
364,300,2686.87,99.9646875,For-hire Truck
364,311,1632.43,67.0134375,For-hire Truck
364,319,2440.28,92.25875,For-hire Truck
364,321,3673.58,130.799375,For-hire Truck
364,329,3690.35,131.3234375,For-hire Truck
364,331,589.69,25.07215385,For-hire Truck
364,339,683.82,33.99526316,For-hire Truck
364,341,446,22.86153846,For-hire Truck
364,342,500.09,23.69369231,For-hire Truck
364,350,2533.92,95.185,For-hire Truck
364,361,423.34,22.51292308,For-hire Truck
364,362,531.96,30.598,For-hire Truck
364,363,378.75,21.82692308,For-hire Truck
364,364,0,4,For-hire Truck
364,371,1794.77,72.0865625,For-hire Truck
364,372,1647.92,67.4975,For-hire Truck
364,373,1526.91,63.7159375,For-hire Truck
364,379,1625.59,66.7996875,For-hire Truck
364,380,2236.17,85.8803125,For-hire Truck
364,391,911.21,39.97921053,For-hire Truck
364,392,655.45,33.24868421,For-hire Truck
364,393,796.42,36.95842105,For-hire Truck
364,394,893.96,39.52526316,For-hire Truck
364,399,788.6,36.75263158,For-hire Truck
364,401,1920.9,76.028125,For-hire Truck
364,402,1805.47,72.4209375,For-hire Truck
364,409,1911.75,75.7421875,For-hire Truck
364,419,3697.31,131.5409375,For-hire Truck
364,421,413.86,22.36707692,For-hire Truck
364,422,569.81,24.76630769,For-hire Truck
364,423,338.67,21.21030769,For-hire Truck
364,429,513.57,29.6785,For-hire Truck
364,441,572.19,24.80292308,For-hire Truck
364,452,2029.98,79.436875,For-hire Truck
364,459,2038.24,79.695,For-hire Truck
364,460,1943.26,76.726875,For-hire Truck
364,471,1739.47,70.3584375,For-hire Truck
364,472,1348.48,58.14,For-hire Truck
364,473,1358.06,58.439375,For-hire Truck
364,479,1407.56,59.98625,For-hire Truck
364,481,2274.52,87.07875,For-hire Truck
364,482,2149.57,83.1740625,For-hire Truck
364,483,2508.59,94.3934375,For-hire Truck
364,484,2073.59,80.7996875,For-hire Truck
364,485,2585.4,96.79375,For-hire Truck
364,486,2223.65,85.4890625,For-hire Truck
364,487,2502.96,94.2175,For-hire Truck
364,488,2363.74,89.866875,For-hire Truck
364,489,2277.74,87.179375,For-hire Truck
364,491,3202.25,116.0703125,For-hire Truck
364,499,3415.09,122.7215625,For-hire Truck
364,500,652.99,33.18394737,For-hire Truck
364,511,1054.4,43.74736842,For-hire Truck
364,512,1326.67,57.4584375,For-hire Truck
364,513,722.64,35.01684211,For-hire Truck
364,519,2782.13,102.9415625,For-hire Truck
364,531,3446.86,123.714375,For-hire Truck
364,532,3600.5,128.515625,For-hire Truck
364,539,3339.27,120.3521875,For-hire Truck
364,540,894.32,39.53473684,For-hire Truck
364,551,1183.59,47.14710526,For-hire Truck
364,560,2532.09,95.1278125,For-hire Truck
369,369,0,4,For-hire Truck
371,11,625.3,25.62,For-hire Truck
371,12,855.04,38.50105263,For-hire Truck
371,19,753.68,35.83368421,For-hire Truck
371,41,2436.68,92.14625,For-hire Truck
371,42,2319.9,88.496875,For-hire Truck
371,49,2347.99,89.3746875,For-hire Truck
371,50,1054.46,43.74894737,For-hire Truck
371,61,2714.38,100.824375,For-hire Truck
371,62,3386.89,121.8403125,For-hire Truck
371,63,2828.55,104.3921875,For-hire Truck
371,64,3313.7,119.553125,For-hire Truck
371,65,3115.91,113.3721875,For-hire Truck
371,69,3333.08,120.15875,For-hire Truck
371,81,3123.26,113.601875,For-hire Truck
371,89,3835.85,135.8703125,For-hire Truck
371,91,1696.8,69.025,For-hire Truck
371,92,1617.73,66.5540625,For-hire Truck
371,99,1697.66,69.051875,For-hire Truck
371,101,1373.61,58.9253125,For-hire Truck
371,109,1447.27,61.2271875,For-hire Truck
371,111,1209.16,47.82,For-hire Truck
371,122,1072.85,44.23289474,For-hire Truck
371,123,814.42,37.43210526,For-hire Truck
371,124,884.33,39.27184211,For-hire Truck
371,129,879.05,39.13289474,For-hire Truck
371,131,459.87,23.07492308,For-hire Truck
371,132,498.76,23.67323077,For-hire Truck
371,139,547.33,24.42046154,For-hire Truck
371,160,3195.9,115.871875,For-hire Truck
371,171,1612.71,66.3971875,For-hire Truck
371,172,1279.37,49.66763158,For-hire Truck
371,179,1409.5,60.046875,For-hire Truck
371,181,1652.78,67.649375,For-hire Truck
371,182,1488.24,62.5075,For-hire Truck
371,183,1565.78,64.930625,For-hire Truck
371,189,1542.41,64.2003125,For-hire Truck
371,190,1630.98,66.968125,For-hire Truck
371,201,1480.27,62.2584375,For-hire Truck
371,202,1558.86,64.714375,For-hire Truck
371,209,1695.97,68.9990625,For-hire Truck
371,211,1579.94,65.373125,For-hire Truck
371,212,1207.24,47.76947368,For-hire Truck
371,221,1412.64,60.145,For-hire Truck
371,222,1529.33,63.7915625,For-hire Truck
371,223,1101.69,44.99184211,For-hire Truck
371,229,1467.49,61.8590625,For-hire Truck
371,230,2225.06,85.533125,For-hire Truck
371,241,1274.02,49.52684211,For-hire Truck
371,242,1233,48.44736842,For-hire Truck
371,249,1284.45,49.80131579,For-hire Truck
371,251,1835.4,73.35625,For-hire Truck
371,259,1736.87,70.2771875,For-hire Truck
371,261,1719.38,69.730625,For-hire Truck
371,262,1778.07,71.5646875,For-hire Truck
371,269,2013.8,78.93125,For-hire Truck
371,271,1888.84,75.02625,For-hire Truck
371,279,2062.49,80.4528125,For-hire Truck
371,280,939.56,40.72526316,For-hire Truck
371,291,1445.31,61.1659375,For-hire Truck
371,292,1247.99,48.84184211,For-hire Truck
371,299,1331.55,57.6109375,For-hire Truck
371,300,2789.41,103.1690625,For-hire Truck
371,311,1670.52,68.20375,For-hire Truck
371,319,2465.96,93.06125,For-hire Truck
371,321,3143.08,114.22125,For-hire Truck
371,329,3371.24,121.35125,For-hire Truck
371,331,1885.18,74.911875,For-hire Truck
371,339,1979.31,77.8534375,For-hire Truck
371,341,1472.71,62.0221875,For-hire Truck
371,342,1414.63,60.2071875,For-hire Truck
371,350,1961.04,77.2825,For-hire Truck
371,361,1729.14,70.035625,For-hire Truck
371,362,1647.48,67.48375,For-hire Truck
371,363,1604.34,66.135625,For-hire Truck
371,364,1794.77,72.0865625,For-hire Truck
371,371,0,4,For-hire Truck
371,372,209.07,14.4535,For-hire Truck
371,373,319.73,19.9865,For-hire Truck
371,379,296.47,18.8235,For-hire Truck
371,380,2401.85,91.0578125,For-hire Truck
371,391,1378.99,59.0934375,For-hire Truck
371,392,1639.24,67.22625,For-hire Truck
371,393,1484.13,62.3790625,For-hire Truck
371,394,1436.07,60.8771875,For-hire Truck
371,399,1510.87,63.2146875,For-hire Truck
371,401,1412.61,60.1440625,For-hire Truck
371,402,1380.11,59.1284375,For-hire Truck
371,409,1446.63,61.2071875,For-hire Truck
371,419,3799.85,134.7453125,For-hire Truck
371,421,1406.04,59.93875,For-hire Truck
371,422,1494.69,62.7090625,For-hire Truck
371,423,1477.76,62.18,For-hire Truck
371,429,1512.2,63.25625,For-hire Truck
371,441,1762.16,71.0675,For-hire Truck
371,452,256.69,16.8345,For-hire Truck
371,459,353.46,21.673,For-hire Truck
371,460,2053.49,80.1715625,For-hire Truck
371,471,903.61,39.77921053,For-hire Truck
371,472,965.52,41.40842105,For-hire Truck
371,473,1133.85,45.83815789,For-hire Truck
371,479,958.08,41.21263158,For-hire Truck
371,481,1483.06,62.345625,For-hire Truck
371,482,1350.74,58.210625,For-hire Truck
371,483,1709.76,69.43,For-hire Truck
371,484,1309.79,56.9309375,For-hire Truck
371,485,1903.05,75.4703125,For-hire Truck
371,486,1424.82,60.525625,For-hire Truck
371,487,1711.5,69.484375,For-hire Truck
371,488,1572.28,65.13375,For-hire Truck
371,489,1512.26,63.258125,For-hire Truck
371,491,3304.79,119.2746875,For-hire Truck
371,499,3181.47,115.4209375,For-hire Truck
371,500,1958.79,77.2121875,For-hire Truck
371,511,785.87,36.68078947,For-hire Truck
371,512,826.92,37.76105263,For-hire Truck
371,513,1276.88,49.60210526,For-hire Truck
371,519,1999.48,78.48375,For-hire Truck
371,531,3549.4,126.91875,For-hire Truck
371,532,3703.04,131.72,For-hire Truck
371,539,3441.81,123.5565625,For-hire Truck
371,540,1773.77,71.4303125,For-hire Truck
371,551,1736.89,70.2778125,For-hire Truck
371,560,2634.63,98.3321875,For-hire Truck
372,11,812.89,37.39184211,For-hire Truck
372,12,1042.63,43.43763158,For-hire Truck
372,19,941.27,40.77026316,For-hire Truck
372,41,2624.27,98.0084375,For-hire Truck
372,42,2507.49,94.3590625,For-hire Truck
372,49,2535.58,95.236875,For-hire Truck
372,50,1242.05,48.68552632,For-hire Truck
372,61,2901.97,106.6865625,For-hire Truck
372,62,3574.48,127.7025,For-hire Truck
372,63,3016.14,110.254375,For-hire Truck
372,64,3501.29,125.4153125,For-hire Truck
372,65,3303.5,119.234375,For-hire Truck
372,69,3520.67,126.0209375,For-hire Truck
372,81,3310.85,119.4640625,For-hire Truck
372,89,4023.44,141.7325,For-hire Truck
372,91,1549.95,64.4359375,For-hire Truck
372,92,1470.88,61.965,For-hire Truck
372,99,1550.81,64.4628125,For-hire Truck
372,101,1226.76,48.28315789,For-hire Truck
372,109,1300.42,56.638125,For-hire Truck
372,111,1062.31,43.95552632,For-hire Truck
372,122,1255.74,49.04578947,For-hire Truck
372,123,997.31,42.245,For-hire Truck
372,124,1067.22,44.08473684,For-hire Truck
372,129,1061.94,43.94578947,For-hire Truck
372,131,647.46,25.96092308,For-hire Truck
372,132,681.65,33.93815789,For-hire Truck
372,139,730.22,35.21631579,For-hire Truck
372,160,3383.49,121.7340625,For-hire Truck
372,171,1800.3,72.259375,For-hire Truck
372,172,1466.96,61.8425,For-hire Truck
372,179,1597.09,65.9090625,For-hire Truck
372,181,1839.09,73.4715625,For-hire Truck
372,182,1675.83,68.3696875,For-hire Truck
372,183,1723.52,69.86,For-hire Truck
372,189,1730,70.0625,For-hire Truck
372,190,1818.57,72.8303125,For-hire Truck
372,201,1667.86,68.120625,For-hire Truck
372,202,1746.45,70.5765625,For-hire Truck
372,209,1883.56,74.86125,For-hire Truck
372,211,1761.67,71.0521875,For-hire Truck
372,212,1394.83,59.5884375,For-hire Truck
372,221,1600.23,66.0071875,For-hire Truck
372,222,1716.92,69.65375,For-hire Truck
372,223,1289.28,49.92842105,For-hire Truck
372,229,1655.08,67.72125,For-hire Truck
372,230,2078.21,80.9440625,For-hire Truck
372,241,1127.17,45.66236842,For-hire Truck
372,242,1086.15,44.58289474,For-hire Truck
372,249,1137.6,45.93684211,For-hire Truck
372,251,1688.55,68.7671875,For-hire Truck
372,259,1590.02,65.688125,For-hire Truck
372,261,1727.14,69.973125,For-hire Truck
372,262,1825.07,73.0334375,For-hire Truck
372,269,2026.56,79.33,For-hire Truck
372,271,2076.43,80.8884375,For-hire Truck
372,279,2250.08,86.315,For-hire Truck
372,280,1127.15,45.66184211,For-hire Truck
372,291,1632.9,67.028125,For-hire Truck
372,292,1435.58,60.861875,For-hire Truck
372,299,1519.14,63.473125,For-hire Truck
372,300,2977,109.03125,For-hire Truck
372,311,1858.11,74.0659375,For-hire Truck
372,319,2653.55,98.9234375,For-hire Truck
372,321,3330.67,120.0834375,For-hire Truck
372,329,3558.83,127.2134375,For-hire Truck
372,331,1738.33,70.3228125,For-hire Truck
372,339,1832.46,73.264375,For-hire Truck
372,341,1325.86,57.433125,For-hire Truck
372,342,1267.78,49.36263158,For-hire Truck
372,350,2148.63,83.1446875,For-hire Truck
372,361,1582.29,65.4465625,For-hire Truck
372,362,1500.63,62.8946875,For-hire Truck
372,363,1457.49,61.5465625,For-hire Truck
372,364,1647.92,67.4975,For-hire Truck
372,371,209.07,14.4535,For-hire Truck
372,372,0,4,For-hire Truck
372,373,172.88,12.644,For-hire Truck
372,379,154.07,11.7035,For-hire Truck
372,380,2589.44,96.92,For-hire Truck
372,391,1566.58,64.955625,For-hire Truck
372,392,1506.45,63.0765625,For-hire Truck
372,393,1571.17,65.0990625,For-hire Truck
372,394,1623.66,66.739375,For-hire Truck
372,399,1594.43,65.8259375,For-hire Truck
372,401,1600.2,66.00625,For-hire Truck
372,402,1567.7,64.990625,For-hire Truck
372,409,1634.22,67.069375,For-hire Truck
372,419,3987.44,140.6075,For-hire Truck
372,421,1259.19,49.13657895,For-hire Truck
372,422,1347.84,58.12,For-hire Truck
372,423,1330.91,57.5909375,For-hire Truck
372,429,1365.35,58.6671875,For-hire Truck
372,441,1615.31,66.4784375,For-hire Truck
372,452,444.28,22.83507692,For-hire Truck
372,459,536.35,24.25153846,For-hire Truck
372,460,2241.08,86.03375,For-hire Truck
372,471,1091.2,44.71578947,For-hire Truck
372,472,1153.11,46.345,For-hire Truck
372,473,1321.44,57.295,For-hire Truck
372,479,1145.67,46.14921053,For-hire Truck
372,481,1670.65,68.2078125,For-hire Truck
372,482,1538.33,64.0728125,For-hire Truck
372,483,1897.35,75.2921875,For-hire Truck
372,484,1497.38,62.793125,For-hire Truck
372,485,2090.64,81.3325,For-hire Truck
372,486,1612.41,66.3878125,For-hire Truck
372,487,1899.09,75.3465625,For-hire Truck
372,488,1759.87,70.9959375,For-hire Truck
372,489,1699.85,69.1203125,For-hire Truck
372,491,3492.38,125.136875,For-hire Truck
372,499,3369.06,121.283125,For-hire Truck
372,500,1811.94,72.623125,For-hire Truck
372,511,639.02,25.83107692,For-hire Truck
372,512,697.04,34.34315789,For-hire Truck
372,513,1130.03,45.73763158,For-hire Truck
372,519,1852.63,96.6315,For-hire Truck
372,531,3736.99,132.7809375,For-hire Truck
372,532,3890.63,137.5821875,For-hire Truck
372,539,3629.4,129.41875,For-hire Truck
372,540,1626.92,66.84125,For-hire Truck
372,551,1924.48,76.14,For-hire Truck
372,560,2822.22,104.194375,For-hire Truck
373,11,923.55,40.30394737,For-hire Truck
373,12,1153.29,46.34973684,For-hire Truck
373,19,1051.93,43.68236842,For-hire Truck
373,41,2734.93,101.4665625,For-hire Truck
373,42,2618.15,97.8171875,For-hire Truck
373,49,2646.24,98.695,For-hire Truck
373,50,1352.71,58.2721875,For-hire Truck
373,61,3012.63,110.1446875,For-hire Truck
373,62,3685.14,131.160625,For-hire Truck
373,63,3126.8,113.7125,For-hire Truck
373,64,3611.95,128.8734375,For-hire Truck
373,65,3414.16,122.6925,For-hire Truck
373,69,3631.33,129.4790625,For-hire Truck
373,81,3421.51,122.9221875,For-hire Truck
373,89,4134.1,145.190625,For-hire Truck
373,91,1428.94,60.654375,For-hire Truck
373,92,1349.87,58.1834375,For-hire Truck
373,99,1429.8,60.68125,For-hire Truck
373,101,1105.75,45.09868421,For-hire Truck
373,109,1179.41,47.03710526,For-hire Truck
373,111,941.3,40.77105263,For-hire Truck
373,122,1267.46,49.35421053,For-hire Truck
373,123,1009.03,42.55342105,For-hire Truck
373,124,1107.53,45.14552632,For-hire Truck
373,129,1098.2,44.9,For-hire Truck
373,131,758.12,35.95052632,For-hire Truck
373,132,693.37,34.24657895,For-hire Truck
373,139,823.37,37.66763158,For-hire Truck
373,160,3494.15,125.1921875,For-hire Truck
373,171,1805.76,72.43,For-hire Truck
373,172,1577.62,65.300625,For-hire Truck
373,179,1707.75,69.3671875,For-hire Truck
373,181,1718.08,69.69,For-hire Truck
373,182,1696.09,69.0028125,For-hire Truck
373,183,1602.51,66.0784375,For-hire Truck
373,189,1798.65,72.2078125,For-hire Truck
373,190,1929.23,76.2884375,For-hire Truck
373,201,1778.52,71.57875,For-hire Truck
373,202,1857.11,74.0346875,For-hire Truck
373,209,1994.22,78.319375,For-hire Truck
373,211,1640.66,67.270625,For-hire Truck
373,212,1505.49,63.0465625,For-hire Truck
373,221,1710.89,69.4653125,For-hire Truck
373,222,1827.58,73.111875,For-hire Truck
373,223,1399.94,59.748125,For-hire Truck
373,229,1765.74,71.179375,For-hire Truck
373,230,1957.2,77.1625,For-hire Truck
373,241,1006.16,42.47789474,For-hire Truck
373,242,965.14,41.39842105,For-hire Truck
373,249,1016.59,42.75236842,For-hire Truck
373,251,1567.54,64.985625,For-hire Truck
373,259,1469.01,61.9065625,For-hire Truck
373,261,1606.13,66.1915625,For-hire Truck
373,262,1704.06,69.251875,For-hire Truck
373,269,1905.55,75.5484375,For-hire Truck
373,271,2187.09,84.3465625,For-hire Truck
373,279,2360.74,89.773125,For-hire Truck
373,280,1237.81,48.57394737,For-hire Truck
373,291,1743.56,70.48625,For-hire Truck
373,292,1546.24,64.32,For-hire Truck
373,299,1629.8,66.93125,For-hire Truck
373,300,3087.66,112.489375,For-hire Truck
373,311,1968.77,77.5240625,For-hire Truck
373,319,2764.21,102.3815625,For-hire Truck
373,321,3441.33,123.5415625,For-hire Truck
373,329,3669.49,130.6715625,For-hire Truck
373,331,1617.32,66.54125,For-hire Truck
373,339,1711.45,69.4828125,For-hire Truck
373,341,1204.85,47.70657895,For-hire Truck
373,342,1146.77,46.17815789,For-hire Truck
373,350,2259.29,86.6028125,For-hire Truck
373,361,1461.28,61.665,For-hire Truck
373,362,1379.62,59.113125,For-hire Truck
373,363,1336.48,57.765,For-hire Truck
373,364,1526.91,63.7159375,For-hire Truck
373,371,319.73,19.9865,For-hire Truck
373,372,172.88,12.644,For-hire Truck
373,373,0,4,For-hire Truck
373,379,132.11,10.6055,For-hire Truck
373,380,2700.1,100.378125,For-hire Truck
373,391,1564.95,64.9046875,For-hire Truck
373,392,1385.44,59.295,For-hire Truck
373,393,1450.16,61.3175,For-hire Truck
373,394,1547.7,64.365625,For-hire Truck
373,399,1473.42,62.044375,For-hire Truck
373,401,1710.86,69.464375,For-hire Truck
373,402,1678.36,68.44875,For-hire Truck
373,409,1744.88,70.5275,For-hire Truck
373,419,4098.1,144.065625,For-hire Truck
373,421,1138.18,45.95210526,For-hire Truck
373,422,1226.83,48.285,For-hire Truck
373,423,1209.9,47.83947368,For-hire Truck
373,429,1244.34,48.74578947,For-hire Truck
373,441,1494.3,62.696875,For-hire Truck
373,452,554.94,24.53753846,For-hire Truck
373,459,602.31,25.26630769,For-hire Truck
373,460,2351.74,89.491875,For-hire Truck
373,471,1201.86,47.62789474,For-hire Truck
373,472,1263.77,49.25710526,For-hire Truck
373,473,1432.1,60.753125,For-hire Truck
373,479,1256.33,49.06131579,For-hire Truck
373,481,1781.31,71.6659375,For-hire Truck
