SCTG,CFS_CODE,median_weight_ton,lower bound,upper bound
38,S,0.09130000000000006,0.0005,11.386125000000032
39,A,0.9415,0.0005,6.98325
39,C,1.794299999999998,0.0005,21.96271249999999
39,E,0.11080000000000004,0.0005,1.8589999999999993
39,M,5.7136,0.0020125000000000004,18.134199999999986
39,S,1.5994000000000006,0.001,17.58332499999999
40,A,0.142,0.0005,9.364474999999993
40,C,0.1845,0.0005,10.72575
40,E,0.1435,0.0005,6.452375000000012
40,M,2.6894000000000013,0.0005,18.97728749999999
40,S,0.19410000000000002,0.0005,8.338487499999964
41,A,25.8729,2.2281750000000002,290.23834999999946
41,C,38.76990000000004,1.968725000000001,85.18377500000001
41,E,23.4546,0.5949375,28.60505
41,M,61.50090000000001,19.6689,107.9451
41,S,29.6037,21.200162499999998,29.864250000000002
43,A,14.891800000000005,0.0005,32.172349999999994
43,C,6.776700000000006,0.0005,23.285425
43,E,0.06870000000000005,0.0005,8.719499999999996
43,M,8.9238,0.0005,18.5123875
43,S,16.579900000000006,0.0005,26.873699999999996
16,E,102.4401,13.3947375,10947.6311749999
16,M,102.4401,13.3947375,10947.6311749999
16,S,102.4401,13.3947375,10947.6311749999
16,A,102.0929,99.6213,103.06375
16,C,101.4385,13.350275,106.30103749999999
